,Post Description,Post Datetime,Comments,Comment Datetime,num_words
0,"Without masks, droplets from a cough or sneeze on a moving train can spread to as far as 6 people away. 

With masks and other safe management measures, we can continue to travel safely on public transport. 

Watch this short video to find out more about the study done by @astarsg and @ltasg.

This study is part of a wider initiative by A*STAR and @temasekfoundation to study how transmission occurs in different settings, and thus improve our measures to reduce the spread of COVID-19.",2021-02-25 02:25:07+00:00,Please put up more signs especially in the bus to ask people not to chit chat in the bus.🙏,2021-02-25 03:38:12+00:00,19
1,"Without masks, droplets from a cough or sneeze on a moving train can spread to as far as 6 people away. 

With masks and other safe management measures, we can continue to travel safely on public transport. 

Watch this short video to find out more about the study done by @astarsg and @ltasg.

This study is part of a wider initiative by A*STAR and @temasekfoundation to study how transmission occurs in different settings, and thus improve our measures to reduce the spread of COVID-19.",2021-02-25 02:25:07+00:00,I know that people tend to remove their shoes put their feet on the edge of the bus seat which can be unhygienic for the next person who came aboard the bus to find a seat to sit down,2021-02-25 06:36:02+00:00,39
8,"Crowne Plaza Changi Airport is our airport hotel. Recently, three workers there got infected with COVID-19, most likely from foreign air crew who stayed there during their layover. 

So the hotel closed, and worked with @moh_singapore and CAAS to implement tighter procedures to keep the staff and guests safe. 

@cpchangiairport recently opened again. I visited them to see the changes. 

The hotel is now only open to foreign air crew, no staycations. 

It is divided into Green and Amber zones, depending on potential exposure to the virus. 

More measures were taken to ensure foreign air crew stay in their rooms, with contactless laundry and food delivery. 

Much care is taken to ensure staff working in the Amber zone wear Personal Protective Equipment (PPE), and are properly trained. 

Some 180 staff have also gone for vaccination. 

What left me the strongest impression was the kitchen and restaurant. It is a Green zone, where staff prepares the food and packs them. Across the demarcation of the restaurant is an Amber zone, where staff in full PPE collect the food to be delivered to the rooms. 

I met the kitchen staff, Ms Thulasi, who just returned to work after being infected with COVID-19. She said her symptoms were fortunately mild, and she was in very good spirits and just got her vaccination. When she was down, all her colleagues were quarantined, and all the management staff chipped in to help cook and clean the kitchen. 

There was a lot of positive spirit in this hotel despite what happened. I think thatâ€™s why it has been voted the best airport hotel in the world.",2021-02-15 02:15:55+00:00,"Great story, thanks for sharing!",2021-02-15 14:07:49+00:00,5
9,"Crowne Plaza Changi Airport is our airport hotel. Recently, three workers there got infected with COVID-19, most likely from foreign air crew who stayed there during their layover. 

So the hotel closed, and worked with @moh_singapore and CAAS to implement tighter procedures to keep the staff and guests safe. 

@cpchangiairport recently opened again. I visited them to see the changes. 

The hotel is now only open to foreign air crew, no staycations. 

It is divided into Green and Amber zones, depending on potential exposure to the virus. 

More measures were taken to ensure foreign air crew stay in their rooms, with contactless laundry and food delivery. 

Much care is taken to ensure staff working in the Amber zone wear Personal Protective Equipment (PPE), and are properly trained. 

Some 180 staff have also gone for vaccination. 

What left me the strongest impression was the kitchen and restaurant. It is a Green zone, where staff prepares the food and packs them. Across the demarcation of the restaurant is an Amber zone, where staff in full PPE collect the food to be delivered to the rooms. 

I met the kitchen staff, Ms Thulasi, who just returned to work after being infected with COVID-19. She said her symptoms were fortunately mild, and she was in very good spirits and just got her vaccination. When she was down, all her colleagues were quarantined, and all the management staff chipped in to help cook and clean the kitchen. 

There was a lot of positive spirit in this hotel despite what happened. I think thatâ€™s why it has been voted the best airport hotel in the world.",2021-02-15 02:15:55+00:00,"Great story, thanks for sharing!",2021-02-15 14:07:48+00:00,5
11,"Crowne Plaza Changi Airport is our airport hotel. Recently, three workers there got infected with COVID-19, most likely from foreign air crew who stayed there during their layover. 

So the hotel closed, and worked with @moh_singapore and CAAS to implement tighter procedures to keep the staff and guests safe. 

@cpchangiairport recently opened again. I visited them to see the changes. 

The hotel is now only open to foreign air crew, no staycations. 

It is divided into Green and Amber zones, depending on potential exposure to the virus. 

More measures were taken to ensure foreign air crew stay in their rooms, with contactless laundry and food delivery. 

Much care is taken to ensure staff working in the Amber zone wear Personal Protective Equipment (PPE), and are properly trained. 

Some 180 staff have also gone for vaccination. 

What left me the strongest impression was the kitchen and restaurant. It is a Green zone, where staff prepares the food and packs them. Across the demarcation of the restaurant is an Amber zone, where staff in full PPE collect the food to be delivered to the rooms. 

I met the kitchen staff, Ms Thulasi, who just returned to work after being infected with COVID-19. She said her symptoms were fortunately mild, and she was in very good spirits and just got her vaccination. When she was down, all her colleagues were quarantined, and all the management staff chipped in to help cook and clean the kitchen. 

There was a lot of positive spirit in this hotel despite what happened. I think thatâ€™s why it has been voted the best airport hotel in the world.",2021-02-15 02:15:55+00:00,Staffs working from the Front Lines,2021-02-15 06:27:06+00:00,6
13,"Exactly one year ago, we evacuated 92 Singaporeans from Wuhan via @flyscoot TR121. A second evacuation flight followed a week later, with 174 returning home. 

In the year since, together with @singaporeair Group, we have brought home thousands of Singaporeans from all corners of the world. 

At the same time, we worked with our international partners so that foreign nationals could make their trips back. 

These operations required meticulous planning and close co-ordination, within and outside of Singapore. We are grateful for their support. 

It shows the unique Singapore spirit. We never leave our own out in the lurch. 

Today, many commercial flights are restored, and people can make their way home, go overseas to study or work. The situation is much better, and we have to continue to strive to restore our connectivity to the world.",2021-01-30 02:00:55+00:00,Amazed at how the situation is kept so well under control here in Singapore. What more can I say.... Proud to be a Singaporean. Thank You.,2021-01-30 09:11:17+00:00,26
16,"Exactly one year ago, we evacuated 92 Singaporeans from Wuhan via @flyscoot TR121. A second evacuation flight followed a week later, with 174 returning home. 

In the year since, together with @singaporeair Group, we have brought home thousands of Singaporeans from all corners of the world. 

At the same time, we worked with our international partners so that foreign nationals could make their trips back. 

These operations required meticulous planning and close co-ordination, within and outside of Singapore. We are grateful for their support. 

It shows the unique Singapore spirit. We never leave our own out in the lurch. 

Today, many commercial flights are restored, and people can make their way home, go overseas to study or work. The situation is much better, and we have to continue to strive to restore our connectivity to the world.",2021-01-30 02:00:55+00:00,"Thank you 🙏 but are we bending our knees too much to 🇮🇳 India , so many arrived daily.",2021-02-03 19:49:09+00:00,16
27,"Bus and train passenger volumes during peak hour have gone up by 11% this month, compared to before the year-end season. 

COVID-19 has made us use technology to work smarter, and demonstrated that even as more people return to office to work, the peak hour rush and crush is totally unnecessary. 

So for staff who need to go back to office, I urge employers to have them travel off-peak. 

The Public Service is taking the lead, and the MOT Family is doing our part. 

At @ltasg, officers can report to work at 7.30am or 10am, or work from home for at least 50% of the time. @motsingapore too has similar practices. 

This spreads out the load on our buses, trains and roads.  It makes rides safer and better. COVID-19 is an opportunity to shift our travelling habits. Itâ€™s about time. 

Catch the waves of change, #traveloffpeak.

Photo credit: The Straits Times&nbsp;Â©ï¸&nbsp;Singapore Press Holdings Limited. Permission required for reproduction.",2021-01-22 11:03:38+00:00,employers should be given stricter rules minister ong. our bosses do not care.,2021-01-22 13:27:44+00:00,13
30,"Bus and train passenger volumes during peak hour have gone up by 11% this month, compared to before the year-end season. 

COVID-19 has made us use technology to work smarter, and demonstrated that even as more people return to office to work, the peak hour rush and crush is totally unnecessary. 

So for staff who need to go back to office, I urge employers to have them travel off-peak. 

The Public Service is taking the lead, and the MOT Family is doing our part. 

At @ltasg, officers can report to work at 7.30am or 10am, or work from home for at least 50% of the time. @motsingapore too has similar practices. 

This spreads out the load on our buses, trains and roads.  It makes rides safer and better. COVID-19 is an opportunity to shift our travelling habits. Itâ€™s about time. 

Catch the waves of change, #traveloffpeak.

Photo credit: The Straits Times&nbsp;Â©ï¸&nbsp;Singapore Press Holdings Limited. Permission required for reproduction.",2021-01-22 11:03:38+00:00,"Maybe worth looking at what the other countries are putting in place... In France, there are technologies being deployed in public places specially public transportation to protect both the air and all frequent point of contacts, check it out: https://www.airprotect-solution.com",2021-01-22 15:01:07+00:00,39
31,"Bus and train passenger volumes during peak hour have gone up by 11% this month, compared to before the year-end season. 

COVID-19 has made us use technology to work smarter, and demonstrated that even as more people return to office to work, the peak hour rush and crush is totally unnecessary. 

So for staff who need to go back to office, I urge employers to have them travel off-peak. 

The Public Service is taking the lead, and the MOT Family is doing our part. 

At @ltasg, officers can report to work at 7.30am or 10am, or work from home for at least 50% of the time. @motsingapore too has similar practices. 

This spreads out the load on our buses, trains and roads.  It makes rides safer and better. COVID-19 is an opportunity to shift our travelling habits. Itâ€™s about time. 

Catch the waves of change, #traveloffpeak.

Photo credit: The Straits Times&nbsp;Â©ï¸&nbsp;Singapore Press Holdings Limited. Permission required for reproduction.",2021-01-22 11:03:38+00:00,"I seriously hope that when Singapore develop or upgrade current transport system, we must also seriously consider quality and durability of supplier product as priority and not about cost and servicing package. If the breakdown and durability are not up to standard, it is no use even supplier will cover lot of servicing for free or what. The efficiency of it will not make the mark for even why do we need to have it build.",2021-01-24 04:57:55+00:00,76
