id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1363686696622039047,1363686696622039047,2021-02-22 11:06:59 +08,2021-02-22,11:06:59,+0800,317557095,mfasgconsular,MFA Consular,,"The Ontario government is maintaining the shutdown, the Stay-at-Home order and all existing public health and workplace safety measures for an additional two weeks in the Toronto and Peel Public Health Regions. Click the following link for details.  https://t.co/IGfAw91NZM",en,[],['https://news.ontario.ca/en/release/60396/stay-at-home-order-extended-in-toronto-and-peel-public-health-regions-along-with-north-bay-parry-sou'],[],0,0,0,[],[],https://twitter.com/MFAsgConsular/status/1363686696622039047,False,,0,,Singapore,,,,,,[],,,,
1334834792722956291,1334834792722956291,2020-12-04 20:19:49 +08,2020-12-04,20:19:49,+0800,15925224,kborsetti,Kristen Borsetti,,"""Ski slopes will be closed from the Alps to the Apennines, a coordinated decision by Italy, France and Germany.""  A sensible decision made by these European countries whereas Californians are encouraged to go skiing during their stay-at-home order.",en,[],[],[],0,0,0,[],[],https://twitter.com/kborsetti/status/1334834792722956291,False,https://twitter.com/nytimes/status/1334826052305170432,0,,Singapore,,,,,,[],,,,
1315331456827224064,1315207907256885248,2020-10-12 00:40:31 +08,2020-10-12,00:40:31,+0800,108934657,cedriccha,Cedric Cha,,"@DGHisham @ProfAdeeba In Malaysia, we are even struggling with people breaking their Stay Home Notices. This disregard for rules is a result of years and years of ineffective implementation of law and order.",en,[],[],[],0,1,27,[],[],https://twitter.com/cedriccha/status/1315331456827224064,False,,0,,Singapore,,,,,,"[{'screen_name': 'DGHisham', 'name': 'Noor Hisham Abdullah', 'id': '1595149746'}, {'screen_name': 'ProfAdeeba', 'name': 'Adeeba Kamarulzaman', 'id': '2467971727'}]",,,,
1289338765467504640,1289338765467504640,2020-08-01 07:14:51 +08,2020-08-01,07:14:51,+0800,34285096,esww_gracey,gracey,,"Can’t believe its August already! CB measures (stay home order) started in 7 Apr 2020, and until today, I’m still thinking of the jacket i have left hanging on my office chair. 🤭 Who would have thought that Covid would be hitting the pause button on everything this much. 🤷🏻‍♀️",en,[],[],[],0,0,0,[],[],https://twitter.com/esww_gracey/status/1289338765467504640,False,,0,,Singapore,,,,,,[],,,,
1275649830673661953,1275649830673661953,2020-06-24 12:39:54 +08,2020-06-24,12:39:54,+0800,41269448,santoshaka,𝙎𝙖𝙣𝙩𝙤𝙨𝙝 𝙏𝙝𝙖𝙥𝙖 𝙈𝙖𝙜𝙖𝙧,,New term - SHRO (stay home restriction order) is different from SHN (Stay Home Notice),en,[],[],[],1,0,2,[],[],https://twitter.com/SantoshAKA/status/1275649830673661953,False,,0,,Singapore,,,,,,[],,,,
1259627223562113024,1259627223562113024,2020-05-11 07:31:47 +08,2020-05-11,07:31:47,+0800,762817366547836928,dinggarden,dinggarden buffet,,"Stay Home, we provide delivery to your door step with in 2 hours. Please view and order from our web.  https://t.co/LllVBwHLmp",en,[],['http://www.dmchicken.com.sg'],[],0,0,1,[],[],https://twitter.com/dinggarden/status/1259627223562113024,False,,0,,Singapore,,,,,,[],,,,
1254241234433998849,1254241234433998849,2020-04-26 10:49:47 +08,2020-04-26,10:49:47,+0800,2854086409,juicetales,Juice Tales,"{'type': 'Point', 'coordinates': [1.31658053, 103.90126705]}",Take this good chance to try out a juice cleanse while you can stay home..🍹 No worries for toilet runs or being crave for outside food.🥪 Order now and we will deliver right to you.🛵 Order at:  https://t.co/MsPHm0CkSl…  https://t.co/H1Ryb5FAnN,en,[],"['http://www.juicetales.com.sg', 'https://www.instagram.com/p/B_bYvHdnxI7/?igshid=1ockebrsh52ip']",[],0,0,0,[],[],https://twitter.com/JuiceTales/status/1254241234433998849,False,,0,,Singapore,,,,,,[],,,,
1253412215052316673,1253412215052316673,2020-04-24 03:55:33 +08,2020-04-24,03:55:33,+0800,2798986076,missayenuntalan,🌟 Ayen 🌟,,Kung ang pilipinas may MCQ (Modified Community Quarantine) dito naman sa Malaysia ay MOC (Movement Control Order!) STAY HOME AT KEEP SAFE EVERYONE!,tl,[],[],[],0,0,0,[],[],https://twitter.com/MissAyenUntalan/status/1253412215052316673,False,,0,,Singapore,,,,,,[],,,,
1252541680474980352,1252541680474980352,2020-04-21 18:16:22 +08,2020-04-21,18:16:22,+0800,294708610,anne_koh,Anne Koh,,Singapore just announced extension of Stay Home Order till 1st June. Oh man! Thank God I have pokestops and gyms at home 😬  https://t.co/i6ElNvk8dV,en,[],[],['https://pbs.twimg.com/media/EWHr_4TU8AUVcMv.jpg'],4,1,35,[],[],https://twitter.com/anne_koh/status/1252541680474980352,False,,1,https://pbs.twimg.com/media/EWHr_4TU8AUVcMv.jpg,Singapore,,,,,,[],,,,
1248823119382376448,1248823119382376448,2020-04-11 12:00:08 +08,2020-04-11,12:00:08,+0800,24670791,jaschintaz,ⓙⓐⓢⓒⓗⓘⓝⓣⓐⓩ®,,"Blessed Easter weekend everyone! Stay home, cook or order in, eat hot cross buns and chocolate eggs ❤️🐣🐰🥚 #StayHome #EasterWeekend #Covid19 #Coronavirus  https://t.co/mN8EJtEtp2",en,[],[],"['https://pbs.twimg.com/media/EVS2ABxUUAA1Xya.jpg', 'https://pbs.twimg.com/media/EVS2AByU0AADU4U.jpg']",0,0,0,"['stayhome', 'easterweekend', 'covid19', 'coronavirus']",[],https://twitter.com/jaschintaz/status/1248823119382376448,False,,1,https://pbs.twimg.com/media/EVS2ABxUUAA1Xya.jpg,Singapore,,,,,,[],,,,
