,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_text,demojize_text
46,1244771951119192065,1244771951119192065,2020-03-31,07:42:14,14302278,sarahcottle,Sarah Cottle,,That concludes our 14-day #StayHome Notice. 42 SMS location checks and ~10 video interviews. @MOM_sg doing an amazing job of keeping us safe in #Singapore. 🙏🏼#Coronavirus #Covid_19 @leehsienloong #Leadership 🇸🇬  https://t.co/j10j9UTOA8,en,"[{'screen_name': 'mom_sg', 'name': 'ministry of manpower', 'id': '85776326'}, {'screen_name': 'leehsienloong', 'name': 'leehsienloong', 'id': '34568673'}]",[],['https://pbs.twimg.com/media/EUZRfUnUEAAgY12.jpg'],1,0,11,"['stayhome', 'singapore', 'coronavirus', 'covid_19', 'leadership']",https://twitter.com/sarahcottle/status/1244771951119192065,1,[],"['conclud', 'notic', 'sm', 'locat', 'check', 'video', 'interview', 'amaz', 'job', 'keep', 'us', 'safe']",That concludes our 14-day #StayHome Notice. 42 SMS location checks and ~10 video interviews. @MOM_sg doing an amazing job of keeping us safe in #Singapore. :folded_hands_medium-light_skin_tone:#Coronavirus #Covid_19 @leehsienloong #Leadership :Singapore:  https://t.co/j10j9UTOA8
47,1244261575529238529,1244261575529238529,2020-03-29,21:54:11,977173723739377664,_imanrizqi_,Iman Rizqi,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}","While serving my 14 Day Stay-Home Notice (SHN), i did something awesome with a glass mug and some oil. . Stay Safe and Safe Distancing ya big chungus !! .  All pictures inspired by @7theraYT northborders…  https://t.co/jJxIKq9z8U",en,"[{'screen_name': '7therayt', 'name': '7th era', 'id': '1033525388687724544'}]",['https://www.instagram.com/p/B-UegwJn35s/?igshid=l70sp2hz8nba'],[],0,0,0,[],https://twitter.com/_ImanRizqi_/status/1244261575529238529,0,[],"['serv', 'day', 'notic', 'shn', 'someth', 'awesom', 'glass', 'mug', 'oil', 'stay', 'safe', 'safe', 'distanc', 'ya', 'big', 'chungu', 'pictur', 'inspir']","While serving my 14 Day Stay-Home Notice (SHN), i did something awesome with a glass mug and some oil. . Stay Safe and Safe Distancing ya big chungus !! .  All pictures inspired by @7theraYT northborders…  https://t.co/jJxIKq9z8U"
49,1244246428483895298,1244246428483895298,2020-03-29,20:54:00,78516945,lizwoodybobeep,LizAnailuZ,,Just listen and obey for everyone’s safety.... ICA cancels Singaporean's passport for breaching stay-home notice  https://t.co/a07eDpYCYJ,en,[],['https://www.channelnewsasia.com/news/singapore/covid19-coronavirus-breach-stay-home-notice-passport-cancelled-12586942#.XoCaJ2F87-E.twitter'],[],0,0,0,[],https://twitter.com/LizWoodyBoBeep/status/1244246428483895298,0,[],"['listen', 'obey', 'everyon', 'safeti', 'ica', 'cancel', 'singaporean', 'passport', 'breach', 'notic']",Just listen and obey for everyone’s safety.... ICA cancels Singaporean's passport for breaching stay-home notice  https://t.co/a07eDpYCYJ
50,1244179425047932929,1244179425047932929,2020-03-29,16:27:45,100195084,damelomar,Omar Bin Alkhatab,,ICA cancels Singaporean's passport for breaching stay-home notice  https://t.co/MrBWl2oVMp,en,[],['https://www.channelnewsasia.com/news/singapore/covid19-coronavirus-breach-stay-home-notice-passport-cancelled-12586942#.XoBb9riIljo.twitter'],[],0,0,4,[],https://twitter.com/DamelOmar/status/1244179425047932929,0,[],"['ica', 'cancel', 'singaporean', 'passport', 'breach', 'notic']",ICA cancels Singaporean's passport for breaching stay-home notice  https://t.co/MrBWl2oVMp
51,1243708060331151360,1243708060331151360,2020-03-28,09:14:43,90597912,poortan,poor tan,,Coronavirus: Man who allegedly breached stay-home notice for bak kut teh likely to be charged  https://t.co/Wbn4XYOP97 yes charged the irresponsible guy with fine and jail time. A lot of Singaporeans are not taking the threat seriously enough,en,[],['https://str.sg/JYk6'],[],0,0,0,[],https://twitter.com/poortan/status/1243708060331151360,0,[],"['coronaviru', 'man', 'allegedli', 'breach', 'notic', 'bak', 'kut', 'teh', 'like', 'charg', 'ye', 'charg', 'irrespons', 'guy', 'fine', 'jail', 'time', 'lot', 'singaporean', 'take', 'threat', 'serious', 'enough']",Coronavirus: Man who allegedly breached stay-home notice for bak kut teh likely to be charged  https://t.co/Wbn4XYOP97 yes charged the irresponsible guy with fine and jail time. A lot of Singaporeans are not taking the threat seriously enough
53,1243061661151318016,1243061661151318016,2020-03-26,14:26:09,14314503,aaronunkoch,Aaron Koh,,"SG monopoly version should replace Jail with Stay Home Notice.  You land on chance space and pick up chance card that says, ""You landed in Singapore and been served a Stay Home Notice. Go Home! Do not pick up Bak Kut Teh!",en,[],[],[],0,0,0,[],https://twitter.com/AaronUnKoch/status/1243061661151318016,0,[],"['sg', 'monopoli', 'version', 'replac', 'jail', 'stay', 'home', 'notic', 'land', 'chanc', 'space', 'pick', 'chanc', 'card', 'say', 'land', 'singapor', 'serv', 'stay', 'home', 'notic', 'go', 'home', 'pick', 'bak', 'kut', 'teh']","SG monopoly version should replace Jail with Stay Home Notice.  You land on chance space and pick up chance card that says, ""You landed in Singapore and been served a Stay Home Notice. Go Home! Do not pick up Bak Kut Teh!"
54,1242770963290361856,1242770963290361856,2020-03-25,19:11:01,338393618,melvinoyx,Melvin Ong,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}","I know many of my friends are back from overseas and are currently being quarantined at the moment, and there are also many in other states that are being issued a stay-home notice. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ Please act responsibly…  https://t.co/2h3zZldgWi",en,[],['https://www.instagram.com/p/B-J4qW4FrC3/?igshid=5dik3exvmtkc'],[],0,0,0,[],https://twitter.com/Melvinoyx/status/1242770963290361856,0,[],"['know', 'mani', 'friend', 'back', 'oversea', 'current', 'quarantin', 'moment', 'also', 'mani', 'state', 'issu', 'notic', 'pleas', 'act']","I know many of my friends are back from overseas and are currently being quarantined at the moment, and there are also many in other states that are being issued a stay-home notice. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ Please act responsibly…  https://t.co/2h3zZldgWi"
55,1242112362976407552,1242112362976407552,2020-03-23,23:33:59,528247291,nagaprakash97,ℕ𝕒𝕘𝕒,,Cb on birthday kenna stay home notice 😂,en,[],[],[],1,0,1,[],https://twitter.com/nagaprakash97/status/1242112362976407552,0,[],"['cb', 'birthday', 'kenna', 'stay', 'home', 'notic']",Cb on birthday kenna stay home notice :face_with_tears_of_joy:
57,1242089114876301312,1242089112414244867,2020-03-23,22:01:36,327197191,sgsportshub,Singapore Sports Hub,,"Individuals who are feeling unwell, on Leave of Absence or Stay-Home Notice, or have recent travel history to countries or regions placed under travel restrictions by the Singapore Government will also be refrained from entering the venue.",en,[],[],[],1,0,0,[],https://twitter.com/SGSportsHub/status/1242089114876301312,0,[],"['individu', 'feel', 'unwel', 'leav', 'absenc', 'notic', 'recent', 'travel', 'histori', 'countri', 'region', 'place', 'travel', 'restrict', 'singapor', 'govern', 'also', 'refrain', 'enter', 'venu']","Individuals who are feeling unwell, on Leave of Absence or Stay-Home Notice, or have recent travel history to countries or regions placed under travel restrictions by the Singapore Government will also be refrained from entering the venue."
58,1242009199585812480,1242009185287467008,2020-03-23,16:44:03,184323820,claire_lansonn,Claire Lansonneur,,"4/5 Noticing lots of singaporeans/PRs coming back (especially students). As most recent cases are imported, the SG gov has issued a stay-home notice for all incoming travellers. This WILL help prevent the spread of the virus. Many COVID-19 carriers are asymptomatic.",en,[],[],[],1,4,23,[],https://twitter.com/claire_lansonn/status/1242009199585812480,0,[],"['notic', 'lot', 'come', 'back', 'especi', 'student', 'recent', 'case', 'import', 'sg', 'gov', 'issu', 'notic', 'incom', 'travel', 'help', 'prevent', 'spread', 'viru', 'mani', 'carrier', 'asymptomat']","4/5 Noticing lots of singaporeans/PRs coming back (especially students). As most recent cases are imported, the SG gov has issued a stay-home notice for all incoming travellers. This WILL help prevent the spread of the virus. Many COVID-19 carriers are asymptomatic."
59,1241635531944910849,1241312205619859462,2020-03-22,15:59:13,751422730730217473,_ren_en_,Karen Leow,,@nicole__yu @AidaHelena_BA @Sophie_Shang The only thing I’m looking forward to this week of stay home notice 🏠,en,[],[],[],0,0,1,[],https://twitter.com/_ren_en_/status/1241635531944910849,0,"[{'screen_name': 'nicole__yu', 'name': 'Nicole', 'id': '1132407584474980353'}, {'screen_name': 'AidaHelena_BA', 'name': 'Aida Helena', 'id': '27616275'}, {'screen_name': 'Sophie_Shang', 'name': 'Sophie Shang', 'id': '2989331127'}]","['thing', 'look', 'forward', 'week', 'stay', 'home', 'notic']",@nicole__yu @AidaHelena_BA @Sophie_Shang The only thing I’m looking forward to this week of stay home notice :house:
60,1241230538750525440,1241230538750525440,2020-03-21,13:09:56,90432846,skycharm,Charm Uy,"{'type': 'Point', 'coordinates': [1.28978, 103.85121]}",L O V E in the midst of C O V I D - 1 9. 🦠♥️ One week LDR plus 2-weeks stay-home notice after his travel to Taiwan.  What can I say?  Counting our blessings despite the challenging times.…  https://t.co/eCdCplLwgg,en,[],['https://www.instagram.com/p/B9-73dcAjhcjFHkI_kcgVq410UgX35MWCDbTIw0/?igshid=1e2qyi3trf1j5'],[],0,0,0,[],https://twitter.com/skycharm/status/1241230538750525440,0,[],"['l', 'v', 'e', 'midst', 'c', 'v', 'one', 'week', 'ldr', 'plu', 'notic', 'travel', 'taiwan', 'say', 'count', 'bless', 'despit', 'challeng']",L O V E in the midst of C O V I D - 1 9. :microbe::heart_suit: One week LDR plus 2-weeks stay-home notice after his travel to Taiwan.  What can I say?  Counting our blessings despite the challenging times.…  https://t.co/eCdCplLwgg
61,1241227771101102080,1241227587013103616,2020-03-21,12:58:56,157541024,hiday_att,yat 🇸🇬💞,,@darlingbrando Stuck at home because of 14 days stay at home notice. Hbu?,en,[],[],[],0,0,0,[],https://twitter.com/hiday_att/status/1241227771101102080,0,"[{'screen_name': 'darlingbrando', 'name': 'Darling Brando', 'id': '985800692102148096'}]","['stuck', 'home', 'day', 'stay', 'home', 'notic', 'hbu']",@darlingbrando Stuck at home because of 14 days stay at home notice. Hbu?
62,1241204077792354304,1241204077792354304,2020-03-21,11:24:47,272796118,80subhra,Subhra,,@PMOIndia @narendramodi pls arrest ppl who violate stay home notice. Ppl need to obey rules and can't put others life in danger. Ppl are not taking things seriously.,en,"[{'screen_name': 'narendramodi', 'name': 'narendra modi', 'id': '18839785'}]",[],[],0,0,0,[],https://twitter.com/80subhra/status/1241204077792354304,0,[],"['pl', 'arrest', 'ppl', 'violat', 'stay', 'home', 'notic', 'ppl', 'need', 'obey', 'rule', 'ca', 'put', 'other', 'life', 'danger', 'ppl', 'take', 'thing', 'serious']",@PMOIndia @narendramodi pls arrest ppl who violate stay home notice. Ppl need to obey rules and can't put others life in danger. Ppl are not taking things seriously.
63,1241190880289021952,1240984341884178432,2020-03-21,10:32:20,110144278,yagurlmaisy,issa mais,,@bearuangz this 14 days stay home notice thingy ah just kecoh,en,[],[],[],1,0,0,[],https://twitter.com/yagurlmaisy/status/1241190880289021952,0,"[{'screen_name': 'bearuangz', 'name': 'MuhdBear', 'id': '1150859517267066881'}]","['day', 'stay', 'home', 'notic', 'thingi', 'ah', 'kecoh']",@bearuangz this 14 days stay home notice thingy ah just kecoh
65,1240823456951709700,1240823456951709700,2020-03-20,10:12:20,257862528,shuraimmmm,Shuraim Basir,,"Ever since this stay home notice I’ve been expanding my knowledge of cooking beyond just maggie, spaghetti and fried eggs. HAHAHAH LOVING IT",en,[],[],[],0,0,1,[],https://twitter.com/Shuraimmmm/status/1240823456951709700,0,[],"['ever', 'sinc', 'stay', 'home', 'notic', 'expand', 'knowledg', 'cook', 'beyond', 'maggi', 'spaghetti', 'fri', 'egg', 'hahahah', 'love']","Ever since this stay home notice I’ve been expanding my knowledge of cooking beyond just maggie, spaghetti and fried eggs. HAHAHAH LOVING IT"
66,1240587993729003520,1240587993729003520,2020-03-19,18:36:41,23805402,nancycnbc,Nancy Hungerford,,"Singapore’s Penalties for non-compliance w/ Stay at Home Notice - Fine up to $10K and/or 6-mth imprisonment for 1st offence                - SG PR, Long-Term Pass Holders: Re-entry permit/passes may be revoked - Foreign employee: Work pass may be revoked",en,[],[],[],1,3,10,[],https://twitter.com/NancyCNBC/status/1240587993729003520,0,[],"['singapor', 'penalti', 'stay', 'home', 'notic', 'fine', 'imprison', 'offenc', 'sg', 'pr', 'pass', 'holder', 'may', 'revok', 'foreign', 'employe', 'work', 'pass', 'may', 'revok']","Singapore’s Penalties for non-compliance w/ Stay at Home Notice - Fine up to $10K and/or 6-mth imprisonment for 1st offence                - SG PR, Long-Term Pass Holders: Re-entry permit/passes may be revoked - Foreign employee: Work pass may be revoked"
67,1240563805064589312,1240549012035391488,2020-03-19,17:00:34,2886754007,btrsofficial,Ben Smith,,@Luke_Hobson1989 Stay at Home Notice (Home quarantine),en,[],[],[],0,0,0,[],https://twitter.com/btrsofficial/status/1240563805064589312,0,"[{'screen_name': 'Luke_Hobson1989', 'name': 'Luke Hobson', 'id': '356267752'}]","['stay', 'home', 'notic', 'home', 'quarantin']",@Luke_Hobson1989 Stay at Home Notice (Home quarantine)
68,1240241727530602496,1240235345116975108,2020-03-18,19:40:45,244428045,fdzfitriiiii,Fadzrul,,@Akmalhakimwee Alright! You too ma bro. Kena stay home notice ke?,en,[],[],[],1,0,0,[],https://twitter.com/fdzfitriiiii/status/1240241727530602496,0,"[{'screen_name': 'Akmalhakimwee', 'name': 'amand', 'id': '2320582250'}]","['alright', 'bro', 'kena', 'stay', 'home', 'notic', 'ke']",@Akmalhakimwee Alright! You too ma bro. Kena stay home notice ke?
69,1240171416655290368,1239883205211291650,2020-03-18,15:01:21,270497328,loolahdoolally,PIA,,"@KiyomiMcfarlane @R_Wayne111 @LT3000Lyall @ianbremmer Not forgetting consequences for those caught breaking the stay home notice. Yes we can be seem as somewhat extreme in many areas, but sometimes it works. Esp in a crisis.",en,[],[],[],0,0,0,[],https://twitter.com/LoolahDoolally/status/1240171416655290368,0,"[{'screen_name': 'KiyomiMcfarlane', 'name': 'Kiyomi McFarlane 🇺🇸 🗳 🧦 🥑🔰', 'id': '1145833823977951232'}, {'screen_name': 'LT3000Lyall', 'name': 'Lyall Taylor', 'id': '2323253005'}, {'screen_name': 'ianbremmer', 'name': 'ian bremmer', 'id': '60783724'}]","['forget', 'consequ', 'caught', 'break', 'stay', 'home', 'notic', 'ye', 'seem', 'somewhat', 'extrem', 'mani', 'area', 'sometim', 'work', 'esp', 'crisi']","@KiyomiMcfarlane @R_Wayne111 @LT3000Lyall @ianbremmer Not forgetting consequences for those caught breaking the stay home notice. Yes we can be seem as somewhat extreme in many areas, but sometimes it works. Esp in a crisis."
70,1239952297448243206,1239952297448243206,2020-03-18,00:30:39,40859142,fafuierice,Fafui,,"My supervisor came from Japan one week ago and today (after working for a week alr after she arrived), the company asked her to take SHN (stay at home notice for 1 week). She was laughing when she told us &amp; we were all like “Huh you would’ve infected us already” 😅 medyo weird",en,[],[],[],1,0,0,[],https://twitter.com/fafuierice/status/1239952297448243206,0,[],"['supervisor', 'came', 'japan', 'one', 'week', 'ago', 'today', 'work', 'week', 'alr', 'arriv', 'compani', 'ask', 'take', 'shn', 'stay', 'home', 'notic', 'week', 'laugh', 'told', 'us', 'amp', 'like', 'huh', 'would', 'infect', 'us', 'alreadi', 'medyo', 'weird']","My supervisor came from Japan one week ago and today (after working for a week alr after she arrived), the company asked her to take SHN (stay at home notice for 1 week). She was laughing when she told us &amp; we were all like “Huh you would’ve infected us already” :grinning_face_with_sweat: medyo weird"
71,1239779878267834368,1239767268667482112,2020-03-17,13:05:31,14838594,serrynaimo,Thomas Gorissen,,"@charis You’ll get a 2 week stay home notice from ASEAN, UK, Switzerland. No travel history from Italy, South Korea, China allowed.  https://t.co/XdiMduICl4",en,[],[],['https://pbs.twimg.com/media/ETSVOcwUEAAGXpl.jpg'],1,0,1,[],https://twitter.com/serrynaimo/status/1239779878267834368,1,"[{'screen_name': 'charis', 'name': 'Charis \U0001f9cb', 'id': '47614929'}]","['get', 'week', 'stay', 'home', 'notic', 'asean', 'uk', 'switzerland', 'travel', 'histori', 'itali', 'south', 'korea', 'china', 'allow']","@charis You’ll get a 2 week stay home notice from ASEAN, UK, Switzerland. No travel history from Italy, South Korea, China allowed.  https://t.co/XdiMduICl4"
72,1239730187278811136,1239730187278811136,2020-03-17,09:48:04,257862528,shuraimmmm,Shuraim Basir,,I’m on a Stay home notice eversince I got back and my mom is like leaving frozen food and other groceries at my door step so that I don’t go hungry 😂😂 I FEEL LIKE A MONSTER,en,[],[],[],0,0,3,[],https://twitter.com/Shuraimmmm/status/1239730187278811136,0,[],"['stay', 'home', 'notic', 'eversinc', 'got', 'back', 'mom', 'like', 'leav', 'frozen', 'food', 'groceri', 'door', 'step', 'go', 'hungri', 'feel', 'like', 'monster']",I’m on a Stay home notice eversince I got back and my mom is like leaving frozen food and other groceries at my door step so that I don’t go hungry :face_with_tears_of_joy::face_with_tears_of_joy: I FEEL LIKE A MONSTER
73,1239573115346153476,1239560331237572608,2020-03-16,23:23:55,934547628,shakilasiraj,S S,,"@thebuzzards3 Hey thanks , but still I will have the STAY HOME NOTICE 2 weeks I suppose",en,[],[],[],0,0,0,[],https://twitter.com/shakilasiraj/status/1239573115346153476,0,[],"['hey', 'thank', 'still', 'stay', 'home', 'notic', 'week', 'suppos']","@thebuzzards3 Hey thanks , but still I will have the STAY HOME NOTICE 2 weeks I suppose"
74,1239383967947784192,1239383967947784192,2020-03-16,10:52:19,2240421060,theshutterwhale,Mark Chua,"{'type': 'Point', 'coordinates': [1.2800945, 103.8509491]}",List of Countries/Regions with Mandatory 14-Day Stay-Home Notice (SHN) for Singapore Residents and Long-Term Pass Holders upon Return   https://t.co/8ZnQD7hek2  #news #travel #singapore #sg #covid19 #virus,en,[],['https://theshutterwhale.com/blog/2020/3/16/list-of-countriesregions-with-mandatory-14-day-stay-home-notice-shn-for-singapore-residents-and-long-term-pass-holders-upon-return'],[],0,0,0,"['news', 'travel', 'singapore', 'sg', 'covid19', 'virus']",https://twitter.com/theshutterwhale/status/1239383967947784192,0,[],"['list', 'mandatori', 'notic', 'shn', 'singapor', 'resid', 'pass', 'holder', 'upon', 'return']",List of Countries/Regions with Mandatory 14-Day Stay-Home Notice (SHN) for Singapore Residents and Long-Term Pass Holders upon Return   https://t.co/8ZnQD7hek2  #news #travel #singapore #sg #covid19 #virus
75,1239334534841118720,1239328825466486784,2020-03-16,07:35:53,20516440,tmllr,Tom Miller,,"Much of the other social distancing procedures have been done through employers. Employers are in a lot of ways responsible for their employee’s well-being and compliance. If your employee gets sick or has a stay-at-home notice, you need to provide paid leave and meal delivery.",en,[],[],[],1,0,0,[],https://twitter.com/tmllr/status/1239334534841118720,0,[],"['much', 'social', 'distanc', 'procedur', 'done', 'employ', 'employ', 'lot', 'way', 'respons', 'employe', 'complianc', 'employe', 'get', 'sick', 'notic', 'need', 'provid', 'paid', 'leav', 'meal', 'deliveri']","Much of the other social distancing procedures have been done through employers. Employers are in a lot of ways responsible for their employee’s well-being and compliance. If your employee gets sick or has a stay-at-home notice, you need to provide paid leave and meal delivery."
77,1239178812849639427,1239178812849639427,2020-03-15,21:17:06,257862528,shuraimmmm,Shuraim Basir,,WAH FUCK I KENA STAY HOME NOTICE BY MY COMPANY. WORK FROM HOME WAHLANNN,en,[],[],[],0,0,0,[],https://twitter.com/Shuraimmmm/status/1239178812849639427,0,[],"['wah', 'fuck', 'kena', 'stay', 'home', 'notic', 'compani', 'work', 'home', 'wahlannn']",WAH FUCK I KENA STAY HOME NOTICE BY MY COMPANY. WORK FROM HOME WAHLANNN
78,1239140223742697472,1239140223742697472,2020-03-15,18:43:46,960357872998612992,harryc_realtor,Harry Chong Kok Ee,,"#Singapore 11.59pm on March 16, all travellers entering SG with recent travel history to ASEAN countries, Japan, Switzerland or the UK within the last 14 days will be issued a 14-day stay-home notice.   https://t.co/1s5HNj1D9K  #covid19sg #covid19asean  https://t.co/w1t2dpLBmJ",en,[],['https://www.straitstimes.com/singapore/singapore-residents-advised-to-defer-all-non-essential-travel-for-next-30-days-as-part-of'],['https://pbs.twimg.com/media/ETJPdSSU0AML0Bt.jpg'],0,0,0,"['singapore', 'covid19sg', 'covid19asean']",https://twitter.com/HarryC_Realtor/status/1239140223742697472,1,[],"['march', 'travel', 'enter', 'sg', 'recent', 'travel', 'histori', 'asean', 'countri', 'japan', 'switzerland', 'uk', 'within', 'last', 'day', 'issu', 'notic']","#Singapore 11.59pm on March 16, all travellers entering SG with recent travel history to ASEAN countries, Japan, Switzerland or the UK within the last 14 days will be issued a 14-day stay-home notice.   https://t.co/1s5HNj1D9K  #covid19sg #covid19asean  https://t.co/w1t2dpLBmJ"
79,1239136167100022785,1239136167100022785,2020-03-15,18:27:38,26797204,9d9m,Adam-Francis 🎗,,I cannot afford to be issued a Stay-home notice if I continue my trip back to the Philippines. 😔💔,en,[],[],[],0,0,0,[],https://twitter.com/9d9m/status/1239136167100022785,0,[],"['afford', 'issu', 'notic', 'continu', 'trip', 'back', 'philippin']",I cannot afford to be issued a Stay-home notice if I continue my trip back to the Philippines. :pensive_face::broken_heart:
81,1239133538902917120,1239133538902917120,2020-03-15,18:17:12,785063250043998208,gavin_kelleher,Gavin Kelleher,,"Singapore has finally imposed a 2 week Stay Home Notice (SHN) on travel from the UK, which was completely forseeable but still weirdly unnerving  https://t.co/KC4BbyO3Kg",en,[],[],['https://pbs.twimg.com/media/ETJJYmxUEAEmEp_.jpg'],0,0,1,[],https://twitter.com/gavin_kelleher/status/1239133538902917120,1,[],"['singapor', 'final', 'impos', 'week', 'stay', 'home', 'notic', 'shn', 'travel', 'uk', 'complet', 'forseeabl', 'still', 'weirdli', 'unnerv']","Singapore has finally imposed a 2 week Stay Home Notice (SHN) on travel from the UK, which was completely forseeable but still weirdly unnerving  https://t.co/KC4BbyO3Kg"
82,1235202243600629762,1235202240958218242,2020-03-04,21:55:38,327197191,sgsportshub,Singapore Sports Hub,,"Individuals who are feeling unwell, on Leave of Absence or Stay-Home Notice, or have recent travel history to mainland China, Iran, northern Italy* or the Republic of Korea will also be refrained from entering the venue.",en,[],[],[],1,2,0,[],https://twitter.com/SGSportsHub/status/1235202243600629762,0,[],"['individu', 'feel', 'unwel', 'leav', 'absenc', 'notic', 'recent', 'travel', 'histori', 'mainland', 'china', 'iran', 'northern', 'itali', 'republ', 'korea', 'also', 'refrain', 'enter', 'venu']","Individuals who are feeling unwell, on Leave of Absence or Stay-Home Notice, or have recent travel history to mainland China, Iran, northern Italy* or the Republic of Korea will also be refrained from entering the venue."
83,1232608326757670912,1232608326757670912,2020-02-26,18:08:20,3193232525,desireepakiam,Desiree,,"Man loses PR status, barred from re-entering Singapore after breaching Stay-Home Notice  https://t.co/XtRsbMF22B",en,[],['https://www.channelnewsasia.com/news/singapore/covid19-coronavirus-pr-stay-home-notice-barred-12471954#.XlZDjRikKdw.twitter'],[],0,0,0,[],https://twitter.com/desireepakiam/status/1232608326757670912,0,[],"['man', 'lose', 'pr', 'statu', 'bar', 'singapor', 'breach', 'notic']","Man loses PR status, barred from re-entering Singapore after breaching Stay-Home Notice  https://t.co/XtRsbMF22B"
84,1232573924195459072,1232570668740333568,2020-02-26,15:51:38,10872822,sehof,Sense Hofstede,,"Coronavirus: Singapore Permanent Resident who breached stay-home notice stripped of PR status, barred from re-entering - The Straits Times  https://t.co/nYwPuZDVNf",en,[],['https://www.straitstimes.com/singapore/coronavirus-singapore-permanent-resident-who-breached-stay-home-notice-stripped-of-pr?xtor=CS3-18&utm_source=STiPhone&utm_medium=share&utm_term=2020-02-26%2015%3A02%3A09'],[],0,1,1,[],https://twitter.com/sehof/status/1232573924195459072,0,[],"['coronaviru', 'singapor', 'perman', 'resid', 'breach', 'notic', 'strip', 'pr', 'statu', 'bar', 'strait', 'time']","Coronavirus: Singapore Permanent Resident who breached stay-home notice stripped of PR status, barred from re-entering - The Straits Times  https://t.co/nYwPuZDVNf"
