,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_text,demojize_text
13,1247882195810676737,1247882195810676737,2020-04-08,21:41:14,23805402,nancycnbc,Nancy Hungerford,,"Singapore confirms 142 new coronavirus cases in biggest daily jump, 40 linked to foreign worker dormitories",en,[],[],[],0,1,2,[],https://twitter.com/NancyCNBC/status/1247882195810676737,0,[],"['singapor', 'confirm', 'new', 'coronaviru', 'case', 'biggest', 'daili', 'jump', 'link', 'foreign', 'worker', 'dormitori']","Singapore confirms 142 new coronavirus cases in biggest daily jump, 40 linked to foreign worker dormitories"
14,1247587355520667649,1247587355520667649,2020-04-08,02:09:39,51262719,sirkillet,Telli💜Moni⁷,,"106 new Covid-19 cases in Singapore, 39 linked to known clusters at foreign worker dormitories  https://t.co/VypO2Aveb4",en,[],['https://str.sg/Jg3t'],[],0,0,0,[],https://twitter.com/sirkillet/status/1247587355520667649,0,[],"['new', 'case', 'singapor', 'link', 'known', 'cluster', 'foreign', 'worker', 'dormitori']","106 new Covid-19 cases in Singapore, 39 linked to known clusters at foreign worker dormitories  https://t.co/VypO2Aveb4"
15,1246839096976130052,1246839096976130052,2020-04-06,00:36:20,4373254527,aquibikubal,Aquib Ikubal,,"Record 120 new coronavirus cases in Singapore, 2 foreign worker dormitories gazetted as isolation areas. Over 20,000 people isolated in single cluster. Total cases 1309+ in Singapore. #coronavirus #covidsg  https://t.co/NRyXdghmwT",en,[],['https://str.sg/JY9P'],[],0,0,0,"['coronavirus', 'covidsg']",https://twitter.com/AquibIkubal/status/1246839096976130052,0,[],"['record', 'new', 'coronaviru', 'case', 'singapor', 'foreign', 'worker', 'dormitori', 'gazet', 'isol', 'area', 'peopl', 'isol', 'singl', 'cluster', 'total', 'case', 'singapor']","Record 120 new coronavirus cases in Singapore, 2 foreign worker dormitories gazetted as isolation areas. Over 20,000 people isolated in single cluster. Total cases 1309+ in Singapore. #coronavirus #covidsg  https://t.co/NRyXdghmwT"
0,1360778455747465219,1360778455747465219,2021-02-14,10:30:40,268808080,ahkmlog,Stay safe. Break the Covid-19 chain.,,"🇸🇬 has implemented a system whereby all foreign workers especially staying at the dorms are being tested every fortnightly.  If 🇲🇾 is not going to study how 🇸🇬 is implementing it, I'm afraid infection rate will not come down.    https://t.co/NwEERZCtDi",en,[],['https://www.thestar.com.my/news/nation/2021/02/14/covid-19-employers-concerned-foreign-workers-could-contract-coronavirus-after-testing-negative'],[],0,0,0,[],https://twitter.com/ahkmlog/status/1360778455747465219,0,[],"['implement', 'system', 'wherebi', 'foreign', 'worker', 'especi', 'stay', 'dorm', 'test', 'everi', 'fortnightli', 'go', 'studi', 'implement', 'afraid', 'infect', 'rate', 'come']",":Singapore: has implemented a system whereby all foreign workers especially staying at the dorms are being tested every fortnightly.  If :Malaysia: is not going to study how :Singapore: is implementing it, I'm afraid infection rate will not come down.    https://t.co/NwEERZCtDi"
1,1360603696292192267,1360595686568284169,2021-02-13,22:56:14,73034626,spicytunaroll03,hakim,,@Muahahaziq makes me wonder why do we call folks from India/Bangladesh 'foreign workers' while folks from other countries 'expats' yknw,en,[],[],[],0,0,1,[],https://twitter.com/spicytunaroll03/status/1360603696292192267,0,"[{'screen_name': 'Muahahaziq', 'name': 'Haziq', 'id': '515215832'}]","['make', 'wonder', 'call', 'folk', 'worker', 'folk', 'countri', 'yknw']",@Muahahaziq makes me wonder why do we call folks from India/Bangladesh 'foreign workers' while folks from other countries 'expats' yknw
2,1360592019081502735,1360592019081502735,2021-02-13,22:09:50,115624161,yahoosg,Yahoo Singapore,,"JUST IN: Eight of the new cases are foreign domestic workers, while one is a work pass holder from Russia  https://t.co/Ix2gSRAxn8 #COVID19 #Singapore",en,[],['https://bit.ly/3b8t9ns'],[],0,0,1,"['covid19', 'singapore']",https://twitter.com/YahooSG/status/1360592019081502735,0,[],"['eight', 'new', 'case', 'foreign', 'domest', 'worker', 'one', 'work', 'pass', 'holder', 'russia']","JUST IN: Eight of the new cases are foreign domestic workers, while one is a work pass holder from Russia  https://t.co/Ix2gSRAxn8 #COVID19 #Singapore"
3,1360590612433494019,1360590612433494019,2021-02-13,22:04:15,38400130,channelnewsasia,CNA,,8 of the 9 new #COVID19 cases reported in Singapore today are foreign domestic workers  https://t.co/LFdh5hEH3r  https://t.co/2GMAWUkwes,en,[],['https://cna.asia/3jO5tsq'],['https://pbs.twimg.com/media/EuHJ5bxVIAQx_-9.jpg'],1,10,14,['covid19'],https://twitter.com/ChannelNewsAsia/status/1360590612433494019,1,[],"['new', 'case', 'report', 'singapor', 'today', 'foreign', 'domest', 'worker']",8 of the 9 new #COVID19 cases reported in Singapore today are foreign domestic workers  https://t.co/LFdh5hEH3r  https://t.co/2GMAWUkwes
4,1359976641011675136,1359976641011675136,2021-02-12,05:24:33,1131352537,stforeigndesk,ST Foreign Desk,,"KL offering free shots for foreign workers, undocumented migrants  https://t.co/MgKIf8cQaP",en,[],['http://dlvr.it/RsWWQt'],[],0,0,0,[],https://twitter.com/STForeignDesk/status/1359976641011675136,0,[],"['kl', 'offer', 'free', 'shot', 'foreign', 'worker', 'undocu', 'migrant']","KL offering free shots for foreign workers, undocumented migrants  https://t.co/MgKIf8cQaP"
5,1359865607320072197,1359859664859504652,2021-02-11,22:03:20,287163474,fidgetings,🎠,,“A silver lining to this pandemic is that it has accelerated the improvement of the living conditions of the foreign workers” is truly a terrible closing line for this episode. We shouldn’t have to wait for a catastrophe to learn to treat people with respect.,en,[],[],[],1,27,73,[],https://twitter.com/fidgetings/status/1359865607320072197,0,[],"['silver', 'line', 'pandem', 'acceler', 'improv', 'live', 'condit', 'foreign', 'worker', 'truli', 'terribl', 'close', 'line', 'episod', 'wait', 'catastroph', 'learn', 'treat', 'peopl', 'respect']",“A silver lining to this pandemic is that it has accelerated the improvement of the living conditions of the foreign workers” is truly a terrible closing line for this episode. We shouldn’t have to wait for a catastrophe to learn to treat people with respect.
6,1359454826673758212,1359450561272184834,2021-02-10,18:51:02,1327364601978052610,hosrebaj,Rebaj Hos,,*foreign workers.,en,[],[],[],0,0,0,[],https://twitter.com/HosRebaj/status/1359454826673758212,0,[],"['foreign', 'worker']",*foreign workers.
7,1359435702157643776,1359435702157643776,2021-02-10,17:35:03,352871102,ttg_asia,TTG Asia,,Move to house foreign workers in Malaysia hotels draws criticism -  https://t.co/GVajaljKkM  https://t.co/awKPcs8MFf,en,[],['http://bit.ly/3rAEMdl'],['https://pbs.twimg.com/media/Et2vkT_XAAA_lZ_.jpg'],0,0,0,[],https://twitter.com/TTG_Asia/status/1359435702157643776,1,[],"['move', 'hous', 'foreign', 'worker', 'malaysia', 'hotel', 'draw', 'critic']",Move to house foreign workers in Malaysia hotels draws criticism -  https://t.co/GVajaljKkM  https://t.co/awKPcs8MFf
8,1359393421517942786,1359393421517942786,2021-02-10,14:47:02,1131352537,stforeigndesk,ST Foreign Desk,,Time running out for Indian workers trapped since glacier disaster  https://t.co/GdHIQSV9jY,en,[],['http://dlvr.it/RsNpwM'],[],0,5,3,[],https://twitter.com/STForeignDesk/status/1359393421517942786,0,[],"['time', 'run', 'indian', 'worker', 'trap', 'sinc', 'glacier', 'disast']",Time running out for Indian workers trapped since glacier disaster  https://t.co/GdHIQSV9jY
9,1359063754395197441,1359063754395197441,2021-02-09,16:57:03,1131352537,stforeigndesk,ST Foreign Desk,,Kidnapped Chinese workers freed in Nigeria: Police  https://t.co/cwlWtSStWr,en,[],['http://dlvr.it/RsKBmQ'],[],0,2,2,[],https://twitter.com/STForeignDesk/status/1359063754395197441,0,[],"['kidnap', 'chines', 'worker', 'freed', 'nigeria', 'polic']",Kidnapped Chinese workers freed in Nigeria: Police  https://t.co/cwlWtSStWr
10,1359048018142498821,1359048018142498821,2021-02-09,15:54:32,1131352537,stforeigndesk,ST Foreign Desk,,Amazon workers begin voting in landmark US union push  https://t.co/7WEPRPRVtg,en,[],['http://dlvr.it/RsK1Ly'],[],0,5,2,[],https://twitter.com/STForeignDesk/status/1359048018142498821,0,[],"['amazon', 'worker', 'begin', 'vote', 'landmark', 'us', 'union', 'push']",Amazon workers begin voting in landmark US union push  https://t.co/7WEPRPRVtg
11,1358960056134475776,1358960056134475776,2021-02-09,10:05:00,1115534590771224576,fionalambt,Fiona Lam,,"Saving jobs in Budget 2021: What and whose #jobs to save? Low-income workers, PMETs, gig economy workers, foreign labour?  https://t.co/zKbWkFjGUR",en,[],['https://bt.sg/4r3P'],[],0,1,0,['jobs'],https://twitter.com/FionaLamBT/status/1358960056134475776,0,[],"['save', 'job', 'budget', 'whose', 'save', 'worker', 'pmet', 'gig', 'economi', 'worker', 'foreign', 'labour']","Saving jobs in Budget 2021: What and whose #jobs to save? Low-income workers, PMETs, gig economy workers, foreign labour?  https://t.co/zKbWkFjGUR"
13,1358579433037205504,1358579433037205504,2021-02-08,08:52:32,1131352537,stforeigndesk,ST Foreign Desk,,France's latest Covid-19 measure: Letting workers eat at their desks  https://t.co/D4F1GZbZNj,en,[],['http://dlvr.it/RsDGBb'],[],0,2,1,[],https://twitter.com/STForeignDesk/status/1358579433037205504,0,[],"['franc', 'latest', 'measur', 'let', 'worker', 'eat', 'desk']",France's latest Covid-19 measure: Letting workers eat at their desks  https://t.co/D4F1GZbZNj
14,1358434425281781760,1358434425281781760,2021-02-07,23:16:20,418487103,skiiage,Regan,,We treat our foreign workers as subhuman and wonder why we can't be a kinder society.,en,[],[],[],0,1,2,[],https://twitter.com/Skiiage/status/1358434425281781760,0,[],"['treat', 'foreign', 'worker', 'subhuman', 'wonder', 'ca', 'kinder', 'societi']",We treat our foreign workers as subhuman and wonder why we can't be a kinder society.
15,1358334968183726080,1358326636983144448,2021-02-07,16:41:07,95669786,madihahsaleh,Madihah Saleh 🇲🇾,,@FatinNabihahR Yep sis betul apa you cakap. Telus is the right word! And yes free masks were given to all citizens and foreign workers as well. If I am not mistaken dah 4 kali dapat. 😀,en,[],[],[],1,0,0,[],https://twitter.com/madihahsaleh/status/1358334968183726080,0,"[{'screen_name': 'FatinNabihahR', 'name': '.fatin.', 'id': '1022676224'}]","['yep', 'si', 'betul', 'apa', 'cakap', 'telu', 'right', 'word', 'ye', 'free', 'mask', 'given', 'citizen', 'foreign', 'worker', 'well', 'mistaken', 'dah', 'kali', 'dapat']",@FatinNabihahR Yep sis betul apa you cakap. Telus is the right word! And yes free masks were given to all citizens and foreign workers as well. If I am not mistaken dah 4 kali dapat. :grinning_face:
16,1355889976773275648,1355889976773275648,2021-01-31,22:45:36,701316127,neilzboi,Neilz,,They should allow me to donate my Singapore Rediscover Vouchers to foreign workers!!,en,[],[],[],1,0,1,[],https://twitter.com/Neilzboi/status/1355889976773275648,0,[],"['allow', 'donat', 'singapor', 'rediscov', 'voucher', 'foreign', 'worker']",They should allow me to donate my Singapore Rediscover Vouchers to foreign workers!!
18,1347807074617499649,1347807074617499649,2021-01-09,15:27:02,897094559296962560,hapezrodriguez,ᎫᎾℂℚℐᎽ,,"Respect this foreigners , they were the ones building all buildings from cocncrete . Raining also they keep going on with their job. 👍🏽👍🏽 #foreignworkers  #hustling  https://t.co/gLcXMiXRQ6",en,[],[],['https://pbs.twimg.com/media/ErRfZB1UUAMTOWn.jpg'],0,0,1,"['foreignworkers', 'hustling']",https://twitter.com/hapezrodriguez/status/1347807074617499649,1,[],"['respect', 'foreign', 'one', 'build', 'build', 'cocncret', 'rain', 'also', 'keep', 'go', 'job']","Respect this foreigners , they were the ones building all buildings from cocncrete . Raining also they keep going on with their job. :thumbs_up_medium_skin_tone::thumbs_up_medium_skin_tone: #foreignworkers  #hustling  https://t.co/gLcXMiXRQ6"
19,1340834358580527105,1340820075230547968,2020-12-21,09:39:57,393088142,kylemalinda,Kyle Malinda-White (he/him) 🏳️‍🌈,,"Reflection #4: GE2020  I sincerely wish in the next few years, that the wider population understands that we need to protect EVERYONE. Marginalised communities, foreign workers, trans and nonbinary folk — these are people who rely on policy for their lives. Protect them, please.",en,[],[],[],1,0,1,[],https://twitter.com/kylemalinda/status/1340834358580527105,0,[],"['reflect', 'sincer', 'wish', 'next', 'year', 'wider', 'popul', 'understand', 'need', 'protect', 'everyon', 'marginalis', 'commun', 'foreign', 'worker', 'tran', 'nonbinari', 'folk', 'peopl', 'reli', 'polici', 'live', 'protect', 'pleas']","Reflection #4: GE2020  I sincerely wish in the next few years, that the wider population understands that we need to protect EVERYONE. Marginalised communities, foreign workers, trans and nonbinary folk — these are people who rely on policy for their lives. Protect them, please."
20,1338427829193609217,1338427829193609217,2020-12-14,18:17:15,18663791,defickry,IG: @defickry,,"Singapore enters phase 3 end of this month! Social Gathering is allowed up to a group of max 8 people. Vaccine will be free for everyone, including foreign workers!  https://t.co/oyt0Gmzg56",en,[],[],['https://pbs.twimg.com/media/EpMNA_FVoAA6dm4.jpg'],0,0,2,[],https://twitter.com/defickry/status/1338427829193609217,1,[],"['singapor', 'enter', 'phase', 'end', 'month', 'social', 'gather', 'allow', 'group', 'max', 'peopl', 'vaccin', 'free', 'everyon', 'includ', 'foreign', 'worker']","Singapore enters phase 3 end of this month! Social Gathering is allowed up to a group of max 8 people. Vaccine will be free for everyone, including foreign workers!  https://t.co/oyt0Gmzg56"
21,1326434568266604546,1326434568266604546,2020-11-11,16:00:19,22468705,malachips,Hyunbin’s Pillow,,This is a great initiative by IRCC SG to support our foreign workers by donating a Deepavali meal for them. Please support &amp; spread the word.   https://t.co/BvvB01A2fI,en,[],['https://www.giving.sg/hope-initiative-alliance/deepavalimeals'],[],0,0,0,[],https://twitter.com/malachips/status/1326434568266604546,0,[],"['great', 'initi', 'ircc', 'sg', 'support', 'foreign', 'worker', 'donat', 'deepavali', 'meal', 'pleas', 'support', 'amp', 'spread', 'word']",This is a great initiative by IRCC SG to support our foreign workers by donating a Deepavali meal for them. Please support &amp; spread the word.   https://t.co/BvvB01A2fI
22,1316915471329955840,1316915471329955840,2020-10-16,09:34:50,867766169721331712,kasthurikcnair,Sharyo,,"years ago my 60+ yo grandmother, who wasn’t well informed about the hiring process of foreign workers for her food stall, was looking at about 2 weeks jail time for illegal hire.  the judge finally let her go by issuing a warning &amp; she still had to pay a hefty fine.   🤷🏽‍♀️🤷🏽‍♀️🤷🏽‍♀️",en,[],[],[],0,2,4,[],https://twitter.com/KasthuriKCNair/status/1316915471329955840,0,[],"['year', 'ago', 'yo', 'grandmoth', 'well', 'inform', 'hire', 'process', 'foreign', 'worker', 'food', 'stall', 'look', 'week', 'jail', 'time', 'illeg', 'hire', 'judg', 'final', 'let', 'go', 'issu', 'warn', 'amp', 'still', 'pay', 'hefti', 'fine']","years ago my 60+ yo grandmother, who wasn’t well informed about the hiring process of foreign workers for her food stall, was looking at about 2 weeks jail time for illegal hire.  the judge finally let her go by issuing a warning &amp; she still had to pay a hefty fine.   :woman_shrugging_medium_skin_tone::woman_shrugging_medium_skin_tone::woman_shrugging_medium_skin_tone:"
23,1313481684478832645,1313481684478832645,2020-10-06,22:10:11,28810596,deesaffelstein,Abelardo Montoya,,"Employment of foreign domestic workers should not be a thing, man. So many levels of fucked up. Layer after layer of exploitation and entitlement. Fucked. Up.",en,[],[],[],1,0,0,[],https://twitter.com/deesaffelstein/status/1313481684478832645,0,[],"['employ', 'foreign', 'domest', 'worker', 'thing', 'man', 'mani', 'level', 'fuck', 'layer', 'layer', 'exploit', 'entitl', 'fuck']","Employment of foreign domestic workers should not be a thing, man. So many levels of fucked up. Layer after layer of exploitation and entitlement. Fucked. Up."
24,1311261515513643008,1311261515513643008,2020-09-30,19:08:02,24650758,mediumshawn,Shawn Lim,,"I love this interview with three Foreign Domestic Workers in Singapore, especially when they talked about their dreams and aspirations.  One of them has an employer that sent her to study and encouraged her activism!   https://t.co/1vIfZtrP8Z",en,[],['https://vogue.sg/foreign-domestic-helpers-singapore/?fbclid=IwAR1gE_J_TTfpmdrtKBbo4fPMNZSvLedYFLZijVr-HsAEUTQ1gDCoB7hMGMk'],[],0,4,14,[],https://twitter.com/mediumshawn/status/1311261515513643008,0,[],"['love', 'interview', 'three', 'foreign', 'domest', 'worker', 'singapor', 'especi', 'talk', 'dream', 'aspir', 'one', 'employ', 'sent', 'studi', 'encourag', 'activ']","I love this interview with three Foreign Domestic Workers in Singapore, especially when they talked about their dreams and aspirations.  One of them has an employer that sent her to study and encouraged her activism!   https://t.co/1vIfZtrP8Z"
25,1309681542512353281,1309681542512353281,2020-09-26,10:29:47,30387812,udayamanggala,Udaya Manggala,,Free mask from the Singapore government for the foreign workers now available at the nearest community center.  https://t.co/e91EiPqAxK,en,[],[],['https://pbs.twimg.com/media/EizsaxNVoAA3hnP.jpg'],0,0,2,[],https://twitter.com/UdayaManggala/status/1309681542512353281,1,[],"['free', 'mask', 'singapor', 'govern', 'foreign', 'worker', 'avail', 'nearest', 'commun', 'center']",Free mask from the Singapore government for the foreign workers now available at the nearest community center.  https://t.co/e91EiPqAxK
26,1308694757502189568,1308694757502189568,2020-09-23,17:08:39,90597912,poortan,poor tan,,"Singapore’s new envoy to India: “But at the end of the day, we see no difference between citizens and foreign workers”  https://t.co/pK0R1MFHaq enjoy your diarhea experience..",en,[],['https://theindependent.sg/singapores-new-envoy-to-india-but-at-the-end-of-the-day-we-see-no-difference-between-citizens-and-foreign-workers/'],[],0,0,0,[],https://twitter.com/poortan/status/1308694757502189568,0,[],"['singapor', 'new', 'envoy', 'india', 'end', 'day', 'see', 'differ', 'citizen', 'foreign', 'worker', 'enjoy', 'diarhea', 'experi']","Singapore’s new envoy to India: “But at the end of the day, we see no difference between citizens and foreign workers”  https://t.co/pK0R1MFHaq enjoy your diarhea experience.."
27,1305464972378402816,1305464972378402816,2020-09-14,19:14:38,1226324844142186497,vasanth06843909,வலியவன்,,It has been 5 months inside dormitory's  https://t.co/DWkiGAVBaA tends foreign workers to take wrong decision singapore government should consider about foreign workers mental health too.. #westandwithsg #sgforeigners,en,[],['http://room.It'],[],0,0,0,"['westandwithsg', 'sgforeigners']",https://twitter.com/vasanth06843909/status/1305464972378402816,0,[],"['month', 'insid', 'dormitori', 'tend', 'foreign', 'worker', 'take', 'wrong', 'decis', 'singapor', 'govern', 'consid', 'foreign', 'worker', 'mental', 'health']",It has been 5 months inside dormitory's  https://t.co/DWkiGAVBaA tends foreign workers to take wrong decision singapore government should consider about foreign workers mental health too.. #westandwithsg #sgforeigners
28,1304603967398309889,1304603967398309889,2020-09-12,10:13:18,836488722157744130,sulinglincna,Lin Suling,,Is it OK if foreign domestic workers do “extra chores” for a fee? Or if I stipulate these in her contract first? Sneak peek here. Our experts broke down what’s cool and what’s not kosher in this week’s #podcast. #Workingtogether,en,[],[],[],0,0,1,"['podcast', 'workingtogether']",https://twitter.com/SulingLinCNA/status/1304603967398309889,0,[],"['ok', 'foreign', 'domest', 'worker', 'extra', 'chore', 'fee', 'stipul', 'contract', 'first', 'sneak', 'peek', 'expert', 'broke', 'cool', 'kosher', 'week']",Is it OK if foreign domestic workers do “extra chores” for a fee? Or if I stipulate these in her contract first? Sneak peek here. Our experts broke down what’s cool and what’s not kosher in this week’s #podcast. #Workingtogether
30,1300565843990855681,1300451832100249600,2020-09-01,06:47:15,1242593756508860416,potatonesh,potato.com,,@orang_muar @STcom No foreign workers to check. All #pmet at office instructing. You do he do they do but no i do,en,[],[],[],0,0,0,['pmet'],https://twitter.com/potatonesh/status/1300565843990855681,0,"[{'screen_name': 'orang_muar', 'name': 'OrangMuar', 'id': '1294934857118887936'}]","['foreign', 'worker', 'check', 'offic', 'instruct']",@orang_muar @STcom No foreign workers to check. All #pmet at office instructing. You do he do they do but no i do
31,1296649197232353280,1296328408499023877,2020-08-21,11:23:53,24650758,mediumshawn,Shawn Lim,,"Instead of demanding that bus captains speak English and comparing yourself to a famous civil rights activist, ask yourself if you would be keen to drive a bus?  Why do bus companies have to turn to foreign workers, if Singaporeans are rushing to sign up as bus captains?",en,[],[],[],1,2,4,[],https://twitter.com/mediumshawn/status/1296649197232353280,0,[],"['instead', 'demand', 'bu', 'captain', 'speak', 'english', 'compar', 'famou', 'civil', 'right', 'activist', 'ask', 'would', 'keen', 'drive', 'bu', 'bu', 'compani', 'turn', 'foreign', 'worker', 'singaporean', 'rush', 'sign', 'bu', 'captain']","Instead of demanding that bus captains speak English and comparing yourself to a famous civil rights activist, ask yourself if you would be keen to drive a bus?  Why do bus companies have to turn to foreign workers, if Singaporeans are rushing to sign up as bus captains?"
32,1294917195768557568,1294899381947101184,2020-08-16,16:41:32,803265460028383232,snayrs,brighterthansunshine,,"@gretchenho Not only singaporean, also foreign workers.  And it has 2 masks pero pack.",en,[],[],[],0,0,1,[],https://twitter.com/snayrs/status/1294917195768557568,0,"[{'screen_name': 'gretchenho', 'name': 'Gretchen Ho', 'id': '283558110'}]","['singaporean', 'also', 'foreign', 'worker', 'mask', 'pero', 'pack']","@gretchenho Not only singaporean, also foreign workers.  And it has 2 masks pero pack."
33,1292149237036113920,1250669438375874561,2020-08-09,01:22:39,225387899,tamizhanlogesh,ThaLaPaThYaN,,🇸🇬🇸🇬 My #NationalDay wishes to ALL #Singapore people &amp; 🙏@govsingapore ! Never forget the way you treated ALL FOREIGN WORKERS in tough times &amp; the way you contributed money to those who lost their life in #COVID19 &amp; natural death! I owe to this!!  #SingaporeNationalDay  #NDP2020,en,"[{'screen_name': 'govsingapore', 'name': 'singapore government', 'id': '56883209'}]",[],[],0,0,3,"['nationalday', 'singapore', 'covid19', 'singaporenationalday', 'ndp2020']",https://twitter.com/tamizhanlogesh/status/1292149237036113920,0,[],"['wish', 'peopl', 'amp', 'never', 'forget', 'way', 'treat', 'foreign', 'worker', 'tough', 'time', 'amp', 'way', 'contribut', 'money', 'lost', 'life', 'amp', 'natur', 'death', 'owe']",:Singapore::Singapore: My #NationalDay wishes to ALL #Singapore people &amp; :folded_hands:@govsingapore ! Never forget the way you treated ALL FOREIGN WORKERS in tough times &amp; the way you contributed money to those who lost their life in #COVID19 &amp; natural death! I owe to this!!  #SingaporeNationalDay  #NDP2020
34,1291338399861809152,1291338399861809152,2020-08-06,19:40:41,90597912,poortan,poor tan,,"COVID-19: Most foreign workers to be able to return to work by end-August, says Lawrence Wong  https://t.co/TIMRHMFUzw safe to return to work or not?",en,[],['https://www.channelnewsasia.com/news/singapore/covid-19-most-foreign-workers-return-work-end-august-testing-12996216#.Xyvr_gHVUHs.twitter'],[],0,0,0,[],https://twitter.com/poortan/status/1291338399861809152,0,[],"['foreign', 'worker', 'abl', 'return', 'work', 'say', 'lawrenc', 'wong', 'safe', 'return', 'work']","COVID-19: Most foreign workers to be able to return to work by end-August, says Lawrence Wong  https://t.co/TIMRHMFUzw safe to return to work or not?"
36,1285462297104625664,1285460031119360000,2020-07-21,14:31:09,32332382,tomtyronebeiron,Tom Tyrone Beiron,,"@ChannelNewsAsia These camps should not be like internment camps where foreign workers are concentrated and even the government reports stating that 'the rest are...' smacks of a type of apartheid. Why hasn't Singaporeans spoken up? Because of their own security. It's sad, really.",en,[],[],[],0,0,0,[],https://twitter.com/TomTyroneBeiron/status/1285462297104625664,0,"[{'screen_name': 'ChannelNewsAsia', 'name': 'CNA', 'id': '38400130'}]","['camp', 'like', 'intern', 'camp', 'foreign', 'worker', 'concentr', 'even', 'govern', 'report', 'state', 'rest', 'smack', 'type', 'apartheid', 'singaporean', 'spoken', 'secur', 'sad', 'realli']","@ChannelNewsAsia These camps should not be like internment camps where foreign workers are concentrated and even the government reports stating that 'the rest are...' smacks of a type of apartheid. Why hasn't Singaporeans spoken up? Because of their own security. It's sad, really."
37,1283302957191032832,1283299874759340032,2020-07-15,15:30:42,31340226,kikokicks,K1k0 K1cks MD MSc,,"@GiovannaJuarezB @MothershipSG work pass is like other countries' ""work visa""  Work Permit is a kind work pass given to foreign domestic helpers and construction workers   https://t.co/mYmQkPOcvF",en,[],['https://www.mom.gov.sg/passes-and-permits'],[],0,0,3,[],https://twitter.com/kikokicks/status/1283302957191032832,0,"[{'screen_name': 'GiovannaJuarezB', 'name': 'Juandler', 'id': '175284858'}, {'screen_name': 'MothershipSG', 'name': 'Mothership.sg', 'id': '1619325942'}]","['work', 'pass', 'like', 'countri', 'work', 'visa', 'work', 'permit', 'kind', 'work', 'pass', 'given', 'foreign', 'domest', 'helper', 'construct', 'worker']","@GiovannaJuarezB @MothershipSG work pass is like other countries' ""work visa""  Work Permit is a kind work pass given to foreign domestic helpers and construction workers   https://t.co/mYmQkPOcvF"
38,1280508118728835072,1280442200019439617,2020-07-07,22:25:00,1003316624009515008,athickaa,Eqaaa. J 🌻,,@psych0ohno HAHAHAHAH she really smth in her brain sial. only left with one child also got issues. UGH THIS HAS GOTTA GO. I hope the new MP will make a change to such foreign workers like these. TIBERRR.,en,[],[],[],1,0,0,[],https://twitter.com/athickaa/status/1280508118728835072,0,"[{'screen_name': 'psych0ohno', 'name': 'zry', 'id': '910568824738430976'}]","['hahahahah', 'realli', 'smth', 'brain', 'sial', 'left', 'one', 'child', 'also', 'got', 'issu', 'ugh', 'got', 'ta', 'go', 'hope', 'new', 'mp', 'make', 'chang', 'foreign', 'worker', 'like', 'tiberrr']",@psych0ohno HAHAHAHAH she really smth in her brain sial. only left with one child also got issues. UGH THIS HAS GOTTA GO. I hope the new MP will make a change to such foreign workers like these. TIBERRR.
39,1279762414192300032,1279762414192300032,2020-07-05,21:01:51,1128989622464200704,aliisbk1,AliciaCtheWorld,,Will the voters make the incumbent party pay for this on 10 July?   Whatever it is there should be deeper reflection on our treatment of foreign workers.   “... cases have exploded among migrant workers who live in the country’s far-flung dormitories.”   https://t.co/rg7JU8a4hU,en,[],['https://foreignpolicy.com/2020/04/21/singapore-coronavirus-response-snag/'],[],0,0,0,[],https://twitter.com/AliIsBk1/status/1279762414192300032,0,[],"['voter', 'make', 'incumb', 'parti', 'pay', 'juli', 'whatev', 'deeper', 'reflect', 'treatment', 'foreign', 'worker', 'case', 'explod', 'among', 'migrant', 'worker', 'live', 'countri', 'dormitori']",Will the voters make the incumbent party pay for this on 10 July?   Whatever it is there should be deeper reflection on our treatment of foreign workers.   “... cases have exploded among migrant workers who live in the country’s far-flung dormitories.”   https://t.co/rg7JU8a4hU
40,1278970309119377408,1278704990501158912,2020-07-03,16:34:18,124355539,tanchriz,Chriz Tan,,@GetCoinZoom Such an awesome app that can transfer both crypto and fiat currency in secs. I’ve already earn 50% on zoom token even before it goes “live”! Love it most when I can help foreign workers to send money home without any fees!,en,[],[],[],0,0,1,[],https://twitter.com/TanChriz/status/1278970309119377408,0,"[{'screen_name': 'GetCoinZoom', 'name': 'CoinZoom', 'id': '2303459167'}]","['awesom', 'app', 'transfer', 'crypto', 'fiat', 'currenc', 'sec', 'alreadi', 'earn', 'zoom', 'token', 'even', 'goe', 'live', 'love', 'help', 'foreign', 'worker', 'send', 'money', 'home', 'without', 'fee']",@GetCoinZoom Such an awesome app that can transfer both crypto and fiat currency in secs. I’ve already earn 50% on zoom token even before it goes “live”! Love it most when I can help foreign workers to send money home without any fees!
41,1277459135739514880,1277459135739514880,2020-06-29,12:29:26,1128989622464200704,aliisbk1,AliciaCtheWorld,,"I wonder whether the govt’s initial advise against the need to wear masks and the spike in COVID19 numbers amongst the foreign workers’ quarters, might be a liability to the incumbent in the coming election. 🤔",en,[],[],[],0,0,0,[],https://twitter.com/AliIsBk1/status/1277459135739514880,0,[],"['wonder', 'whether', 'govt', 'initi', 'advis', 'need', 'wear', 'mask', 'spike', 'number', 'amongst', 'foreign', 'worker', 'quarter', 'might', 'liabil', 'incumb', 'come', 'elect']","I wonder whether the govt’s initial advise against the need to wear masks and the spike in COVID19 numbers amongst the foreign workers’ quarters, might be a liability to the incumbent in the coming election. :thinking_face:"
