,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_text,demojize_text
0,1267772505135083520,1267770819679154176,2020-06-02,18:58:13,4785314062,culturedf,Dave / Cultured Left Foot,,"I should clarify, I am not a foreign worker. I am an Employment Pass holder. Foreign Workers count as those that live in close packed dorms, make up the large majority of all of SG’s covid cases and can’t go to work for a long time.",en,[],[],[],0,0,0,[],https://twitter.com/CulturedF/status/1267772505135083520,0,[],"['clarifi', 'foreign', 'worker', 'employ', 'pass', 'holder', 'foreign', 'worker', 'count', 'live', 'close', 'pack', 'dorm', 'make', 'larg', 'major', 'sg', 'covid', 'case', 'go', 'work', 'long', 'time']","I should clarify, I am not a foreign worker. I am an Employment Pass holder. Foreign Workers count as those that live in close packed dorms, make up the large majority of all of SG’s covid cases and can’t go to work for a long time."
1,1261201939951304704,1261196856085921792,2020-05-15,15:49:09,16344278,leenugent,Lee Nugent,,"@vermasatya In Singapore, no. Same outbreak. It never settled. Nobody paid attention to the foreign worker dorms and those poor souls have taken the brunt. They are ALL being tested, so the numbers are high. Outside of that unfortunate community, transmission is 1-10 ppl per day roughly.",en,[],[],[],1,0,1,[],https://twitter.com/LeeNugent/status/1261201939951304704,0,"[{'screen_name': 'vermasatya', 'name': 'vermasatya', 'id': '18577138'}]","['singapor', 'outbreak', 'never', 'settl', 'nobodi', 'paid', 'attent', 'foreign', 'worker', 'dorm', 'poor', 'soul', 'taken', 'brunt', 'test', 'number', 'high', 'outsid', 'unfortun', 'commun', 'transmiss', 'ppl', 'per', 'day', 'roughli']","@vermasatya In Singapore, no. Same outbreak. It never settled. Nobody paid attention to the foreign worker dorms and those poor souls have taken the brunt. They are ALL being tested, so the numbers are high. Outside of that unfortunate community, transmission is 1-10 ppl per day roughly."
2,1252860933224886272,1252860933224886272,2020-04-22,15:24:58,2671787449,idkzave,˜”*°• kamado tanjirō •°*”˜,,"okay theres improvement, we need to start on the foreign worker dorms nowwwww",en,[],[],[],0,0,1,[],https://twitter.com/idkzave/status/1252860933224886272,0,[],"['okay', 'there', 'improv', 'need', 'start', 'foreign', 'worker', 'dorm', 'nowwwww']","okay theres improvement, we need to start on the foreign worker dorms nowwwww"
3,1251741795903393792,1251377910541418497,2020-04-19,13:17:55,19684195,utxo__,At the equator,,@biancoresearch @paranoidbull Singapore case is unique as about 95% of cases are happening in foreign worker dorms. Community cases are actually declining.,en,[],[],[],0,0,2,[],https://twitter.com/utxo__/status/1251741795903393792,0,"[{'screen_name': 'biancoresearch', 'name': 'Jim Bianco', 'id': '188369814'}, {'screen_name': 'paranoidbull', 'name': 'Paranoid Bull', 'id': '3368226849'}]","['singapor', 'case', 'uniqu', 'case', 'happen', 'foreign', 'worker', 'dorm', 'commun', 'case', 'actual', 'declin']",@biancoresearch @paranoidbull Singapore case is unique as about 95% of cases are happening in foreign worker dorms. Community cases are actually declining.
0,1360962974035320834,1360962974035320834,2021-02-14,22:43:53,939580784716812288,kajjafeeeiuv,nina ✨,,wad goes on in skz dorm,en,[],[],[],0,0,0,[],https://twitter.com/kajjafeeeIuv/status/1360962974035320834,0,[],"['wad', 'goe', 'skz', 'dorm']",wad goes on in skz dorm
1,1360941852103348227,1360941852103348227,2021-02-14,21:19:57,3149502374,rakuraiwielder,Kai TheEpic @ validating cheka hours 🦁,,talking about this just made me realised how well shinobu would fit into pomefiore lol. she's basically like vil when it comes to the dorm tradition of poison mastery too,en,[],[],[],0,0,0,[],https://twitter.com/rakuraiwielder/status/1360941852103348227,0,[],"['talk', 'made', 'realis', 'well', 'shinobu', 'would', 'fit', 'pomefior', 'lol', 'basic', 'like', 'vil', 'come', 'dorm', 'tradit', 'poison', 'masteri']",talking about this just made me realised how well shinobu would fit into pomefiore lol. she's basically like vil when it comes to the dorm tradition of poison mastery too
2,1360867478763499527,1360867478763499527,2021-02-14,16:24:25,1619325942,mothershipsg,Mothership.sg,,"[JUST IN] Covid-19 update in S'pore on Feb. 14:  NEW CASES: 14  * Community cases: 0 * Dorm cases: 0 * Imported cases: 14  Total cases: 59,800 #COVID19",en,[],[],[],0,5,15,['covid19'],https://twitter.com/MothershipSG/status/1360867478763499527,0,[],"['updat', 'new', 'case', 'commun', 'case', 'dorm', 'case', 'import', 'case', 'total', 'case']","[JUST IN] Covid-19 update in S'pore on Feb. 14:  NEW CASES: 14  * Community cases: 0 * Dorm cases: 0 * Imported cases: 14  Total cases: 59,800 #COVID19"
4,1360779934344482818,1360779934344482818,2021-02-14,10:36:33,1176871118788890624,nnjlaa_,naj,,dorm 11!!!!,en,[],[],[],0,0,0,[],https://twitter.com/nnjlaa_/status/1360779934344482818,0,[],['dorm'],dorm 11!!!!
5,1360623427409727490,1360623427409727490,2021-02-14,00:14:38,1018404036406472704,syafiqahfuad_,^,,it is just me looking around their dorm so clean and neat 😍✨,en,[],[],[],1,1,6,[],https://twitter.com/syafiqahfuad_/status/1360623427409727490,0,[],"['look', 'around', 'dorm', 'clean', 'neat']",it is just me looking around their dorm so clean and neat :smiling_face_with_heart-eyes::sparkles:
6,1360621618544844808,1360611436200796162,2021-02-14,00:07:27,1046730063356411906,littleidiary,📝🕛memories | little i diary 🌨 IZ*ONE DREAM,,@aienbest it's faster to install on kkura's pc than to walk back to her dorm to pick up the laptop (same logic as Yuri borrowing Minju's clothes when the dorm is just upstairs lol),en,[],[],[],0,1,14,[],https://twitter.com/littleidiary/status/1360621618544844808,0,"[{'screen_name': 'aienbest', 'name': 'Red Bean Matcha Tea', 'id': '34544126'}]","['faster', 'instal', 'kkura', 'pc', 'walk', 'back', 'dorm', 'pick', 'laptop', 'logic', 'yuri', 'borrow', 'minju', 'cloth', 'dorm', 'upstair', 'lol']",@aienbest it's faster to install on kkura's pc than to walk back to her dorm to pick up the laptop (same logic as Yuri borrowing Minju's clothes when the dorm is just upstairs lol)
7,1360578003881713670,1360578003881713670,2021-02-13,21:14:09,480965843,nanahoshiren,ling @ work hell,,Gotten permission from Lofter mutual to post their Mr Nothing/Sesa art here~   https://t.co/V8MrrYVtJf  The one who initiated the pairing due to same VA and colours as Aomine and Kagami from Kuroko no Basuke. And this screenshot in the dorm.  https://t.co/QEwqH4VRWQ,en,[],['https://ziyuanaziyuan.lofter.com/post/1d73aa29_1cb7de57a'],"['https://pbs.twimg.com/media/EuG-A-lUYAgKWYu.jpg', 'https://pbs.twimg.com/media/EuG-CXVUcAYfvo9.jpg']",0,1,7,[],https://twitter.com/nanahoshiren/status/1360578003881713670,1,[],"['gotten', 'permiss', 'lofter', 'mutual', 'post', 'mr', 'art', 'one', 'initi', 'pair', 'due', 'va', 'colour', 'aomin', 'kagami', 'kuroko', 'basuk', 'screenshot', 'dorm']",Gotten permission from Lofter mutual to post their Mr Nothing/Sesa art here~   https://t.co/V8MrrYVtJf  The one who initiated the pairing due to same VA and colours as Aomine and Kagami from Kuroko no Basuke. And this screenshot in the dorm.  https://t.co/QEwqH4VRWQ
13,1360488911395409920,1360488911395409920,2021-02-13,15:20:07,1619325942,mothershipsg,Mothership.sg,,"[JUST IN] Covid-19 update in S'pore on Feb. 13:  NEW CASES: 9  * Community cases: 0 * Dorm cases: 0 * Imported cases: 9  Total cases: 59,786 #COVID19",en,[],[],[],1,5,16,['covid19'],https://twitter.com/MothershipSG/status/1360488911395409920,0,[],"['updat', 'new', 'case', 'commun', 'case', 'dorm', 'case', 'import', 'case', 'total', 'case']","[JUST IN] Covid-19 update in S'pore on Feb. 13:  NEW CASES: 9  * Community cases: 0 * Dorm cases: 0 * Imported cases: 9  Total cases: 59,786 #COVID19"
15,1360200705194119175,1360200705194119175,2021-02-12,20:14:54,999476791474507776,ieesiveon,keiyan,,dc dorm reality show when,en,[],[],[],0,0,0,[],https://twitter.com/Ieesiveon/status/1360200705194119175,0,[],"['dc', 'dorm', 'realiti', 'show']",dc dorm reality show when
17,1360165377213304833,1360165377213304833,2021-02-12,17:54:31,42157628,tmj_mys_jobs,TMJ-MYS Jobs,"{'type': 'Point', 'coordinates': [1.4853682, 103.7618154]}","Join the Flex team! See our latest #HR job openings, including ""Dorm Administrator 2"", via the link in our bio.",en,[],[],[],0,1,0,['hr'],https://twitter.com/tmj_mys_jobs/status/1360165377213304833,0,[],"['join', 'flex', 'team', 'see', 'latest', 'job', 'open', 'includ', 'dorm', 'administr', 'via', 'link', 'bio']","Join the Flex team! See our latest #HR job openings, including ""Dorm Administrator 2"", via the link in our bio."
18,1360130091498438660,1360130091498438660,2021-02-12,15:34:18,1619325942,mothershipsg,Mothership.sg,,"[JUST IN] Covid-19 update in S'pore on Feb. 12:  NEW CASES: 18  * Community cases: 2 * Dorm cases: 0 * Imported cases: 16  Total cases: 59,777 #COVID19",en,[],[],[],0,8,12,['covid19'],https://twitter.com/MothershipSG/status/1360130091498438660,0,[],"['updat', 'new', 'case', 'commun', 'case', 'dorm', 'case', 'import', 'case', 'total', 'case']","[JUST IN] Covid-19 update in S'pore on Feb. 12:  NEW CASES: 18  * Community cases: 2 * Dorm cases: 0 * Imported cases: 16  Total cases: 59,777 #COVID19"
20,1359862027016044546,1359859664859504652,2021-02-11,21:49:06,287163474,fidgetings,🎠,,"They can’t even spend their rest day in peace? They have to apply for an exit pass to go to a pre-assigned “Recreation Centre”, which can take up to 2 days, and they only get 3 hours of recreation time when they leave the dorm?",en,[],[],[],2,24,69,[],https://twitter.com/fidgetings/status/1359862027016044546,0,[],"['even', 'spend', 'rest', 'day', 'peac', 'appli', 'exit', 'pass', 'go', 'recreat', 'centr', 'take', 'day', 'get', 'hour', 'recreat', 'time', 'leav', 'dorm']","They can’t even spend their rest day in peace? They have to apply for an exit pass to go to a pre-assigned “Recreation Centre”, which can take up to 2 days, and they only get 3 hours of recreation time when they leave the dorm?"
21,1359847163937710080,1359839906609135619,2021-02-11,20:50:03,1046730063356411906,littleidiary,📝🕛memories | little i diary 🌨 IZ*ONE DREAM,,@gerelleyyy Depends on whether minju has gone home or is she in the dorm hahaha,en,[],[],[],0,0,0,[],https://twitter.com/littleidiary/status/1359847163937710080,0,"[{'screen_name': 'gerelleyyy', 'name': 'NAEUN DAY 제렐', 'id': '378155249'}]","['depend', 'whether', 'minju', 'gone', 'home', 'dorm', 'hahaha']",@gerelleyyy Depends on whether minju has gone home or is she in the dorm hahaha
22,1359773267251195905,1359773267251195905,2021-02-11,15:56:24,1619325942,mothershipsg,Mothership.sg,,"[JUST IN] Covid-19 update in S'pore on Feb. 11:  NEW CASES: 12  * Community cases: 3 * Dorm cases: 0 * Imported cases: 9  Total cases: 59,759 #COVID19",en,[],[],[],2,11,8,['covid19'],https://twitter.com/MothershipSG/status/1359773267251195905,0,[],"['updat', 'new', 'case', 'commun', 'case', 'dorm', 'case', 'import', 'case', 'total', 'case']","[JUST IN] Covid-19 update in S'pore on Feb. 11:  NEW CASES: 12  * Community cases: 3 * Dorm cases: 0 * Imported cases: 9  Total cases: 59,759 #COVID19"
23,1359733642637942784,1359733642637942784,2021-02-11,13:18:57,1195245338371608577,thesadbih,aergia,,I miss binge-watching Totally Spies in dorm HAHAHAHAHHAHAHH,en,[],[],[],0,0,0,[],https://twitter.com/thesadbih/status/1359733642637942784,0,[],"['miss', 'total', 'spi', 'dorm', 'hahahahahhahahh']",I miss binge-watching Totally Spies in dorm HAHAHAHAHHAHAHH
25,1359701073233997827,1359701073233997827,2021-02-11,11:09:32,127023793,adibachckn,Adiba 🐥,,Oh why jinki tmi is minho not in dorm? Didnt minho already moved out before enlist? 😅😅😅 like... 3 years ago?,en,[],[],[],2,0,0,[],https://twitter.com/adibachckn/status/1359701073233997827,0,[],"['oh', 'jinki', 'tmi', 'minho', 'dorm', 'didnt', 'minho', 'alreadi', 'move', 'enlist', 'like', 'year', 'ago']",Oh why jinki tmi is minho not in dorm? Didnt minho already moved out before enlist? :grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat: like... 3 years ago?
27,1359682378713632769,1359682374993289217,2021-02-11,09:55:15,211450763,missvicton,린 💙Miss Victon💛,,"they were too noisy, in fact there were no one at the dorm at that time.  Godho called Chan &amp; asked where he was &amp; if anyone is in the dorm, he said he was working out &amp; everyone is having schedules.  Strange things are happening, @PlayM_Official please find them a better place😫",en,"[{'screen_name': 'playm_official', 'name': '플레이엠, play m', 'id': '254976753'}]",[],[],0,1,10,[],https://twitter.com/missvicton/status/1359682378713632769,0,[],"['noisi', 'fact', 'one', 'dorm', 'time', 'godho', 'call', 'chan', 'amp', 'ask', 'amp', 'anyon', 'dorm', 'said', 'work', 'amp', 'everyon', 'schedul', 'strang', 'thing', 'happen', 'pleas', 'find', 'better', 'place']","they were too noisy, in fact there were no one at the dorm at that time.  Godho called Chan &amp; asked where he was &amp; if anyone is in the dorm, he said he was working out &amp; everyone is having schedules.  Strange things are happening, @PlayM_Official please find them a better place:tired_face:"
28,1359625458673876994,1359625458673876994,2021-02-11,06:09:04,34565395,thenewpaper,The New Paper,,Construction worker living in Bedok dorm is sole local case  https://t.co/KSAQmS54Gw,en,[],['http://dlvr.it/RsRgCP'],[],0,1,0,[],https://twitter.com/thenewpaper/status/1359625458673876994,0,[],"['construct', 'worker', 'live', 'bedok', 'dorm', 'sole', 'local', 'case']",Construction worker living in Bedok dorm is sole local case  https://t.co/KSAQmS54Gw
29,1359586971522191363,1359586971522191363,2021-02-11,03:36:08,1285949822919258113,nix2m,nix2m,,Converted Drake Hall #dorm at #University of Britechester into containers. Each resident can claim a room that has their favorite color.   Crane design is adapted from Portsmouth Promenade.  #TheSims #Sims4 #ShowUsYourBuilds #SimsCreatorsCommunity  https://t.co/KLuSVik5eL,en,[],[],"['https://pbs.twimg.com/media/Et45IswU0AABM4H.jpg', 'https://pbs.twimg.com/media/Et45IszVoAA8-co.jpg', 'https://pbs.twimg.com/media/Et45IswU0AIhXy0.jpg']",0,1,1,"['dorm', 'university', 'thesims', 'sims4', 'showusyourbuilds', 'simscreatorscommunity']",https://twitter.com/nix2m/status/1359586971522191363,1,[],"['convert', 'drake', 'hall', 'britechest', 'contain', 'resid', 'claim', 'room', 'favorit', 'color', 'crane', 'design', 'adapt', 'portsmouth', 'promenad']",Converted Drake Hall #dorm at #University of Britechester into containers. Each resident can claim a room that has their favorite color.   Crane design is adapted from Portsmouth Promenade.  #TheSims #Sims4 #ShowUsYourBuilds #SimsCreatorsCommunity  https://t.co/KLuSVik5eL
30,1359519251120357383,1359519251120357383,2021-02-10,23:07:02,41085467,todayonline,TODAY,,"15 new Covid-19 cases in Singapore, including 1 in foreign worker dorm at Bedok South Road  https://t.co/Dg0Ia9w9UO  https://t.co/tYLqwfRBkl",en,[],['https://tdy.sg/3aNh1Ik'],['https://pbs.twimg.com/media/Et37jd5UUAAFBL_.jpg'],0,3,3,[],https://twitter.com/TODAYonline/status/1359519251120357383,1,[],"['new', 'case', 'singapor', 'includ', 'foreign', 'worker', 'dorm', 'bedok', 'south', 'road']","15 new Covid-19 cases in Singapore, including 1 in foreign worker dorm at Bedok South Road  https://t.co/Dg0Ia9w9UO  https://t.co/tYLqwfRBkl"
31,1359518010877247500,1359518010877247500,2021-02-10,23:02:07,37874853,straits_times,The Straits Times,,22-year-old construction worker staying in Bedok dorm is sole dormitory case  https://t.co/v4sts0FwPV,en,[],['http://dlvr.it/RsQNmf'],[],0,1,2,[],https://twitter.com/straits_times/status/1359518010877247500,0,[],"['construct', 'worker', 'stay', 'bedok', 'dorm', 'sole', 'dormitori', 'case']",22-year-old construction worker staying in Bedok dorm is sole dormitory case  https://t.co/v4sts0FwPV
34,1359411822600757250,1359411822600757250,2021-02-10,16:00:09,44290654,yperic,Eric Cheng,,"15 new Covid-19 cases in S'pore on Feb. 10, including 1 dorm case  https://t.co/IJRKW6Ws2J",en,[],['https://mothership.sg/2021/02/covid-19-update-feb-10/'],[],0,0,0,[],https://twitter.com/yperic/status/1359411822600757250,0,[],"['new', 'case', 'includ', 'dorm', 'case']","15 new Covid-19 cases in S'pore on Feb. 10, including 1 dorm case  https://t.co/IJRKW6Ws2J"
35,1359410174147006464,1359410174147006464,2021-02-10,15:53:36,1619325942,mothershipsg,Mothership.sg,,"15 new Covid-19 cases in S'pore on Feb. 10, including 1 dorm case  https://t.co/S0BhB4va8o  https://t.co/2nq5KqvmZR",en,[],['http://bit.ly/3a257em'],['https://pbs.twimg.com/media/Et2YWBdUcAEPThG.jpg'],0,0,5,[],https://twitter.com/MothershipSG/status/1359410174147006464,1,[],"['new', 'case', 'includ', 'dorm', 'case']","15 new Covid-19 cases in S'pore on Feb. 10, including 1 dorm case  https://t.co/S0BhB4va8o  https://t.co/2nq5KqvmZR"
36,1359409655097683972,1359409655097683972,2021-02-10,15:51:33,41085467,todayonline,TODAY,,"15 new Covid-19 infections in Singapore, including 1 in foreign worker dorm  https://t.co/Dg0Ia9w9UO  https://t.co/qcAaFTe2rd",en,[],['https://tdy.sg/3aNh1Ik'],['https://pbs.twimg.com/media/Et2X4IJVEAEUsd4.jpg'],0,3,1,[],https://twitter.com/TODAYonline/status/1359409655097683972,1,[],"['new', 'infect', 'singapor', 'includ', 'foreign', 'worker', 'dorm']","15 new Covid-19 infections in Singapore, including 1 in foreign worker dorm  https://t.co/Dg0Ia9w9UO  https://t.co/qcAaFTe2rd"
37,1359408063527190530,1359408063527190530,2021-02-10,15:45:13,44278933,tocsg,TOC News,,15 new cases of COVID-19 infection in S’pore; one case in foreign worker dorm  https://t.co/f5hlbqDwJg,en,[],['https://www.theonlinecitizen.com/2021/02/10/15-new-cases-of-covid-19-infection-in-spore-one-case-in-foreign-worker-dorm/'],[],0,0,0,[],https://twitter.com/tocsg/status/1359408063527190530,0,[],"['new', 'case', 'infect', 'pore', 'one', 'case', 'foreign', 'worker', 'dorm']",15 new cases of COVID-19 infection in S’pore; one case in foreign worker dorm  https://t.co/f5hlbqDwJg
38,1359407638144905222,1359407638144905222,2021-02-10,15:43:32,1015456945447170048,hiremaidea,hiremaid.com.sg,,15 COVID-19 Cases Today (10 Feb); No Community Case But There’s a Dorm Case  https://t.co/nWPIAfqOnA,en,[],['http://dlvr.it/RsNyrJ'],[],0,0,0,[],https://twitter.com/HIREMAIDEA/status/1359407638144905222,0,[],"['case', 'today', 'feb', 'commun', 'case', 'dorm', 'case']",15 COVID-19 Cases Today (10 Feb); No Community Case But There’s a Dorm Case  https://t.co/nWPIAfqOnA
40,1359406421725437952,1359406421725437952,2021-02-10,15:38:42,1619325942,mothershipsg,Mothership.sg,,"[JUST IN] Covid-19 update in S'pore on Feb. 10:  NEW CASES: 15  * Community cases: 0 * Dorm cases: 1 * Imported cases: 14  Total cases: 59,747 #COVID19",en,[],[],[],0,7,13,['covid19'],https://twitter.com/MothershipSG/status/1359406421725437952,0,[],"['updat', 'new', 'case', 'commun', 'case', 'dorm', 'case', 'import', 'case', 'total', 'case']","[JUST IN] Covid-19 update in S'pore on Feb. 10:  NEW CASES: 15  * Community cases: 0 * Dorm cases: 1 * Imported cases: 14  Total cases: 59,747 #COVID19"
41,1359105124904308736,1359102650868895744,2021-02-09,19:41:27,799628483181744128,nurzati__,+,,"But my ideal imaginary look of Conrad, jere and belly, the summer house, prom, the party, how conrad's dorm looks like, the funeral, the wedding and the ending will not change. never",en,[],[],[],0,0,0,[],https://twitter.com/nurzati__/status/1359105124904308736,0,[],"['ideal', 'imaginari', 'look', 'conrad', 'jere', 'belli', 'summer', 'hous', 'prom', 'parti', 'conrad', 'dorm', 'look', 'like', 'funer', 'wed', 'end', 'chang', 'never']","But my ideal imaginary look of Conrad, jere and belly, the summer house, prom, the party, how conrad's dorm looks like, the funeral, the wedding and the ending will not change. never"
42,1359073286886281221,1359055180067573760,2021-02-09,17:34:56,736035711023861760,sparklypups,cindy 🧚🏼‍♀️,,@humprawr dude if u need just lmk when! if im in dorm u can comee :),en,[],[],[],1,0,0,[],https://twitter.com/sparklypups/status/1359073286886281221,0,"[{'screen_name': 'humprawr', 'name': 'space cowgirl', 'id': '733232376751362048'}]","['dude', 'u', 'need', 'lmk', 'im', 'dorm', 'u', 'come']",@humprawr dude if u need just lmk when! if im in dorm u can comee :)
43,1359066784058363905,1359066784058363905,2021-02-09,17:09:06,1619325942,mothershipsg,Mothership.sg,,"[JUST IN] Covid-19 update in S'pore on Feb. 9:  NEW CASES: 11  * Community cases: 0 * Dorm cases: 0 * Imported cases: 11  Total cases: 59,732 #COVID19",en,[],[],[],1,8,16,['covid19'],https://twitter.com/MothershipSG/status/1359066784058363905,0,[],"['updat', 'new', 'case', 'commun', 'case', 'dorm', 'case', 'import', 'case', 'total', 'case']","[JUST IN] Covid-19 update in S'pore on Feb. 9:  NEW CASES: 11  * Community cases: 0 * Dorm cases: 0 * Imported cases: 11  Total cases: 59,732 #COVID19"
44,1358776485020979203,1358776485020979203,2021-02-08,21:55:33,96331540,limmenglee,Lim Meng Lee,,First Covid-19 dorm case since Jan 16; M'sian man loses PR status for br...  https://t.co/nce4tRWjQy via @YouTube,en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/3g3xQ7Qzc4k'],[],0,0,0,[],https://twitter.com/limmenglee/status/1358776485020979203,0,[],"['first', 'dorm', 'case', 'sinc', 'jan', 'man', 'lose', 'pr', 'statu', 'br', 'via']",First Covid-19 dorm case since Jan 16; M'sian man loses PR status for br...  https://t.co/nce4tRWjQy via @YouTube
45,1358774737380413443,1358774737380413443,2021-02-08,21:48:36,606308532,chimchim_nochu,HOBIBIRTHDAYCOMINGSOON,,Is he back at the dorm 🥺🥺,en,[],[],[],0,0,0,[],https://twitter.com/chimchim_nochu/status/1358774737380413443,0,[],"['back', 'dorm']",Is he back at the dorm :pleading_face::pleading_face:
46,1358729754233344006,1358729754233344006,2021-02-08,18:49:52,3149502374,rakuraiwielder,Kai TheEpic @ validating cheka hours 🦁,,honestly the most visually appealing of the dorm leader nendos by far also bc of the gold paint finish,en,[],[],[],0,0,0,[],https://twitter.com/rakuraiwielder/status/1358729754233344006,0,[],"['honestli', 'visual', 'appeal', 'dorm', 'leader', 'nendo', 'far', 'also', 'bc', 'gold', 'paint', 'finish']",honestly the most visually appealing of the dorm leader nendos by far also bc of the gold paint finish
47,1358681582790344705,1358681582790344705,2021-02-08,15:38:27,1619325942,mothershipsg,Mothership.sg,,"[JUST IN] Covid-19 update in S'pore on Feb. 8:  NEW CASES: 22  * Community cases: 2 * Dorm cases: 0 * Imported cases: 20  Total cases: 59,721 #COVID19",en,[],[],[],0,6,31,['covid19'],https://twitter.com/MothershipSG/status/1358681582790344705,0,[],"['updat', 'new', 'case', 'commun', 'case', 'dorm', 'case', 'import', 'case', 'total', 'case']","[JUST IN] Covid-19 update in S'pore on Feb. 8:  NEW CASES: 22  * Community cases: 2 * Dorm cases: 0 * Imported cases: 20  Total cases: 59,721 #COVID19"
48,1358679086638354441,1358679086638354441,2021-02-08,15:28:31,977778714300768256,wonpilpinkknit,n,,"OH MY GOSHHHH MY DORM GAVE ME A DEFERMENT FOR MY STUDIO ROOM  this has to be the best thing that happened in awhile, literally a load off my shoulders",en,[],[],[],0,0,3,[],https://twitter.com/wonpilpinkknit/status/1358679086638354441,0,[],"['oh', 'goshhhh', 'dorm', 'gave', 'defer', 'studio', 'room', 'best', 'thing', 'happen', 'awhil', 'liter', 'load', 'shoulder']","OH MY GOSHHHH MY DORM GAVE ME A DEFERMENT FOR MY STUDIO ROOM  this has to be the best thing that happened in awhile, literally a load off my shoulders"
49,1358454759921881088,1358454759921881088,2021-02-08,00:37:08,1029245513671921664,shoinakanishi,shoi,,why am i watching uni dorm vlogs i should be watching how to shoot a gun,en,[],[],[],0,0,1,[],https://twitter.com/shoinakanishi/status/1358454759921881088,0,[],"['watch', 'uni', 'dorm', 'vlog', 'watch', 'shoot', 'gun']",why am i watching uni dorm vlogs i should be watching how to shoot a gun
51,1358438834787127298,1358437277798715398,2021-02-07,23:33:51,206115099,marvinlim707,Marvin LFC *,,@BauJosephine @alcotex6688 She was interviewed by Xinhua recently. 3 days to reach home from her dorm!   https://t.co/05ACusWDew,en,[],['https://youtu.be/79n4pu9jqDQ'],[],2,0,4,[],https://twitter.com/marvinlim707/status/1358438834787127298,0,"[{'screen_name': 'BauJosephine', 'name': 'Josephine Bau 🇨🇦🇭🇰🇨🇳', 'id': '2753657311'}, {'screen_name': 'alcotex6688', 'name': 'George Papp', 'id': '1317542570843688960'}]","['interview', 'xinhua', 'recent', 'day', 'reach', 'home', 'dorm']",@BauJosephine @alcotex6688 She was interviewed by Xinhua recently. 3 days to reach home from her dorm!   https://t.co/05ACusWDew
53,1358425998828556297,1358425998828556297,2021-02-07,22:42:51,939580784716812288,kajjafeeeiuv,nina ✨,,he must be rushing to the dorm to celebrate innie's bday but nevertheless thankyou chan for today 🥺💙💙💙  https://t.co/ee4TA98lng,en,[],[],['https://pbs.twimg.com/media/EtoZPvhVEAIpg7j.jpg'],0,0,3,[],https://twitter.com/kajjafeeeIuv/status/1358425998828556297,1,[],"['must', 'rush', 'dorm', 'celebr', 'inni', 'bday', 'nevertheless', 'thankyou', 'chan', 'today']",he must be rushing to the dorm to celebrate innie's bday but nevertheless thankyou chan for today :pleading_face::blue_heart::blue_heart::blue_heart:  https://t.co/ee4TA98lng
54,1358406108155502592,1358406108155502592,2021-02-07,21:23:48,1344237333776801792,taco_gfjp,Taco 🇸🇬【GF-JP】,,Just got her a couple minutes ago! She's getting real comfy in my dorm now :)  #HiryuuMETA #AzurLane  https://t.co/vhf5JR0b18,en,[],[],['https://pbs.twimg.com/media/EtoGjYXVIAknFuz.jpg'],0,0,2,"['hiryuumeta', 'azurlane']",https://twitter.com/Taco_GFJP/status/1358406108155502592,1,[],"['got', 'coupl', 'minut', 'ago', 'get', 'real', 'comfi', 'dorm']",Just got her a couple minutes ago! She's getting real comfy in my dorm now :)  #HiryuuMETA #AzurLane  https://t.co/vhf5JR0b18
56,1357979736429985792,1357979736429985792,2021-02-06,17:09:33,2335887077,dbsjkyuhyuksu,dbsjkyuhyuksu,"{'type': 'Point', 'coordinates': [1.37826368, 103.8767126]}",Just posted a video @ Super Junior Dorm  https://t.co/T4sgOlW530,en,[],['https://www.instagram.com/p/CK8fWVeh-bj/?igshid=v1h8y28sowdu'],[],0,0,0,[],https://twitter.com/dbsjkyuhyuksu/status/1357979736429985792,0,[],"['post', 'video', 'super', 'junior', 'dorm']",Just posted a video @ Super Junior Dorm  https://t.co/T4sgOlW530
