Post Description,Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"It's back to BMT for these recruits.
About 1,500 out of 6,300 recruits reported back for duty at the Singapore Armed Forces (SAF) Ferry Terminal following a 2-month training suspension.
Recruits who were affected by the 7-week suspension will graduate 2 to 4 weeks later than scheduled, said the SAF.
Link in bio @straits_times
????: Kevin Lim
#singaporeanson #coronavirus #covid19 #StraitsTimes #SGUnited #circuitbreaker",2020-05-26 10:21:07+00:00,wow @marcussss____ featured in 8th pic SIOL,2020-05-26,5,Circuit Breaker,6,0,-15.450756941975133,1,0,0,36.84829056280765,4,0,0.0
"It's back to BMT for these recruits.
About 1,500 out of 6,300 recruits reported back for duty at the Singapore Armed Forces (SAF) Ferry Terminal following a 2-month training suspension.
Recruits who were affected by the 7-week suspension will graduate 2 to 4 weeks later than scheduled, said the SAF.
Link in bio @straits_times
????: Kevin Lim
#singaporeanson #coronavirus #covid19 #StraitsTimes #SGUnited #circuitbreaker",2020-05-26 10:21:07+00:00,Pic 3: When you are dead on the inside,2020-05-26,8,Circuit Breaker,9,0,-10.2367101522973,1,1,1,106.49138129018992,4,0,0.0
"It's back to BMT for these recruits.
About 1,500 out of 6,300 recruits reported back for duty at the Singapore Armed Forces (SAF) Ferry Terminal following a 2-month training suspension.
Recruits who were affected by the 7-week suspension will graduate 2 to 4 weeks later than scheduled, said the SAF.
Link in bio @straits_times
????: Kevin Lim
#singaporeanson #coronavirus #covid19 #StraitsTimes #SGUnited #circuitbreaker",2020-05-26 10:21:07+00:00,@marine_teng  I SEE ALL THE SMELLY FACES,2020-05-26,6,Circuit Breaker,6,0,-17.423976311709488,1,0,0,36.84829056280765,4,0,0.0
"Class will be in session on June 2. But not everyone will need to be in their campus then.
Here's how classes will look like when Singapore's circuit breaker ends. 
More details in the link in bio @straits_times
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #circuitbreaker",2020-05-19 13:49:31+00:00,What about those in tertiary level?,2020-05-19,6,Circuit Breaker,6,0,-10.70755023644425,0,0,0,104.84100756800196,4,0,0.0
"Class will be in session on June 2. But not everyone will need to be in their campus then.
Here's how classes will look like when Singapore's circuit breaker ends. 
More details in the link in bio @straits_times
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #circuitbreaker",2020-05-19 13:49:31+00:00,So like... Is there school on 16 June,2020-05-19,7,Circuit Breaker,8,0,-10.264200519669712,0,0,0,55.38369640537922,4,0,0.0
"Class will be in session on June 2. But not everyone will need to be in their campus then.
Here's how classes will look like when Singapore's circuit breaker ends. 
More details in the link in bio @straits_times
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #circuitbreaker",2020-05-19 13:49:31+00:00,i miss all of my friends and family ????????,2020-05-19,8,Circuit Breaker,8,0,-9.9199435356881,1,1,1,56.2717555139388,4,0,0.0
"Class will be in session on June 2. But not everyone will need to be in their campus then.
Here's how classes will look like when Singapore's circuit breaker ends. 
More details in the link in bio @straits_times
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #circuitbreaker",2020-05-19 13:49:31+00:00,How about those in tertiary level,2020-05-19,6,Circuit Breaker,6,0,-10.870284858555834,0,0,0,104.84100756800196,4,0,0.0
"Class will be in session on June 2. But not everyone will need to be in their campus then.
Here's how classes will look like when Singapore's circuit breaker ends. 
More details in the link in bio @straits_times
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #circuitbreaker",2020-05-19 13:49:31+00:00,I hope the numbers stay down once they resume  so they donƒ??t go back to lockdown and cause more disruption.,2020-05-19,20,Circuit Breaker,21,1,-11.105430328081713,7,1,0,36.2041065036241,4,0,0.0
"Class will be in session on June 2. But not everyone will need to be in their campus then.
Here's how classes will look like when Singapore's circuit breaker ends. 
More details in the link in bio @straits_times
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #circuitbreaker",2020-05-19 13:49:31+00:00,"The critical behaviour which needs to be emphasised is respect for each person's well-being through hygiene, regardless. What irks me is the lack of public posters reminding and informing people of appropriate social behaviour. That should be ramped up.",2020-05-19,37,Circuit Breaker,39,2,-11.646684122003323,11,1,1,15.219739763137405,2,1,0.0
"Class will be in session on June 2. But not everyone will need to be in their campus then.
Here's how classes will look like when Singapore's circuit breaker ends. 
More details in the link in bio @straits_times
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #circuitbreaker",2020-05-19 13:49:31+00:00,"Condo facilities? Tennis, basketball courts? Can they be used by same family if social distancing practiced?",2020-05-19,16,Circuit Breaker,16,1,-12.021497441238825,3,1,0,14.10040366507932,2,0,0.0
"Class will be in session on June 2. But not everyone will need to be in their campus then.
Here's how classes will look like when Singapore's circuit breaker ends. 
More details in the link in bio @straits_times
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #circuitbreaker",2020-05-19 13:49:31+00:00,But i dowan go back,2020-05-20,5,Circuit Breaker,5,0,-12.635629502996313,3,0,1,408.4470075175717,4,0,0.0
"Class will be in session on June 2. But not everyone will need to be in their campus then.
Here's how classes will look like when Singapore's circuit breaker ends. 
More details in the link in bio @straits_times
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #circuitbreaker",2020-05-19 13:49:31+00:00,So need to be apart in a chair for eveyone?,2020-05-27,10,Circuit Breaker,10,0,-10.24967954653336,2,0,0,56.27175551393879,4,0,0.0
"Class will be in session on June 2. But not everyone will need to be in their campus then.
Here's how classes will look like when Singapore's circuit breaker ends. 
More details in the link in bio @straits_times
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #circuitbreaker",2020-05-19 13:49:31+00:00,???›the home school is so tiring . I am glad the school is back,2020-05-27,13,Circuit Breaker,13,1,-9.511358890179812,3,0,0,43.346726713452476,4,0,0.0
"Class will be in session on June 2. But not everyone will need to be in their campus then.
Here's how classes will look like when Singapore's circuit breaker ends. 
More details in the link in bio @straits_times
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #circuitbreaker",2020-05-19 13:49:31+00:00,@straits_times will there be Physical education?,2020-05-19,5,Circuit Breaker,5,0,-12.62287450489237,1,0,0,106.49138129018992,4,0,0.0
"Class will be in session on June 2. But not everyone will need to be in their campus then.
Here's how classes will look like when Singapore's circuit breaker ends. 
More details in the link in bio @straits_times
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #circuitbreaker",2020-05-19 13:49:31+00:00,Need wear mask still when go to school? ://,2020-05-19,8,Circuit Breaker,8,0,-11.349333073972922,1,2,0,26.40715085584247,3,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,"Oh yeah, btw no cca my fellow homies and gals",2020-05-19,10,Circuit Breaker,10,0,-15.121910132608047,0,1,1,26.835207397830878,3,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,Bruh everyone is gonna look like a hong kong protester when we all come back to school,2020-05-19,17,Circuit Breaker,17,1,-12.25576784976095,2,1,1,16.610322340116007,2,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,This is my old sch,2020-05-19,5,Circuit Breaker,5,0,-11.559697290991695,1,0,1,106.49138129018992,4,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,Aww look at all the children in the comments.. so eager to study so cute ❤️,2020-05-19,15,Circuit Breaker,15,1,-10.271277361637011,1,0,0,26.835207397830878,3,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,still stuck at malaysia so gdluck guys 😁,2020-05-19,7,Circuit Breaker,7,0,-13.975845990056115,1,0,0,56.2717555139388,4,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,wait so the sec1s and all dn wear masks or still need,2020-05-19,12,Circuit Breaker,12,1,-12.31082260059727,1,3,0,36.26203009049669,4,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,If cannot wait then give children face shields,2020-05-20,8,Circuit Breaker,8,0,-11.782912903585231,2,1,0,56.2717555139388,4,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,This is why I hate school,2020-05-20,6,Circuit Breaker,6,0,-9.447879662530935,2,0,1,104.84100756800196,4,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,The only reason why i wanna go to school is that i wanna meet my friends🥺☹️❤️,2020-05-20,16,Circuit Breaker,16,1,-11.244755651825528,5,0,2,20.500270600692808,3,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,Me : going to school in a russian spetnaz helmet with a visor on with an ak47 that has an orange tip,2020-05-20,20,Circuit Breaker,21,1,-11.892374547695516,2,0,0,13.654845897862014,2,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,Can I book the pitch for futsal? 😆,2020-05-19,7,Circuit Breaker,7,0,-11.44635980139688,0,0,1,36.848290562807655,4,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,interior crocodile alligator i drive a chevrolet movie theatre,2020-05-19,9,Circuit Breaker,9,0,-15.170715899263639,1,0,1,20.83225589000494,3,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,Can’t even go back to school even if it opens cause I’m stuck in Malaysia 😭😭,2020-05-19,17,Circuit Breaker,15,1,-10.82938469094691,2,2,0,36.26203009049669,4,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,When will Singapore open flights?,2020-05-19,5,Circuit Breaker,5,0,-11.439446572788803,0,0,0,55.2004382590044,4,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,Wait is it when school reopen must where mask? I yes I will be so sad cause my school very hot and even if it is raining it is still very hot as now all the tables are cramped and I am sitting at the corner where all the dustbin and things are and at my table it is very very cramped 😭,2020-05-19,62,Circuit Breaker,62,3,-10.356422351815226,13,5,2,11.077032478225233,2,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,Risking lives again? No confidence to run schools on a daily basis? Half here half there measures as usual 🙄🙄🙄,2020-05-19,19,Circuit Breaker,19,1,-11.0847087698315,2,0,0,16.288943011013668,2,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,Wait wait. So cher teaching me maths with maskon? Ah now i can give excuse cannot hear properly,2020-05-19,18,Circuit Breaker,18,1,-13.346943213264122,5,0,2,23.615507973257326,3,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,"Hmm, will CCAs be continued?",2020-05-19,5,Circuit Breaker,5,0,-13.108076012245393,2,0,0,56.2717555139388,4,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,can play ball at skcc???,2020-05-19,5,Circuit Breaker,5,0,-12.301307307154255,1,0,0,56.2717555139388,4,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,Siala blangah rise primary school,2020-05-19,5,Circuit Breaker,5,0,-15.34721626564599,0,0,0,26.40715085584247,3,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,"MOE can consider splitting primary school students into two separate sessions — morning for upper primary, afternoon for lower primary. It will help to prevent overcrowding.",2020-05-19,25,Circuit Breaker,25,1,-11.870129808328702,5,0,0,11.115540654923006,2,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,I feel like I don't learn anything during hbl cos cher like just touching on subject oni,2020-05-19,16,Circuit Breaker,17,1,-13.258529705030663,3,0,1,26.835207397830878,3,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,im sad and excited for school to reopen.,2020-05-19,8,Circuit Breaker,8,0,-11.287160508808965,2,1,0,55.38369640537922,4,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,@nictole  I want to know when bbt stalls will open Lol,2020-05-19,10,Circuit Breaker,10,0,-13.160807621715856,3,1,0,26.835207397830878,3,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,CCA points also don't have ah sianz,2020-05-19,6,Circuit Breaker,7,0,-14.160624747092278,3,1,0,36.848290562807655,4,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,why not stagger the school hours.. so there would be even lesser crowding and lesser people taking the public transport during peak hours?,2020-05-19,23,Circuit Breaker,23,1,-11.269317242583128,3,1,0,14.976120039879069,2,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,What’s 1+1? - Students that are suffering from home-based learning,2020-05-19,8,Circuit Breaker,11,1,-12.556768202257693,2,0,0,55.38369640537922,4,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,So like if I sec 2 so I must go sch and do hbl at home,2020-05-19,15,Circuit Breaker,16,1,-11.72127405474437,3,2,1,55.30260338375759,4,0,0.0
"Back to school ????.
Daily classes on school premises will be held only for the graduating cohorts of students in Primary 6, Secondary 4 and 5. Students will wear masks or face shields while attending their lessons.
All other students will alternate weekly between home-based learning and classes in school.
For more on the other adjustments planned for schools and pre-schools, hit the link in bio @straits_times
????: Gavin Foo
#backtoschool #coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:18:06+00:00,Can play volleyball at sch?,2020-05-19,5,Circuit Breaker,5,0,-13.84544781764395,1,0,0,56.2717555139388,4,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,What about single people? We lock ourselves in the house and throw the keys off the window untill someone will realise we exist?,2020-05-19,23,Circuit Breaker,23,1,-11.006385303759327,4,1,2,16.61032234011601,2,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,Too bad for singles who r orphans!!! Cannot meet up with married siblings.,2020-05-19,13,Circuit Breaker,13,1,-12.671408428601346,2,0,0,36.848290562807655,4,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,interior crocodile alligator i drive a chevrolet movie theatre,2020-05-19,9,Circuit Breaker,9,0,-15.170715899263639,1,0,1,20.83225589000494,3,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,What did my married son come home for dinner also not allow ????????????,2020-05-19,12,Circuit Breaker,12,1,-10.536215640632117,3,1,1,36.20410650362411,4,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,"So if a sibling visits their parentsƒ?? household that holds their other siblings, the siblings better not have eye contact",2020-05-19,19,Circuit Breaker,20,1,-11.455766890746546,3,1,0,18.472506034617968,2,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,My girlfriend house can go or not,2020-05-19,7,Circuit Breaker,7,0,-10.361344835498926,1,1,0,56.2717555139388,4,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,this isnt fair at all,2020-05-19,5,Circuit Breaker,5,0,-11.142843830256124,0,0,0,106.49138129018992,4,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,"This restriction is redundant. Just check out the local supermarkets, babies in prams to elderly in wheelchairs. ????",2020-05-19,17,Circuit Breaker,17,1,-11.869645737749796,2,0,0,20.500270600692804,3,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,Very tough restrictions still from June 1st considering so few cases in the local community.,2020-05-19,14,Circuit Breaker,15,1,-11.195319864751788,1,1,0,26.40715085584247,3,0,0.0
