Post Description,Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"Lawrence Wong: “We certainly cannot rule out having to impose additional restrictions or even to have to put in place another nationwide circuit breaker down the road… but we will try very hard not to have to go down that path and we are able to do so because we now have an expanded toolkit of control measures and that’s what we have been building up over these past few months.”
.
Prof. Kenneth Mak and Minister Lawrence Wong were addressing comments on social media that Singapore would go back to Phase 1 after GE.",2020-07-07 11:45:14+00:00,"I don’t understand people nowadays. If they cancelled or postponed the GE, people will say they are trying to hold on to their power. But if they go on with this, they complain that they are opening up only for this. They open up CB for the GE then y’all complain, then if they didn’t y’all also complain. Stupid la sial",2020-07-08,65,Circuit Breaker,61,3,-10.63720005381791,17,5,0,9.060639519319343,1,0,1.0
"Lawrence Wong: “We certainly cannot rule out having to impose additional restrictions or even to have to put in place another nationwide circuit breaker down the road… but we will try very hard not to have to go down that path and we are able to do so because we now have an expanded toolkit of control measures and that’s what we have been building up over these past few months.”
.
Prof. Kenneth Mak and Minister Lawrence Wong were addressing comments on social media that Singapore would go back to Phase 1 after GE.",2020-07-07 11:45:14+00:00,No i don't want to go Phase 1.,2020-07-08,6,Circuit Breaker,8,0,-11.13156293092541,2,0,1,56.2717555139388,4,0,0.0
"Lawrence Wong: “We certainly cannot rule out having to impose additional restrictions or even to have to put in place another nationwide circuit breaker down the road… but we will try very hard not to have to go down that path and we are able to do so because we now have an expanded toolkit of control measures and that’s what we have been building up over these past few months.”
.
Prof. Kenneth Mak and Minister Lawrence Wong were addressing comments on social media that Singapore would go back to Phase 1 after GE.",2020-07-07 11:45:14+00:00,Why after GE must go back to phase 1,2020-07-08,8,Circuit Breaker,9,0,-11.051486036233554,2,0,0,106.49138129018992,4,0,0.0
"Lawrence Wong: “We certainly cannot rule out having to impose additional restrictions or even to have to put in place another nationwide circuit breaker down the road… but we will try very hard not to have to go down that path and we are able to do so because we now have an expanded toolkit of control measures and that’s what we have been building up over these past few months.”
.
Prof. Kenneth Mak and Minister Lawrence Wong were addressing comments on social media that Singapore would go back to Phase 1 after GE.",2020-07-07 11:45:14+00:00,they open so peopke vote for them but they dont think about our well being,2020-07-08,15,Circuit Breaker,15,1,-10.90587051848724,4,1,1,56.2717555139388,4,0,0.0
"Lawrence Wong: “We certainly cannot rule out having to impose additional restrictions or even to have to put in place another nationwide circuit breaker down the road… but we will try very hard not to have to go down that path and we are able to do so because we now have an expanded toolkit of control measures and that’s what we have been building up over these past few months.”
.
Prof. Kenneth Mak and Minister Lawrence Wong were addressing comments on social media that Singapore would go back to Phase 1 after GE.",2020-07-07 11:45:14+00:00,Sound quite firm tat we r going back phrase 1 after election. Please hope i'm wrong...,2020-07-09,14,Circuit Breaker,16,1,-12.84627930755811,3,0,1,20.832255890004948,3,0,0.0
"Lawrence Wong: “We certainly cannot rule out having to impose additional restrictions or even to have to put in place another nationwide circuit breaker down the road… but we will try very hard not to have to go down that path and we are able to do so because we now have an expanded toolkit of control measures and that’s what we have been building up over these past few months.”
.
Prof. Kenneth Mak and Minister Lawrence Wong were addressing comments on social media that Singapore would go back to Phase 1 after GE.",2020-07-07 11:45:14+00:00,"Conspiracy over lah.. covid-19, PAP feed us supply, GE fast forward. Whatever uh. If alot things happened in 2020, then This 2020 will be the the opposition time . Oh well.",2020-07-09,28,Circuit Breaker,30,2,-12.606926281259284,4,1,1,12.054242843019075,2,0,0.0
"Lawrence Wong: “We certainly cannot rule out having to impose additional restrictions or even to have to put in place another nationwide circuit breaker down the road… but we will try very hard not to have to go down that path and we are able to do so because we now have an expanded toolkit of control measures and that’s what we have been building up over these past few months.”
.
Prof. Kenneth Mak and Minister Lawrence Wong were addressing comments on social media that Singapore would go back to Phase 1 after GE.",2020-07-07 11:45:14+00:00,"come on, they yes their best already. don't say them lah.",2020-07-09,10,Circuit Breaker,11,1,-10.559198630175864,4,0,0,408.4470075175717,4,0,0.0
"Responding to a question on whether there was a certain number of cases that would trigger another round of circuit breaker measures, Gan Kim Yong emphasised the government would look at the specific nature of the cases, and that the main concern would be to keep clusters under control. This would result in more targeted interventions.

With regards to a nationwide circuit breaker where only essential activities are allowed, he said it is ""unlikely to return to that scenario. """,2020-06-25 12:13:02+00:00,"Bloody Long beat around the bush answer. TLDW: ""no. But we can introduce tighter measures only for specific settings where it seems those clusters are forming"".",2020-06-25,26,Circuit Breaker,26,2,-12.089873967160258,4,0,1,10.2918083318498,2,0,1.0
"Responding to a question on whether there was a certain number of cases that would trigger another round of circuit breaker measures, Gan Kim Yong emphasised the government would look at the specific nature of the cases, and that the main concern would be to keep clusters under control. This would result in more targeted interventions.

With regards to a nationwide circuit breaker where only essential activities are allowed, he said it is ""unlikely to return to that scenario. """,2020-06-25 12:13:02+00:00,this reporter is like those who remind the teachers who forgot to collect hw,2020-06-25,14,Circuit Breaker,14,1,-11.185218435119696,4,0,0,36.84829056280765,4,0,0.0
"Responding to a question on whether there was a certain number of cases that would trigger another round of circuit breaker measures, Gan Kim Yong emphasised the government would look at the specific nature of the cases, and that the main concern would be to keep clusters under control. This would result in more targeted interventions.

With regards to a nationwide circuit breaker where only essential activities are allowed, he said it is ""unlikely to return to that scenario. """,2020-06-25 12:13:02+00:00,I here lots of um,2020-06-26,5,Circuit Breaker,5,0,-10.471186890205006,0,0,0,106.49138129018992,4,0,0.0
"Responding to a question on whether there was a certain number of cases that would trigger another round of circuit breaker measures, Gan Kim Yong emphasised the government would look at the specific nature of the cases, and that the main concern would be to keep clusters under control. This would result in more targeted interventions.

With regards to a nationwide circuit breaker where only essential activities are allowed, he said it is ""unlikely to return to that scenario. """,2020-06-25 12:13:02+00:00,so basically see how but with a few extra steps,2020-06-26,10,Circuit Breaker,10,0,-10.145276874793367,1,1,0,106.49138129018992,4,0,0.0
"Responding to a question on whether there was a certain number of cases that would trigger another round of circuit breaker measures, Gan Kim Yong emphasised the government would look at the specific nature of the cases, and that the main concern would be to keep clusters under control. This would result in more targeted interventions.

With regards to a nationwide circuit breaker where only essential activities are allowed, he said it is ""unlikely to return to that scenario. """,2020-06-25 12:13:02+00:00,all i heard was nature,2020-06-27,5,Circuit Breaker,5,0,-10.555760012352552,1,0,1,56.27175551393879,4,0,0.0
"Responding to a question on whether there was a certain number of cases that would trigger another round of circuit breaker measures, Gan Kim Yong emphasised the government would look at the specific nature of the cases, and that the main concern would be to keep clusters under control. This would result in more targeted interventions.

With regards to a nationwide circuit breaker where only essential activities are allowed, he said it is ""unlikely to return to that scenario. """,2020-06-25 12:13:02+00:00,"Zomg just get to point la, walau talk to so much",2020-06-28,11,Circuit Breaker,11,1,-12.103644420665894,2,0,0,36.848290562807655,4,0,0.0
"Responding to a question on whether there was a certain number of cases that would trigger another round of circuit breaker measures, Gan Kim Yong emphasised the government would look at the specific nature of the cases, and that the main concern would be to keep clusters under control. This would result in more targeted interventions.

With regards to a nationwide circuit breaker where only essential activities are allowed, he said it is ""unlikely to return to that scenario. """,2020-06-25 12:13:02+00:00,"To all those who said that he was being long-winded, don’t you have at least some gratitude towards the amount of care, work and transparency that they have put in by explaining to the public about covid matters on a regular basis? Anyway, from what I’ve picked out, numbers are not their primary concern, but rather, the nature of these cases - ones that form huge clusters, a huge spike in unlinked cases, whether there’s a potential super spreader etc. If that happens, they will proceed with targeted intervention, to isolate these specific groups of people and stop certain activities to break the chain of transmission by increasing their detection capabilities. In that way, this prevents us from relapsing back to a nationwide CB like before.",2020-06-28,127,Circuit Breaker,126,4,-10.991303542336137,18,4,2,2.297744833086121,0,0,1.0
"Responding to a question on whether there was a certain number of cases that would trigger another round of circuit breaker measures, Gan Kim Yong emphasised the government would look at the specific nature of the cases, and that the main concern would be to keep clusters under control. This would result in more targeted interventions.

With regards to a nationwide circuit breaker where only essential activities are allowed, he said it is ""unlikely to return to that scenario. """,2020-06-25 12:13:02+00:00,"I hear "" number of cases start to grow"" mentally: ""aww shit here we go again"" 😑",2020-07-02,15,Circuit Breaker,15,1,-11.608364542833565,4,0,1,25.934042635175363,3,0,0.0
"Responding to a question on whether there was a certain number of cases that would trigger another round of circuit breaker measures, Gan Kim Yong emphasised the government would look at the specific nature of the cases, and that the main concern would be to keep clusters under control. This would result in more targeted interventions.

With regards to a nationwide circuit breaker where only essential activities are allowed, he said it is ""unlikely to return to that scenario. """,2020-06-25 12:13:02+00:00,things have changed since a few press conferences ago. is there really a need to be condescending 🙄,2020-07-12,17,Circuit Breaker,17,1,-9.79072267731988,5,0,0,26.835207397830878,3,0,0.0
Education Minister Ong Ye Kung spoke about the need to reopen schools during a doorstop interview at Xingnan Primary School today.,2020-06-02 13:56:09+00:00,"Please explain to me why they want my JK back on school for the last 11 days of school, is it to justify the 45k I had to spend",2020-06-02,27,Circuit Breaker,29,2,-10.126283187872128,6,0,3,23.171478418977536,3,0,0.0
Education Minister Ong Ye Kung spoke about the need to reopen schools during a doorstop interview at Xingnan Primary School today.,2020-06-02 13:56:09+00:00,some singaporean’s like jokers ah when school haven’t close complain when school close complain when school reopen also complain just trust goverment le,2020-06-02,25,Circuit Breaker,23,1,-13.95412689136033,3,2,0,10.362401525520642,2,0,0.0
Education Minister Ong Ye Kung spoke about the need to reopen schools during a doorstop interview at Xingnan Primary School today.,2020-06-02 13:56:09+00:00,I’m so happy kids back to school! Huhu🎉😜,2020-06-02,9,Circuit Breaker,8,0,-10.906883689026236,0,0,0,36.2620300904967,4,0,0.0
Education Minister Ong Ye Kung spoke about the need to reopen schools during a doorstop interview at Xingnan Primary School today.,2020-06-02 13:56:09+00:00,"Prolonged school closure is necessary for the sake of safety. I always believed that one has to lose something in order to gain something. In this  situation, to gain health and safety is a must. I shall emphasize on the side effects of kids wearing masks for long hours. One has to inhale and exhale many times within an hour.  Will that affect them? Will that have greater impact on our kids?",2020-06-02,72,Circuit Breaker,72,3,-10.200929526440497,14,2,1,4.600740942817742,0,0,1.0
Education Minister Ong Ye Kung spoke about the need to reopen schools during a doorstop interview at Xingnan Primary School today.,2020-06-02 13:56:09+00:00,I just got off from a public bus. I took the bus to fetch my son from school today. I was shocked and disappointed that the social distancing measures stickers were already taken off.  1 of school safety measures is social distancing but yet it's not happening in the bus. Where are the stickers? Did they take out in time of kids reopening to school? This is absolutely risk taking and dangerous esp for kids taking public bus to and fro school. I am totally devastated😢😢😢😢😢😢😢,2020-06-03,84,Circuit Breaker,86,3,-10.386645666413502,17,4,1,5.090160574741887,1,0,1.0
Education Minister Ong Ye Kung spoke about the need to reopen schools during a doorstop interview at Xingnan Primary School today.,2020-06-02 13:56:09+00:00,"I’m also worry , ya can just open school after one month later,  or after maybe later after really safe",2020-06-03,20,Circuit Breaker,19,1,-10.95966417002938,2,2,0,35.61784603131315,4,0,0.0
Education Minister Ong Ye Kung spoke about the need to reopen schools during a doorstop interview at Xingnan Primary School today.,2020-06-02 13:56:09+00:00,my classmates keep taking off mask and it's making me scared lah sia if i die i haunt ong ye kung forever,2020-06-03,21,Circuit Breaker,22,1,-14.877119640989815,5,2,2,26.835207397830878,3,0,0.0
Education Minister Ong Ye Kung spoke about the need to reopen schools during a doorstop interview at Xingnan Primary School today.,2020-06-02 13:56:09+00:00,You can’t please. The kids are thrilled with school’s reopening. It’s the parents who are being difficult.,2020-06-03,20,Circuit Breaker,17,1,-10.292960648608698,7,0,0,20.131424847007192,3,0,0.0
Education Minister Ong Ye Kung spoke about the need to reopen schools during a doorstop interview at Xingnan Primary School today.,2020-06-02 13:56:09+00:00,if second wave of cases come I’ll literally roll on the floor laughing I’m not even kidding. I’ll laugh in the governments face,2020-06-04,26,Circuit Breaker,23,1,-10.882156401378557,5,0,0,20.5002706006928,3,0,1.0
"On May 19, the Covid-19 Multi-Ministry Taskforce announced in a press conference a 3-phased approach Singapore will embark on when circuit breaker ends on Jun. 2. Why do we need 3 phases? How long will each phase last, and why? Here are the reasons.",2020-05-24 03:24:12+00:00,Why is school opened now? Dats some bullshit Govt say no can go visit other people home and yet in school we not even 2 meters apart 🤦‍♂️,2020-05-24,26,Circuit Breaker,27,2,-11.330567351353292,6,2,1,12.397346396722142,2,0,0.0
"On May 19, the Covid-19 Multi-Ministry Taskforce announced in a press conference a 3-phased approach Singapore will embark on when circuit breaker ends on Jun. 2. Why do we need 3 phases? How long will each phase last, and why? Here are the reasons.",2020-05-24 03:24:12+00:00,Coming to 3 months lockdown .. th,2020-05-25,5,Circuit Breaker,6,0,-12.74090110425016,2,0,0,56.2717555139388,4,0,0.0
"On May 19, the Covid-19 Multi-Ministry Taskforce announced in a press conference a 3-phased approach Singapore will embark on when circuit breaker ends on Jun. 2. Why do we need 3 phases? How long will each phase last, and why? Here are the reasons.",2020-05-24 03:24:12+00:00,@ekkaphon_h very clear explanation and actionable,2020-05-25,5,Circuit Breaker,5,0,-13.10696089796437,0,1,0,106.49138129018992,4,0,0.0
"On May 19, the Covid-19 Multi-Ministry Taskforce announced in a press conference a 3-phased approach Singapore will embark on when circuit breaker ends on Jun. 2. Why do we need 3 phases? How long will each phase last, and why? Here are the reasons.",2020-05-24 03:24:12+00:00,will we go back to school & uni in phase 1 or 2,2020-05-25,10,Circuit Breaker,12,1,-10.548745117458743,1,1,1,36.2620300904967,4,0,0.0
"On May 19, the Covid-19 Multi-Ministry Taskforce announced in a press conference a 3-phased approach Singapore will embark on when circuit breaker ends on Jun. 2. Why do we need 3 phases? How long will each phase last, and why? Here are the reasons.",2020-05-24 03:24:12+00:00,I srsly hope my obs dont kena cancel,2020-05-25,8,Circuit Breaker,8,0,-16.094377469392068,1,0,1,56.2717555139388,4,0,0.0
"On May 19, the Covid-19 Multi-Ministry Taskforce announced in a press conference a 3-phased approach Singapore will embark on when circuit breaker ends on Jun. 2. Why do we need 3 phases? How long will each phase last, and why? Here are the reasons.",2020-05-24 03:24:12+00:00,Isn't this a breach of human liberty 🤔?,2020-05-26,6,Circuit Breaker,7,0,-10.66260160129364,0,0,0,56.2717555139388,4,0,0.0
"On Jun. 1, Singapore's Circuit Breaker will be officially over, and we will move into 3 phases of re-opening the country. Some restrictions are still in place, while others have been eased. But can you finally meet your friends in Phase 1? Can you go back to the gym? Can your HDB flat resume renovations?

Here's what you need to take note of. (Soon, you'll be able to see your ah gong ah ma again.)",2020-05-22 08:16:06+00:00,"Whatt must wear mask to school everyday, damn tiring",2020-05-23,9,Circuit Breaker,9,0,-14.303277486098338,2,0,0,26.40715085584247,3,0,0.0
"On Jun. 1, Singapore's Circuit Breaker will be officially over, and we will move into 3 phases of re-opening the country. Some restrictions are still in place, while others have been eased. But can you finally meet your friends in Phase 1? Can you go back to the gym? Can your HDB flat resume renovations?

Here's what you need to take note of. (Soon, you'll be able to see your ah gong ah ma again.)",2020-05-22 08:16:06+00:00,my bestfriend is my mum,2020-05-23,5,Circuit Breaker,5,0,-12.562188778796328,1,0,1,56.2717555139388,4,0,0.0
"On Jun. 1, Singapore's Circuit Breaker will be officially over, and we will move into 3 phases of re-opening the country. Some restrictions are still in place, while others have been eased. But can you finally meet your friends in Phase 1? Can you go back to the gym? Can your HDB flat resume renovations?

Here's what you need to take note of. (Soon, you'll be able to see your ah gong ah ma again.)",2020-05-22 08:16:06+00:00,So nothing is changing except schools and grandparents visiting rights.,2020-05-24,10,Circuit Breaker,10,0,-11.563222316968664,3,1,0,26.40715085584247,3,0,0.0
"On Jun. 1, Singapore's Circuit Breaker will be officially over, and we will move into 3 phases of re-opening the country. Some restrictions are still in place, while others have been eased. But can you finally meet your friends in Phase 1? Can you go back to the gym? Can your HDB flat resume renovations?

Here's what you need to take note of. (Soon, you'll be able to see your ah gong ah ma again.)",2020-05-22 08:16:06+00:00,"So same two cannot visit twice in single day, but no limit on time together in that day? Logic?",2020-05-24,19,Circuit Breaker,19,1,-10.337064354506532,0,1,0,23.615507973257323,3,0,0.0
"On Jun. 1, Singapore's Circuit Breaker will be officially over, and we will move into 3 phases of re-opening the country. Some restrictions are still in place, while others have been eased. But can you finally meet your friends in Phase 1? Can you go back to the gym? Can your HDB flat resume renovations?

Here's what you need to take note of. (Soon, you'll be able to see your ah gong ah ma again.)",2020-05-22 08:16:06+00:00,Tertiary opening for practical and lab sessions is honestly the dumbest thing I've heard in my life. Imagine having a lab session at 9-11am then having to rush home for zoom classes at 12pm. We macam wont go home and stay at campus for zoom lol,2020-05-26,44,Circuit Breaker,46,2,-12.496607986811506,7,3,1,6.725845094805387,1,0,0.0
"On Jun. 1, Singapore's Circuit Breaker will be officially over, and we will move into 3 phases of re-opening the country. Some restrictions are still in place, while others have been eased. But can you finally meet your friends in Phase 1? Can you go back to the gym? Can your HDB flat resume renovations?

Here's what you need to take note of. (Soon, you'll be able to see your ah gong ah ma again.)",2020-05-22 08:16:06+00:00,So the 300 bucks thing still applies?,2020-05-28,6,Circuit Breaker,7,0,-11.456218726751974,0,1,0,56.2717555139388,4,0,0.0
"On Jun. 1, Singapore's Circuit Breaker will be officially over, and we will move into 3 phases of re-opening the country. Some restrictions are still in place, while others have been eased. But can you finally meet your friends in Phase 1? Can you go back to the gym? Can your HDB flat resume renovations?

Here's what you need to take note of. (Soon, you'll be able to see your ah gong ah ma again.)",2020-05-22 08:16:06+00:00,Cb i lazy wear mask alrd i going to die of suffocation,2020-06-15,12,Circuit Breaker,12,1,-14.698868577935462,3,0,1,15.21973976313741,2,0,0.0
"The final phase of the end of CB will be a safe and ""sustainable state"", but with some measures still in place, possibly until a Covid-19 vaccine is found. It's a new normal for Singapore.",2020-05-19 13:13:36+00:00,"End of Cb doesn't mean normal, wear a mask only if u don't feel well, fw unwell but cannot go for test, stay calm we have prepared since SARS... Cases have been single digit for some time and now the goal post has moved. When it was time to be prudent with masks early on action was not taken. Now when it's time to revive an economy from coma and kickstart the morale of people then humji and keep using the safe word. Can't be only me who feels this way",2020-05-19,87,Circuit Breaker,91,3,-11.270944677921474,21,6,2,3.6601702183793376,0,0,1.0
"The final phase of the end of CB will be a safe and ""sustainable state"", but with some measures still in place, possibly until a Covid-19 vaccine is found. It's a new normal for Singapore.",2020-05-19 13:13:36+00:00,Don’t take the vaccine. It will contain a microchip by Bill Gates,2020-05-19,13,Circuit Breaker,12,1,-10.842439825796726,2,0,0,16.878382655329126,2,0,0.0
"The final phase of the end of CB will be a safe and ""sustainable state"", but with some measures still in place, possibly until a Covid-19 vaccine is found. It's a new normal for Singapore.",2020-05-19 13:13:36+00:00,Dun tell me I have to wear a mask forever...,2020-05-20,10,Circuit Breaker,10,0,-11.11631327817176,3,0,2,36.848290562807655,4,0,0.0
"The final phase of the end of CB will be a safe and ""sustainable state"", but with some measures still in place, possibly until a Covid-19 vaccine is found. It's a new normal for Singapore.",2020-05-19 13:13:36+00:00,U are A Electrical Engineer but U have Not set the overload setting for each CB. Now it trip to the Main Panel.,2020-05-20,23,Circuit Breaker,23,1,-11.542036903470938,4,1,0,12.875652756387913,2,0,0.0
"The final phase of the end of CB will be a safe and ""sustainable state"", but with some measures still in place, possibly until a Covid-19 vaccine is found. It's a new normal for Singapore.",2020-05-19 13:13:36+00:00,So after 1st of June should be phase 2 already right?? Than why things can't go back to normal for more ppl and businesses??,2020-05-20,21,Circuit Breaker,24,1,-10.792790024347275,3,1,0,20.832255890004948,3,1,0.0
"The final phase of the end of CB will be a safe and ""sustainable state"", but with some measures still in place, possibly until a Covid-19 vaccine is found. It's a new normal for Singapore.",2020-05-19 13:13:36+00:00,'Until Vaccine is found' means GG💪,2020-05-21,6,Circuit Breaker,6,0,-16.017066316393198,2,0,0,56.2717555139388,4,0,0.0
"The final phase of the end of CB will be a safe and ""sustainable state"", but with some measures still in place, possibly until a Covid-19 vaccine is found. It's a new normal for Singapore.",2020-05-19 13:13:36+00:00,A vaccine is not guaranteed. What happen if a vaccine is never found?!? Then forever cannot go back to normal?,2020-05-21,20,Circuit Breaker,20,1,-10.316477331573653,6,1,0,74.72180690586059,4,0,0.0
"The final phase of the end of CB will be a safe and ""sustainable state"", but with some measures still in place, possibly until a Covid-19 vaccine is found. It's a new normal for Singapore.",2020-05-19 13:13:36+00:00,"After CB, the government should not be using the criteria whether a biz is carrying out essential services to open in phase 1 or 2 or 3. Rather the criteria used by the government should be whether the company has put in place sufficient safe social distancing measures before it qualifies to be open for business. Shops have been closed for more than 2 months already. Rental and salaries still need to be paid. If shops are not allowed to open soon, all of us will be out of business. It is not fair to specify what kind of business can be open in the various phases. Please reconsider. Our livelihood is at stake",2020-05-21,110,Circuit Breaker,114,4,-10.336410384061498,26,3,1,3.477598621219661,0,1,1.0
"School holidays will end on Jun. 1, and Minister Ong Ye Kung announced today that not all students will return to school at the same time. “We will do this for two cycles, so four weeks.. By then I hope we will be able to move on to a new phase of opening, and then after that, have all students back in school.”",2020-05-19 13:06:17+00:00,Time to start studying. The lazing around stops 2nd June.. Yay!!!!,2020-05-19,10,Circuit Breaker,11,1,-12.11161868731052,3,0,0,26.835207397830878,3,0,0.0
"School holidays will end on Jun. 1, and Minister Ong Ye Kung announced today that not all students will return to school at the same time. “We will do this for two cycles, so four weeks.. By then I hope we will be able to move on to a new phase of opening, and then after that, have all students back in school.”",2020-05-19 13:06:17+00:00,1+1 more imp than our diploma 😔 @m1chvel,2020-05-19,5,Circuit Breaker,7,0,-13.332708111728847,0,0,1,56.2717555139388,4,0,0.0
"School holidays will end on Jun. 1, and Minister Ong Ye Kung announced today that not all students will return to school at the same time. “We will do this for two cycles, so four weeks.. By then I hope we will be able to move on to a new phase of opening, and then after that, have all students back in school.”",2020-05-19 13:06:17+00:00,Hi! Please kindly checkout my studygram for free notes! Thank you🦋,2020-05-19,11,Circuit Breaker,11,1,-12.55954561403875,1,0,1,20.832255890004944,3,0,0.0
"School holidays will end on Jun. 1, and Minister Ong Ye Kung announced today that not all students will return to school at the same time. “We will do this for two cycles, so four weeks.. By then I hope we will be able to move on to a new phase of opening, and then after that, have all students back in school.”",2020-05-19 13:06:17+00:00,How about the private schools like KAPLAN?,2020-05-19,7,Circuit Breaker,7,0,-11.241004626307664,0,0,0,55.38369640537922,4,0,0.0
"School holidays will end on Jun. 1, and Minister Ong Ye Kung announced today that not all students will return to school at the same time. “We will do this for two cycles, so four weeks.. By then I hope we will be able to move on to a new phase of opening, and then after that, have all students back in school.”",2020-05-19 13:06:17+00:00,Who else's sch dgaf abt social distancing? And just let u hang out w Ur friends?,2020-05-19,15,Circuit Breaker,16,1,-14.905113357984419,4,0,0,20.832255890004944,3,0,0.0
"School holidays will end on Jun. 1, and Minister Ong Ye Kung announced today that not all students will return to school at the same time. “We will do this for two cycles, so four weeks.. By then I hope we will be able to move on to a new phase of opening, and then after that, have all students back in school.”",2020-05-19 13:06:17+00:00,Poly kids would love the rotations too😥,2020-05-19,7,Circuit Breaker,7,0,-11.852247239202812,1,0,0,36.848290562807655,4,0,0.0
"School holidays will end on Jun. 1, and Minister Ong Ye Kung announced today that not all students will return to school at the same time. “We will do this for two cycles, so four weeks.. By then I hope we will be able to move on to a new phase of opening, and then after that, have all students back in school.”",2020-05-19 13:06:17+00:00,ITE also too those who are in their finale year in neitec,2020-05-20,12,Circuit Breaker,12,1,-11.440638304882565,1,1,0,36.848290562807655,4,0,0.0
"School holidays will end on Jun. 1, and Minister Ong Ye Kung announced today that not all students will return to school at the same time. “We will do this for two cycles, so four weeks.. By then I hope we will be able to move on to a new phase of opening, and then after that, have all students back in school.”",2020-05-19 13:06:17+00:00,@ryanloshini babe I think we will be all the way back to sch. Not the weekly rotation like mainstream,2020-05-20,18,Circuit Breaker,18,1,-11.358016380660931,3,0,2,20.832255890004948,3,0,0.0
"At a press conference on May 19, the Multi-Ministry Taskforce has announced that some restrictions will be eased as the circuit breaker comes to an end, and this will be done in 3 phases. (And no, you still can't meet your bf/gf or friends 😭)",2020-05-19 12:37:10+00:00,"""exit cb"" when shops not allowed to open yet they wanna host an indoor NDP. We don't care about NDP, hardly anyone even watches. We more worried for our family and our livelihoods...",2020-05-20,32,Circuit Breaker,33,2,-11.940871315744515,7,3,1,12.875652756387925,2,0,0.0
"At a press conference on May 19, the Multi-Ministry Taskforce has announced that some restrictions will be eased as the circuit breaker comes to an end, and this will be done in 3 phases. (And no, you still can't meet your bf/gf or friends 😭)",2020-05-19 12:37:10+00:00,Depression has entered the chat:,2020-05-20,5,Circuit Breaker,5,0,-10.864704504986255,2,0,0,56.2717555139388,4,0,0.0
"At a press conference on May 19, the Multi-Ministry Taskforce has announced that some restrictions will be eased as the circuit breaker comes to an end, and this will be done in 3 phases. (And no, you still can't meet your bf/gf or friends 😭)",2020-05-19 12:37:10+00:00,People and their gym.. Nothing else to do is it.,2020-05-20,10,Circuit Breaker,10,0,-9.200600270788598,2,1,0,36.2620300904967,4,0,0.0
"At a press conference on May 19, the Multi-Ministry Taskforce has announced that some restrictions will be eased as the circuit breaker comes to an end, and this will be done in 3 phases. (And no, you still can't meet your bf/gf or friends 😭)",2020-05-19 12:37:10+00:00,Can my uni fees be paid then coz like ya know... No more income and oso ppl are becoming more mentally unstable coz like ya know... No more friends and friends drifting apart even more. Help,2020-05-26,36,Circuit Breaker,36,2,-13.08258612715034,8,2,1,14.26258970832258,2,0,0.0
"""Grandparents and parents, please stay at home. Don't go visiting your children, because we do want to keep you safe at home."" .
.
After the CB ends on Jun. 1, up to 2 people from each household will be able to visit parents or grandparents staying elsewhere once a day, according to Health Minister Gan Kim Yong. However, seniors are advised not to leave their homes to visit family members.

He added that for seniors who have no children, exceptions will be made on appeal basis where their siblings or nieces and nephews can visit them.",2020-05-19 12:24:18+00:00,just watch as some selfish ignorant people abuse and exploit this change to go out and have fun lol,2020-05-19,19,Circuit Breaker,19,1,-10.892172757471695,5,1,0,26.40715085584247,3,0,0.0
"""Grandparents and parents, please stay at home. Don't go visiting your children, because we do want to keep you safe at home."" .
.
After the CB ends on Jun. 1, up to 2 people from each household will be able to visit parents or grandparents staying elsewhere once a day, according to Health Minister Gan Kim Yong. However, seniors are advised not to leave their homes to visit family members.

He added that for seniors who have no children, exceptions will be made on appeal basis where their siblings or nieces and nephews can visit them.",2020-05-19 12:24:18+00:00,How Old may I know? 60+? Is it old,2020-05-19,8,Circuit Breaker,9,0,-9.854673428122632,2,0,1,106.49138129018992,4,0,0.0
"""Grandparents and parents, please stay at home. Don't go visiting your children, because we do want to keep you safe at home."" .
.
After the CB ends on Jun. 1, up to 2 people from each household will be able to visit parents or grandparents staying elsewhere once a day, according to Health Minister Gan Kim Yong. However, seniors are advised not to leave their homes to visit family members.

He added that for seniors who have no children, exceptions will be made on appeal basis where their siblings or nieces and nephews can visit them.",2020-05-19 12:24:18+00:00,"Maybe if my parents die, then 10 people can visit them?Or maybe if the funeral conduct WAKE, then more than 10 people can visit them using RITUAL as a reason???",2020-05-20,29,Circuit Breaker,31,2,-11.448876930304374,4,3,1,15.170229250240268,2,0,0.0
"""Grandparents and parents, please stay at home. Don't go visiting your children, because we do want to keep you safe at home."" .
.
After the CB ends on Jun. 1, up to 2 people from each household will be able to visit parents or grandparents staying elsewhere once a day, according to Health Minister Gan Kim Yong. However, seniors are advised not to leave their homes to visit family members.

He added that for seniors who have no children, exceptions will be made on appeal basis where their siblings or nieces and nephews can visit them.",2020-05-19 12:24:18+00:00,Ridiculous to set 2 pax at any one visit! C'mon my 16-month old granddaughter is not going to sit still throughout the journey and my son needs to focus on driving. Duh... 🤦🏻‍♀️🙄,2020-05-20,30,Circuit Breaker,32,2,-11.48864877753584,7,2,1,16.878382655329126,2,0,0.0
