,Post Description,Post Datetime,Comments,Comment Datetime,num_words
372,"As safe distancing becomes part of our lives, it is more convenient to turn to digital services like online shopping and banking to get things done. 
But how are our seniors coping? We hit the streets (at a safe distance) to find out.

#MSHitsTheStreets
#sponsored",2020-04-01 10:14:13+00:00,I wonder how the 90s kid will be like as grandparents one day.,2020-04-01 11:31:59+00:00,12
373,"As safe distancing becomes part of our lives, it is more convenient to turn to digital services like online shopping and banking to get things done. 
But how are our seniors coping? We hit the streets (at a safe distance) to find out.

#MSHitsTheStreets
#sponsored",2020-04-01 10:14:13+00:00,Good imagery comparison - “cursive handwriting era and touch of a button era”.,2020-04-01 12:23:07+00:00,12
374,"As safe distancing becomes part of our lives, it is more convenient to turn to digital services like online shopping and banking to get things done. 
But how are our seniors coping? We hit the streets (at a safe distance) to find out.

#MSHitsTheStreets
#sponsored",2020-04-01 10:14:13+00:00,“whats hahaha” aunty so cute ! 😂😂,2020-04-01 13:07:29+00:00,5
376,"As safe distancing becomes part of our lives, it is more convenient to turn to digital services like online shopping and banking to get things done. 
But how are our seniors coping? We hit the streets (at a safe distance) to find out.

#MSHitsTheStreets
#sponsored",2020-04-01 10:14:13+00:00,YASS!! MOOMOO IS BACK YAWW!! 🤟🏿,2020-04-01 13:46:04+00:00,5
377,"As safe distancing becomes part of our lives, it is more convenient to turn to digital services like online shopping and banking to get things done. 
But how are our seniors coping? We hit the streets (at a safe distance) to find out.

#MSHitsTheStreets
#sponsored",2020-04-01 10:14:13+00:00,Hope some facial wash company sponsor her facial wash,2020-04-01 14:00:50+00:00,9
379,"As safe distancing becomes part of our lives, it is more convenient to turn to digital services like online shopping and banking to get things done. 
But how are our seniors coping? We hit the streets (at a safe distance) to find out.

#MSHitsTheStreets
#sponsored",2020-04-01 10:14:13+00:00,"One who's taking interview, looks so cute 🥺♥️",2020-04-01 17:49:49+00:00,6
380,"As safe distancing becomes part of our lives, it is more convenient to turn to digital services like online shopping and banking to get things done. 
But how are our seniors coping? We hit the streets (at a safe distance) to find out.

#MSHitsTheStreets
#sponsored",2020-04-01 10:14:13+00:00,Don’t be stupid and put on mask,2020-04-02 08:42:45+00:00,8
384,When you been practising social distancing since years ago 😔,2020-03-25 00:34:06+00:00,"damn that sucks, i've been practising social distancing my whole life! ig i would be safe in school lmaoooo",2020-03-25 13:14:47+00:00,18
386,When you been practising social distancing since years ago 😔,2020-03-25 00:34:06+00:00,if got 10 siblings excluding u ?,2020-03-25 14:59:00+00:00,5
391,When you been practising social distancing since years ago 😔,2020-03-25 00:34:06+00:00,"I have a question, I go to a swim club in Singapore  can we still train?",2020-03-26 07:35:40+00:00,16
