,name,comment,processed_text,demojize_text
3,__depression_gurl__,I alredy have the trace together app already 👁👄👁,"['alredi', 'trace', 'togeth', 'app', 'alreadi']",I alredy have the trace together app already :eye::mouth::eye:
4,weifengtheboss,"i'm sorry, but i have to say #toxicity #toxicityincoming","['sorri', 'say']","i'm sorry, but i have to say #toxicity #toxicityincoming"
5,beiyitherandomperson__,I already got it hahahahah,"['alreadi', 'got', 'hahahahah']",I already got it hahahahah
6,joelle._.gkt,Can I exchange my old one for the new one?,"['exchang', 'old', 'one', 'new', 'one']",Can I exchange my old one for the new one?
7,c_ccaden,but what if i graduated already,"['graduat', 'alreadi']",but what if i graduated already
8,thedumbjanelle,Lmao why we need sia they should give to elderly first,"['lmao', 'need', 'sia', 'give', 'elderli', 'first']",Lmao why we need sia they should give to elderly first
9,joycekee892,@ahlibababas,[],@ahlibababas
10,k_puerkk,Wow.. no priavacy for singaporean,"['wow', 'priavaci', 'singaporean']",Wow.. no priavacy for singaporean
11,fannachiam,I want new token. Please allow exchange. First generation look so fat,"['want', 'new', 'token', 'pleas', 'allow', 'exchang', 'first', 'gener', 'look', 'fat']",I want new token. Please allow exchange. First generation look so fat
12,loaftus,Bro i alrdy got mine,"['bro', 'alrdi', 'got', 'mine']",Bro i alrdy got mine
13,kai_the_noble,There is a 65 percent chance I will tamper with this and make it into a weapon,"['percent', 'chanc', 'tamper', 'make', 'weapon']",There is a 65 percent chance I will tamper with this and make it into a weapon
14,nyiyanmoehtet,What if i already taken my token?,"['alreadi', 'taken', 'token']",What if i already taken my token?
15,babyvic98_,does no one care about personal privacy anymore ??? how far have we fallen as humans to let the government have this much control over us??,"['one', 'care', 'person', 'privaci', 'anymor', 'far', 'fallen', 'human', 'let', 'govern', 'much', 'control', 'us']",does no one care about personal privacy anymore ??? how far have we fallen as humans to let the government have this much control over us??
16,cal._.istar,but i got the app alr. how ahh,"['got', 'app', 'alr', 'ahh']",but i got the app alr. how ahh
17,florence_lim_j_j,Too late as my elder son who started Poly few months ago had to collect from other area as it was compulsory but no wifi in RP while younger son just collected his in anticipation of Sec 4 next yr...,"['late', 'elder', 'son', 'start', 'poli', 'month', 'ago', 'collect', 'area', 'compulsori', 'wifi', 'rp', 'younger', 'son', 'collect', 'anticip', 'sec', 'next', 'yr']",Too late as my elder son who started Poly few months ago had to collect from other area as it was compulsory but no wifi in RP while younger son just collected his in anticipation of Sec 4 next yr...
18,chloe.cclo,I got it already,"['got', 'alreadi']",I got it already
19,xinfaith,@i_am_momster,[],@i_am_momster
20,hakimie.anuar,Hah goteeem,"['hah', 'goteeem']",Hah goteeem
21,yim4549,It’s a waste. Some have already collected then what? Another one then what to do with the other? It’s clearly a waste.,"['wast', 'alreadi', 'collect', 'anoth', 'one', 'clearli', 'wast']",It’s a waste. Some have already collected then what? Another one then what to do with the other? It’s clearly a waste.
22,ceilines,I ALREADY HAVE BRO,"['alreadi', 'bro']",I ALREADY HAVE BRO
23,zhengwei_the.fakemechanic,Right looks very sus,"['right', 'look', 'su']",Right looks very sus
24,h.iilmi,For which students? Primary sch students or secondary sch students or is it for all students?,"['student', 'primari', 'sch', 'student', 'secondari', 'sch', 'student', 'student']",For which students? Primary sch students or secondary sch students or is it for all students?
25,simp._.khai,i have one already tho,"['one', 'alreadi', 'tho']",i have one already tho
26,monkeynorn,Wish they’d announced this much earlier! We travelled so far to get our tokens 😒,"['wish', 'announc', 'much', 'earlier', 'travel', 'far', 'get', 'token']",Wish they’d announced this much earlier! We travelled so far to get our tokens :unamused_face:
27,kaelynchua77,Y look like fishcake leh,"['look', 'like', 'fishcak', 'leh']",Y look like fishcake leh
28,alicialohh._,if take from cc already? do we still take when the school gives?,"['take', 'cc', 'alreadi', 'still', 'take', 'school', 'give']",if take from cc already? do we still take when the school gives?
29,lifeslukengood,What I just got mine today. Sigh I wasted my time alright,"['got', 'mine', 'today', 'sigh', 'wast', 'time', 'alright']",What I just got mine today. Sigh I wasted my time alright
30,zachlmao_,wah can get another one,"['wah', 'get', 'anoth', 'one']",wah can get another one
31,iixchocolateclxudsxiiwas_taken,ayo I take already 😳😳,"['ayo', 'take', 'alreadi']",ayo I take already :flushed_face::flushed_face:
32,iixchocolateclxudsxiiwas_taken,y now then say my parents got it like 2 hrs b4 u sayyy,"['say', 'parent', 'got', 'like', 'hr', 'u', 'sayyy']",y now then say my parents got it like 2 hrs b4 u sayyy
33,fusher17,#peterLIMGOHOME😠😠😠 and go out of Valencia 👉,"['go', 'valencia']",#peterLIMGOHOME:angry_face::angry_face::angry_face: and go out of Valencia :backhand_index_pointing_right:
34,fusher17,#peterLIMGOHOME😠😠😠 and go out of Valencia 👉,"['go', 'valencia']",#peterLIMGOHOME:angry_face::angry_face::angry_face: and go out of Valencia :backhand_index_pointing_right:
35,jeraldtan2,@nus_singapore,[],@nus_singapore
36,princessteddy218sg,👍👏,[],:thumbs_up::clapping_hands:
37,shannnchiiia,We should download then getting it the token because we bring everything suddenly we forget how,"['download', 'get', 'token', 'bring', 'everyth', 'suddenli', 'forget']",We should download then getting it the token because we bring everything suddenly we forget how
38,_berlinnnn_,I just took it today and I saw this 🙃,"['took', 'today', 'saw']",I just took it today and I saw this :upside-down_face:
39,username_is_annoying,Finally my mom can stop chasing me for it😭😭😭 she has been hounding me for weeks to ask me to collect it 😭😭😭,"['final', 'mom', 'stop', 'chase', 'hound', 'week', 'ask', 'collect']",Finally my mom can stop chasing me for it:loudly_crying_face::loudly_crying_face::loudly_crying_face: she has been hounding me for weeks to ask me to collect it :loudly_crying_face::loudly_crying_face::loudly_crying_face:
40,p0._v._007,Bruh I already got mine from the cc 🤦🏽,"['bruh', 'alreadi', 'got', 'mine', 'cc']",Bruh I already got mine from the cc :person_facepalming_medium_skin_tone:
41,jammies_421,Walao I queue up so long take for what ah.,"['walao', 'queue', 'long', 'take', 'ah']",Walao I queue up so long take for what ah.
42,pustakawanmendunia,❤️,[],:red_heart:
43,stonksup,who here got them when they were first announced ->,"['got', 'first', 'announc']",who here got them when they were first announced ->
44,gifhchocgcicgixkgcgchkclhcc,what if you have liao ah? can we get 2 😃,"['liao', 'ah', 'get']",what if you have liao ah? can we get 2 :grinning_face_with_big_eyes:
45,rei_hern,@dbrand make me a skin,"['make', 'skin']",@dbrand make me a skin
46,nacllemak,"idk man i dont really like where this is going with the app and tokens, arent the existing measures alrdy doing the job well enough","['idk', 'man', 'dont', 'realli', 'like', 'go', 'app', 'token', 'arent', 'exist', 'measur', 'alrdi', 'job', 'well', 'enough']","idk man i dont really like where this is going with the app and tokens, arent the existing measures alrdy doing the job well enough"
47,ten.nnz,poly oso?,"['poli', 'oso']",poly oso?
48,mygreatcollections,I tot they said not compulsory to have?,"['tot', 'said', 'compulsori']",I tot they said not compulsory to have?
49,_3haf1q_,i thought airpods dei,"['thought', 'airpod', 'dei']",i thought airpods dei
50,mark_the_fattie,I thought it was AirPods lol,"['thought', 'airpod', 'lol']",I thought it was AirPods lol
51,javierhuang8.1,this would be so useful yesterday,"['would', 'use', 'yesterday']",this would be so useful yesterday
52,benghweeteo,How many tokens are they going to carry?,"['mani', 'token', 'go', 'carri']",How many tokens are they going to carry?
53,speed__of_god,@goheejun03,[],@goheejun03
54,iclickmedia,Great! Keep everyone safe👍😍,"['great', 'keep', 'everyon', 'safe']",Great! Keep everyone safe:thumbs_up::smiling_face_with_heart-eyes:
55,tay.tristan,😎,[],:smiling_face_with_sunglasses:
56,mummynihal,Can the token be allowed to use outside of school?,"['token', 'allow', 'use', 'outsid', 'school']",Can the token be allowed to use outside of school?
57,ju.linn,Mine already no batt le HAHAH @lordlawthegreat,"['mine', 'alreadi', 'batt', 'le', 'hahah']",Mine already no batt le HAHAH @lordlawthegreat
58,philphayy,Clever way to increase take up rate to 70% level for phase 3.,"['clever', 'way', 'increas', 'take', 'rate', 'level', 'phase']",Clever way to increase take up rate to 70% level for phase 3.
59,nodyaj.inverse,Take liao la now then say wth,"['take', 'liao', 'la', 'say', 'wth']",Take liao la now then say wth
0,sqibby,Where is the GPS to remove our privacy,"['gp', 'remov', 'privaci']",Where is the GPS to remove our privacy
1,freshpotatoes2,comfirm someone will try to hack one,"['comfirm', 'someon', 'tri', 'hack', 'one']",comfirm someone will try to hack one
2,craigrobertmartin,Saves me having to take mine apart,"['save', 'take', 'mine', 'apart']",Saves me having to take mine apart
3,ekming751,"If it does not collect location data, them how do they know we are with the infected ?","['collect', 'locat', 'data', 'know', 'infect']","If it does not collect location data, them how do they know we are with the infected ?"
4,ceo.of.kfc,People on probation : first time?,"['peopl', 'probat', 'first', 'time']",People on probation : first time?
5,uncle_ball_ball,And cannot replace battery wtf,"['replac', 'batteri', 'wtf']",And cannot replace battery wtf
6,mokka.sg,got RTX 3080 anot??,"['got', 'rtx', 'anot']",got RTX 3080 anot??
7,kamabenita,without stress..! appreciate your good work @100percentbtcearn_fx,"['without', 'stress', 'appreci', 'good', 'work']",without stress..! appreciate your good work @100percentbtcearn_fx
8,idiot_chuna_guy,Can track better than cannot. Later incase got covid-19 at least we know who around us,"['track', 'better', 'later', 'incas', 'got', 'least', 'know', 'around', 'us']",Can track better than cannot. Later incase got covid-19 at least we know who around us
9,foreverchris_1314,May I check what's different between this trace together token and the trace together apps ?,"['may', 'check', 'differ', 'trace', 'togeth', 'token', 'trace', 'togeth', 'app']",May I check what's different between this trace together token and the trace together apps ?
10,micheka_and_daddy,"Surveillance and conspiracy theories.... just do what our good government is advising us in order to keep us safe .... if you are negative about it , don’t follow .... but if anything t happens , don’t blame anyone but yourself !","['surveil', 'conspiraci', 'theori', 'good', 'govern', 'advis', 'us', 'order', 'keep', 'us', 'safe', 'neg', 'follow', 'anyth', 'happen', 'blame', 'anyon']","Surveillance and conspiracy theories.... just do what our good government is advising us in order to keep us safe .... if you are negative about it , don’t follow .... but if anything t happens , don’t blame anyone but yourself !"
11,rimah_din,Do we still need to scan the token. Eg into the mall?,"['still', 'need', 'scan', 'token', 'eg', 'mall']",Do we still need to scan the token. Eg into the mall?
12,obbesterr,Still dont believe that it does not collect location data,"['still', 'dont', 'believ', 'collect', 'locat', 'data']",Still dont believe that it does not collect location data
13,sagittari.asss,@meowizi black mirror,"['black', 'mirror']",@meowizi black mirror
14,adamkee_97,"Please don't be like the States. It's good that your government is doing something to protect the public from getting infected or make sure they get immediate testing and necessary treatment. Look at us in Malaysia. I'm not saying that out contact tracing is bad, but this 3rd wave is giving us some serious trouble. It's making our already-terrible economy even worse.","['pleas', 'like', 'state', 'good', 'govern', 'someth', 'protect', 'public', 'get', 'infect', 'make', 'sure', 'get', 'immedi', 'test', 'necessari', 'treatment', 'look', 'us', 'malaysia', 'say', 'contact', 'trace', 'bad', 'wave', 'give', 'us', 'seriou', 'troubl', 'make', 'economi', 'even', 'wors']","Please don't be like the States. It's good that your government is doing something to protect the public from getting infected or make sure they get immediate testing and necessary treatment. Look at us in Malaysia. I'm not saying that out contact tracing is bad, but this 3rd wave is giving us some serious trouble. It's making our already-terrible economy even worse."
15,justzinc,Thanks for keeping Singapore safe!,"['thank', 'keep', 'singapor', 'safe']",Thanks for keeping Singapore safe!
16,totoroquek,"At the end we went to queue for it and yet when watching movie today none of the staff knew what's that, still asking us to scan QR code....","['end', 'went', 'queue', 'yet', 'watch', 'movi', 'today', 'none', 'staff', 'knew', 'still', 'ask', 'us', 'scan', 'qr', 'code']","At the end we went to queue for it and yet when watching movie today none of the staff knew what's that, still asking us to scan QR code...."
17,hharriis._,i cannot get their OTP:(,"['get', 'otp']",i cannot get their OTP:(
18,myonefaith,"Yes, way better than using HP ! 👏🏻👍🏻💪🏻👏🏻🇸🇬","['ye', 'way', 'better', 'use', 'hp']","Yes, way better than using HP ! :clapping_hands_light_skin_tone::thumbs_up_light_skin_tone::flexed_biceps_light_skin_tone::clapping_hands_light_skin_tone::Singapore:"
19,leshyatan,It doesn’t work everywhere! Many places it doesn’t work.,"['work', 'everywher', 'mani', 'place', 'work']",It doesn’t work everywhere! Many places it doesn’t work.
20,thechaydynasty,oh no the gahmen spy on us so sus,"['oh', 'gahmen', 'spi', 'us', 'su']",oh no the gahmen spy on us so sus
21,mar.lyn,@heidi_toh @annabeltoh_ @june121872 @jokeruuuuu,[],@heidi_toh @annabeltoh_ @june121872 @jokeruuuuu
22,mar.lyn,@nat_audrey @cla_chiaaa @ji4_h40,[],@nat_audrey @cla_chiaaa @ji4_h40
23,walker_limairo,i don’t even have this thing,"['even', 'thing']",i don’t even have this thing
24,_filfiz_,How to get?,['get'],How to get?
25,nationupos,I hv the token everytime anytime !!,"['hv', 'token', 'everytim', 'anytim']",I hv the token everytime anytime !!
26,es_in_tokyo,Control. Control. Control. 1984-style. This is FRIGHTENING.,"['control', 'control', 'control', 'frighten']",Control. Control. Control. 1984-style. This is FRIGHTENING.
27,terencealone,This is no differences from making this compulsory for everyone unless you decide to hibernate in a cave till this is over.,"['differ', 'make', 'compulsori', 'everyon', 'unless', 'decid', 'hibern', 'cave', 'till']",This is no differences from making this compulsory for everyone unless you decide to hibernate in a cave till this is over.
28,rycnnn,"Tons of people are annoyed by this new issued law but honestly I don’t care, I just wanna be able to eat.","['ton', 'peopl', 'annoy', 'new', 'issu', 'law', 'honestli', 'care', 'wan', 'na', 'abl', 'eat']","Tons of people are annoyed by this new issued law but honestly I don’t care, I just wanna be able to eat."
29,mr_p_n9,stupid tracking device,"['stupid', 'track', 'devic']",stupid tracking device
30,surya.amari,Why do Singaporeans complain too much 😂😂💀 org msia nk scan mysejahtera lek je,"['singaporean', 'complain', 'much', 'org', 'msia', 'nk', 'scan', 'mysejahtera', 'lek', 'je']",Why do Singaporeans complain too much :face_with_tears_of_joy::face_with_tears_of_joy::skull: org msia nk scan mysejahtera lek je
31,who_else_but_als,"Vivian Balakrishnan: ""we're not making it mandatory"". Also Vivian Balakrishnan: You only need to use it only when you work, go to school, eat/drink or play","['vivian', 'balakrishnan', 'make', 'mandatori', 'also', 'vivian', 'balakrishnan', 'need', 'use', 'work', 'go', 'school', 'play']","Vivian Balakrishnan: ""we're not making it mandatory"". Also Vivian Balakrishnan: You only need to use it only when you work, go to school, eat/drink or play"
0,sqibby,Where is the GPS to remove our privacy,"['gp', 'remov', 'privaci']",Where is the GPS to remove our privacy
1,freshpotatoes2,comfirm someone will try to hack one,"['comfirm', 'someon', 'tri', 'hack', 'one']",comfirm someone will try to hack one
2,craigrobertmartin,Saves me having to take mine apart,"['save', 'take', 'mine', 'apart']",Saves me having to take mine apart
3,ekming751,"If it does not collect location data, them how do they know we are with the infected ?","['collect', 'locat', 'data', 'know', 'infect']","If it does not collect location data, them how do they know we are with the infected ?"
4,ceo.of.kfc,People on probation : first time?,"['peopl', 'probat', 'first', 'time']",People on probation : first time?
5,uncle_ball_ball,And cannot replace battery wtf,"['replac', 'batteri', 'wtf']",And cannot replace battery wtf
6,mokka.sg,got RTX 3080 anot??,"['got', 'rtx', 'anot']",got RTX 3080 anot??
7,kamabenita,without stress..! appreciate your good work @100percentbtcearn_fx,"['without', 'stress', 'appreci', 'good', 'work']",without stress..! appreciate your good work @100percentbtcearn_fx
8,idiot_chuna_guy,Can track better than cannot. Later incase got covid-19 at least we know who around us,"['track', 'better', 'later', 'incas', 'got', 'least', 'know', 'around', 'us']",Can track better than cannot. Later incase got covid-19 at least we know who around us
9,foreverchris_1314,May I check what's different between this trace together token and the trace together apps ?,"['may', 'check', 'differ', 'trace', 'togeth', 'token', 'trace', 'togeth', 'app']",May I check what's different between this trace together token and the trace together apps ?
10,micheka_and_daddy,"Surveillance and conspiracy theories.... just do what our good government is advising us in order to keep us safe .... if you are negative about it , don’t follow .... but if anything t happens , don’t blame anyone but yourself !","['surveil', 'conspiraci', 'theori', 'good', 'govern', 'advis', 'us', 'order', 'keep', 'us', 'safe', 'neg', 'follow', 'anyth', 'happen', 'blame', 'anyon']","Surveillance and conspiracy theories.... just do what our good government is advising us in order to keep us safe .... if you are negative about it , don’t follow .... but if anything t happens , don’t blame anyone but yourself !"
11,rimah_din,Do we still need to scan the token. Eg into the mall?,"['still', 'need', 'scan', 'token', 'eg', 'mall']",Do we still need to scan the token. Eg into the mall?
12,obbesterr,Still dont believe that it does not collect location data,"['still', 'dont', 'believ', 'collect', 'locat', 'data']",Still dont believe that it does not collect location data
13,sagittari.asss,@meowizi black mirror,"['black', 'mirror']",@meowizi black mirror
14,adamkee_97,"Please don't be like the States. It's good that your government is doing something to protect the public from getting infected or make sure they get immediate testing and necessary treatment. Look at us in Malaysia. I'm not saying that out contact tracing is bad, but this 3rd wave is giving us some serious trouble. It's making our already-terrible economy even worse.","['pleas', 'like', 'state', 'good', 'govern', 'someth', 'protect', 'public', 'get', 'infect', 'make', 'sure', 'get', 'immedi', 'test', 'necessari', 'treatment', 'look', 'us', 'malaysia', 'say', 'contact', 'trace', 'bad', 'wave', 'give', 'us', 'seriou', 'troubl', 'make', 'economi', 'even', 'wors']","Please don't be like the States. It's good that your government is doing something to protect the public from getting infected or make sure they get immediate testing and necessary treatment. Look at us in Malaysia. I'm not saying that out contact tracing is bad, but this 3rd wave is giving us some serious trouble. It's making our already-terrible economy even worse."
15,justzinc,Thanks for keeping Singapore safe!,"['thank', 'keep', 'singapor', 'safe']",Thanks for keeping Singapore safe!
16,totoroquek,"At the end we went to queue for it and yet when watching movie today none of the staff knew what's that, still asking us to scan QR code....","['end', 'went', 'queue', 'yet', 'watch', 'movi', 'today', 'none', 'staff', 'knew', 'still', 'ask', 'us', 'scan', 'qr', 'code']","At the end we went to queue for it and yet when watching movie today none of the staff knew what's that, still asking us to scan QR code...."
0,loli_arsonist_of_teyvat,For shop i use ic. MAKE EM DO THE WORK!!!,"['shop', 'use', 'ic', 'make', 'em', 'work']",For shop i use ic. MAKE EM DO THE WORK!!!
1,jong_tp,Wah finally wake up,"['wah', 'final', 'wake']",Wah finally wake up
2,jjp72_,Finally!!!,['final'],Finally!!!
3,t______g______l__,@emmanuel.tay @davinachuahuahua,[],@emmanuel.tay @davinachuahuahua
4,sanyuhesselink,Off bluetooth after entering mall.,"['bluetooth', 'enter', 'mall']",Off bluetooth after entering mall.
5,justonlyme964,❤️😍,[],:red_heart::smiling_face_with_heart-eyes:
6,mysthical_16,Yay so easy,"['yay', 'easi']",Yay so easy
7,strawberrybutterflycupcakes,Yay,['yay'],Yay
8,edpachiang,👏👏👏,[],:clapping_hands::clapping_hands::clapping_hands:
9,wsdavidcheah,Aiya earyeary say la,"['aiya', 'earyeari', 'say', 'la']",Aiya earyeary say la
10,arcadiansai,bye stop,"['bye', 'stop']",bye stop
11,h42ard0u5,"Too bad those ""woke"" idiots would rather complain about privacy then have an easier way to get on with the day","['bad', 'woke', 'idiot', 'would', 'rather', 'complain', 'privaci', 'easier', 'way', 'get', 'day']","Too bad those ""woke"" idiots would rather complain about privacy then have an easier way to get on with the day"
12,ttats_44,@sum.urai more easier,['easier'],@sum.urai more easier
13,j69ontang,👏,[],:clapping_hands:
14,erwiniaa,Yay!!!!!,['yay'],Yay!!!!!
15,itznat.yc,"what happens if u turn off the bluetooth, will the app still record ur location","['happen', 'u', 'turn', 'bluetooth', 'app', 'still', 'record', 'ur', 'locat']","what happens if u turn off the bluetooth, will the app still record ur location"
16,uncle_hock,go ktv next time can don’t safe entry not. later auntie know i die,"['go', 'ktv', 'next', 'time', 'safe', 'entri', 'later', 'aunti', 'know', 'die']",go ktv next time can don’t safe entry not. later auntie know i die
17,itz_mohd_hisham,𝚏𝚒𝚗𝚊𝚕𝚕𝚢 𝚜𝚘𝚘 𝚊𝚗𝚗𝚘𝚒𝚗𝚐 𝚝𝚘 𝚌𝚑𝚎𝚌𝚔 𝚒𝚗 𝚍𝚒𝚏𝚏𝚎𝚛𝚎𝚗𝚝 𝚜𝚑𝚘𝚙,[],𝚏𝚒𝚗𝚊𝚕𝚕𝚢 𝚜𝚘𝚘 𝚊𝚗𝚗𝚘𝚒𝚗𝚐 𝚝𝚘 𝚌𝚑𝚎𝚌𝚔 𝚒𝚗 𝚍𝚒𝚏𝚏𝚎𝚛𝚎𝚗𝚝 𝚜𝚑𝚘𝚙
18,yiryuuuuuu,eh chiobu @yi.xinn__,"['eh', 'chiobu']",eh chiobu @yi.xinn__
19,hey_itz_afiya,YESS,['yess'],YESS
20,omgrxchelz,@wira.dandiar YEESSSS,['yeessss'],@wira.dandiar YEESSSS
21,icytoko,Should do the same for temperature taking,"['temperatur', 'take']",Should do the same for temperature taking
22,lindaonggt,👏,[],:clapping_hands:
23,jjasmineloh,So much easier then!! 🙌,"['much', 'easier']",So much easier then!! :raising_hands:
24,phil.che,OMFG THANK YOU,"['omfg', 'thank']",OMFG THANK YOU
25,lovingmylifeworldpeace,👏🏼👏🏼👏🏼👍🏼👍🏼👍🏼❤️❤️ Singapore rocks,"['singapor', 'rock']",:clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::thumbs_up_medium-light_skin_tone::thumbs_up_medium-light_skin_tone::thumbs_up_medium-light_skin_tone::red_heart::red_heart: Singapore rocks
26,bella.cmw,Finally...👏🏼👏🏼👏🏼👍🏼👍🏼👍🏼,['final'],Finally...:clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::thumbs_up_medium-light_skin_tone::thumbs_up_medium-light_skin_tone::thumbs_up_medium-light_skin_tone:
27,thesun.shinessoft,👍👍👍👍,[],:thumbs_up::thumbs_up::thumbs_up::thumbs_up:
28,paper_codm,@ltzz_luc,[],@ltzz_luc
29,germaine_ng,@yi.xinn__ dis u?,"['di', 'u']",@yi.xinn__ dis u?
30,anne.jo.phang,Thank goodness.,"['thank', 'good']",Thank goodness.
31,victoriachoo1216,@keithlim.0517,[],@keithlim.0517
32,potatocoffeepot,Thank you v v much...finally got something good ...👍👍👏,"['thank', 'v', 'v', 'much', 'final', 'got', 'someth', 'good']",Thank you v v much...finally got something good ...:thumbs_up::thumbs_up::clapping_hands:
33,iclickmedia,👍,[],:thumbs_up:
34,ew_la_jk,👍,[],:thumbs_up:
35,satiresg,"Wow the common sense vaccine finally kicked in , yo!","['wow', 'common', 'sens', 'vaccin', 'final', 'kick', 'yo']","Wow the common sense vaccine finally kicked in , yo!"
36,helowriter,Sounds better..?,"['sound', 'better']",Sounds better..?
37,nosoundnonews,👏,[],:clapping_hands:
38,deus_est_mortuus_,To bad. I dont even scan,"['bad', 'dont', 'even', 'scan']",To bad. I dont even scan
39,sgb.legends,Screenshot and show the guards,"['screenshot', 'show', 'guard']",Screenshot and show the guards
