,Post Description,Post Datetime,Comments,Comment Datetime,num_words
0,"there is no perfect policy, no perfect way of doing things. we can only do our best.

when emotions run high, what matters most is the safety of everyone.

see how public officers, together with ngos, worked together to care for the wellbeing of migrant workers at the dormitories.

📽️ catch the as one short films at go.gov.sg/as-one

#asonesg",2020-10-19 02:19:58+00:00,Thank you Singapore for keeping us safe 🙏,2020-10-19 09:07:17+00:00,7
1,"there is no perfect policy, no perfect way of doing things. we can only do our best.

when emotions run high, what matters most is the safety of everyone.

see how public officers, together with ngos, worked together to care for the wellbeing of migrant workers at the dormitories.

📽️ catch the as one short films at go.gov.sg/as-one

#asonesg",2020-10-19 02:19:58+00:00,This is a good one!,2020-10-20 01:45:08+00:00,5
3,"as daily new community cases have declined significantly, and the dormitory situation has stabilised, singapore will exit the circuit breaker when it ends on 1 june 2020.

find out how we will gradually and safely exit the circuit breaker over 3 phases.",2020-05-19 13:37:00+00:00,"Gosh, i can siao alr. I havent met my oartner for almost 2 months, do u think face time is enough without intimacy? I've already sacrificed and now again sacrificed, im depressed 😢😢😢😢",2020-05-20 19:17:07+00:00,30
4,"as daily new community cases have declined significantly, and the dormitory situation has stabilised, singapore will exit the circuit breaker when it ends on 1 june 2020.

find out how we will gradually and safely exit the circuit breaker over 3 phases.",2020-05-19 13:37:00+00:00,"I suppose this CB need to be extended, don’t rush into any decisions, the cases don’t seem to b gg down",2020-05-20 20:00:44+00:00,23
5,"as daily new community cases have declined significantly, and the dormitory situation has stabilised, singapore will exit the circuit breaker when it ends on 1 june 2020.

find out how we will gradually and safely exit the circuit breaker over 3 phases.",2020-05-19 13:37:00+00:00,why make some bubble tea shops have business/queues but not disperse the crowd instead. bbt isn't even enclosed space or long wait on normal basis. just because others shot it down you please and enable such actions whereby majority of other f&b is allowed. not logical. isn't sch more enclosed or supermarkets etc,2020-05-21 02:21:40+00:00,53
6,"as daily new community cases have declined significantly, and the dormitory situation has stabilised, singapore will exit the circuit breaker when it ends on 1 june 2020.

find out how we will gradually and safely exit the circuit breaker over 3 phases.",2020-05-19 13:37:00+00:00,Feel like sad and no mood now,2020-05-21 05:28:32+00:00,7
7,"as daily new community cases have declined significantly, and the dormitory situation has stabilised, singapore will exit the circuit breaker when it ends on 1 june 2020.

find out how we will gradually and safely exit the circuit breaker over 3 phases.",2020-05-19 13:37:00+00:00,I don't like to go school,2020-05-21 05:29:13+00:00,5
8,"as daily new community cases have declined significantly, and the dormitory situation has stabilised, singapore will exit the circuit breaker when it ends on 1 june 2020.

find out how we will gradually and safely exit the circuit breaker over 3 phases.",2020-05-19 13:37:00+00:00,Local businesses need your help too. Please look into local gyms like @mvrcksg who had given so much to the society and helped to contribute to the health and sanity of so many people. Do refer to @wyllus ‘s latest post please! We beseech you.,2020-05-21 06:06:49+00:00,43
10,"as daily new community cases have declined significantly, and the dormitory situation has stabilised, singapore will exit the circuit breaker when it ends on 1 june 2020.

find out how we will gradually and safely exit the circuit breaker over 3 phases.",2020-05-19 13:37:00+00:00,@robertdeglebjj the whole country is Big Mad™️,2020-05-21 09:47:56+00:00,6
11,"as daily new community cases have declined significantly, and the dormitory situation has stabilised, singapore will exit the circuit breaker when it ends on 1 june 2020.

find out how we will gradually and safely exit the circuit breaker over 3 phases.",2020-05-19 13:37:00+00:00,"I don’t understand why salons can be opening while gym cannot. If u talk about cutting hair etc I understand but perming coloring also can... then why gym cannot what’s the logic? With following strict measures of social distancing, temperature monitoring, equipment sanitizing etc... isn’t it a good place for us to keep physically fit and mentally healthy?",2020-05-21 13:05:10+00:00,61
