,id,date,time,tweet,hashtags,num_words
0,1363697659291127811,2021-02-22,11:50:32,"This safe distancing ambassador uses tact to avoid disputes  https://t.co/sYxosj0Xjz #readOnTNP via @thenewpaper,",['readontnp'],10
1,1363601274038480896,2021-02-22,05:27:32,Safe distancing ambassador uses tact to avoid ugly incidents  https://t.co/b3ANbFTSWC,[],9
2,1363411274122600451,2021-02-21,16:52:33,My life as a safe distancing ambassador  https://t.co/uV49UYX0fO #singapore #jobs,"['singapore', 'jobs']",7
3,1363282305553293319,2021-02-21,08:20:04,My life as a safe distancing ambassador  https://t.co/lSxZs96BgK,[],7
4,1363239528056594433,2021-02-21,05:30:05,My life as a safe distancing ambassador  https://t.co/R2e7CaoLyK,[],7
6,1335468760107401217,2020-12-06,14:18:58,"As a Safe Distancing Ambassador, we advocate the importance of safe distancing and good hygiene habits for the safety and health of the members of the public.  @NEAsg  Public Hygiene Council @CGSingapore   #safedistancingambassador #SGClean  https://t.co/BHh7Dqv0Dj","['safedistancingambassador', 'sgclean']",30
7,1329270352711585792,2020-11-19,11:48:43,i will fight a safe distancing ambassador one day,[],9
8,1307986839282753536,2020-09-21,18:15:38,Nabei fucking safe distancing ambassador just cough infront of me without mask,[],12
9,1277026896098689024,2020-06-28,07:51:52,"Wow Singapore! This little ""auto"" mobile is a safe distancing ambassador and surveillance officer in this park.  #COVID19  https://t.co/vGv0D0UllA",['covid19'],17
10,1272171172696915968,2020-06-14,22:16:58,"Today marks the last day of my temp job as a Safe Distancing Ambassador. I wish I could say the hot sun, 15K average daily steps, sometimes annoying public and business owners, and online…  https://t.co/9FaQKpJ9lc",[],33
