Unnamed: 0,postUrl,description,commentCount,pubDate,username,postId
89,https://www.instagram.com/p/CLVx8e6HMR5/,"Accurate depiction of the post-CNY weight gain. #linkinbio

Photos from Peifoon Sim",146,2021-02-16T04:51:17.000Z,mothershipsg,2.51e+18
103,https://www.instagram.com/p/CLTl1EbHh_i/,"Probably not the kind of yogurt drink that will help your post-CNY diet. #linkinbio 

Photos from Niusnews & Juksy",130,2021-02-15T08:26:56.000Z,mothershipsg,2.51e+18
148,https://www.instagram.com/p/CLJak0nFnal/,"A group of kind Singaporeans will be opening their homes to host a reunion meal for Malaysians who can't return home for Chinese New Year.
The initiative is by Great Love Charity, an organisation started in March last year that aims to reach out and help foreigners who are stranded here in Singapore.",6,2021-02-11T09:36:58.000Z,mothershipsg,2.51e+18
149,https://www.instagram.com/p/CLJUcXsnG9k/,Wanna fit in at your CNY family gathering? We gotchu 👌,400,2021-02-11T08:42:36.000Z,mothershipsg,2.51e+18
168,https://www.instagram.com/p/CLHGTSohqlk/,"Bak Kwa is a Chinese New Year staple, but do you know the origin of bak kwa and how it's made?
We find out more from Kim Tee, a traditional bak kwa business with over 40 years of history.

Chew Bak Kwa meme credits to Senpai Boey",13,2021-02-10T12:01:20.000Z,mothershipsg,2.51e+18
236,https://www.instagram.com/p/CK5wGMnn7oR/,"🍰ICE CREAM CAKE GIVEAWAY🍰 

We're giving away 3 x Golden Abundance Koi ice cream cakes from&nbsp;@swensenssingapore to 3 lucky winners! The cake features the top-selling Sticky Chewy Chocolate ice cream elegantly encased in an edible gold-dusted white chocolate shell,&nbsp;resembling the iconic carp.

Here's how to take part:
1) Follow us&nbsp;@mothershipsg and&nbsp;@swensenssingapore 
2) Like this post
3) In the comments section, give us your best Chinese New Year greeting.

Please note:
- The winners will be announced in THIS comments section only
- The announcement of winners will only be on this IG page
- Please beware of scam accounts impersonating us

Giveaway ends 10 February, 2021, 11pm. Good luck!",202,2021-02-05T07:36:24.000Z,mothershipsg,2.5e+18
308,https://www.instagram.com/p/CKqkx4THdic/,Diet starts after CNY 😏,67,2021-01-30T10:08:54.000Z,mothershipsg,2.5e+18
354,https://www.instagram.com/p/CKfkL_LHxOO/,"You know CNY is coming when McDonald’s launches this. #linkinbio

Photos from McDonald’s Singapore",284,2021-01-26T03:32:05.000Z,mothershipsg,2.49e+18
393,https://www.instagram.com/p/CKWBtcTneBY/,"The restrictions — announced on Jan. 22 in the lead up to Chinese New Year — comes as new clusters have emerged in the community.

Individuals have also been advised to limit themselves to visiting two other households a day at most.

No changes have been made to social gatherings outside the home; they remain at a maximum group size of eight. #linkinbio

Photo from John T via Unsplash",110,2021-01-22T10:37:39.000Z,mothershipsg,2.49e+18
486,https://www.instagram.com/p/CKBIFECHCrV/,"Eventually, the family court judge ruled that their son should have his reunion dinner with both parents.

The judge specified that their son can have dinner with his mother until 8:30pm on the eve of Chinese New Year, before handing him over to his father for the rest of the night. 

However, both parents were dissatisfied with the verdict, and later appealed to the High Court. #linkinbio

Photo from Getty for illustration purposes",254,2021-01-14T07:49:15.000Z,mothershipsg,2.49e+18
734,https://www.instagram.com/p/CJIjS02n5MN/,"This came after a member of the public reported the event, which took place at ONE°15 Marina on Dec. 20, to the Singapore Tourism Board (STB).

In an email seen by Mothership, the whistleblower told STB that the wedding emcee, performers, and guests allegedly did not wear masks to participate in on-stage activities, nor did they adhere to safe distancing measures. #linkinbio

Photos from Lizy Teo / IG & Mothership reader",464,2020-12-23T08:30:21.000Z,mothershipsg,2.47e+18
