Unnamed: 0,postUrl,description,commentCount,pubDate,username,postId
956,https://www.instagram.com/p/CISzKdIhO8C/,"If you’re still blur on how to redeem your SingapoRediscovers vouchers, this is how you do it.",97,2020-12-02T11:30:26.000Z,mothershipsg,2.46e+18
1461,https://www.instagram.com/p/CG45FOAgEr2/,"The U.S. presidential election is coming up on Nov. 3. Dun dun dun.

How will the election results affect Singapore and the rest of Southeast Asia? Will U.S. tensions with China be intensified and affect the economy? We find out from an expert.",55,2020-10-28T13:31:03.000Z,mothershipsg,2.43e+18
1902,https://www.instagram.com/p/CFj5ZEWH4dJ/,"You may now kiss the bride’s mask.

Up to 100 people are now allowed at weddings, but how will couples choose who to invite? 

Click the #linkinbio to listen to the full podcast episode where we discuss how to decline invitations if you're on a budget, zoom weddings and cringey gatecrashing games that everybody secretly hates.",23,2020-09-25T13:25:57.000Z,mothershipsg,2.41e+18
2261,https://www.instagram.com/p/CEjeirwhgmM/,"In the first session of the 14th Parliament, Deputy Prime Minister Heng Swee Keat thanked and paid tribute to former Prime Minister Goh Chok Tong, Workers' Party Low Thia Khiang, and other retired Members of Parliament for their long service.",12,2020-08-31T12:51:55.000Z,mothershipsg,2.39e+18
2317,https://www.instagram.com/p/CEW2s3ynZnH/,"Here are all the things you need to know from today's addenda to the President's Address for the new term of government from MTI, MOM, MCI, and MAS and NRF.

Jobs, the economy, 5G, and money.

TL;DR: The ministries' plans for the coming years.",23,2020-08-26T15:14:00.000Z,mothershipsg,2.38e+18
2377,https://www.instagram.com/p/CELc4SEnLDo/,"Widely regarded as the chief architect of China's foreign policy, Yang Jiechi’s visit marks 30 years of diplomatic ties between Singapore and China, which were affirmed by Yang and PM Lee when the two met at the Istana. 

DPM Heng and Yang discussed the substantive cooperation between both countries, noting that Singapore and China have worked closely to combat the public health and economic impact of Covid-19. #linkinbio

Photo from Heng Swee Keat / FB",258,2020-08-22T04:55:03.000Z,mothershipsg,2.38e+18
2429,https://www.instagram.com/p/CEBUx4fnUGR/,"- Jobs Support Scheme (JSS) will be extended by seven months, until March 2021.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
- The Jobs Growth Incentive (JGI) will be launched to support hiring in growing sectors — such as biomedical sciences, financial services, ICT, public healthcare, long-term care, F&B, and manufacturing sectors.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
- The Covid-19 Support Grant (CSG), which was introduced in May, will be extended until December 2020.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
- The eligibility for the Workfare Special Payment will be widened.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#linkinbio 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Photo from Unsplash / Peter Nguyen",131,2020-08-18T06:31:52.000Z,mothershipsg,2.38e+18
2995,https://www.instagram.com/p/CCStJ_xnxH4/,If you don’t mind busting your travel budget on this.,75,2020-07-06T07:29:10.000Z,mothershipsg,2.35e+18
3108,https://www.instagram.com/p/CB-KhfGjbxR/,"“It is not just about winning votes, it is really about our future, and our children’s future,” said DPM Heng Swee Keat.

He spoke to the media this afternoon (Jun. 28) with Minister Ng Chee Meng at Compassvale, and addressed concerns about jobs, PAP's manifesto, the contest in Sengkang GRC, among other things. .
.
.
🔴 Want to watch more? Check out our latest videos on the upcoming General Elections on our #GE2020 microsite ➡️ http://ge2020.mothership.sg. You are welcome.",47,2020-06-28T08:02:45.000Z,mothershipsg,2.34e+18
3219,https://www.instagram.com/p/CBqAv7UpRbo/,"The final speech out of the 6 national broadcasts. Dun dun dun.

Deputy PM Heng Swee Keat speaks about how Singaporeans can work together to emerge stronger from Covid-19.",17,2020-06-20T12:13:24.000Z,mothershipsg,2.34e+18
