,id,date,time,tweet,hashtags,num_words
0,1363721377585373184,2021-02-22,13:24:47,"@Hledan, Yangon, 22-2-021 BURMA REVOLUTION, Mass gathering @ Hledan to protest against Brural Military Coup #22222Revolution #BurmaGeneralStrike #WhatIsHappeningInMyanmar #Feb22Coup  https://t.co/98BHehWAb7","['22222revolution', 'burmageneralstrike', 'whatishappeninginmyanmar', 'feb22coup']",12
1,1357894737836060672,2021-02-06,11:31:48,"We will miss our mass gathering this year. @ Bedok North, Singapore  https://t.co/gsYgzvgCx0",[],11
2,1292656026500493313,2020-08-10,10:56:27,@Sgboy01 Via zoom hopefully because no mass gathering allowed but then how is she going to do stand up?,[],18
3,1277175925637935105,2020-06-28,17:44:04,"@ToxicConsort Cannot be bothered, the movement is not achieving anything, just a mass gathering of gays, poor excuse for a party ...good lord the reasons go on and on",[],28
4,1266971552890978306,2020-05-31,13:55:32,Mass gathering/protest. Pls tell me social distancing is over 🤔,[],10
6,1246360069358288898,2020-04-04,16:52:51,AFTER THIS COVID SHIT ENDS SHALL WE ALL MEET FOR THIS ATTACK TIPSY COW ? #massgathering,['massgathering'],14
7,1242303405235699712,2020-03-24,12:13:07,@fatboycanrun @yeenhamzah You hve lost on the timeline.  The tabligh was on 28th feb. There was no instruction banning on any mass gathering.,[],20
8,1241152151268671488,2020-03-21,07:58:27,The stupidity of the same person questiong the govt on ig story. Fuckkkkkk i am u following you girl. Mass gathering of 250 is to be suspended then what about packed train and asking pple to share their thoughts. THIS IS WHAT I CALL SELECTIVE HEARING.,[],45
9,1240585655136256000,2020-03-19,18:27:23,"#yusnakshare   Stay safe everyone. Please stay at home. Protect your family okay ❤️ keep praying and trust Him.  Please. Please. Please avoid yourself from mass gathering. @ Pasir Gudang, Johor, Malaysia  https://t.co/Cl0pG6KdqQ",['yusnakshare'],28
11,1239498598779203585,2020-03-16,18:27:49,"@KKMPutrajaya @DrAdhamBaba thanks for the info, really appreciate... just asking if we must to keep a safe distance and avoid the mass gathering, with sports events cancelled.... why are not canceling the school class?",[],32
12,1238559664788275200,2020-03-14,04:16:50,"COVID-19: “Avoid mass gathering”   - Place of worship: CLOSED  - Sports events: CANCELLED  - Gathering activities: CANCELLED   - Nightclubs &amp; Disco: OPEN!   So, you’re saying nightclubs and disco won’t attract COVID-19??? I see..",[],30
13,1237933533030518784,2020-03-12,10:48:48,@scoopitsfreddyk Yup. Wasn't long ago when Japan and Singapore cancelled everything to stop mass gathering as well.,[],15
14,1233017491061784576,2020-02-27,21:14:12,The situation in korea is already so bad why are some Christian Churches still want to hold services when now is to avoid mass gathering,[],25
