id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1360927673158045697,1360850183202824194,2021-02-14 20:23:36 +08,2021-02-14,20:23:36,+0800,2940283850,mithila_palkat,Mithila Palkat,,"@dvanewsofficial @_TimeCoin_ How big is your company? How many dev and team members are currently working? Do you hire remote workers? If someone wants to work with you, where should he/she contact?",en,[],[],[],0,0,0,[],[],https://twitter.com/Mithila_Palkat/status/1360927673158045697,False,,0,,Singapore,,,,,,"[{'screen_name': 'dvanewsofficial', 'name': ""D'va"", 'id': '1263082776250609665'}, {'screen_name': '_TimeCoin_', 'name': 'TimeCoin Protocol', 'id': '1278143627290607623'}]",,,,
1360103354437804033,1360103354437804033,2021-02-12 13:48:03 +08,2021-02-12,13:48:03,+0800,20129472,lewisgarrad,Lewis Garrad,,#COVID19 turned office #culture upside down and is denying remote workers of water cooler conversations. See how employees are finding creative ways to seek spontaneous connection with coworkers in @TechReview. #FutureofWork #RemoteWorking  https://t.co/zuq3tVSG6H  https://t.co/KFOCrELkHc,en,"[{'screen_name': 'techreview', 'name': 'mit technology review', 'id': '15808647'}]",['https://bit.ly/3jJoImY'],['https://pbs.twimg.com/media/EuAOyxzUUAAxT9Q.png'],0,0,2,"['covid19', 'culture', 'futureofwork', 'remoteworking']",[],https://twitter.com/LewisGarrad/status/1360103354437804033,False,,1,https://pbs.twimg.com/media/EuAOyxzUUAAxT9Q.png,Singapore,,,,,,[],,,,
1359748852035645442,1359748852035645442,2021-02-11 14:19:23 +08,2021-02-11,14:19:23,+0800,38002103,dats,Siraj Datoo,,"This thread on remote working is interesting but it misses some key points. Companies cut costs by having less office space, but what about workers?  Most didn't factor in needing a room/study that they can work from, which is fairly key for many.",en,[],[],[],1,0,1,[],[],https://twitter.com/dats/status/1359748852035645442,False,https://twitter.com/chris_herd/status/1359135087086960642,0,,Singapore,,,,,,[],,,,
1359702459334225922,1359702459334225922,2021-02-11 11:15:03 +08,2021-02-11,11:15:03,+0800,1262238197615980546,hrtechsg,hrtech.sg,,𝗩𝗥 𝗖𝗵𝗮𝗻𝗴𝗲𝘀 𝘁𝗵𝗲 𝗚𝗮𝗺𝗲 𝗳𝗼𝗿 𝗦𝗼𝗳𝘁 𝗦𝗸𝗶𝗹𝗹𝘀 𝗧𝗿𝗮𝗶𝗻𝗶𝗻𝗴  https://t.co/yOB8Dc5jaD  #Mursion &amp;  #FutureWorkplace research surveyed on #learningdevelopment leaders to discover which soft skills organizations value most in today’ remote working environment.  https://t.co/yu4gsAdhNf,en,[],['http://bit.ly/hrtsgdec2020'],['https://pbs.twimg.com/media/Et6iLnaXMAEIwRE.jpg'],0,0,1,"['mursion', 'futureworkplace', 'learningdevelopment']",[],https://twitter.com/HrtechSg/status/1359702459334225922,False,,1,https://pbs.twimg.com/media/Et6iLnaXMAEIwRE.jpg,Singapore,,,,,,[],,,,
1359487465980059648,1359487465980059648,2021-02-10 21:00:44 +08,2021-02-10,21:00:44,+0800,895929206013480960,krasiaofficial,KrASIA,,Lenovo has set a new corporate history by achieving a 22% year-on-year (YoY) increase and are optimistic for this year as remote learning and working continues to be the new norm.   https://t.co/OKigjlLqoM,en,[],['https://kr-asia.com/lenovo-reports-record-quarterly-earnings-ahead-of-shanghai-listing'],[],0,0,0,[],[],https://twitter.com/KrASIAofficial/status/1359487465980059648,False,,0,,Singapore,,,,,,[],,,,
1359346859605647361,1359346859605647361,2021-02-10 11:42:01 +08,2021-02-10,11:42:01,+0800,2934446719,hrd_asia,HRD Asia,,Remote working has kept businesses operational but we can’t deny its shortcomings  https://t.co/uNSy9kBNdc,en,[],['https://hubs.ly/H0Gl5KL0'],[],0,0,0,[],[],https://twitter.com/HRD_Asia/status/1359346859605647361,False,,0,,Singapore,,,,,,[],,,,
1359250038183124998,1359250038183124998,2021-02-10 05:17:17 +08,2021-02-10,05:17:17,+0800,103334647,guerined,David GUERINEAU,,"RT SAPTelcoMedia ""From broadband connections to remote working solutions; 👨‍💻 #telcos are reinventing their service offerings to leverage digitalization accelerated by the COVID-19 pandemic. Read this @VerdictUK blog for more  https://t.co/g3peW95sos  https://t.co/wQjEYhVhZP""",en,"[{'screen_name': 'verdictuk', 'name': 'verdict', 'id': '760046461824409600'}]",['http://sap.to/6010Hec26'],['https://pbs.twimg.com/media/Etz740OXAAcjy0Q.jpg'],0,0,0,['telcos'],[],https://twitter.com/guerined/status/1359250038183124998,False,,1,https://pbs.twimg.com/media/Etz740OXAAcjy0Q.jpg,Singapore,,,,,,[],,,,
1359194349712658433,1359194349712658433,2021-02-10 01:36:00 +08,2021-02-10,01:36:00,+0800,28528172,cnbcipr,CNBC Int'l PR,,"In a #FirstOnCNBC CEO of @TeamViewer, Oliver Steil discusses the outlook for 2021 and the rise of remote working following the coronavirus pandemic on @SquawkBoxEurope    https://t.co/z00rKiLRfp",en,"[{'screen_name': 'teamviewer', 'name': 'teamviewer', 'id': '15726073'}, {'screen_name': 'squawkboxeurope', 'name': 'squawk box europe', 'id': '292758442'}]",['https://www.cnbc.com/video/2021/02/09/teamviewers-ceo-explains-why-remote-working-is-here-to-stay.html'],[],0,0,0,['firstoncnbc'],[],https://twitter.com/cnbcipr/status/1359194349712658433,False,,0,,Singapore,,,,,,[],,,,
1359064504835862529,1359064504835862529,2021-02-09 17:00:02 +08,2021-02-09,17:00:02,+0800,320295827,oscarwezenbeek,Oscar Wezenbeek,,"Our Marshall Boya site in Turkey has received the “TSE COVID-19 Safe Production Certificate”. They have implemented a hybrid working model in many areas of our business, aided by remote working technology. That’s winning together! #PeoplePlanetPaint  https://t.co/WCzJLjXf0P",en,[],['https://lnkd.in/gnw-mps'],[],0,0,0,['peopleplanetpaint'],[],https://twitter.com/OscarWezenbeek/status/1359064504835862529,False,,0,,Singapore,,,,,,[],,,,
1359049392599277574,1359049392599277574,2021-02-09 15:59:59 +08,2021-02-09,15:59:59,+0800,2934446719,hrd_asia,HRD Asia,,"The view from the top for most C-level executives reveals a slightly different experience of life in the pandemic, with senior leaders purportedly struggling with remote working.  https://t.co/5yqihaUOSx",en,[],['https://hubs.ly/H0GfKzX0'],[],0,0,0,[],[],https://twitter.com/HRD_Asia/status/1359049392599277574,False,,0,,Singapore,,,,,,[],,,,
