,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_tweets
0,1.3441047714985697e+18,1.3441047714985697e+18,2020-12-30,10:15:24,14314503.0,aaronunkoch,Aaron Koh,,"With all the safe entry sessions in Singapore, how big is the data storage per day?",en,[],[],[],0.0,0.0,1.0,[],https://twitter.com/AaronUnKoch/status/1344104771498569728,0.0,[],"['session', 'singapor', 'big', 'data', 'storag', 'per', 'day']"
1,1.3438737252722442e+18,1.3438737252722442e+18,2020-12-29,18:57:18,70879081.0,ecownomics,Minion Mike,"{'type': 'Point', 'coordinates': [1.29, 103.85]}","Scanned a TT only SafeEntry QR code. Told the staff I can't scan it, here's my token. Staff said oops. They can't scan too. Come on in.  Isit mandatory TT coming soon?",en,[],[],[],2.0,0.0,0.0,[],https://twitter.com/ecownomics/status/1343873725272244226,0.0,[],"['scan', 'tt', 'safeentri', 'qr', 'code', 'told', 'staff', 'ca', 'scan', 'token', 'staff', 'said', 'oop', 'ca', 'scan', 'come', 'isit', 'mandatori', 'tt', 'come', 'soon']"
2,1.3434366469356544e+18,1.3434366469356544e+18,2020-12-28,14:00:31,470018694.0,shanmathy_,𝒮𝒽𝒶𝓃𝓂𝒶𝓉𝒽𝓎 𝒟𝒶𝓃𝒶𝓀𝓊𝓂𝒶𝓇 🌻,"{'type': 'Point', 'coordinates': [1.28342504, 103.86233405]}","Food is in the pantry Singapore is a safe country In your heart, I want to do a SafeEntry 💘 @ MBS Skypark Observation Deck  https://t.co/NFJJnZ6agu",en,[],['https://www.instagram.com/p/CJVKHcTl-t6ay-WCloIEpRiLLBbbXDE96zPP2A0/?igshid=14j6v4vuzf6lx'],[],0.0,0.0,0.0,[],https://twitter.com/Shanmathy_/status/1343436646935654407,0.0,[],"['food', 'pantri', 'singapor', 'countri', 'heart', 'want', 'safeentri', 'mb', 'skypark', 'observ', 'deck']"
3,1.3417572772341023e+18,1.3417572772341023e+18,2020-12-23,22:47:18,30687037.0,invariant_stars,Celeste Koh,,Just got home after a long day of SafeEntry work. Too tired plus something didn't turn out smoothly by the time I ended work. And I got home and somehow got dragged into my mum's unreasonable fight with my sis. Emotionally distressed... I need time to slowly process everything 😨,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/invariant_stars/status/1341757277234102273,0.0,[],"['got', 'home', 'long', 'day', 'safeentri', 'work', 'tire', 'plu', 'someth', 'turn', 'smoothli', 'time', 'end', 'work', 'got', 'home', 'somehow', 'got', 'drag', 'mum', 'unreason', 'fight', 'si', 'emot', 'distress', 'need', 'time', 'slowli', 'process', 'everyth']"
4,1.3391266649833144e+18,1.3391266649833144e+18,2020-12-16,16:34:11,9.596776870893486e+17,joelhzy,jœł,,"Lol just saw a Chinese from China arrive and tried entering jewel only to get rejected entry by the safe entry guy. Feel bad tho, the girl was asking so nicely but the guy don’t understand Chinese so he just getting annoyed. Would’ve helped but I’m lazy..",en,[],[],[],0.0,0.0,1.0,[],https://twitter.com/joelhzy/status/1339126664983314432,0.0,[],"['lol', 'saw', 'chines', 'china', 'arriv', 'tri', 'enter', 'jewel', 'get', 'reject', 'guy', 'feel', 'bad', 'tho', 'girl', 'ask', 'nice', 'guy', 'understand', 'chines', 'get', 'annoy', 'would', 'help', 'lazi']"
5,1.3379981613699973e+18,1.3379945576784896e+18,2020-12-13,13:49:55,134866460.0,davidjrainey,David Rainey 🇸🇬,,@he_koh @mrbrown Great idea. I’m baffled that TT penetration is so low when Smartphone penetration in Singapore is so high. Are people still using SafeEntry on SingPass??,en,[],[],[],2.0,0.0,1.0,[],https://twitter.com/davidjrainey/status/1337998161369997314,0.0,"[{'screen_name': 'he_koh', 'name': '🇸🇬 Hong-Eng Koh (高宏荣)', 'id': '572366128'}, {'screen_name': 'mrbrown', 'name': 'mrbrown', 'id': '574253'}]","['great', 'idea', 'baffl', 'tt', 'penetr', 'low', 'smartphon', 'penetr', 'singapor', 'high', 'peopl', 'still', 'use', 'safeentri', 'singpass']"
7,1.337038552417194e+18,1.337038552417194e+18,2020-12-10,22:16:46,2470337852.0,janetok80,Jane Tok 卓施慧,,It is a tradition of mine since 10 years ago to take a pic with the Taka Christmas 🎄 becos they make the best 🎄 every year. This year there wasn’t any tree but instead replaced with marking stickers and safe entry gantry. A little disappointed but I shall forward to the next.  https://t.co/eu5PVxWfwk,en,[],[],['https://pbs.twimg.com/media/Eo4deCbUcAAoTig.jpg'],0.0,0.0,0.0,[],https://twitter.com/JaneTok80/status/1337038552417193984,1.0,[],"['offic', 'man', 'desk', 'wet', 'market']"
8,1.3368393002944307e+18,1.3368393002944307e+18,2020-12-10,09:05:01,1453990572.0,_rodahidup,ANABELI S560e,,About 6 officers manning the only #SafeEntry desk into the wet market.  https://t.co/N1vUHZcjD2,en,[],[],[],0.0,0.0,0.0,['safeentry'],https://twitter.com/_rodahidup/status/1336839300294430720,1.0,[],"['hot', 'damn', 'take', 'singapor', 'safeentri', 'qr', 'code', 'grant']"
9,1.3361024039390577e+18,1.3361024039390577e+18,2020-12-08,08:16:51,1.0325873337725706e+18,vargaseous,Joshua Vargas #DefendUP,,Hot damn I've been taking Singapore's SafeEntry QR Codes for granted,en,[],[],[],0.0,0.0,2.0,[],https://twitter.com/vargaseous/status/1336102403939057686,0.0,[],"['squirrel', 'bird', 'tree', 'dweller', 'everi', 'tree', 'visit', 'membina', 'court']"
10,1.3333380302125752e+18,1.3333380302125752e+18,2020-11-30,17:12:13,283095758.0,mrfyz,Fyz Lil,"{'type': 'Point', 'coordinates': [1.28266369, 103.82462183]}","So do squirrels, birds and other tree dwellers have to Safe Entry themselves in for every tree they visit? 😂 @ Membina Court  https://t.co/4MBZ5a3iWt",en,[],['https://www.instagram.com/p/CINZzEHBaF5/?igshid=tcnegckj40y4'],[],0.0,0.0,0.0,[],https://twitter.com/mrfyz/status/1333338030212575233,0.0,[],"['new', 'safeentri', 'gateway', 'devic', 'make', 'conveni']"
11,1.3325902736463217e+18,1.3325902736463217e+18,2020-11-28,15:40:54,50274262.0,mistertechblog,Lup Yuen Lee 李立源,,"""New SafeEntry Gateway device to make #TraceTogether check-ins more convenient""   https://t.co/Y5rCRq4B30",en,[],['https://www.channelnewsasia.com/news/singapore/safe-entry-gateway-device-trial-trace-together-downtown-east-13657180'],[],1.0,0.0,1.0,['tracetogether'],https://twitter.com/MisterTechBlog/status/1332590273646321664,0.0,[],"['safeentri', 'gateway', 'design', 'built', 'smart', 'nation', 'digit', 'govern', 'group', 'current', 'trial', 'downtown', 'east', 'end', 'year', 'happen', 'give', 'go']"
12,1.3325756631826022e+18,1.3325746288379535e+18,2020-11-28,14:42:50,1.204567582553936e+18,jeraldineyapcna,Jeraldine Yap,,"SafeEntry Gateway is designed and built in-house by the Smart Nation and Digital Government Group.  It's currently on trial at Downtown East until the end of the year, so if you happen to be there, do give it a go!  https://t.co/qpmmDfGfLr",en,[],[],['https://pbs.twimg.com/media/En5CgN9VQAE9PgH.jpg'],1.0,0.0,1.0,[],https://twitter.com/JeraldineYapCNA/status/1332575663182602240,1.0,[],"['devic', 'call', 'safeentri', 'gateway', 'aim', 'make', 'tracetogeth', 'quick', 'easi', 'use', 'card', 'mean', 'wait', 'line', 'scan', 'qr', 'code', 'ic', 'enter', 'shop', 'mall', 'supermarket', 'especi', 'peak', 'hour']"
13,1.3325746288379535e+18,1.3325746288379535e+18,2020-11-28,14:38:44,1.204567582553936e+18,jeraldineyapcna,Jeraldine Yap,,"This device, called the SafeEntry Gateway, aims to make TraceTogether check-ins as quick and easy as using an EZ-Link card.   That means no more waiting in line to scan a QR code or your IC when you're entering a shopping mall or supermarket (especially during peak hours)!  https://t.co/kn0F5hZgVm",en,[],[],['https://pbs.twimg.com/media/En5Bj_oUUAAezc_.jpg'],1.0,1.0,2.0,[],https://twitter.com/JeraldineYapCNA/status/1332574628837953536,1.0,[],"['hope', 'admin', 'count', 'visitor', 'vivoc', 'harbour', 'front', 'center', 'singl', 'mall']"
14,1.332293125331587e+18,1.33229271044361e+18,2020-11-27,20:00:08,50274262.0,mistertechblog,Lup Yuen Lee 李立源,,And I hope the #SafeEntry Admins are counting visitors to VivoCity and Harbour Front Center as a single mall,en,[],[],[],0.0,0.0,2.0,['safeentry'],https://twitter.com/MisterTechBlog/status/1332293125331587072,0.0,[],"['tip', 'queue', 'get', 'long', 'enter', 'harbourfront', 'centr', 'walk', 'vivo']"
15,1.33229271044361e+18,1.33229271044361e+18,2020-11-27,19:58:29,50274262.0,mistertechblog,Lup Yuen Lee 李立源,,"#VivoCity Tip: If the #SafeEntry Queue gets too long, enter by HarbourFront Centre ... And walk over to Vivo  https://t.co/gmgQCawluy",en,[],[],['https://pbs.twimg.com/media/En1BJvoVoAAzP-X.jpg'],1.0,0.0,2.0,"['vivocity', 'safeentry']",https://twitter.com/MisterTechBlog/status/1332292710443610112,1.0,[],"['think', 'day', 'mask', 'free', 'dont', 'need', 'scan', 'safeentri']"
16,1.3314075692948275e+18,1.3314075692948275e+18,2020-11-25,09:21:15,272769811.0,darinakamal,𝒹𝒶𝓇𝒾𝓃𝒶,,thinking of the day we’ll be mask free and dont need to scan safeentry 😖,en,[],[],[],0.0,0.0,1.0,[],https://twitter.com/darinakamal/status/1331407569294827526,0.0,[],"['somehow', 'miracul', 'made', 'top', 'ten', 'list', 'thank', 'paulin', 'thank', 'send', 'pictur', 'singapor', 'art', 'museum']"
17,1.3313998304768942e+18,1.3313998304768942e+18,2020-11-25,08:50:30,469391870.0,hemanchong,Heman Chong,"{'type': 'Point', 'coordinates': [1.29742, 103.85077]}","Somehow miraculously made it into @p__yao’s top ten list in @artforum. Thanks, Pauline! Thanks, @itsgracehong for sending me these pictures! #HemanChong #SafeEntry #Singapore @ Singapore Art Museum  https://t.co/58mT0KmjPC",en,"[{'screen_name': 'artforum', 'name': 'artforum', 'id': '41476705'}, {'screen_name': 'itsgracehong', 'name': 'grace hong', 'id': '720861173621460993'}]",['https://www.instagram.com/p/CH_oZy8lSa3/?igshid=6lzqagicb0bg'],[],0.0,0.0,0.0,"['hemanchong', 'safeentry', 'singapore']",https://twitter.com/HemanChong/status/1331399830476894208,0.0,[],"['back', 'time', 'back', 'dezon', 'bistro', 'age', 'limit', 'alcohol', 'serv', 'year', 'swab', 'test', 'temperatur', 'take', 'requir', 'oper', 'enquiri', 'cuff', 'road']"
18,1.3308608442388726e+18,1.3308608442388726e+18,2020-11-23,21:08:46,2425059788.0,shadeisme,Sha 🌿,,"🎉 WE ARE BACK! 🎉  This time we’re back as DEZONE 2.0 (BISTRO)🍴  👨‍👩‍👦‍👦 No Age Limit   🔞 Alcohol only served to those 18 years and above  🌡 NO SWAB TEST, but temperature taking and safe entry required  We operate from 4PM - 10.30PM 🙌🏾  Enquiries at 84339700 24 Cuff Road S(209735)  https://t.co/ejOuUPM75c",en,[],[],['https://pbs.twimg.com/media/Engq4WwVcAEUfFu.jpg'],0.0,12.0,17.0,[],https://twitter.com/shadeisme/status/1330860844238872577,1.0,[],"['thank', 'awesom', 'lunch', 'jeju', 'kitchen', 'waterway', 'point']"
19,1.329820586474922e+18,1.329820586474922e+18,2020-11-21,00:15:09,437224118.0,claireleelaunay,Claire Lee-Launay,"{'type': 'Point', 'coordinates': [1.40680049, 103.90217453]}",Thank you @jejukitchen_ for the awesome lunch  #lovingparents #lovinguncle #lovingauntie #bulgogirice #cousinofcousin #tokpokki #friedchicken #safeentry @waterway_point @ Jeju Kitchen at Waterway Point  https://t.co/yQcmDrYHWq,en,[],['https://www.instagram.com/p/CH0aP2anML0/?igshid=t30w7kqaygut'],[],0.0,0.0,0.0,"['lovingparents', 'lovinguncle', 'lovingauntie', 'bulgogirice', 'cousinofcousin', 'tokpokki', 'friedchicken', 'safeentry']",https://twitter.com/ClaireLeeLaunay/status/1329820586474921987,0.0,[],"['ah', 'equival', 'singapor', 'safeentri', 'soon', 'obsolet', 'tracetogeth', 'contact', 'trace', 'get', 'realli', 'messi', 'travel']"
20,1.328937662712062e+18,1.3289285364977992e+18,2020-11-18,13:46:43,50274262.0,mistertechblog,Lup Yuen Lee 李立源,,@Kongduino Ah that's equivalent to Singapore's SafeEntry ... Which will soon be obsoleted by TraceTogether. Contact tracing will get really messy for our travellers 🤔,en,[],[],[],1.0,0.0,0.0,[],https://twitter.com/MisterTechBlog/status/1328937662712061952,0.0,"[{'screen_name': 'Kongduino', 'name': 'KongduinoⓀⓄⓃⒼⒹⓊⒾⓃⓄ⭆⭕𐂃𐦐𓀴𓁶𓄨𓇶⭅', 'id': '2918350304'}]","['omg', 'went', 'eat', 'tekka', 'market', 'took', 'one', 'look', 'turn', 'back', 'round', 'zero', 'scan', 'zero', 'number', 'control', 'absolut', 'zero', 'distanc', 'reckon', 'least', 'twice', 'number', 'rate', 'forget', 'phase']"
21,1.3271140672243466e+18,1.3271140672243466e+18,2020-11-13,13:00:24,2879212950.0,johnnytheessex,JohnBod,,"Omg just went to eat in Tekka Market, took one look and turned back round. Zero entry scanning, zero numbers control and absolute zero safe distancing. By my reckoning at least twice the number in there than should be. At this rate we can forget phase 3. #CNA  #Straitstimes",en,[],[],[],0.0,0.0,1.0,"['cna', 'straitstimes']",https://twitter.com/johnnytheessex/status/1327114067224346625,0.0,[],"['thursday', 'stori', 'convo', 'mosqu', 'need', 'use', 'nric', 'suddenli', 'boy', 'say', 'ic', 'confid', 'ask', 'age', 'repli', 'took', 'card', 'ministri', 'educ', 'card']"
22,1.3270237870159544e+18,1.3270237870159544e+18,2020-11-13,07:01:40,1.1993523970651177e+18,asyrafweeldan,asyrafweeldan,,"Thursday story. Convo about mosque safe entry which need to use NRIC when suddenly a boy say, I have IC *with confident*. So we ask his age which he reply 10. And he took out his card. ministry of education card! 😂",en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/asyrafweeldan/status/1327023787015954433,0.0,[],"['googl', 'map', 'chillingli', 'accur', 'predict', 'place', 'even', 'insid', 'mall', 'begin', 'suspect', 'might', 'read', 'safeentri']"
23,1.326749579409191e+18,1.326749579409191e+18,2020-11-12,12:52:04,100447430.0,asuna88,Hong Yi,,"Google Maps is chillingly accurate in predicting the places I've been to, even for shops/eateries inside malls. Beginning to suspect it might be reading SafeEntry check-ins 🤔",en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/asuna88/status/1326749579409190913,0.0,[],"['check', 'shop', 'mall', 'check', 'within', 'mall', 'differ', 'wing', 'check', 'individu', 'store', 'within', 'wing', 'mall', 'need', 'check', 'store', 'check', 'part', 'mall', 'check', 'mall']"
26,1.3236725573383332e+18,1.3236725573383332e+18,2020-11-04,01:05:04,1482348127.0,mferrisn,M.Faris.N,,"Safe entry checking in a shopping mall, only to check in again within the same mall but a different wing and to check in the individual stores within that wing of the mall so you need to check out of the store, check out of that part of the mall and check out of the mall.  https://t.co/1yOgNJ1fGl",en,[],[],['https://pbs.twimg.com/tweet_video_thumb/El6hK6XU8AA3t7j.jpg'],0.0,1.0,3.0,[],https://twitter.com/MFerrisN/status/1323672557338333185,1.0,[],"['first', 'safeentri', 'tracetogeth', 'sold', 'voluntari', 'supposedli', 'smart', 'nation', 'supplement', 'mandatori', 'data', 'compulsori', 'proxim', 'data', 'improv', 'process', 'wait', 'vaccin', 'readi', 'sure', 'forc']"
30,1.3209742140068823e+18,1.3209742140068823e+18,2020-10-27,14:22:49,14742294.0,kaihendry,Kai Hendry 🇸🇬,"{'type': 'Point', 'coordinates': [1.31787109, 103.9107314]}",Didn’t realise that my SafeEntry checkins can get stacked if I don’t explicitly checkout from my previous locations 🤦‍♂️,en,[],[],[],1.0,0.0,0.0,[],https://twitter.com/kaihendry/status/1320974214006882304,0.0,[],"['get', 'get', 'move', 'today', 'let', 'stay', 'vigil', 'look', 'manag', 'measur', 'implement', 'practis', 'distanc', 'use', 'contact', 'trace', 'via', 'safeentri', 'undergo', 'temperatur', 'screen', 'wear', 'face', 'mask', 'rest']"
31,1.3192603006888018e+18,1.3192603006888018e+18,2020-10-22,20:52:21,421701818.0,xarsynxx,STÆPH,,I’m that bij who fumbles at every safe entry checkpoint..I just like to apologise in adv if u are behind me 🌚,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/xArsynxx/status/1319260300688801794,0.0,[],"['feel', 'kopi', 'c', 'peng', 'siew', 'dai', 'go', 'human', 'much', 'troubl', 'pay', 'servic', 'fee', 'small', 'fee', 'like', 'sian', 'half', 'imma', 'stick', 'nespresso', 'la']"
33,1.3183486888764703e+18,1.3183486888764703e+18,2020-10-20,08:29:55,42135331.0,ronaldvining,Ron Vining,,"First SafeEntry, TraceTogether sold as voluntary. Now, supposedly 🇸🇬’Smart Nation’ supplements mandatory check-in data w/widespread, compulsory proximity data, to improves its #ContactTracing process. Wait until vaccine ready, it’ll surely be forced too.  https://t.co/2UbyLjndok",en,[],['https://www.straitstimes.com/singapore/pilot-to-require-check-ins-using-tracetogether'],[],1.0,0.0,0.0,['contacttracing'],https://twitter.com/RonaldVining/status/1318348688876470272,0.0,[],"['live', 'singapor', 'phone', 'browser', 'full', 'qr', 'code']"
35,1.3168974852189307e+18,1.3168974852189307e+18,2020-10-16,08:23:21,28810596.0,deesaffelstein,Abelardo Montoya,,Treating SafeEntry like a nouveau Foursquare lmfao,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/deesaffelstein/status/1316897485218930688,0.0,[],"['singapor', 'friend', 'use', 'singpass', 'scan', 'safeentri', 'qr', 'code', 'like', 'quicker', 'way', 'thank', 'io']"
36,1.315635639308546e+18,1.315635639308546e+18,2020-10-12,20:49:14,68087176.0,bryanbma,Bryan Ma,,I just ❤️ how both SingPass Mobile and TraceTogether have iOS 14 widgets for quicker SafeEntry. The  Android versions don’t even have those yet  https://t.co/J6c9fb7PSY,en,[],[],['https://pbs.twimg.com/media/EkITooPUYAAKpJP.jpg'],0.0,0.0,6.0,[],https://twitter.com/bryanbma/status/1315635639308546048,1.0,[],"['thank', 'ad', 'scan', 'safeentri', 'back', 'tap', 'still', 'leav', 'safeentri', 'shortcut', 'widget']"
37,1.315248363164496e+18,1.315248363164496e+18,2020-10-11,19:10:20,545061748.0,marktivates,Not another Nana Main,,How is everyone doing today? My day was great nothing much just accidentally flashed porn to the safe entry dude instead of the safe entry page 🤡🤡🤡,en,[],[],[],1.0,42.0,132.0,[],https://twitter.com/marktivates/status/1315248363164495872,0.0,[],"['safeentri', 'safeexit']"
38,1.314751757931606e+18,1.314751757931606e+18,2020-10-10,10:17:00,327197191.0,sgsportshub,Singapore Sports Hub,,Get out and get moving today! Let’s stay vigilant and look out for each other with the safe management measures implemented 😄👌🏼  ✔️ Practise safe distancing  ✔️ Use contact tracing via SafeEntry  ✔️ Undergo temperature screening  ✔️ Wear face mask when resting  https://t.co/gqwuheMgwn,en,[],[],[],0.0,1.0,3.0,[],https://twitter.com/SGSportsHub/status/1314751757931606017,1.0,[],"['would', 'rather', 'govern', 'parent', 'spi', 'ur', 'safeentri', 'data']"
39,1.31446297049199e+18,1.31446297049199e+18,2020-10-09,15:09:28,90391638.0,triciapang,tricia pang,,I’m feeling for a kopi c peng siew dai now. Going through safe entry and humans is too much trouble and paying service fee and small fee is like sian half. Imma just stick to nespresso la #singaporetogether,en,[],[],[],0.0,0.0,0.0,['singaporetogether'],https://twitter.com/triciapang/status/1314462970491990017,0.0,[],"['dolbi', 'digit', 'around', 'lol']"
40,1.3130466023622287e+18,1.3130466023622287e+18,2020-10-05,17:21:19,178441197.0,mhdhafizee,mohd hafizee,,"one of nice beaches in Johor for your picnic, short getaway and beach therapy 🌊🌴☀️  Desaru Beach (public beach) Bandar Penawar 81930 Kota Tinggi, Johor  • opening hours during RMCO ~ 11am-6pm (weekdays) ~ 9am-6pm (weekend/PH)   • RM6.00 per entry • safe dedicated car park  https://t.co/K6jY6Ein4y",en,[],[],"['https://pbs.twimg.com/media/Ejjg6oYU0AAG_Ce.jpg', 'https://pbs.twimg.com/media/Ejjg63OUwAEbCRi.jpg', 'https://pbs.twimg.com/media/Ejjg7CDVkAAwK65.jpg', 'https://pbs.twimg.com/media/Ejjg7OYUYAA9Uhi.jpg']",2.0,14.0,27.0,[],https://twitter.com/mhdhafizee/status/1313046602362228736,1.0,[],"['alway', 'transmiss', 'chain', 'pandem', 'peopl', 'infect', 'directli', 'relat', 'quickli', 'identifi', 'isol', 'new', 'case', 'digit', 'tool', 'like', 'amp', 'safeentri', 'help', 'speed', 'contact', 'trace', 'substanti', 'disrupt', 'transmiss', 'chain']"
42,1.3080002101324145e+18,1.3080002101324145e+18,2020-09-21,19:08:46,397966748.0,veloruntheworld,Ra,,"If you live in Singapore during this #Covid_19 , your phone browser will be full of this QR code safe entry 😂  https://t.co/bSzt9jcYom",en,[],[],['https://pbs.twimg.com/media/EibzQQFU0AAj032.jpg'],0.0,0.0,0.0,['covid_19'],https://twitter.com/VeloRuntheworld/status/1308000210132414465,1.0,[],"['would', 'thought', 'one', 'use', 'word', 'singapor', 'year']"
43,1.3078763782477169e+18,1.3078763782477169e+18,2020-09-21,10:56:42,830189893.0,khrlrfan,k.,,I’ll be putting my triple back tap for safe entry hahah so I don’t panic everytime need scan 😂😩.,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/khrlrfan/status/1307876378247716864,0.0,[],"['safeentri', 'featur', 'insid', 'razer', 'pay', 'app', 'basic', 'qr', 'code', 'scanner', 'made', 'open', 'app', 'normal', 'would']"
44,1.3077036892687933e+18,1.3077036892687933e+18,2020-09-20,23:30:30,135715667.0,abasmayorrrr,Jet,,"Singapore friends, if you are using SingPass to scan SafeEntry QR codes (like I do) there’s a quicker way to do it. Thanks to iOS 14. 😊",en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/abasmayorrrr/status/1307703689268793350,0.0,[],"['someon', 'better', 'remind', 'santa', 'face', 'mask', 'safeentri', 'qr', 'code', 'rush', 'kid', 'santa', 'quarantin', 'day', 'singapor']"
46,1.3076685764598292e+18,1.3076008325027062e+18,2020-09-20,21:10:58,34658787.0,grodog,Ongky,,@mrbrown Thanks! Added Scan SafeEntry to Back Tap.  I still leave the SafeEntry Check-in and Check-out in Shortcuts widget for now. #iOS14,en,[],[],[],0.0,0.0,1.0,['ios14'],https://twitter.com/grodog/status/1307668576459829250,0.0,"[{'screen_name': 'mrbrown', 'name': 'mrbrown', 'id': '574253'}]","['zucc', 'enter', 'restaur', 'wife', 'waiter', 'hello', 'miss', 'check', 'first', 'sir', 'pleas', 'complet', 'robot', 'test']"
47,1.306433618483589e+18,1.306433618483589e+18,2020-09-17,11:23:41,143667722.0,richardprayoga,Richard Prayoga,,Why there is SafeEntry but no SafeExit? 😔,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/richardprayoga/status/1306433618483589121,0.0,[],"['hungri', 'ghost', 'got', 'ta', 'scan', 'enter', 'hous']"
48,1.30573463830059e+18,1.30573463830059e+18,2020-09-15,13:06:11,547592583.0,raktim076,raks,,Would you rather the government or your parents to spy on ur SafeEntry data?,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/raktim076/status/1305734638300590080,0.0,[],"['like', 'imagin', 'start', 'ask', 'question']"
49,1.305723940979921e+18,1.305723940979921e+18,2020-09-15,12:23:41,1482348127.0,mferrisn,M.Faris.N,,Dolby digital: All around you   Safe entry : lol,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/MFerrisN/status/1305723940979920896,0.0,[],"['whoever', 'impli', 'captcha', 'wait', 'guy', 'find', 'make', 'captcha', 'till', 'vomit']"
50,1.3044443643791852e+18,1.3044443643791852e+18,2020-09-11,23:39:06,46570604.0,vivianbala,Vivian Balakrishnan,,"There is always a transmission chain in a pandemic. The no. of people infected is directly related to how quickly we can identify and isolate new cases.  Digital tools like #TraceTogether &amp; SafeEntry help speed up contact tracing substantially, and disrupt the transmission chain.",en,[],[],[],7.0,7.0,27.0,['tracetogether'],https://twitter.com/VivianBala/status/1304444364379185152,0.0,[],"['wala', 'pa', 'ding', 'scan', 'bar', 'code', 'na', 'iniimpl', 'sa', 'mga', 'establish', 'dyan', 'one', 'way', 'effect', 'contract', 'trace', 'like', 'id', 'groceri', 'window', 'hour', 'vulner', 'individu', 'like', 'senior', 'citizen', 'kulang', 'talaga', 'sa', 'plan', 'bago', 'implement']"
51,1.3038952760678072e+18,1.3038945994006979e+18,2020-09-10,11:17:13,38179153.0,rezaprabowo,Reza Prabowo,,"It’s already mandatory to check in to SafeEntry to enter any venue. We can already do it with the app, or scanning our ID card. But people have privacy concerns with scanning the ID card. And it’s difficult for senior citizens to use the app. Hence the FREE token.",en,[],[],[],1.0,0.0,0.0,[],https://twitter.com/rezaprabowo/status/1303895276067807233,0.0,[],"['qr', 'code', 'scanner', 'shortcut', 'trace', 'togeth']"
53,1.3019012712809718e+18,1.3019012712809718e+18,2020-09-04,23:13:45,1156727143.0,mfzli,🐙,,who would have thought that “safe entry” will be one of most used words in Singapore this year...,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/mfzli/status/1301901271280971776,0.0,[],"['tekka', 'market', 'one', 'stupidest', 'concept']"
54,1.3010415937979392e+18,1.3010415937979392e+18,2020-09-02,14:17:42,68087176.0,bryanbma,Bryan Ma,,"There is a SafeEntry feature inside the Razer Pay app now. Basically just a QR code scanner, but it made me open the app more than I normally would've  https://t.co/T9sLrscAnN",en,[],[],['https://pbs.twimg.com/media/Eg46bxHUYAAq646.jpg'],0.0,0.0,0.0,[],https://twitter.com/bryanbma/status/1301041593797939200,1.0,[],"['audi', 'home', 'becam', 'take']"
55,1.3007061660377661e+18,1.3007061660377661e+18,2020-09-01,16:04:50,33981623.0,gariontan,Garion Tan,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}","Someone better remind Santa about the face mask and SafeEntry QR Codes...  And no rush, kids.. Santa will be quarantined for 14 days....  #santaclaus #quarantine @ Singapore  https://t.co/f0qrs439gc",en,[],['https://www.instagram.com/p/CEliirDHo81/?igshid=gphxjh78rr8'],[],0.0,0.0,0.0,"['santaclaus', 'quarantine']",https://twitter.com/GarionTan/status/1300706166037766144,0.0,[],"['hey', 'spotti', 'connect', 'late', 'tri', 'scan', 'safeentri', 'sever', 'place', 'weekend', 'phone', 'drop', 'data', 'connect', 'noth', 'load', 'first', 'time', 'happen']"
56,1.2974919720480072e+18,1.2974919720480072e+18,2020-08-23,19:12:47,191399230.0,ikaknight_,Knighteo,"{'type': 'Point', 'coordinates': [1.3070059, 103.78829]}",Swarm is just social SafeEntry (@ Carl's Jr. in Singapore)  https://t.co/rxF1PE3YKn,en,[],['https://www.swarmapp.com/c/iWJTV3sYOtq'],[],0.0,0.0,0.0,[],https://twitter.com/IkaKnight_/status/1297491972048007168,0.0,[],"['thing', 'alreadi', 'pretti', 'normal', 'apart', 'mask', 'safeentri', 'number', 'realli', 'spike', 'either', 'perk', 'nation']"
57,1.2969909888800563e+18,1.296964755932889e+18,2020-08-22,10:02:03,1482348127.0,mferrisn,M.Faris.N,,"@ericrazali Zucc enters a restaurant with his wife.   Waiter: Hello Miss, can you do safe entry check in first? And for the YOU sir, please complete this “I am not a robot test”",en,[],[],[],1.0,0.0,1.0,[],https://twitter.com/MFerrisN/status/1296990988880056320,0.0,"[{'screen_name': 'ericrazali', 'name': 'Eric Yeager ⚔️', 'id': '103270359'}]","['overheard', 'dinner', 'town', 'bruh', 'safeentri', 'tab', 'open', 'porn', 'phone', 'sia']"
58,1.2957135074852086e+18,1.2957135074852086e+18,2020-08-18,21:25:48,1538421768.0,herniepotter,ً,,hungry ghosts gotta scan safe entry b4 entering my house,en,[],[],[],0.0,0.0,1.0,[],https://twitter.com/herniepotter/status/1295713507485208576,0.0,[],"['resumpt', 'mass']"
