,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_tweets
11,1.3350434248781169e+18,1.335010162650833e+18,2020-12-05,10:08:51,1.2803825141340447e+18,josephjohnadam1,Joseph John Adams,,"@TheRealHoarse Morning here. Heading out to do some grocery shopping and dim sum lunch. Feel safe in Singapore. Masks, social distancing, contact tracing, good citizenship. Business are open and people are complying. No magical thinking.",en,[],[],[],0.0,1.0,3.0,[],https://twitter.com/JosephJohnAdam1/status/1335043424878116864,0.0,"[{'screen_name': 'TheRealHoarse', 'name': 'The Hoarse Whisperer', 'id': '784575415457308672'}]","['film', 'footag', 'teach', 'materi', 'mask', 'garden', 'lot', 'natur', 'green', 'even', 'wear', 'militari', 'green']"
12,1.3343740145595597e+18,1.3343740145595597e+18,2020-12-03,13:48:51,388264860.0,chemfunman,Fun Man Fung,,"With @han_zhe , we are #ChemAt2m filming footages on our teaching materials for 2021, with safe distancing and masks 😷 This garden 🪴 has lots of natural greens, even when I ain’t wearing my military greens. #RealTimeChem  https://t.co/iFBrsQS74r",en,"[{'screen_name': 'han_zhe', 'name': 'zhe han', 'id': '850804086'}]",[],['https://pbs.twimg.com/media/EoSl-uvUUAAFRbY.jpg'],0.0,2.0,10.0,"['chemat2m', 'realtimechem']",https://twitter.com/chemFunMan/status/1334374014559559681,1.0,[],"['thank', 'good', 'practic', 'share', 'food', 'utensil', 'stay', 'healthi', 'alway']"
13,1.3334512680989655e+18,1.3333939208105984e+18,2020-12-01,00:42:11,546685657.0,happypflf,PearlF,,"@JYHeffect Thank goodness. Practice safe distancing, and no sharing of food and utensils for now. Stay safe and healthy always.",en,[],[],[],0.0,0.0,1.0,[],https://twitter.com/HappyPFLF/status/1333451268098965525,0.0,"[{'screen_name': 'JYHeffect', 'name': '정용화', 'id': '2343706254'}]","['back', 'day', 'regularli', 'met', 'wefi', 'student', 'staff', 'audienc', 'faculti', 'recent', 'howev', 'move', 'care', 'phase', 'mask', 'maintain', 'two', 'wonder', 'colleagu', 'pizza', 'lunch', 'holland', 'v']"
14,1.3319042408060723e+18,1.3319042408060723e+18,2020-11-26,18:14:51,11478792.0,dannyquah,Danny Quah,,"Back in the day I regularly met up and wefied with @LKYSch students, staff, audiences, faculty. But recently no. However, as we move carefully into Phase 3, masked and maintaining safe-distancing, … here I am with two of my wonderful colleagues after pizza lunch in Holland V.  https://t.co/xXZUlwAbiM",en,"[{'screen_name': 'lkysch', 'name': 'lee kuan yew school', 'id': '832683854'}]",[],['https://pbs.twimg.com/media/Envf2H6VQAEQOpR.jpg'],0.0,3.0,13.0,[],https://twitter.com/DannyQuah/status/1331904240806072320,1.0,[],"['fight', 'ambassador', 'one', 'day']"
15,1.3292703527115858e+18,1.3292703527115858e+18,2020-11-19,11:48:43,94033509.0,mikemunez,KA$H’D,,i will fight a safe distancing ambassador one day,en,[],[],[],0.0,3.0,26.0,[],https://twitter.com/MikeMunez/status/1329270352711585792,0.0,[],"['loos', 'gener', 'youngster', 'year', 'old', 'lost', 'sport', 'unless', 'pool', 'open', 'scientif', 'evid', 'swim', 'social', 'work', 'swim']"
16,1.3275928219230822e+18,1.3275928219230822e+18,2020-11-14,20:42:48,509063532.0,mickmassey11,Massey Mick,,"We are loosing a generation of youngsters, the 8-12 year olds will be lost to the sport unless pools open. No scientific evidence that swimming is not safe! Social distancing works in swimming.",en,[],[],[],1.0,0.0,12.0,[],https://twitter.com/mickmassey11/status/1327592821923082241,0.0,[],"['ikea', 'practis', 'restaur', 'continu', 'phase', 'effici', 'guid', 'custom', 'tabl', 'pre', 'covid', 'custom', 'go', 'look', 'empti', 'tabl']"
18,1.327193434868781e+18,1.327193434868781e+18,2020-11-13,18:15:47,14314503.0,aaronunkoch,Aaron Koh,,"Ikea safe distancing practise at the restaurant should continue after the  phases.  It is more efficient to guide customers to the tables. Pre covid, customers had to go look out for empty tables.  #IKEA #Singapore",en,[],[],[],0.0,0.0,0.0,"['ikea', 'singapore']",https://twitter.com/AaronUnKoch/status/1327193434868781068,0.0,[],"['indonesia', 'lead', 'asean', 'game', 'oh', 'lead', 'case', 'amp', 'fatal', 'guy', 'peopl', 'follow', 'jerinx', 'anti', 'mask', 'amp', 'danger', 'lock', 'pandem', 'resolv']"
19,1.3271140672243466e+18,1.3271140672243466e+18,2020-11-13,13:00:24,2879212950.0,johnnytheessex,JohnBod,,"Omg just went to eat in Tekka Market, took one look and turned back round. Zero entry scanning, zero numbers control and absolute zero safe distancing. By my reckoning at least twice the number in there than should be. At this rate we can forget phase 3. #CNA  #Straitstimes",en,[],[],[],0.0,0.0,1.0,"['cna', 'straitstimes']",https://twitter.com/johnnytheessex/status/1327114067224346625,0.0,[],"['measur', 'compli', 'queue', 'less', 'metr', 'due', 'overwhelm', 'human', 'traffic', 'causeway', 'point', 'control', 'number', 'visitor', 'within', 'complex']"
20,1.3250713029866414e+18,1.3250713029866414e+18,2020-11-07,21:43:11,397966748.0,veloruntheworld,Ra,,"Indonesia is leading ASEAN games now!! 😭oh, no .. we are.. leading in Covid19 case &amp; fatality guys. Why?? Because People are following Jerinx!! Anti mask &amp; safe distancing This’s why #Jerinx is dangerous, he should be locked up until pandemic is resolved. @fadlizon @iwanpiliang7  https://t.co/vXPSHJmUgO",en,"[{'screen_name': 'fadlizon', 'name': 'fadli zon (youtube: fadli zon official)', 'id': '79139422'}, {'screen_name': 'iwanpiliang7', 'name': 'turispas2an', 'id': '19237217'}]",[],['https://pbs.twimg.com/media/EmOZUs4VkAIaLvu.jpg'],0.0,0.0,1.0,['jerinx'],https://twitter.com/VeloRuntheworld/status/1325071302986641409,1.0,[],"['measur', 'place']"
21,1.325027802307965e+18,1.325027802307965e+18,2020-11-07,18:50:20,15340605.0,richardjang,Richard Jang,,Safe distancing measure are not comply as the queue is less than a metre due to the overwhelming human traffic at Causeway Point.  There is a control of the number of visitors within the complex. #StaySafe,en,[],[],[],0.0,0.0,0.0,['staysafe'],https://twitter.com/richardjang/status/1325027802307964928,0.0,[],"['dine', 'ground', 'changi', 'airport']"
22,1.3203729577560924e+18,1.3203729577560924e+18,2020-10-25,22:33:39,1186314151.0,bambangkajairi,Bambang Kajairi,,Safe distancing measures in place?,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/BambangKajairi/status/1320372957756092416,0.0,[],"['wth', 'paid', 'tianjin', 'empti', 'seat', 'unrel', 'passeng', 'inform', 'sign']"
23,1.3201809158642442e+18,1.3201809158642442e+18,2020-10-25,09:50:32,154762923.0,wernyet,Tony Tee,"{'type': 'Point', 'coordinates': [1.35675483, 103.98925168]}",2020.10.24  safe distancing on A380 and dining on the ground @ Changi Airport  https://t.co/7yWTtPaDuc,en,[],['https://www.instagram.com/p/CGv6oYCpFFn/?igshid=1p2s1bdwy19w8'],[],0.0,0.0,0.0,[],https://twitter.com/wernyet/status/1320180915864244226,0.0,[],"['ireland', 'plan', 'second', 'lockdown', 'anoth', 'stay', 'peopl', 'practic', 'social', 'singapor']"
24,1.3186074345254666e+18,1.3186074345254666e+18,2020-10-21,01:38:05,15711654.0,keymistress,Gloria Chiang,,@flyscoot Wth is this? Paid $1300 for a one-way to Tianjin with no safe-distancing during #Covid_19. No empty seats between unrelated passengers. I was not informed and I did not sign up for this. #singapore  https://t.co/izlad3PnyG,en,[],[],[],1.0,0.0,2.0,"['covid_19', 'singapore']",https://twitter.com/keymistress/status/1318607434525466624,1.0,[],"['anuon', 'viru', 'health', 'guidelin', 'includ', 'physic', 'contact', 'must', 'enforc', 'everyon', 'wear', 'mask', 'supervisor', 'glove', 'like', 'elect', 'ca', 'halt', 'everyth', 'corona', 'vanish', 'might', 'take', 'year']"
25,1.3184419397091656e+18,1.3184419397091656e+18,2020-10-20,14:40:28,38924229.0,raynlim,Rayn Lim,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}",Ireland plans for a second Lockdown for another 6-weeks. Stay Safe people and practice Social Distancing. . . . #covid19 #ireland #staystrong #socialdistancing #ireland #euro @ Singapore  https://t.co/YMlSqIeRt4,en,[],['https://www.instagram.com/p/CGjj1rNjo2P/?igshid=11f37a39y4mr1'],[],0.0,0.0,0.0,"['covid19', 'ireland', 'staystrong', 'socialdistancing', 'ireland', 'euro']",https://twitter.com/raynlim/status/1318441939709165568,0.0,[],"['get', 'get', 'move', 'today', 'let', 'stay', 'vigil', 'look', 'manag', 'measur', 'implement', 'practis', 'use', 'contact', 'trace', 'via', 'safeentri', 'undergo', 'temperatur', 'screen', 'wear', 'face', 'mask', 'rest']"
27,1.3149210320886047e+18,1.3149163995134362e+18,2020-10-10,21:29:38,474219661.0,sunimalr,Sunimal Rathnayake,,@lankan_true Anuone can have the virus. That's why health guidelines including no physical contact and safe distancing must be enforced. Everyone should wear masks. Supervisor should have gloves. (Like we did election.) We can't halt everything until corona vanishes (might take years). 1/2,en,[],[],[],2.0,0.0,0.0,[],https://twitter.com/sunimalr/status/1314921032088604673,0.0,"[{'screen_name': 'lankan_true', 'name': 'TRUE LANKAN', 'id': '1249632097678966785'}]","['make', 'sure', 'domin', 'live', 'follow', 'scienc', 'mask', 'test', 'contact', 'trace', 'etc', 'nz', 'taiwan', 'skorea', 'hong', 'kong', 'etc', 'done', 'trump', 'enabl', 'relat']"
28,1.314751757931606e+18,1.314751757931606e+18,2020-10-10,10:17:00,327197191.0,sgsportshub,Singapore Sports Hub,,Get out and get moving today! Let’s stay vigilant and look out for each other with the safe management measures implemented 😄👌🏼  ✔️ Practise safe distancing  ✔️ Use contact tracing via SafeEntry  ✔️ Undergo temperature screening  ✔️ Wear face mask when resting  https://t.co/gqwuheMgwn,en,[],[],[],0.0,1.0,3.0,[],https://twitter.com/SGSportsHub/status/1314751757931606017,1.0,[],"['macam', 'bodo', 'sume', 'tempat', 'public', 'transport', 'like', 'add', 'sometim', 'hahaha']"
29,1.3133468174472602e+18,1.3127910253002342e+18,2020-10-06,13:14:16,16006707.0,homiliai,Jules Yim｜ 芊文,,@LeanneStewart @eccemarco If some white / western expats here being kicked out for flouting lockdown rules and safe distancing measures are anything to go by…,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/homiliai/status/1313346817447260161,0.0,"[{'screen_name': 'LeanneStewart', 'name': 'Leanne Stewart', 'id': '16195060'}, {'screen_name': 'eccemarco', 'name': 'Marco Valente', 'id': '22420895'}]","['nabei', 'fuck', 'ambassador', 'cough', 'infront', 'without', 'mask']"
30,1.31325782490701e+18,1.31325782490701e+18,2020-10-06,07:20:39,1.1289896224642007e+18,aliisbk1,AliciaCtheWorld,,"This is how to make sure “Covid19 doesn’t dominate lives”. Follow the science, masks, safe distancing, testing, contact tracing etc... NZ, Taiwan, SKorea, Hong Kong, etc have done it.. but Trump and his enablers can’t relate.",en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/AliIsBk1/status/1313257824907010048,0.0,[],"['jewel', 'potenti', 'hotspot', 'covid', 'enforc', 'everyon', 'close', 'hypochondriac', 'worst', 'nightmar', 'pandem']"
31,1.3115720369892516e+18,1.3115720369892516e+18,2020-10-01,15:41:56,101387555.0,fiqfiqkutcher,❤️ Babyket ❤️,,Macam bodo sume tempat safe distancing but public transport no safe distancing. Like it just doesn’t add up sometimes hahaha,en,[],[],[],0.0,0.0,1.0,[],https://twitter.com/Fiqfiqkutcher/status/1311572036989251584,0.0,[],"['fk', 'protocol', 'yall', 'seen', 'train', 'buss']"
32,1.3079868392827535e+18,1.3079868392827535e+18,2020-09-21,18:15:38,380109220.0,pl0lolop,Wayne,,Nabei fucking safe distancing ambassador just cough infront of me without mask,en,[],[],[],0.0,0.0,3.0,[],https://twitter.com/pl0lolop/status/1307986839282753536,0.0,[],"['insid', 'public', 'transport', 'singapor', 'alreadi', 'lift', 'circuit', 'breaker', 'around', 'first', 'week', 'june', 'face', 'shield', 'requir', 'face', 'mask', 'mandatori', 'talk', 'answer', 'call', 'discourag']"
34,1.3073007217176412e+18,1.3073007217176412e+18,2020-09-19,20:49:15,105451285.0,atxqh_,a t i q a h,,"jewel is a potential hotspot for covid. no safe distancing enforcement, everyone is too close to each other. it's a hypochondriac's worst nightmare during this pandemic.",en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/atxqh_/status/1307300721717641219,0.0,[],"['platoon', 'huddl', 'observ', 'biggest', 'oxymoron', 'reservist', 'cycl']"
35,1.307232469750485e+18,1.307232469750485e+18,2020-09-19,16:18:02,121076827.0,fairozzzz_,محمد فيروز,,"Fk all these ""safe distancing"" protocols. Have yall seen the trains and busses?",en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/Fairozzzz_/status/1307232469750484993,0.0,[],"['institut', 'year', 'old', 'amp', 'noth', 'much', 'chang', 'even', 'buffet', 'price', 'remain', 'situ', 'pack', 'tue', 'nite', 'measur', 'place', 'cours', 'amp', 'entranc', 'via', 'back']"
37,1.3066754450902508e+18,1.3064571244998615e+18,2020-09-18,03:24:37,598130345.0,glennarden_,GRG,,@iamkarendavila safe distancing inside the public transport here in Singapore were already lifted after the circuit breaker which is around first week of june. face shield is not a requirement here but face mask is mandatory. talking with each other and answering calls are being discouraged.,en,[],[],[],0.0,0.0,3.0,[],https://twitter.com/glennarden_/status/1306675445090250752,0.0,"[{'screen_name': 'iamkarendavila', 'name': 'Karen Davila', 'id': '118552439'}]","['thank', 'alway', 'welcom', 'alreadi', 'open', 'though', 'limit', 'capac', 'maintain']"
38,1.3063740300316836e+18,1.3063740300316836e+18,2020-09-17,07:26:54,31357657.0,naraandiappan,Nara Andiappan,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}",Safe distancing @ Singapore  https://t.co/sPKhSFVGoq,en,[],['https://www.instagram.com/p/CFNz_c2FIDNHNTfzC-8V2mElHV_UQUXJz4092A0/?igshid=1fpyxch4k7066'],[],0.0,0.0,0.0,[],https://twitter.com/naraandiappan/status/1306374030031683584,0.0,[],"['pleas', 'guy', 'take', 'precaut', 'safeti', 'measur', 'tri', 'avoid', 'crowd', 'place', 'maintain', 'social']"
39,1.305819544787669e+18,1.305819544787669e+18,2020-09-15,18:43:35,33103315.0,speakerspushair,Rewdee Osmund,,Doing a platoon huddle while observing safe distancing has to be the biggest oxymoron in this reservist cycle.,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/speakerspushair/status/1305819544787668992,0.0,[],"['peopl', 'either', 'plain', 'dumb', 'care', 'feck', 'selfish', 'bastard']"
40,1.3033697056050258e+18,1.3033697056050258e+18,2020-09-09,00:28:47,113470254.0,anangrysnatch,Hiak Kor,"{'type': 'Point', 'coordinates': [1.28855, 103.8374]}",_ This institution is 20 years old &amp; nothing much has change; even the buffet prices remain in situ. _ Its pack on a Tue nite; with safe distancing measures in place of course &amp; entrance is via the back of the Hotel…  https://t.co/N76GQAVeB9,en,[],['https://www.instagram.com/p/CE4dx6PFWKS/?igshid=91bany88xsfg'],[],0.0,0.0,0.0,[],https://twitter.com/AnAngrySnatch/status/1303369705605025792,0.0,[],"['first', 'time', 'bump', 'short', 'queue', 'safra', 'mount', 'faber', 'swim', 'pool', 'thank', 'limit', 'impos', 'measur']"
41,1.3016976030930412e+18,1.3016976030930412e+18,2020-09-04,09:44:27,24953243.0,flyirene,Irene Ang aka RosiePhua,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}","Thank u @yahuiyh for d kind reviews ! We r ready to Feed Singapore  !!  Call now for an affordable n yummy good time . Chef Candy dishes r very Aroy! #dunsayibojio  Due to safe distancing n crowd control , best is…  https://t.co/OJfkMvrdz9",en,"[{'screen_name': 'yahuiyh', 'name': 'yahui', 'id': '150054082'}]",['https://www.instagram.com/p/CEslZYdBAXz/?igshid=y47xr1oicxin'],[],0.0,0.0,1.0,['dunsayibojio'],https://twitter.com/flyirene/status/1301697603093041154,0.0,[],"['great', 'back', 'workshop', 'student', 'preliminari', 'investig', 'flatpack', 'join', 'techniqu']"
42,1.3009674141342638e+18,1.3007104729335726e+18,2020-09-02,09:22:56,2205721095.0,isvlasov,Ilya Vlasov,,"@lzy3 Thank you :) Always welcome! It’s already open now, though with very limited capacity to maintain safe distancing :)",en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/isvlasov/status/1300967414134263809,0.0,"[{'screen_name': 'lzy3', 'name': 'Zen', 'id': '190171723'}]","['first', 'time', 'open', 'parliament', 'take', 'place', 'two', 'locat', 'parliament', 'old', 'parliament', 'hous', 'measur', 'place', 'number', 'includ', 'guest', 'would']"
43,1.300439650922709e+18,1.300439650922709e+18,2020-08-31,22:25:48,238427581.0,sinsica,Senthil Kumaran,,Please be safe guys .. take all precautions and safety measures.   Try to avoid crowded places and maintain social distancing.  #Coronavirus #SafetyFirst #COVID19  https://t.co/gt7Evgcjqd,en,[],[],['https://pbs.twimg.com/media/EgwW92JU0AAYO6L.jpg'],0.0,0.0,1.0,"['coronavirus', 'safetyfirst', 'covid19']",https://twitter.com/sinsica/status/1300439650922708992,1.0,[],"['vivoc', 'earlier', 'mani', 'ambassador', 'duti', 'never', 'seen', 'mani', 'place', 'mmmmm']"
44,1.299937833252057e+18,1.299937833252057e+18,2020-08-30,13:11:45,302409845.0,mybobtail,DebsterSG 🇸🇬🏳️‍🌈,,Some people are either just plain dumb or don't care a feck about #SafeDistancing Selfish bastard 🤬,en,[],[],[],0.0,0.0,0.0,['safedistancing'],https://twitter.com/mybobtail/status/1299937833252057090,0.0,[],"['great', 'way', 'get', 'creativ', 'maintain', 'measur', 'nation', 'day', 'pic', 'taken', 'nation', 'day', 'jurong', 'east', 'singapor']"
45,1.299929463413637e+18,1.299929463413637e+18,2020-08-30,12:38:30,474860266.0,cheese_knight,Chin Guo Qiang,"{'type': 'Point', 'coordinates': [1.27708975, 103.81747752]}","30082020 First time bumping into short queue for SAFRA Mount Faber Swimming Pool, no thanks to the 50-people limit imposed for COVID-19 safe distancing measures #SAFRA #MountFaber #SwimmingPool #BurnFatsTime #Apple…  https://t.co/dS3xrc04cB",en,[],['https://www.instagram.com/p/CEgBVxtHUFx/?igshid=i3sj1b4va1zh'],[],0.0,0.0,0.0,"['safra', 'mountfaber', 'swimmingpool', 'burnfatstime', 'apple']",https://twitter.com/cheese_knight/status/1299929463413637122,0.0,[],"['spoke', 'partner', 'thailand', 'scene', 'well', 'almost', 'back', 'normal', 'new', 'rule', 'queu', 'elev', 'lunch', 'break', 'back']"
47,1.2988267355934802e+18,1.2988267355934802e+18,2020-08-27,11:36:39,22361966.0,_philiproberts,Philip Roberts,,Great to be back in the #CISDesign workshop @CISsingapore with students safe distancing for a preliminary investigation of flatpack joining techniques.  https://t.co/VIP6ZK9UQq,en,"[{'screen_name': 'cissingapore', 'name': 'cis in singapore', 'id': '104083053'}]",[],['https://pbs.twimg.com/media/EgZb_8_U8AEDDtO.jpg'],0.0,1.0,5.0,['cisdesign'],https://twitter.com/_PhilipRoberts/status/1298826735593480192,1.0,[],"['singapor', 'cinema', 'alreadi', 'open', 'busi', 'albeit', 'restrict', 'stagger', 'seat', 'wear', 'mask', 'time', 'unless', 'eat', 'drink', 'bigfoot', 'famili', 'last', 'month', 'watch', 'tenet', 'next', 'practic', 'time']"
49,1.296774872618672e+18,1.296774872618672e+18,2020-08-21,19:43:17,29213315.0,chuanjin1,Tan Chuan-Jin,"{'type': 'Point', 'coordinates': [1.28860424, 103.85117]}","For the first time, the opening of Parliament will take place in two locations, Parliament and the old Parliament House! With safe distancing measures in place, and numbers including guests, we would not have been…  https://t.co/kjNt6dgvNe",en,[],['https://www.instagram.com/p/CEJmyz4FAdl/?igshid=1qhmz8v3ax6uh'],[],0.0,2.0,21.0,[],https://twitter.com/chuanjin1/status/1296774872618672129,0.0,[],"['observ', 'draw', 'cuboid', 'seat', 'app', 'turn', 'abstract', 'let', 'crazi', 'loos', 'haha', 'commentari', 'piec', 'danger']"
