,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_tweets,emoji_decoded_tweets
138,1264129997800910849,1264129997800910849,2020-05-23,17:44:12,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.29379, 103.7931]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/QZW4CiPSWn",en,[],['https://www.instagram.com/p/CAhpoKEBwbh/?igshid=1ckw2f6o2gl2j'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1264129997800910849,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/QZW4CiPSWn"
139,1264129310551670784,1264129310551670784,2020-05-23,17:41:28,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.29379, 103.7931]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/Wyn3rnjnVL",en,[],['https://www.instagram.com/p/CAhpULGhpi3/?igshid=17rquhuub0z35'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1264129310551670784,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/Wyn3rnjnVL"
140,1264064842492764162,1264064842492764162,2020-05-23,13:25:18,915129366249484293,nilanjanasaxena,Nilanjana Saxena,,Barcelona’s Casa Battlo could present a model for museums on intelligent deployment of AR to manage crowds . Crowd control will be critical to ensure safe distancing. Casa Battlo ‘s foresight places it ahead of its times among peers .  https://t.co/ktZtv76SQj,en,[],['https://economictimes.indiatimes.com/blogs/et-citings/how-forward-looking-museums-are-leveraging-and-transforming-with-ar/'],[],0,0,0,[],https://twitter.com/NilanjanaSaxena/status/1264064842492764162,0,[],"['barcelona', 'casa', 'battlo', 'could', 'present', 'model', 'museum', 'intellig', 'deploy', 'ar', 'manag', 'crowd', 'crowd', 'control', 'critic', 'ensur', 'casa', 'battlo', 'foresight', 'place', 'ahead', 'time', 'among', 'peer']",Barcelona’s Casa Battlo could present a model for museums on intelligent deployment of AR to manage crowds . Crowd control will be critical to ensure safe distancing. Casa Battlo ‘s foresight places it ahead of its times among peers .  https://t.co/ktZtv76SQj
141,1263975420556447744,1263975420556447744,2020-05-23,07:29:58,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.27703, 103.828]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/Q0Nu9Gsohg",en,[],['https://www.instagram.com/p/CAgjVZMnmSF/?igshid=1n2ey6uqkltcl'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1263975420556447744,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/Q0Nu9Gsohg"
142,1263764438319919105,1263764438319919105,2020-05-22,17:31:36,31340226,kikokicks,K1k0 K1cks MD MSc,,"I need thesaurus to replace words such as, ""safe"", ""distancing"", ""calibrated"", ""measures"", ""mask"", ""seniors"", ""ambassadors""",en,[],[],[],0,0,1,[],https://twitter.com/kikokicks/status/1263764438319919105,0,[],"['need', 'thesauru', 'replac', 'word', 'calibr', 'measur', 'mask', 'senior', 'ambassador']","I need thesaurus to replace words such as, ""safe"", ""distancing"", ""calibrated"", ""measures"", ""mask"", ""seniors"", ""ambassadors"""
143,1262982735347367937,1262982735347367937,2020-05-20,13:45:23,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.35434, 103.86841]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/rqWcf62hs5",en,[],['https://www.instagram.com/p/CAZe1fihNSa/?igshid=bimsnd9he8o1'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1262982735347367937,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/rqWcf62hs5"
144,1262982369017040897,1262982369017040897,2020-05-20,13:43:56,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.35434, 103.86841]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/TeIfHf6q7g",en,[],['https://www.instagram.com/p/CAZez_qn89O/?igshid=11q8gjtlxp2e9'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1262982369017040897,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/TeIfHf6q7g"
145,1262981615996764160,1262981615996764160,2020-05-20,13:40:56,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.35434, 103.86841]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/90cwvOOMWV",en,[],['https://www.instagram.com/p/CAZezbQHeUV/?igshid=16ny4zm90f6dw'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1262981615996764160,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/90cwvOOMWV"
146,1262981458156806147,1262981458156806147,2020-05-20,13:40:19,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.35434, 103.86841]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/aU6zQhTY8O",en,[],['https://www.instagram.com/p/CAZe0i7Hjzn/?igshid=hbv6xrb1kk83'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1262981458156806147,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/aU6zQhTY8O"
147,1262670152140808192,1262670152140808192,2020-05-19,17:03:18,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.35013374, 103.87910674]}",Joy on Earth  #crcheers #quircsingapore #ownselfpaint #safedistancing #covid19 #thingstodoathome #socialdistancing #oilpainting #britto #learnartagain @ Evania  https://t.co/fEKU4uKqWJ,en,[],['https://www.instagram.com/p/CAXRxL3nexE/?igshid=1j1mur6w6p6u5'],[],0,0,0,"['crcheers', 'quircsingapore', 'ownselfpaint', 'safedistancing', 'covid19', 'thingstodoathome', 'socialdistancing', 'oilpainting', 'britto', 'learnartagain']",https://twitter.com/QUIRC_Singapore/status/1262670152140808192,0,[],"['joy', 'earth', 'evania']",Joy on Earth  #crcheers #quircsingapore #ownselfpaint #safedistancing #covid19 #thingstodoathome #socialdistancing #oilpainting #britto #learnartagain @ Evania  https://t.co/fEKU4uKqWJ
148,1262626589973475333,1262626589973475333,2020-05-19,14:10:12,4397572759,m_edgevantage,Motor EDGEvantage,,"Adhering to safe-distancing with alternate work bays and spilt teams in conjunction with temperature screening, SafeEntry deployment and facilities sanitation measures during this circuit breaker period to keep our clients and employees safe.  #MotorEdgevantage #SafeEntry  https://t.co/atE0uQzmCL",en,[],[],['https://pbs.twimg.com/media/EYXALnnVcAIoinh.jpg'],0,0,0,"['motoredgevantage', 'safeentry']",https://twitter.com/m_edgevantage/status/1262626589973475333,1,[],"['adher', 'altern', 'work', 'bay', 'spilt', 'team', 'conjunct', 'temperatur', 'screen', 'safeentri', 'deploy', 'facil', 'sanit', 'measur', 'circuit', 'breaker', 'period', 'keep', 'client', 'employe']","Adhering to safe-distancing with alternate work bays and spilt teams in conjunction with temperature screening, SafeEntry deployment and facilities sanitation measures during this circuit breaker period to keep our clients and employees safe.  #MotorEdgevantage #SafeEntry  https://t.co/atE0uQzmCL"
149,1262534400920567809,1262534400920567809,2020-05-19,08:03:52,288583492,toonangel2,Alvin Lee,,Day 43 of CB #circuitbreakersg Into week 7. When CB ends I really hope I don’t run into an overzealous safe-distancing ambassadors,en,[],[],[],0,0,0,['circuitbreakersg'],https://twitter.com/ToonAngel2/status/1262534400920567809,0,[],"['day', 'cb', 'week', 'cb', 'end', 'realli', 'hope', 'run', 'overzeal', 'ambassador']",Day 43 of CB #circuitbreakersg Into week 7. When CB ends I really hope I don’t run into an overzealous safe-distancing ambassadors
150,1262385872399413252,1262385872399413252,2020-05-18,22:13:40,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.29379, 103.7931]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/7PlQBXldGn",en,[],['https://www.instagram.com/p/CAU8a6uH9cg/?igshid=ivc12c159e59'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1262385872399413252,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/7PlQBXldGn"
151,1262314623820275712,1262314623820275712,2020-05-18,17:30:33,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.28884773, 103.8477896]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/56ljD26yAL",en,[],['https://www.instagram.com/p/CAUG3l5njov/?igshid=1vczxyutz8klb'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1262314623820275712,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/56ljD26yAL"
152,1262285983707549696,1262285983707549696,2020-05-18,15:36:45,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.28375268, 103.84259113]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/EfnE6vw8WZ",en,[],['https://www.instagram.com/p/CAPWrTonQYp/?igshid=1lh5wkwjbsxjh'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1262285983707549696,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/EfnE6vw8WZ"
153,1262249697567105026,1262249697567105026,2020-05-18,13:12:34,2366968298,dannyxrchxn,Danny Chan,,"With all the photos of Chinese funeral not respecting social distance, Robertson Quay and FW at expo walking around without safe distancing.   I guess this will increase those Malay’s stubbornness to celebrate Raya. They’ll be saying “nampak! dorg boleh asal kita tk leh?!”",en,[],[],[],1,0,2,[],https://twitter.com/dannyxrchxn/status/1262249697567105026,0,[],"['photo', 'chines', 'funer', 'respect', 'social', 'distanc', 'robertson', 'quay', 'fw', 'expo', 'walk', 'around', 'without', 'guess', 'increas', 'malay', 'stubborn', 'celebr', 'raya', 'say', 'nampak', 'dorg', 'boleh', 'asal', 'kita', 'tk', 'leh']","With all the photos of Chinese funeral not respecting social distance, Robertson Quay and FW at expo walking around without safe distancing.   I guess this will increase those Malay’s stubbornness to celebrate Raya. They’ll be saying “nampak! dorg boleh asal kita tk leh?!”"
154,1262244675018035200,1262244675018035200,2020-05-18,12:52:36,97192915,chanhanah,Hanah (하나),,I hope the maknae is not beating himself up for this. He doesn’t have too. Considering Korea had lifted the lockdown and was relaxing the social distancing a bit. I’m also glad that him and the other boys were tested negative and are safe. That’s all that matters.,en,[],[],[],0,0,1,[],https://twitter.com/chanhanah/status/1262244675018035200,0,[],"['hope', 'makna', 'beat', 'consid', 'korea', 'lift', 'lockdown', 'relax', 'social', 'bit', 'also', 'glad', 'boy', 'test', 'neg', 'matter']",I hope the maknae is not beating himself up for this. He doesn’t have too. Considering Korea had lifted the lockdown and was relaxing the social distancing a bit. I’m also glad that him and the other boys were tested negative and are safe. That’s all that matters.
155,1261901109636952064,1261901109636952064,2020-05-17,14:07:24,113470254,anangrysnatch,Hiak Kor,,"No, I don't think it's a safe distancing robot. I bet it's the kind that sweeps or polishes the floor. But it's tots adorable hence a photo, I must! 😝  https://t.co/I73mOnJ1XU",en,[],[],['https://pbs.twimg.com/media/EYMsXaYUMAAspsj.jpg'],0,0,0,[],https://twitter.com/AnAngrySnatch/status/1261901109636952064,1,[],"['think', 'robot', 'bet', 'kind', 'sweep', 'polish', 'floor', 'tot', 'ador', 'henc', 'photo', 'must']","No, I don't think it's a safe distancing robot. I bet it's the kind that sweeps or polishes the floor. But it's tots adorable hence a photo, I must! :squinting_face_with_tongue:  https://t.co/I73mOnJ1XU"
156,1261555049106456576,1261555049106456576,2020-05-16,15:12:16,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.28375268, 103.84259113]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/7UvdXaOCL9",en,[],['https://www.instagram.com/p/CAPWrTonQYp/?igshid=p2kcr6a24c7r'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1261555049106456576,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/7UvdXaOCL9"
157,1261547426109784065,1261547426109784065,2020-05-16,14:41:59,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.27688223, 103.82800027]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/F5OAc6JiQA",en,[],['https://www.instagram.com/p/CAPTNfmnIEG/?igshid=1x60xdp2i4r4g'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1261547426109784065,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/F5OAc6JiQA"
158,1261544956054908928,1261544956054908928,2020-05-16,14:32:10,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.29379, 103.7931]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/2zT0YZKQGV",en,[],['https://www.instagram.com/p/CAPR-XkHoTf/?igshid=10cicvqtytcgj'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1261544956054908928,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/2zT0YZKQGV"
159,1261544884768575490,1261544884768575490,2020-05-16,14:31:53,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.29379, 103.7931]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/15NyboEqAz",en,[],['https://www.instagram.com/p/CAPR-XkHoTf/?igshid=gkeoqzishfld'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1261544884768575490,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/15NyboEqAz"
160,1261493738779676672,1261493738779676672,2020-05-16,11:08:39,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.2865899, 103.82696]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/7CYsSW8e0o",en,[],['https://www.instagram.com/p/CAO6u81BWYU/?igshid=pz47pi6vwf93'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1261493738779676672,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/7CYsSW8e0o"
161,1261493600032108545,1261493600032108545,2020-05-16,11:08:06,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.2865899, 103.82696]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/Aqsr8mclVc",en,[],['https://www.instagram.com/p/CAO6u81BWYU/?igshid=y9a0k13tnu1p'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1261493600032108545,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/Aqsr8mclVc"
