,fullname,postid,timestamp,username,image_desc,text,comments
0,Lee Hsien Loong,2.26E+18,12/3/2020 21:01,leehsienloong,"Photo by Lee Hsien Loong on March 12, 2020. May be an image of 1 person.","It is five weeks since I spoke about the COVID-19 situation in Singapore. So it is timely to update Singaporeans again on the medical, economic and psychological outlooks of the situation.
⠀⠀⠀⠀⠀⠀⠀
Today, the @WHO officially declared the COVID-19 outbreak a pandemic. This means that while the situation in Singapore remains under control, the COVID-19 threat will be with us for a long time. We cannot be complacent.
⠀⠀⠀⠀⠀⠀⠀
There are some baseline precautions we must get used to, like maintaining good personal hygiene and not holding large gatherings. We must also plan ahead in case a major outbreak happens in Singapore, like in South Korea or Italy.
⠀⠀⠀⠀⠀⠀⠀
If a major outbreak happens, we will need more stringent social distancing measures, such as suspending schools and compulsory telecommuting. These will slow down the rate of transmission and prevent our healthcare system from being overwhelmed.
⠀⠀⠀⠀⠀⠀⠀
Already our economy has been seriously impacted, so we are working on a second stimulus package to support businesses and workers.
⠀⠀⠀⠀⠀⠀⠀
Singapore’s response to COVID-19 has been recognised by WHO and the international community. This is through the efforts of many Singaporeans, from the frontline staff to all of us keeping #SGclean. I thank all Singaporeans who are dealing with this calmly and responsibly. We must keep up our efforts, and remain #SGUnited.
⠀⠀⠀⠀⠀⠀⠀
You can watch my address in English, Malay and Chinese on the PMO YouTube channel (click on the link in my bio). – LHL
⠀⠀⠀⠀⠀⠀⠀
(MCI Photo by Lee Jia Wen)⠀⠀⠀⠀⠀⠀⠀","['Love Singapore💛💛💛', 'Covid19? COVID OVER!', 'Great leader.', '@jiawennnn this was really a great shot of our PM :)', '@unexplorised', 'Thank you PM Lee for a clear, logical and reassuring response. Appreciate the effort in formulating a concrete plan to deal with this virus. Do take care of yourself too!', 'hello', '❤️👏', '❤️', '👏', 'Very Disappointed...', ""It's Affecting Jobs too, n till now I couldn't Find a Suitable Full time F&B Services industry job too....."", 'Thank you PM Lee 🙏🏻❤️', '很棒✋', '👏🏻👏🏻👏🏻', '🙌🙌🙌👏👏👏', 'Have a wonderful weekend !! All the best,👍👍😍😍❤️', ""Thank you, PM Lee. Always the people's welfare & security at heart. 👍👍"", '❤️', '🙌', '新加坡加油!', '👍👍', 'Thank you PM 😊', 'Proud to be a Singaporean. We are in safe hands.', '❤️ Together we push, endure, overcome.... We are Singapore! Thank you, PM for continuing to update and strategize @leehsienloong ❤️', '#sgunited 💪💪💪 thank you Mr PM Lee and our leaders!', '💕💕💕', 'Proud to be Singaporean!', 'SG United 👏', '❤️', '❤️Allah bless u, mercy u and livelong 1000 years.thanks boss.🙏🙏🙏', 'Thank you sir @leehsienloong for addressing the speech in 3 languages considering our multi racial country. Not many leaders are able to do that. Your sincere thought, effort and assurance is greatly appreciated 👏🏼', 'Only a caring and inclusive  goverment can bring about a cohesive society.', '👍👍👍👍👍', 'Thanks for being a great leader!', 'Thank you Sir i know i can always count on u and the government', 'Yes.It is very serious.', 'We returned a few weeks ago and were highly impressed by how Singapore are dealing with it all. So efficient', '❤️❤️', 'Thk Q Sir...Thk Q EveryOne..SgUnited..🙌🏻💗💪🏻...Listen Fllw  the right medical advises n precaution measures every now n then ..💞🙏', '❤️', '🙌', 'Sir, very proud of leaders like you who comes out to address and update the people about the latest developments. It is through moments like this when trust is built between the government and its people!💪🏻💪🏻💪🏻', 'Thank you Prime Minister Lee. This address gave me a feeling of reassurance. I really appreciate your message that we’re all in this together and each of us is playing an important role in slowing the spread and watching out for one another.', 'PM Lee, u can be a Youtuber!! 🤘😂', 'With much gratitude and respect 🙏', 'Thank you sir PM LHL.  Appreciate you keeping us updated & being so open & transparent . Wishing you & family good health & take care !', '👏', 'Thank you so very much PM Lee. So proud to be a singaporean', '👏👍Respect and salute', 'Proud to be Singaporean! With a good leader, clear communication and policies , we can win this battle together! Good lesson on humanity and humility! #sgunited #respect', 'What is telecommuting?', 'Thank you sir 👍🏻', '💪💪大家一起加油走出这阴霾的病毒💪💪', '❤️', 'Thank you sir 👍', 'My respects to you sir!', 'You are amazing! God bless Singapore!', '❤️👏', 'Well done Singapore 🇸🇬!! Proud to be Singaporean. Let’s stay united and overcome it! ☝🏻', 'Well done Singapore 🇸🇬 👏🏼', '👏🏻👏🏻 Thank you for the great leadership. Proud to be Singaporean #sgunited', '👍', 'Good job, PM! Keep up the great work!', 'Thank you Sir and pls take care ❤️', 'Singapore 加油加油哦', '❤️', 'We love you pm LEE', '❤️ #SGCLEAN #SGUNITED', 'Thank you PM Lee♥️ We’ll fight through this battle together💪 🇸🇬You look Handsome with Pink Shirt and Sweet Tie👍Take Care Sir🌹', 'Thank God I am Singaporean! Thank you PM Lee for the great leadership and your team! Indeed, ONE nation, ONE people, ONE Singapore! SGunited!', '🙏🙏🙏', '🇸🇬🇸🇬🇸🇬❤️❤️❤️💪💪💪', '👍🏻', '👏👏👏👏', 'My PM! 😍', 'Thank you PM Lee.You are one of the best Leader in the world🙏👍', 'When did Singapore ask for officer not to take salary for 3 months?', '👍', 'Thank you for the speech sir. It’s important to see our leaders on TOP of things and is seen to do everything within their power to handle situation together with its people. Well done 👏😢', 'Thank you PM Lee for being so calm, proactive and forward planning. It helps set the tone for the country.', '同样， ？,,% ，cm B,=,,🙌,,v', 'Tolong ditiru pak, sedikit aja pak @kemenkes_ri @jokowi 🙏', 'Thank you PM Lee for reassuring ur people during this time. I have full faith in what the SG govt is doing. #SGunited #togetherstronger', 'PM looks thin.', '早安。親愛的總理。\n我們新加坡🇸🇬人加油💪我啊能住在國外。\n我很驕傲新加坡真的很棒😘團結意志一定會打贏一場漂亮的病毒👀🌈🌈🌈🌈🌈🌈', 'PM Sir, so blessed to have you as our Leader. Felt safe & assured by your message. Please take care n stay safe and healthy. 🙏🙏🙏', '❤️👏👍', 'Really grateful for such government we have! Wise, responsible and caring.', '🇸🇬 Is very lucky and blessed to have you as our leader! The rest of the world should follow your footsteps!', 'Thanks you PM Lee for your honesty, transparency and foresight and infusing us with confidence and keeping us safe. #sgunited', 'SG United! ❤️ #sgunited', '👏', 'Thank you SG Govt for providing and taking care of us well. So much respect for everyone and you are a great leader.', '❤️', 'Thank you Mr. Prime Minister!', 'Other countries should follow what the  Singapore government has been doing. The government (the health care system) is gold standard in case detection. The transparent communications, support and guidance to all residents has been exceptional. I feel so lucky to be living here. Thank you.', '👍👏', 'Thank u government. Really appreciates the hard work n forward thinking', '😃👏👏', '❤️❤️❤️❤️', 'Majulah..', 'Thank you!!!', 'Thank you Sir.', 'Thank you PM sir for your hard work and commitment.', 'We stand together! Thank you Mr Lee n all Singaporean❤️', 'Super proud, Was concerned need to dig into national saving', '0', '@bunchybonj @memyselfandoi  @annejodlamour @irisbrowbeautysalon_silang  @kat_naturelover @howiehao55', '👍🏻👍🏻👍🏻👍🏻', ""Timely, transparent, assuring message much needed by a nation's leader! Looking forward to hear more about measures to support  business owners through this period when we seek to take care of our people as we serve our clients."", '👏👏👏👍', '👏👏👏🙏🙏🙏', '👍', '👍', 'Good Speech SG United Tq Pm Lee for being a great leader🙏 take care', 'Leading from the front...This is the kind of leadership the world badly need .  #NO SINGAPOREAN WILL BE LEFT BEHIND', 'Mr Lee pls take care of yourself !', 'Thank you PM Lee,🇸🇬新加坡加油❤️❤️❤️', 'Good Job Sir You The Very Best', '🙌', ""Thank you PM. Lee and Thank you to our front line Angel's. Proud to be a Singaporean.  Take care n be safe too."", '👏👏👏👍', '👍👍👍thnx . Good leadership.', 'Thank you Mr Lee. #sgunited', 'What a leadership role model! Please take care and rest well, PM Lee', '🇸🇬🇸🇬🇸🇬💪💪💪❤️', 'We are now an example to the others, thank you PM Lee! 💪🏻', 'Living in Italy 🇮🇹 and going through this lockdown period, my Italian friends asked why am l still so confident with the govt here, l told them l was brought up in Singapore🇸🇬where we trust our Govt totally and l would like to trust them here too! Thank you Mr Lee! Proud to be a Singaporean!!! 🙏🏻🌈❤️', 'Thank you Prime Minister. LSL. Great challenge to face and even better preparation...', '@aminamaryam', 'Hard work our P. M. Great of handling n explanation, care for our Singaporeans healthy lifestyle', 'Am so proud and fortunate to be a SINGAPOREAN ♥️', 'Thank you sir, respect', 'Thank you Mr.Lee your speech has given us the confidence to fight this Pandemic.. #SGUnited', 'Thank you Prime Minister - we trust you !', 'Thank you Prime Minister and team ! You guys take good care too !', 'Never prouder to be Singaporean.', '@leehsienloong Please take good care of yourself and family , we will fight this together . 🙏', '❤️', 'Time like this I am extremely proud to be a Singaporean. Because I know my country’s leaders are dependable and we can trust in them. Thank you for serving and leading Singapore with your peopl❤️', '@leehsienloong PM with clear vision ❤️❤️❤️', '新加坡加油💪from🇹🇼', 'Thank you sir. #SGUnited', 'Thank u,PM Lee! SG United 🇸🇬🙏', 'Thank you PM Lee!! Thankful to be in this nation 🙂', '💖💖💖🇸🇬', 'thank you.', '👏', 'Thank you, sir.', 'you are doing awesome so well, keep going, stay safe and take care', ""I'm senthil prabhakaran from tamilnadu,india.i worked in Singapore for four years and I believe that it is my father nation..Because it rises me from down to sky.now the country fighting against corona and i would like to join hands in the defeation of the virus..I believe that it is a repay to my father nation..I love lee and his beautiful sg..It can use me to save itself from this viral war..Thanking you.."", '🦁👍', 'thank you, PM Lee🙏 #SGunited 🙌', '👍👍👍👍👍', 'Sir ur the best', 'Thank you daddy lee 😍😍🙌🏻🙌🏻', '❤️', 'Thank you PM Lee, stay healthy too', 'Blessed to be 🇸🇬.', '❤️🇸🇬', 'Thank you PM Lee ❤️🙏🤗.I❤️ Singapore🇸🇬', 'Thank You Mr Lee ! We are with you on this!', 'Terima kasih banyak 🙏🏼', 'proud to be  working here in Singapore ...thank you for taking of US.....👍👍', '👍🏼', 'Thank you PM Lee for your leadership and for holding us together in tough times.', 'Best leader...👏👏👏', '❤️❤️ #sgunited', 'Thank you for the great leadership and the hardwork of our frontline health care workers! 🙏', 'SG United! Thank u pm💕', 'Hi sir.. singapore Employment Agent taking high charge and so many conditions for foreign worker... take action... thank you @leehsienloong', 'If F0 × 20 = F1 20', '♥️Thank you PM LEE SQ UNITED 💪💪💪', 'Thank you PM Lee. We trust your team and SG! 👏', 'Thank you, PM Lee & team!!! Our country is the safest place to be in!!!!', '👍❤️', '❤️❤️💪', '🙏🙏🙏❤️', 'Together we can 👍', 'Very good speech today 👍😀👌...it helps a lot to whole singapore people to fight #covid 2019', '❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'Thank PM Lee . SG United', '👏❤️❤️', '🙌', 'Well done PM.  We have fully confident in yr leadership . Thank you so much. 👏👏👏', 'Stay calm', '🙌', 'Thanks PM Lee', 'Loving the pink on pink look 💯', '👍', 'Thank you sir ! The way your team has been handling the entire situation is exemplary to the whole world!! I’m so proud!!! 💪 🇸🇬', 'Well said and stay safe sir. Thankful that I am in Singapore now and not any other countries.I am so proud of Singapore.', 'Thank you PM Lee n team who have been working day and night for our safety n wellbeing!! ❤️', '🇸🇬一起加油👍', '警惕❗️人传人！不聚集人群！人们外出戴口罩😷!!! 如果可以买到的话？谢谢！阿弥陀佛......🇸🇬平安！', 'Feel more safe after that #SGUnited', 'Thank you, PM Lee🙏❤️🙏', 'Thank you PM Lee. Thank you Singapore!', '🙏 Bravo Singapore !', 'SGUnited🇸🇬💪💪💪', '👏👏 Exemplary response Thank you PM Lee and all front workers', 'Keep through on and spirit... God bless Singapura...', 'You the best so proud of you ❤️', ""There's been like 40 new cases over the past few days..."", 'Well done!!!!!! 👍🏻👍🏻👍🏻👍🏻👏🏻👏🏻👏🏻👏🏻👏🏻', 'Best leader 💕', '👍🙏', 'Thank you ❤️', 'Thank you, PM Lee. I appreciate all your efforts, assurance and leadership especially in this current COVID-19 situation. I am proud to be a Singaporean because of leaders like you. May God bless and protect Singapore 🙏', 'Yes all of us are worried certainly. Assurance is certainly what we need now. Take care everyone and be safe.', '❤️', '❤️', 'Thank you 🙏', '🔥', 'Singapore has been doing an amazing job dealing with this 👍 definitely a positive example for the world', 'So proud to be a Singaporean. Thank you PM Lee! 😘', '👏👏👏', 'Thank you for your leadership PM. That was the best of all the best speeches 👏👏👏👏👏', '👏👏👏', '🙏🙏🙏🙏🙏', 'Well done 👍', 'Thank you PM Lee👍', 'Thank you *salute*', 'Singapore is safest place to be during this pandemic.', 'Thank you PM Lee and pls take care of urself as well even as u lead the country through these choppy period!', 'Thank you PM Lee! Proud to be Singaporean!', '🇸🇬', 'omg sir ur specs are so cute🤩', '👏🙏.', '🙌👏❤️', 'The transparent, clear and direct leadership we need 🙏', 'Thank you PM Lee, for showcasing SGunited at its best, and for reassuring us. We will overcome this, together. #sgunited', '👏👏👏😍Thank you PM Lee', 'Thank you PM Lee. Sad to say some companies have treated this as ""the new  normal"" and have called off bcp.', 'Thank you, Prime Minister for leading the way. 👏🏻', 'Thank you PM Lee. You looked very tired. Pls take care and rest well. Yes, we will continue to be #SGUnited ❤️', 'thank you!', '❤️', '👏👏👍', 'SG UNITED! We leave no one behind!', 'A big thank you to you and your team, and prayers for our government officials, staff and all Frontline workers. #SGUnited', 'PM Lee...Thank You for making us proud SINGAPOREANS! Our passports speak for us! We will be wz you thru thick and thin PM Lee!', 'Thank you for your leadership during such times of need.  We can indeed overcome this together.  Take care if your health too.  #sgunited', 'We are very worried about our friends and neighbors, perhaps a temporary transition to remote communication will reduce the spread of the virus. In Russia, they decided to conduct some events on the Internet. communication is very important, but it should be safe for everyone.', 'Thank you PM Lee and all others who have worked hard to protect all of us. Your efforts do not go unnoticed', '👏', 'Thanks sir I am in Cambodia now I love u', 'We are with you. Thanks to the government, agencies and most importantly, the healthcare frontliners. Great job you done.', 'We are with you PM Lee! #sgunited', 'Sir you really inspire and care👏👏👏', '👓', 'Thank you Sir🙏👍💪🏻🙏', '👏', 'Thank you Prime Minister ❤️', 'Well done from Australia. I am in awe of your prowess.', 'SG🙏❤️🌎', 'Thank you sir 🙏', '❤️❤️❤️', 'Sir, thank you for this speech and I do believe we can overcome when SG united. 👍👍👍 May I  know cases like  rich Indonesians  flew here despite they already knew infected with coronavirus,  how can we control so that our healthcare officers  not overloaded.', '❤️ Thank you PM Lee and team for working extra miles to ensure safety. We are blessed beyond measure to be Singapore citizen. Please take care of your health too.', 'Together SINGAPORE! 🇸🇬', 'Thank you for your leadership and transparency!', '🙏Thank you PM Lee !👏', '👏👏👏', ""I wish all Singaporean who get, COVID-19 get well soon ( Inshaa'allah) My Allah bless you all and get better soon,( Inshaa'allah) Aamiin thank you"", 'Thank You. We will make it happen as one family. SG UNITED 🙏', '❤️🙏🏽', '总理  这次的疫情真的是一场天灾， 幸亏有您及您的团队， 才这么快地把疫情控制住，不然情况会更糟。 您的工作也得到世界的认同 。总理 谢谢您对我们的照顾和关心。', '👏💪🏻👍', 'Best govt in the world 🙌', '✔️✔️', 'Hi Mr LEE thank yu appreciate', 'Thank you sir 🙏🏼', '❤️❤️❤️', 'Thank you Sir. The government has handled this phenomenally well. The fight still continues and you have our support.\nWe are thankful to the frontline staff at Hospitals, immigration and other checkpoints, contact tracing officials, etc, for their tireless effort to maintain this pandemic under control.\n#sgunited', 'We support you Pak 😇', 'Thank you Mr. PM. Will follow lead taken by government.', 'Thank U for the assurance. Greatly appreciate. Will continue to pray for our homeland and the whole world. God will put a stop immediately and restore us back to where we were before. Boost up our economy and also our relationships with the rest of the counties. Amen 🙏', 'Thank you Mr PM Lee for your hard work!!!', '❤️🙏', 'Singaporean are blessed.  Thank you PM Lee.', 'So much respect for the government and all its efforts. Such great leadership. So proud to be a Singaporean ❤️ A huge thank you to you, your team and the frontline workers working tirelessly to help the situation.', 'Feeling Grateful & Gracious🙏\nTogether You Can Do it 🇸🇬\n再接再厉❣️齐心护国❣️\n加油💖加油💝再加油😍', '❤️❤️❤️', '❤️👏', '💖', '😭', '杜绝病毒感染，人人有责，新加坡🇸🇬加油加油加油！ 💪💪💪🙏', 'My respects to you Sir 🙏', 'Vote SDP!', '🇸🇬🇸🇬🇸🇬', '🙌👏', '👍👍👍👍', '❤️', 'Baguus pak Lee! tetap tenang tapi waspada', 'Thank you, PM Lee! We’ll ride through this together 🇸🇬❤️', '👏👏 💪 SG United ! thank you PM Lee', 'Thank u!!', '❤️', '#sgunited @babablacksheep_eats 👍👍👍', '#SGUnited', '#sgunited 🇸🇬', '♥️🌷', 'Thank you for keeping us safe and we trust our Government 💓', 'PM Lee, thank you for giving us the confidence to fight this pandemic', 'Hats off', '👏👏', '🙌🙌🙌', 'I salute... personally experienced it . the front line health workers well done and the backend too .. well tracing !!', 'Good speech sir but that curtain gotta go😅', 'Let’s be #sgunited', '😍🙏', 'Thank you PM Lee \nSoap Ministry as an SME in Singapore 🇸🇬 can come this far and continue to grow , all because of our government support in so many ways . Even during in time of crisis , we trust our government that we can pull through together as one united people . We are so proud of our government, our country and as a citizen too .', 'Thank You PM Lee. Please take good care  of your health too. 🙏', 'Thank you PM Lee', '👏👏👏', 'YANG NGERASA KURUS , KURANG NAFSU MAKAN , CEK AKUN SAYA NANTI DIKASIH TIPSNYA 😍😍', '𝗬𝗔𝗡𝗚 𝗞𝗨𝗥𝗨𝗦 𝗖𝗘𝗞 𝗣𝗥𝗢𝗙𝗜𝗟𝗞𝗨 𝗞𝗔𝗟𝗢 𝗜𝗡𝗚𝗜𝗡 𝗚𝗘𝗠𝗨𝗞👈👈👈❤', 'THANK YOU PM LEE FOR THE REASSURANCE, TAKE CARE OF YOURSELF TOO', 'We’re blessed with a great government who takes care of their citizens and thinks way ahead in preparation.\n\nA big thanks to all our Health Care Professionals and our Government! 👌🏻', 'Thank you PM Lee!!! 🙌🏻', 'Thank you PM Lee. Please take care of yourself too! ~~ :)', ""PSLE is not cancelled, right? I've been preparing so hard for months, it would be a heartbreak if it's cancelled"", '#SGUnited Thank you for assurance & transparency. We can do it Singapore!', '👌👌👌👍', '💖👍👍👍👍', 'Thank you PM Lee ❤️🙏🏻', '#respect can we have more prime ministers like PM Lee! Bravo', '👏👏👏', '🙌🙌👏🙏🙏', 'thank you, prime minister, for handling the situation with such determination and confidence.', '#SGUnited 🇸🇬', 'Thank you Mr. Lee! Really appreciate the transparency amidst this chaos', '@leehsienloong thank you PM Lee, your reassurances and efforts are comforting in such an uncertain time. We appreciate it!', '新加坡加油💪🏻', 'Awesome 👏👍', 'Singapore continues to impress me :) being mindful with every aspect', 'SG United.... Proud to be Singaporean.. 😢', '❤️❤️❤️🙏', 'I have so much respect for a leader who can convey a logical well worded response. Thank you sir.', '🙋🏻\u200d♀️', 'Thank you, PM Lee. Such a superb and exemplary response from the Sg government. We can beat this crisis. #SGUnited', '👍🏻💪🏻🇸🇬😃', '👌🏽', '🙏🏾🙏🏾', 'Thanks for being a great leader, PM Lee. We can do it, Singapore! 🙌🏻🙌🏻🇸🇬', '😘😘😘😘', 'Best leader in the world']"
1,Lee Hsien Loong,2.27E+18,23/3/2020 9:06,leehsienloong,"Photo by Lee Hsien Loong on March 22, 2020. May be an image of 1 person.","I will be “meeting” Australian PM Scott Morrison (ScoMo) today via video conferencing for the 5th Singapore-Australia Leaders’ Meeting. Ahead of this meeting, I did a Skype interview with Greg Sheridan of @the.australian last week.

Greg asked me about a variety of issues, not only the current COVID-19 situation, but also China-US relations, the CPTPP, and climate change.

It was a pity we could not meet in person. But I am glad for the opportunity to remind our Australian friends that life still goes on, and we will adjust to the new norm. We are getting used to temperature checks, contact tracing forms, safe distancing rules, and frequent reminders to wash our hands. As long as we take the necessary precautions and remember to be socially responsible, we can get through this season together. – LHL

#SGUnited (MCI Photo by Chwee)","['👏👏👏Leader with Vision and Honesty 👏👏👏', 'PM LEE IS THE BEST 👏👏👏', '🙌', '👏👏👏👏👏🙏', 'Thanks all leaders for keeping Singapore safe. Stay healthy and safe! 💪🙏', 'You the best PM SO FAR. YOU ARE LIKE GOD TO ME. WE SINGAPORE N SINGAPOREANS CAN PULL OUT OF THIS COVET19', '🌍🌏🌎Mutual responsibility⋯⋯', '🙏🙏🙏👍👍👍', '❤️❤️', 'Thank You PM Lee.', ""We don't need social distancing between us :)"", '❤️', '👏👏👏', 'Better to meet online at a time like this', 'Good morning Sir,\nI am writing to you desperately regarding my DIL & 2 years old granddaughter travel together with a FDW to Bangkok on 9/3/20 to visit her parents,they are suppose to return on the 8/4/2020, unfortunately SQ977 was cancelled till mid May, therefore we managed to rebook after many days of calling the SQ ticketing office & was successful of getting their 3 return tickets back on 26/3/20, but the FDW application was rejected! I have been calling MOM hotline & every call was terminated after 20mins of waiting & have to start all over again...to no avail, I have to trouble you cos my daughter in law is 7-8 months expecting & due in May. Kindly help us in this matter urgently & we hope to have them back on 26/3/2020. If my helper is stranded in Bangkok, who is going to look after a pregnant & a 2 years old child. I am running out of time & unable to reach MOM as mentioned earlier on. Hope to have MOM approval today. Please assist Sir.\nYour truly & loyal citizen\nCindy Oh Bee Lan\nMobile : 82889968\nFDW: San Ei Hlaing\nG8596294P', 'I hope ScoMo will humble himself and learn from you Mr Lee', 'Thank you stay safe 👏👍', 'Human connections are being redefined.', '感谢您对人民的奉献.please stay in good healthy.❤️❤️', '👍👍', '❤️❤️❤️❤️❤️❤️', '😘👍🏼👏🏼🤲🏼💪🏼🇸🇬 🇸🇬 🇸🇬', '棒极了🌟帅气✋', '👏👍😘😍🙌❤️', 'May God bless you with good health always...Take good care,PM Lee❤️ 👏👏', '👏👏👏😂😂😂😂😂', 'Our pm lee is the best', '❤️', 'Sir, I m proud to call myself Singaporean n pls take care of yourself first before you can tackle other important issues moving forward. May God bless you with good health always.', '👏very good', '❤️❤️', 'It will be good to discuss to allow students to go back for the new Sem. My daughter had chosen not to come back becoz she does not want to miss the new Sem .. as she does not want to extend another year of her studies . As it is, guidelines for this Sem is so uncertain..', '❤️❤️', '@leehsienloong 😍', '💪', 'Amazing leadership!!!', 'Thanks for the updates. Take care my PM.', '@facesbysarah', 'Mantap pak Lee', 'Absolutely 🙏', '👏', '💪🇸🇬', '❤️', '❤️', 'Singularity is Near', '👍', 'Hello mınıster lee👍👍👍👍', '👍👍', '@leehsienloong currently stranded in Perth waiting for MOM to green light me (EP holder). Can you guys discuss that? ;-)', 'So near and yet so far !', '👏👏👏👏👏', '@wisetoof', 'Hi PM Lee, my son is studying dentistry in Adelaide and the school has closed for both online and clinic. My son and most of the Singaporean students are not able to come back because they were afraid the school may reopen but the borders still close. This may result in them unable to complete theirs studies. My son is in Year 3. Pls help to request to Australia Government to allow students to go back to continue their studies for those who choose to come back home now since there is no dates on when the clinic will reopen.', 'A conference call alone in a large room is a situation of autarky!', '👍', ""Yes I read PM Lee's conference call with Australia in the Business Times this morning and am very confident that together we can pull through this."", 'Thank you for keeping us so well informed 👏👏👏', 'Great!', 'Please give scotty a good lecture on how it is done!!!! And tell him that the school situation is under control in singapore because.....!!!!!! Not the way he is or isn’t, doing it', '❤️', 'A good relationship with other countries is exactly what we need right now 👏👏👏', '🙌', 'Hi PM Lee, your team is doing a good job in presenting clear information to the people on a daily basis. Noting that our key service industries (eg: hotels, SQ) are greatly impacted, please look into how the companies and Govt can fully utilise these human resource to assist ICA in areas like contact tracing. The service industry have many individuals gifted in communication and they can help to lift the strain on many Govt departments battling this virus. Let us fully utilise all our transferable skills to save our nation in this difficult time. We are all in this together, and we as a nation need to step up in order to stay alive.', 'Always thinking about Singapore first. Salute PM sir', '@serenetan.sg', '👍', '👏👏👏👏👏👏', '❤️❤️❤️', 'Bonne chance , PMLee 🇸🇬👏', '👍👏💪💝', 'Please tell our PM to close schools and non essential services. Our winter is coming!', '❤️', 'The world needs to learn from you! ❤️🇸🇬', 'STAY HOME. STOP THE SPREAD. SAVE LIVES！💐🇸🇬🙏🏻阿弥陀佛❤️', 'thanks to technology!', '❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', '💪💪💪', 'Dashing!', 'Big fan of ur sir, had the room been a little smaller imagine the energy u could have saved? Cheers 👏', 'So proud to be a Singaporean, so proud of the government management of the Covid 19', 'PM LHL, jiayou. On this understandably reflective day, may you embody the strengths of all who’ve come before you, but also draw upon the formidable strengths of your own that I fully believe in and have long come to trust and rely on. We’re in this together and with each passing day, I’m prouder than before that I’m Singaporean. “This is where I won’t be alone, for this is where I know it’s home.” SGUnited 💪❤️🇸🇬', 'Sir, we all love to have you meeting residents and stall holders, but please you need to keep the social distance too. You are not allowed to fall sick.', 'Office 👍', ""Good morning sir, Indonesia's COVID case is increased again and again in Indonesia especially in Jakarta..help us sir to fight COVID 19"", '👏👏👏', ""You have  render and share your method of way toward a hygienic way in which singapore's performance in prevention of cvid-19 virus from spreading. A  nation with peoples anticipate in united and share one way or anothers.👴👵👪❤️"", '👏🙌 PM Lee. Please give our prime minister honest and tough advice in managing this crisis on Aussie soils. Singapore is the gold standard in handling this situation! As a Singapore resident I am here in Australia adhering to the MOM advice to defer travel back to Singapore. Look forward to returning soon.', 'Mr Lee, thank you. \nMy son is an international student in Curtin University Perth. Please advise if we should get him to come back to Singapore, considering the Covid situation in Australia now.', '👏👏👍', '👍👍👍👍👍👍👍👍👍👍👍', '👍💝', 'Take care yourself and stay healthy', '👏👏👏❤️', '👍🏻', '👍', 'Sir, I reckon Skype is outdated. I’m sure there’s other cooler platforms you can use for the video conference with ScoMo. You are too cool for Skype. 😂', 'Blessed morning Sir! We can do it and we have to overcome it together 💪🏻', '😄👏🏾👏🏾', '💪💪💪', '👏👏👏', 'Best Leader !', '❤️❤️❤️', '#1!', '👋👋Mr Lee 👏👏👍👍 but do take care Lord bless n protect you 😊😊☘️☘️', '😊🙏... Really appreciate your efforts for Singapore during this time of COVID-19.', 'Well said PM Lee', '我可以唤您，李爺爺吗？', '👏👏👍', '敬仰崇拜您🙏🙏🙏', '👏👏👏', 'Good morning, sir🍑🍑🍑', 'Jiayou', 'Good Morning PM.', '@wahlows', '👍👍', '🙋🏻\u200d♀️', 'Good Morning Sir, have a nice day good working and progress meeting 💪👍👌', 'Good😍', 'Yes Sir..👏🏼🙏\nVery good morning to you..☺️', ""That's really good"", 'Climate Change...I am praying very hard on it even if I have to cry..', '👏', '👍, PmLee kee', '👍💪🇸🇬', 'Technology is indeed amazing💪🏻', '👍👍', '👍', '@__bryantngyx', 'Indonesia 🇮🇩 🤝 🇸🇬 Singapore 😷💪', 'Sehat selalu Pa PM ku 😍 God bless you', '👏', 'Keep healthy and working hard for your people Mr.  LHL... 😉', '👍👍']"
