,temp,text,time,comments,url,postid,
2,3.06E+15,"With the measures against COVID-19, we often have to stop for temperature screenings at office buildings and shopping centres. I was checked too, arriving at Parliament for the Budget 2020 speech on Tuesday!

During this period, we should take our own temperatures twice daily. National University of Singapore students and faculty have made it fun with their #thisismesg hashtag on Instagram. We owe it to those around us to be responsible, and seek treatment if we show symptoms. â€“ LHL

#SGUnited
#SingaporeTogether

(MCI Photo by Chwee)",20/2/2020 10:01,729,https://facebook.com/leehsienloong/posts/3061717893890896,30617178,93890890
2,3.06E+15,"This yearâ€™s Budget has extra significance. It provides critical support for Singaporeans and our economy as we deal with the COVID-19 outbreak.

We are able to do this because of our fiscal prudence and discipline over many years. Together, we have put aside enough to cope with a rainy day like this.

The Stabilisation and Support Package for workers and businesses will help tide them through the immediate term. The Care and Support Package will assure families and households. Meanwhile, we must continue to steward our resources and strengths, so that we are ready to grow again when the outbreak ends.

While we deal with this outbreak, let us continue to look out for one another, and keep building Singapore together.

You can find out more at the MOF Budget website: www.singaporebudget.gov.sg

â€“ LHL

#SGBudget2020

(DPM & Finance Minister Heng Swee Keat arriving at Parliament to present Budget 2020. / MCI Photo by Fyrol)",18/2/2020 17:46,461,https://facebook.com/leehsienloong/posts/3057722344290451,30577223,44290450
3,3.91E+15,"The COVID-19 outbreak in our migrant workers dorms took a tremendous combined effort â€“ by government agencies, healthcare workers, dorm operators, private sector organisations, and not least the workers themselves â€“ to bring under control. The situation is now stabilised and Iâ€™m happy to see that all our migrant workers are healthy and safe.

Today is International Migrants Day, an apt reminder to thank migrant workers for their contributions to our nation. You have endured a difficult period. As we enter Phase 3, more restrictions will be eased, and workers will be able to enjoy more communal activities. Workers will also be offered the vaccine, with more details to be announced.

We will continue to care for our migrant workers, just as we care for Singaporeans. Let us continue to work together to keep one another safe.

You can watch the greeting subtitled in other languages here: https://go.gov.sg/migrantsday2020
â€“ LHL",18/12/2020 11:01,655,https://facebook.com/leehsienloong/videos/245908486876618,39049950,56229830
3,3.63E+15,"Met the team from the Assurance, Care and Engagement (ACE) Group today. The ACE Group is a new division in the Singapore Ministry of Manpower. It takes over from the Inter-agency Task Force (ITF), which has been doing COVID-19 operations in the migrant worker dormitories since April.

I am grateful to the ACE and ITF teams for their hard work. They have been testing our migrant workers, plus delivering meals, providing medical care, keeping them safe and finally bringing the dorm outbreak well under control. It has been an enormous task, on a scale beyond what most Singaporeans are aware of.

We are now transitioning to a more permanent arrangement with ACE. The migrant workers are returning to work. We have to ensure that they can work safely, live safely, and rest safely, to prevent COVID-19 from coming back. We need support from employers, dorm operators, management, and non-government organisations. We also ask for the understanding of the migrant workers themselves, as we strive to keep them safe and well.

Thank you all once again for the good work! â€“ LHL

(MCI Photo by Lee Jia Wen)",14/9/2020 18:40,307,https://facebook.com/leehsienloong/posts/3626921174037229,36269211,74037220
3,3.35E+15,"Caught up with the different teams of the Inter-Agency Task Force in an e-meeting today. They have been very busy over the past several months, helping our migrant workers in the dorms during this COVID-19 pandemic.

We discussed their work so far, what comes next, and what we can tweak and improve. We have come a long way, and the migrant workers are now starting to go back to work.

Helping our migrant workers has demanded a multi-faceted approach, with teams from many agencies working together. They have deployed both high tech and the personal touch, and put in enormous efforts to tackle the problem.

It will take us a few more months to resolve the dorms issue. We have kept things under control, and will progressively bring things back up and running again. Thank you all, once again, and keep up the good work! â€“ LHL

(MCI Photos by Chwee and Lee Jia Wen)

Teo Chee Hean
Singapore Ministry of Manpower
Ministry of Defence, Singapore (MINDEF)
The Singapore Army
Singapore Police Force

#SGUnited",6/12/2020 22:14,347,https://facebook.com/leehsienloong/posts/3347227005339982,33472270,5339980
3,3.27E+15,"Hereâ€™s something to keep you occupied and entertained this Saturday. Local artist Lee Xin Li has created this delightfully detailed 360Â° illustration to pay homage to the ongoing efforts against COVID-19. Done in collaboration with Gov.sg, the illustration contains many uniquely Singaporean brands and mascots. Do take the time to carefully examine the drawing. Can you spot Singapore Tourism Boardâ€™s Merli and other hidden surprises?

Besides the everyday COVID-19 heroes in the illustration, Singaporeans from all walks of life are playing their part, supporting and encouraging others. The large number of cases among migrant workers has prompted an outpouring of offers of help. If you would like add your support, you can donate to the COVID-19 Migrant Support Coalition (CMSC) (https://rayofhope.sg/campaign/covid-19-migrant-support-coalition/) and SG United (http://www.sgunited.gov.sg/donate).

â€“ LHL

#SGUnited
#SingaporeTogether

Pok Pok & Away is with Shirley Lim and 4 others.
15 May 2020 at 10:32 Â·

It has been more than 30 days since the circuit breaker began. More than a month ago, I was still working at a studio, going to the hawker centre to have kopi-o-siu-dai and wanton mee with my studio-mate. Today, dining out is out, the playground is closed, and masking tape is everywhere for social-distancing measures.

It is a challenging time as we cope with the new norms that would likely persist beyond the circuit breaker. Most of us are staying at home. Working and learning form home and coping with it in our ways: cooking, music, art, yoga, writing or plenty of Studio Ghibli films. Some are going beyond by volunteering, promoting social awareness, raising charity funds to help the less fortunate, the migrant workers, and the elderly.

Behind the scenes, there is a whole system and team of people working to keep Singapore running so that we could stay at home, taking care of our loved ones and working with peace of mind: deliverymen who could bring a little comfort like mee chiang kueh from Ghim Moh or bubble tea. Supermarket workers who stock the shelves with pasta sauces or vegetables. On the front lines, medical personnel, the SAF and first-responders and volunteers are keeping our daily situation in check as the pandemic continues to develop globally.

This illustration is done in collaboration with Gov.sg
The work is a homage to the ongoing efforts against Covid-19 from people from all walks of life.

We are all in this together. Stay strong, stay healthy, stay sane and stay safe!

Here are some sources that you might be interested in:
- COVID-19 Chronicles from the NUS Yong Loo Lin School of Medicine featuring the works of local illustrators such as Illo by Anngee and Drewscape.
- Josef Lee : Turning to Art in Crisis : https://www.a-list.sg/turning-to-art-in-crisis-the-a-list/
- BooksActually has been conducting Live Chat sessions on IG with people from the creative industry as well.
- #SGUnited campaigns to help different communities: https://www.giving.sg/sgunited
- Resources for freelancers: https://ilostmygig.sg/
- https://www.thankyoudeliveryheroes.com/ by Kinetic Singapore
- To help and get information about local hawkers and F&B establishment:
https://www.facebook.com/groups/HawkersUnited2020
- The migrant worker community is one of the most affected groups in the COVID-19 situation: you can take part in some initiatives by the Transient Workers Count Too - TWC2 or Project Chulia Street
- Another initiative to help the migrant worker community is the CMSC (Covid-19 Migrant Support Coalition) through the Ray of Hope : https://rayofhope.sg/campaign/covid-19-migrant-support-coalition/

#SGUnited #CircuitBreaker #illustration #drawing #PokPokSingapore #SupportLocal #SingaporeIllustrators #ThankyouDeliveryHeroes",16/5/2020 15:45,273,https://facebook.com/leehsienloong/posts/3273204799408870,32732047,99408870
3,3.23E+15,"Itâ€™s a difficult time for our migrant workers. The majority are in isolation, and many are recovering from COVID-19. Quite a few are still working, to keep essential services running. If you would like to send them a message of support, WhatsApp your message to Love Translated â€” an initiative that will translate and forward your message along. I am sure your words will cheer them up.

Organisations, businesses, and individuals are also pitching in to help migrant workers. Singapore Ministry of Manpower is coordinating efforts to ensure efficient distribution of contributions and donations: https://go.gov.sg/faxemn

As itâ€™s still Labour Day, I am glad that the COVID-19 Support Grant has been extended to more workers whose livelihoods have been impacted. The start of applications has been pushed back to May 4 or 11, depending on your situation. More details here: http://go.gov.sg/CSG

I hope everyone is safe at home this Labour Day long weekend. â€“ LHL

#SGUnited

Love Translated
30 April 2020 at 06:00 Â·

Send some â¤ to our migrant workers, and we'll get it to them in their native languages. Let's show our workers that though they are in isolation, they are not alone!

How it works:
- Send us your name and well wishes via WhatsApp at 8-1-1-0-5-6-8-3 (8-1-1-0-L-O-V-E)
- Messages will be curated daily and translated into Bengali, Hindi, Tamil, Mandarin and Burmese
- Translated messages will then be disseminated to the respective communities via Facebook and WhatsApp

See what others have shared at lovetranslated.org or facebook.com/lovetranslated.",5/1/2020 20:46,226,https://facebook.com/leehsienloong/posts/3234962496566434,32349624,96566430
3,3.21E+15,"We are now two weeks into our circuit breaker. I will be giving an update on where we are now and what we need to do next at 5pm today on TV and radio. You can also watch it â€˜liveâ€™ here on my Facebook page.

This is an uncertain and worrying time for many of us, especially with the large number of cases in the migrant worker dorms. Our teams have been working hard to contain the spread of COVID-19 in the dorms, and look after the well-being of our migrant workers.

I urge everyone to persevere with the circuit breaker measures, and continue to help one another through this outbreak. â€“ LHL

#SGUnited
#SingaporeTogether

(MCI Photo by Fyrol)",21/4/2020 16:00,1544,https://facebook.com/leehsienloong/posts/3209669009095783,32096690,9095780
3,3.20E+15,"Glad that COVID-19 case #42, a Bangladeshi worker, has been moved into a general ward, after two long months in the ICU. His healthcare team have done a tremendous job, just as they have done with all their patients. Case #42 still has a long recovery journey ahead, but he is in good hands. His baby son was born last month while he was in ICU. I wish him a smooth recovery, and hope he will be reunited with his family soon.

Thanks to all the doctors, nurses, and healthcare workers for their selfless dedication to saving lives. I am grateful for all their hard work caring for their patients. They have been working under great pressure, and are doing a first-class job.

I am also heartened by how Singaporeans are stepping up to help. Sudesna Roy Chowdhury, an NUS Yong Loo Lin School of Medicine graduate, built a website in 8 hours to provide English-Bengali translation of common phrases for medical officers attending to Bangladeshi patients (https://go.gov.sg/5s87xs). Her sisters, both doctors, and parents pitched in to help. Her website is now being replicated into other languages.

The fight against COVID-19 cannot be won by any single individual. But through our collective efforts, Singapore will overcome this challenge. â€“ LHL

#SGUnited
#SingaporeTogether

STRAITSTIMES.COM
Coronavirus: Bangladeshi worker, whose wife gave birth to baby boy, out of ICU after more than 2 months",17/4/2020 16:48,1814,https://facebook.com/leehsienloong/posts/3199940353401982,31999403,53401980
3,3.20E+15,"Paid an â€œe-visitâ€ to the team at the Singapore Ministry of Manpower Services Center at Bendemeer Road and met the Interagency Task Force.

The task force brings together efforts across the Whole-of-Government to look after and treat migrant workers in this COVID-19 outbreak, especially those living in dormitories. Public officers from various agencies have been deployed to the dormitories to care for the workers. Not all speak the native languages of the foreign workers, so we are working with the ambassadors from the Migrant Workers' Centre who are migrant workers themselves. I was encouraged to learn that the workers recognise our collective efforts and are working with us.

On another front, our Safe Distancing Ambassadors have also been hard at work in the community. Many of us are practising new habits and keeping a safe distance. But quite a few have still not got used to this. Many Ambassadors are volunteers who care, and want to do something. We are grateful for their efforts and service.

I am grateful to the public officers quietly carrying out essential tasks under great pressure, and I am sure you will be too. I am glad private individuals and community groups are also doing their part. They are raising funds for foreign workers, sewing masks, and rendering help to the homeless. May the Singapore spirit shine brightly as we go through this difficult period together. â€“ LHL

#SGUnited
#SingaporeTogether

(MCI Photo by Zinkie Aw [top] and Lee Jia Wen [bottom])",16/4/2020 18:51,597,https://facebook.com/leehsienloong/posts/3197639756965375,31976397,56965370
3,3.20E+15,"Many of the recent COVID-19 cases are work permit holders living in dormitories.

On Tuesday, Minister Josephine Teo explained our three-pronged strategy to tackle the problem: Actively contain the spread of the disease, stop new clusters from forming, and separate out the workers in essential services.

We have deployed FAST teams (Forward Assurance Support Teams) in all the dorms to support the operation. We are deploying medical teams too, to look after the health and welfare of the workers.

Many ministries are working closely together to ensure the well-being of the workers, and help the sick ones to recover.

Foreign workers have helped us to build HDB towns, MRT lines, airports and ports. Some man midnight shifts in our factories. Others take care of our sick and elderly in hospitals and nursing homes. Hundreds of thousands of Singapore households depend on domestic workers from neighbouring countries.

We are grateful for their contributions, and for their understanding and cooperation as we tackle COVID-19. We will work with them, especially those living in the dorms, to see through this difficult period. â€“ LHL

#SGUnited

Josephine Teo is in Singapore.
16 April 2020 at 02:31 Â· Singapore Â·

THREE-PRONGED STRATEGY TO MANAGE COVID-19 SPREAD AT THE DORMITORIES

With the number of cases at the dormitories continuing to rise, our immediate priority for the workers in the dormitories is to help them stay healthy and minimise the number that gets infected.

Itâ€™s a huge responsibility, and we are mobilising resources across the whole of government to make it happen. Thatâ€™s why we have set up a Joint Interagency Taskforce to look at this.

What are we doing now to contain the spread?

We take a three-pronged strategy.

First, in the dormitories that have clusters, we will actively contain the spread. It means locking down these dormitories â€“ no more going in and out. Workers have to stay in their room as much as possible, minimise interactions with other workers. Meals are provided to avoid communal cooking. Those with communal toilets have scheduled, staggered shower times. We are also testing the workers, to identify and isolate the infected ones, and closely monitoring the health of the other workers.

Second, it is useful to note that not all the dormitories have clusters. Here, we aim to prevent clusters from forming. All those tested positive and their close contacts would already have been isolated separately. While these dormitories are not gazetted as isolation areas, we aim to apply the same measures for these dormitories â€“ so they are effectively on lockdown. Likewise, workers have to stay in the dormitories. Within the dormitories, we enforce strict safe distancing measures, which means no more cooking and freely mixing with friends from other housing units.

Third, across all 43 purpose-built dormitories, we have moved or separated out workers in essential services who are still needed by their employers for work; this is now about 7,000 of them. We put them in separate facilities so that they do not have to enter and leave the dormitories daily, or interact with the dormitory residents. To provide a higher level of assurance, medical screening was conducted to ensure that the workers did not have symptoms before moving into the alternative accommodation. In the meantime, while at the workplace, or travelling to work, they are required to also implement strict safe distancing. This includes wearing a mask at all times, not interacting with other workers at work, and eating meals alone. Like all Singaporeans, they will be required to remain in their residences after work. We hold the employers of these essential workers responsible to do their utmost to keep their workers safe, even as they go about their duties. We will do the same for essential service workers in factory-converted dormitories â€“ move them out, monitor them and screen them all. The moving out of workers from all the dormitories will help create more space for isolation facilities within the dormitories, so that we can house separately the workers who are unwell or are waiting for the results of their swab tests.

To implement this strategy effectively, there are three key enablers.

For all 43 purpose-built dormitories, we have deployed FAST teams that work round-the-clock to implement safe distancing measures on the ground. I visited some of the dormitories. The FAST teams â€“ comprising Singapore Armed Forces, Singapore Police Force and Singapore Ministry of Manpower officers â€“ understand their mission to take care of the workersâ€™ well-being. They sort out issues with food and cleanliness, keep in close touch with the workers and attend to their feedback. They are a great help to the dormitory operators. We will soon deploy roving FAST teams to also support employers or dorm operators at factory-converted dormitories.

The medical support at dormitories are also being stepped up progressively. These are supported by the Regional Healthcare Systems which deploy teams of doctors, nurses and technicians to the dorm. They tend to workers who are unwell, swab those who have ARI, manage the cases that need to be sent to other facilities, and assess if the workers are well enough to return back to their rooms. Their presence gives the workers great confidence. The medical teams will also work with the FAST teams to set up on-site isolation facilities. We now have medical posts set up at the gazetted dormitories, and aim to have medical touchpoints at all 43 purpose-built dormitories. Most Factory-converted dormitories are well supported by the national network of Public Health Preparedness Clinics (PHPCs) so the workers can also get timely medical attention.

The third key enabler is the dorm operators and employers. The more the dorm operators can handle the food and hygiene matters, the more the FAST teams can focus on effective safe distancing and tackle other issues. For example, expanding the isolation facilities on-site and helping workers remit money home. A big part of the workersâ€™ sense of well-being is to be able to continue to receive their salaries. This is where the employers have a duty to ensure that this is done in a timely manner.

For the strategy to be effective, there will be a lot of adjustments required of our workers living in the dormitories. They cannot go to work or meet their friends. We would have to help them adjust, to keep them safe and healthy.

Our foreign workers has contributed to the building of our country and economy. In these difficult times, we have a responsibility toward them and we will do everything we can to take care of them.

You may be interested in what precautions had been taken previously for foreign workers in dormitories, and why the cases have surged. Read more in the attached files. - Jo Teo

#SGUnited",16/4/2020 12:15,537,https://facebook.com/leehsienloong/posts/3197071080355576,31970710,80355570
3,3.18E+15,"We saw our largest daily number of COVID-19 cases so far yesterday. Many were from foreign worker dormitories. My message explains what we are doing to contain the spread in the dorms, and protect the health and welfare of the foreign workers. We will do our utmost to take care of them.

The number of cases outside the dorms also continues to rise. This is precisely why we needed the circuit breaker. We need everyone to take it very seriously â€” stay home and stop socialising with others. If we do not observe this strictly, all our inconvenience, pain and sacrifice will all be in vain.

In the video I also appeal to older Singaporeans to stay at home, for your own safety.

The next few weeks will be tough. We have to get through them before the sun will shine over us again. Till that day comes, please stay home. â€“ LHL

#StayhomeforSG
#SingaporeTogether
#SGUnited",4/10/2020 17:13,3448,https://facebook.com/leehsienloong/videos/297137724608393,31828535,15110660
3,3.17E+15,"Today, there is a large jump in the number of new cases, many of them linked to two foreign workersâ€™ dormitories. The two dorms have been gazetted as isolation areas and additional control measures have been implemented to reduce further transmission, to ensure the well-being of our foreign workers.

We are also continuing to see a rise in local transmitted cases. It is sobering news, but we had expected this possibility. It was one reason we decided to do the circuit breaker from Tuesday. With people staying away from workplaces, students on full home-based learning, and everyone following tighter safe distancing rules, the new cases should gradually slow down, and we should get into a better position.

But for the circuit breaker to be effective, everyone has to cooperate and comply with the restrictions. Please stay home. If you must go out, please practise safe distancing. And remember to maintain good personal hygiene. The health of us all depends on the actions of each of us. â€“ LHL

#SGUnited

STRAITSTIMES.COM
Record 120 new coronavirus cases in Singapore, 2 foreign worker dormitories gazetted as isolation areas",4/5/2020 20:04,746,https://facebook.com/leehsienloong/posts/3169549466441071,31695494,66441070
4,4.11E+15,"The fourth round of reusable mask distribution by Temasek Foundation starts from today, 1 March, till Sunday 14 March.

All Singapore residents can collect one free reusable mask each at the StayMasked vending machines island-wide. The new mask sizing is different from previous times, so do check your size carefully. The size S mask is only for children 8 years old and below, and only available at CCs, Plaza Singapura, and Temasek Shophouse.

There are sufficient stocks in all sizes, and ample time to collect the mask, so no need to rush down!

Visit https://stayprepared.sg/masks for more information.

Letâ€™s continue to stay safe! â€“ LHL

Temasek Foundation
1 March at 10:00 Â·

ðŸ˜· Collect your FREE mask from today till Sunday, 14 March.

âŒðŸ§ðŸ§â™‚ðŸ§â™€âŒ No need to rush as we have ample stocks available.

ðŸ“ Check your size before collecting. Sizing is different from previous free masks. For hygiene reasons, there will be no refund or exchanges after collection.

ðŸ“±Pre-order online after you have collected and tried on your free masks.

ðŸ‘‰ðŸ¼ Visit https://stayprepared.sg/masks for locations, sizing guide and more information.

#StayPrepared #StayMasked #StaySafe",3/1/2021 19:08,82,https://facebook.com/leehsienloong/posts/4111034238959251,41110342,38959250
4,4.06E+15,"Lee Hsien Loong added 4 new photos.
12 February at 17:43 Â·

Visited the Singapore Airlines Cabin Crew Control Centre at Changi Airport T3 and Changi General Hospital this morning, to bring festive cheer and thank their teams for keeping Singapore going, not just today on Chinese New Year, but every single day of the year.

Healthcare and aviation have had a tough year because of COVID-19. As we celebrate the festive season (safely) with our families and friends, let us remember to thank workers â€“ from frontline and essential services, to transport and retail, and many more â€“ whose hard work allows so many others to enjoy the holiday. Wishing everyone good health and contentment in the year ahead!

ç¥å¤§å®¶æ–°å¹´å¿«ä¹ï¼Œå¹¸ç¦å®‰åº·ï¼ â€“ LHL",2/12/2021 17:43,258,https://facebook.com/leehsienloong/posts/4058018974260778,40580189,74260770
4,4.02E+15,"Just over a year ago, I attended the annual World Economic Forum Meeting in snowy Davos. The participants were just beginning to hear about a mysterious new virus then known as 2019-nCoV.

The world has changed beyond imagining since then. Economies around the world have been ravaged by border closures and lockdowns. Countries have experienced second and third waves of infection, and new variants of the virus are emerging. Meanwhile, other long-term challenges remain, like climate change, which is accelerating dangerously.

Global cooperation to tackle shared challenges has never been more critical. Forums such as the WEF not only promote dialogue, but bring together leaders from small and large countries, industry, and civil society.

I look forward to meeting these leaders in person at the WEF meeting here in Singapore in May. Let us build upon the discussions at this Davos Agenda Week and forge a new path forward.

You can watch my address and dialogue here: https://www.weforum.org/events/the-davos-agenda-2021/sessions/davos-agenda-special-address-by-g20-member-head-of-state-government

â€“ LHL

#wef2021
#DavosAgenda

(MCI Photo by Lee Jiawen)",29/1/2021 19:01,229,https://facebook.com/leehsienloong/posts/4020579784671364,40205797,84671360
4,4.02E+15,"PM Lee gave a live address and dialogue at the World Economic Forum Davos Agenda Week Special Address on the State of the World. He spoke about the impact of COVID-19 on the region and the need for greater global collaboration to tackle urgent shared challenges.

#wef2021
#DavosAgenda

World Economic Forum was live.
29 January at 15:26 Â·

Special Address by Lee Hsien Loong, Prime Minister of Singapore",29/1/2021 15:30,54,https://facebook.com/leehsienloong/posts/4020206604708682,40202066,4708680
4,3.95E+15,"Took the Antigen Rapid Test (ART) for COVID-19 before attending Parliament this afternoon. It was quick and painless.

During Phase 3, such testing will become a regular occurrence. This will allow infectious cases to be quickly identified (particularly asymptomatic cases), isolated and treated. Then we can keep the community safe, and life and work can continue more normally. â€“ LHL

(PMO Video by Alex Qiu)

Ministry of Health, Singapore
Health Promotion Board, Singapore",1/5/2021 21:01,677,https://facebook.com/leehsienloong/posts/3952000121529331,39520001,21529330
4,3.94E+15,"2021 brings hope that the darkest days of 2020 are behind us. That we are in a good situation now, and able to gather and celebrate the start of the new year in small groups, is the result of enormous effort and sacrifice.

Just as we have come together to overcome the defining crisis for this generation, so too we must stay together to rebuild better and stronger. A new generation has shown we have what it takes to make our small island nation survive and succeed, but the fight against COVID-19 is not yet won. In the months and years ahead, we will face new and unexpected hurdles. Things may happen that force us to change our plans. But so long as we stay together as one Singapore, I am confident we will blaze a path forward.

Happy New Year, Singapore! Stay safe, and stay strong. You can read my New Year Message for 2021 at the link below. â€“ LHL

PMO.GOV.SG
2021 New Year Message by PM Lee Hsien Loong",31/12/2020 19:10,1209,https://facebook.com/leehsienloong/posts/3938809996181677,39388099,96181670
4,3.92E+15,"2020 has been a difficult year for Singapore and the world. COVID-19 continues to defy global efforts to overcome it. Grateful that we can be with our loved ones this season. Our thoughts too for those who have lost family and friends.

I hope you will find your own way to celebrate Christmas meaningfully and safely, and to give thanks for all the blessings youâ€™ve experienced this year.

A Very Merry Christmas to all! â€“ LHL

(Christmas decorations at the Botanic Gardens. Glad to see NParks keeping the Christmas spirit alive even during trying times! / Photo by me)",25/12/2020 9:04,1338,https://facebook.com/leehsienloong/posts/3923115471084463,39231154,71084460
4,3.92E+15,"The COVID-19 pandemic has taken its toll on the economy, with some industries hit harder than others.

Watch how a fresh graduate, an experienced mid-career individual, and a worried businessman worked together with Workforce Singapore - WSG to bounce back from these uncertain times.

We may not save every job, but weâ€™ll do our best to save as many as we can. For workers who still lose their jobs, we will support you to find new work. Learn more about WSGâ€™s programmes and services to help both jobseekers and enterprises get back on track here: https://go.gov.sg/wsgvoicesthatcare. â€“ LHL

YOUTUBE.COM
Voices That Care",23/12/2020 21:53,131,https://facebook.com/leehsienloong/posts/3919380568124620,39193805,68124620
4,3.90E+15,"Congratulations to all who collected your â€˜Nâ€™ Level results today! Itâ€™s been a difficult year due to COVID-19, so take pride that youâ€™ve cleared an important milestone.

Many of you are still early in your education journey and have many options to choose from. Do take the time to see what suits you best. Whatever your next steps may be, keep your eyes on the goal and continue to do your best! â€“ LHL

(Release of 2020 â€˜Nâ€™ Level results at Yio Chu Kang Secondary School. / MCI Photo by Terence Tan)",17/12/2020 18:01,136,https://facebook.com/leehsienloong/posts/3902981149764562,39029811,49764560
4,3.89E+15,"Itâ€™s been some time since my last address on COVID-19. I will be doing it again tomorrow, to update everyone on the current situation and the outlook for next year. The Co-Chairs of the Ministerial Task Force will hold a press conference immediately after.

My speech will be livestreamed on my Facebook Page at 5pm on Monday, 14 December. You can also catch it live on Mediacorp TV channels and radio. Do tune in!

But please stay calm â€“ no need to stock up on anything! â€“ LHL

(MCI Photo by Lee Jia Wen)",13/12/2020 16:00,643,https://facebook.com/leehsienloong/posts/3892179707511373,38921797,7511370
4,3.88E+15,"""This Christmas should not be the last one for Grandpa and Grandma."" Addressing the German Parliament, Chancellor Angela Merkel made an impassioned plea to her people to adhere to tougher restrictions to stem the rising tide of COVID-19 infections in the country.

In Singapore, the number of new cases has stayed low, but we must not let our guard down. The battle is far from over. We must all continue to do our part and stay vigilant. We must not let our hard won successes slip away. â€“ LHL

DW News is in Berlin, Germany.
9 December 2020 at 18:43 Â· Berlin, Germany Â·

""I really am sorry, from the bottom of my heart. But if the price we pay is 590 deaths a day, then that is unacceptable.""

In an unusually emotional speech, Chancellor Merkel appealed to Germans to follow coronavirus restrictions ahead of Christmas.",12/10/2020 12:31,88,https://facebook.com/leehsienloong/posts/3883833438346000,38838334,38346000
4,3.88E+15,"COVID-19 has forced traditional businesses to come up with new ways of operating. Even Santa Claus faces this problem.

Children can no longer queue in shopping malls to whisper their secret wishes to Santa. But enterprising Santas have gone digital and turned to video conferencing to continue bringing joy to children.

Many of these virtual Santas are older persons. They have upgraded their digital skills to do their jobs. It gives a new meaning to â€˜zoomingâ€™ from home to home!

Happy to see the indomitable human spirit that is keeping Christmas magic alive. â€“ LHL

EDITION.CNN.COM
'Parents are desperate.' Zoom Santas are cashing in",12/9/2020 11:00,125,https://facebook.com/leehsienloong/posts/3881008361961841,38810083,61961840
4,3.87E+15,"Was saddened to learn of the passing of former French President Giscard d'Estaing yesterday from complications due to COVID-19.

Mr Giscard dâ€™Estaing, who was president of France from 1974 to 1981, played a huge role in the modernisation of French society and was a proponent of European integration â€“ laying the groundwork for the euro single currency. MM Lee Kuan Yew was also his guest on several occasions when he visited France.

After retiring from politics, he served on Franceâ€™s Constitutional Council. His literary accomplishments earned him a chair in the prestigious French Academy.

I met him once at a conference in Taipei, after he retired. I found him very knowledgeable about Chinese culture and history. He could even speak some Chinese!

France has lost a great statesman. My deepest condolences to his wife and his family during their time of grief. â€“ LHL

(Photo courtesy of SPH)",12/3/2020 20:26,189,https://facebook.com/leehsienloong/posts/3865596133503064,38655961,33503060
4,3.86E+15,"Nearly every country and government found the early days of the pandemic an enormous challenge. Little was known about COVID-19 and how it spread. Guidelines which seemed reasonable at the time proved not enough to contain the COVID-19 virus, which we now know to be much more infectious than SARS was.

This article paints a vivid picture of how these factors contributed to the diseaseâ€™s rapid spread in one Italian province. These are also valuable and important lessons to learn, so that we donâ€™t get caught out by a resurgence of COVID-19, or another future new virus.

Singapore learned a great deal from the SARS outbreak, and we will learn from COVID-19. All countries must heed these lessons as well, so that we will be better prepared the next time. â€“ LHL

STRAITSTIMES.COM
The lost days that made Italy's Bergamo a coronavirus tragedy",12/2/2020 11:06,132,https://facebook.com/leehsienloong/posts/3861725927223418,38617259,27223410
4,3.86E+15,"The third round of reusable mask distribution by Temasek Foundation started today. The new masks can be rewashed up to 50 times while retaining the antimicrobial performance. You should be familiar with the collection process by now â€“ just bring your NRIC or government-issued ID with a barcode to the vending machines at your RCs, CCs or bus interchanges. Four sizes are available, so make sure you pick the right size. Do note that the size S masks can only be collected at CCs, Plaza Singapura, and Temasek Shophouse.

A gentle reminder â€“ there is no need to rush! There is enough stock for everyone and you have up till 13 Dec to collect yours. ðŸ˜·

More details here: https://mask.stayprepared.sg/

â€“ LHL

Temasek Foundation
28 November 2020 at 12:00 Â·

Here's all that you need to know about this latest mask collection.

3ï¸âƒ£0ï¸âƒ£ November, 10am: Collection of new masks starts.
âŒðŸƒðŸ»â€â™€ï¸ There's no need to rush as there are ample stocks for everyone!
ðŸ“ðŸ§‘ðŸ» Take your measurement and know your mask size before collecting.
ðŸ˜·ðŸ§’ðŸ¾ Free size S masks are only for children aged 8 and younger.
ðŸ˜·ðŸ« Size S masks are available at CCs, Plaza Singapura and Temasek Shophouse only.
1ï¸âƒ£3ï¸âƒ£ December: End of collection.",30/11/2020 16:40,166,https://facebook.com/leehsienloong/posts/3856596694403008,38565966,94403000
4,3.85E+15,"It has been a tough and tumultuous year, with the COVID-19 pandemic wreaking havoc on our lives, livelihoods and established norms. Weâ€™ve had to change and adapt to new norms such as social distancing, temperature taking, mask wearing, and using TraceTogether. But I am heartened that Singaporeans, young and old, have stepped up to the challenge. Not just to reinvent themselves, but also to help others less fortunate and vulnerable. In previous crises, each time we were tested we survived, and actually came back stronger. So I am confident that this time too we will emerge stronger, and more resilient and united. The little red dot will shine on!

#SGUnited

(The Singapore skyline seen from the SuperTree Observatory at Gardens by the Bay. / Photo by me)",27/11/2020 12:26,297,https://facebook.com/leehsienloong/posts/3847632815299396,38476331,11966030
