,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
974,1216,To force people eat the 5% co-payment on renewal is utter bs moolala wrote: knn then pay so much for insurance for what?,3/10/21,0.1,0.6,0.06,0.94,0.0,-0.1027,anger
976,1218,Not happy can don't need to renew or go somewhere else.,3/10/21,-0.4,1.0,0.231,0.769,0.0,-0.4585,joy
983,1225,"It wouldn't be illegal for them but it would be unethical, immoral, and scandalous of course.",3/10/21,-0.5,0.5,0.483,0.444,0.073,-0.9199,anger
993,1239,my only advice is buy while you are still healthy and that no insurance companies will reject you yet.,3/10/21,0.25,0.75,0.208,0.678,0.114,-0.296,neutral
998,1244,"The cap is at $3K per year anyway ... so if you do have any serious illness, co-pay up to $3K per year in exchange for a $200K surgery at a private hospital is nothing.",3/10/21,-0.16666666666666666,0.5208333333333333,0.114,0.886,0.0,-0.4588,anger
1005,1277,leaving_footsteps wrote: There is this nagging suspicion that we will end up paying more regardless.,3/11/21,0.5,0.5,0.306,0.694,0.0,-0.6932,neutral
1016,1288,A senior minister says the token only use for COVID19 tracing but end up the data collected can be use for crime tracing.,2/11/21,0.0,1.0,0.184,0.816,0.0,-0.6956,anger
1017,1289,Then come says we will come out with law only use for serious crime cases.,2/11/21,-0.16666666666666666,0.8333333333333333,0.27,0.73,0.0,-0.5859,neutral
1018,1290,"As far as I know, they can cancel this crime tracing just by an act of parliment.",2/11/21,0.1,1.0,0.304,0.696,0.0,-0.729,fear
1052,1330,"Underemployment wrote: ... whole day is just keep whining why SIA post them here, so stupid to plant them in my company and can\x92t wait to return to flying ...",2/11/21,-0.29999999999999993,0.7,0.183,0.817,0.0,-0.7404,anger
1057,1335,"I am willing to take those retrenched, but take in those still waiting to fly again is waste everybody\x92s time.",2/11/21,0.2833333333333334,0.5499999999999999,0.171,0.829,0.0,-0.5719,fear
1090,1375,"But when reheat at home, and ownself feed own self while looking at old hag ugly wife, the taste is going to be lousy.",2/8/21,-0.125,0.675,0.236,0.764,0.0,-0.7783,joy
1120,1405,"The reduction arose from the significant amount of government support provided during the COVID-19 crisis last year, especially for households staying in the smaller HDB flats, the DOS said.",2/8/21,0.09375,0.6104166666666666,0.118,0.751,0.13,-0.1531,fear
1138,1423,"""This can be attributed to the significant amount of government support provided during the COVID-19 crisis in 2020, especially for households staying in the smaller HDB flats,"" said DOS in a media release.",2/8/21,0.125,0.7916666666666666,0.109,0.771,0.12,-0.1531,anger
1148,1434,"""This can be attributed to the significant amount of government support provided during the Covid-19 crisis in 2020, especially for households staying in the smaller Housing Board flats,"" said the DOS in a statement.",2/8/21,0.125,0.7916666666666666,0.106,0.777,0.117,-0.1531,anger
1173,1471,"This was double the number of workers that were hired in its inaugural month in September alone, said the Ministry of Manpower (MOM) on Monday (Feb 8).",2/8/21,0.25,0.5,0.071,0.883,0.046,-0.1779,anger
1176,1474,"Worst part is, think about how many of them become new citizens/pr, yet the number still keep increasing Sultana wrote: If sinkies get the backroom routine support jobs as these aliens, sinkies will be able to pay the same taxes.",9/12/20,0.02727272727272727,0.5409090909090909,0.121,0.791,0.088,-0.3612,anger
1181,1479,"16 years ago when LHL's administration started his FT policy in 2004, the claims was that no Singaporeans had those high level skills to be paid high salary.",9/12/20,0.16,0.5399999999999999,0.075,0.925,0.0,-0.296,anger
1200,1509,"The consequences are employers have to employ them as PMETs to justify the high pay, some of which with dubious qualifications from home countries.",9/12/20,0.16,0.5399999999999999,0.151,0.849,0.0,-0.4404,sadness
1202,1511,The sad part is we ended up helping to develop the SP & EP holders as they hold PMETs positions.,9/12/20,-0.5,1.0,0.139,0.762,0.099,-0.2263,sadness
1234,1566,"SG is still toying with 1960 era tech based F15, and boastimg it to be a world cutting edge weapon,  hummm....even F35 is a 1980 based tech only.",10/2/20,-0.3,0.95,0.134,0.866,0.0,-0.4019,fear
1250,1593,"danguard wrote: We can speak with our votes If they still in means more people believe than not believe them I guess I no longer believe in using votes because the truth is, ordinary citizens don't know or don't care what's happening.",2/7/21,0.125,0.5,0.109,0.838,0.052,-0.367,anger
1254,1597,"blasterlord2 wrote: I no longer believe in using votes because the truth is, ordinary citizens don't know or don't care what's happening.",2/7/21,-0.25,0.5,0.192,0.716,0.092,-0.367,anger
1284,1630,"This is Pappies govt for u. Legalised nepotism and corruption, using all sorts of lame reasons to justify paying themselves huge salaries, but refuse to take ANY blame or responsibilities when they screw up.",2/7/21,-0.04999999999999996,0.825,0.235,0.724,0.041,-0.775,anger
1287,1639,"There are serious gaps to be filled when talking about how to pay a minister, or even senior government officials, their salaries.",2/7/21,0.033333333333333354,0.7833333333333333,0.124,0.876,0.0,-0.1779,anger
1295,1647,Then the companies set up vies in Bermuda or whatever and reduce the tax they pay in sg to as near 0 as possible.,30/8/20,0.05,0.7,0.06,0.94,0.0,-0.1027,fear
1298,1650,"They should give businesses loans, not free money.",30/8/20,-0.2,0.8,0.278,0.722,0.0,-0.4023,anger
1316,1669,"bluecutie wrote: They should give businesses loans, not free money.",30/8/20,-0.2,0.8,0.231,0.769,0.0,-0.4023,anger
1377,1780,This is a wrong mentality to begin with,30/8/20,-0.5,0.9,0.341,0.659,0.0,-0.4767,anger
1387,1806,"Citizens and businesses need to pivot to viable industries these 1-2 years, subsidising zombie companies is not good use of tax payers monies Sent from \u80a5\u80a5\u6c38\u8fdc\u4e00\u4eba@\u5df4\u5766 using GAGT",30/8/20,-0.35,0.6000000000000001,0.082,0.918,0.0,-0.3412,fear
1435,1881,"When a lady lay on the table provocatively, the robber shouted at her: \x93Please be civilized!",30/8/20,0.5,0.9,0.218,0.782,0.0,-0.5983,anger
1447,1893,The robbers were very angry and complained: \x93We risked our lives and only took $20 million.,30/8/20,-0.31666666666666665,0.7333333333333334,0.394,0.606,0.0,-0.8155,anger
1459,1907,@concorrection @stallsmith16 @KiachaDeDodo @realDonaldTrump him talking all those crap wouldnt make a difference.,6/10/20,-0.8,0.8,0.191,0.809,0.0,-0.3818,fear
1465,1913,how comes they wanna hire in such a difficult time.,4/8/20,-0.25,0.75,0.238,0.762,0.0,-0.3612,fear
1473,1921,"This outbreak could give bad impact to people’s,Economy.",30/1/20,-0.6999999999999998,0.6666666666666666,0.333,0.667,0.0,-0.5423,anger
1487,1935,Will these 11 themes be effective and sustainable to address the crisis which we have gone through the past year?,9/3/21,0.175,0.525,0.163,0.714,0.123,-0.25,sadness
1495,1943,Why are you not creatively looking at how we can be self reliant?,9/3/21,-0.25,1.0,0.144,0.753,0.103,-0.1556,neutral
1499,1947,Then the government got resources to help the poor... No poor.,9/3/21,-0.1,0.6,0.331,0.5,0.169,-0.3818,anger
1509,1960,A potential unemployment insurance scheme could base its premium on policyholders' declared monthly income.,8/3/21,-0.4,1.0,0.195,0.805,0.0,-0.4404,neutral
1512,1963,"As the economy transforms and the employment landscape goes through structural changes, I believe more people will go through periods of unemployment during their career.",8/3/21,0.5,0.5,0.112,0.888,0.0,-0.4404,joy
1515,1966,govn cant just concentrate on helping the poor.,6/3/21,-0.4,0.6,0.274,0.531,0.195,-0.2263,anger
1525,1976,Singapore should discourage car ownership further by reducing supply of car only COE drastically.,4/3/21,0.0,0.75,0.177,0.823,0.0,-0.4215,fear
1544,1995,It is a vicious circle.,26/2/21,-1.0,1.0,0.455,0.545,0.0,-0.3612,neutral
1551,2002,Reduce Minister salary at once don’t give us lame excuses about this and that set an example before you increase the price.,27/2/21,-0.5,0.75,0.112,0.797,0.092,-0.128,anger
1557,2008,"Under this meritocracy system, if you are poor it means you did not work, did not contribute k Or you are lazy.",27/2/21,-0.325,0.8,0.222,0.714,0.063,-0.6124,neutral
1559,2010,"This System of GST, is to tax ALL to feed the lazy  Anybody can use the excuse i cannot find job.",27/2/21,-0.15,0.525,0.115,0.826,0.06,-0.296,sadness
1591,2042,"For those who have been criticising against those who have not agreed with the government, it goes to show they are the end product of the education system where we can see their intelligent as they are educated to become donkeys to just look at carrots and pick up crumbs.",27/2/21,0.8,0.9,0.083,0.862,0.055,-0.1316,anger
1598,2058,Is a vicious cycle.,16/2/21,-1.0,1.0,0.556,0.444,0.0,-0.3612,fear
1607,2067,"Now, increase in petrol = discourage drivers from driving more often.",16/2/21,0.5,0.5,0.214,0.611,0.176,-0.128,fear
1623,2083,"The Singapore Government has completely overreacted to a virus with 99.95% survival rate, while causing massive damage to the economy, jobs, and businesses here.",16/2/21,0.05,0.7,0.228,0.772,0.0,-0.7346,fear
1629,2089,"Buy more, pay more.",16/2/21,0.5,0.5,0.361,0.639,0.0,-0.1761,neutral
1644,2104,"So this means if I order from some specialty shops which doesn't make significant sales here in sg, then I am not subjected to this bloody new tax 😉👍",16/2/21,-0.09621212121212123,0.7431818181818182,0.166,0.834,0.0,-0.6081,sadness
1648,2108,"Don’t be mistaken, there will always be price competition, be it online or offline, at least this provides fair game, and we can all do our part as citizens and residents.",17/2/21,-1.850371707708594e-17,0.5666666666666668,0.117,0.816,0.067,-0.1779,neutral
1655,2115,"Right now in covid tough time, with petrol tax up 23% inflation wl set in.",19/2/21,-0.0515873015873016,0.6845238095238095,0.097,0.903,0.0,-0.128,sadness
1657,2117,Wl be fast n furious.,19/2/21,0.2,0.6,0.552,0.448,0.0,-0.5719,anger
1668,2128,It is very stupid to think that only drivers and car owners affected.,16/2/21,-0.5,1.0,0.325,0.675,0.0,-0.6478,anger
1680,2140,It is wrong to increase petrol price at this time.,17/2/21,-0.5,0.9,0.231,0.597,0.172,-0.2023,anger
1694,2154,End day most will lose of course.,16/2/21,0.5,0.5,0.332,0.668,0.0,-0.4549,neutral
1698,2158,"In a world where every country is running huge deficits and deeply mired in debt trying to fight the pandemic, spending in attempts to future proof the country and its people is an absolute necessity.",15/2/21,0.15000000000000002,0.58125,0.139,0.802,0.059,-0.4703,fear
1700,2160,"We may not be able to see perfect distribution from rich to poor in terms of wealth, but we can ensure that more than asymetric distribution of skills and knowledge to the poor and disadvantaged, which will eventually narrow the gap in terms of social gulf.",15/2/21,0.1760416666666667,0.5677083333333334,0.166,0.662,0.172,-0.1531,sadness
1715,2177,Fake news.,12/2/21,-0.5,1.0,0.756,0.244,0.0,-0.4767,neutral
1719,2181,Extremely stupid to use housing as a factor.,12/2/21,-0.7999999999999999,1.0,0.381,0.619,0.0,-0.5709,anger
1723,2185,And the wife has her own food stall.,11/2/21,0.6,1.0,0.205,0.795,0.0,-0.2023,joy
1727,2189,This is FAKE NEWS!!!,11/2/21,-0.9765625,1.0,0.611,0.389,0.0,-0.6917,anger
1750,2215,The economy is really bad and there are NO JOBS!,6/2/21,-0.8749999999999998,0.6666666666666666,0.467,0.533,0.0,-0.7916,neutral
1753,2222,Doing the wrong way .,6/2/21,-0.5,0.9,0.508,0.492,0.0,-0.4767,fear
1775,2259,Very confusing 🤷🏻‍♂️?,5/2/21,-0.39,0.52,0.523,0.477,0.0,-0.2944,sadness
1779,2263,Seriously?,28/1/21,-0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,-0.1779,neutral
1782,2266,Be serious!,28/1/21,-0.41666666666666663,0.6666666666666666,0.614,0.386,0.0,-0.1511,anger
1793,2278,The ONLY benefit I could see so far is the reduction in severe illness.,30/1/21,0.05,1.0,0.29,0.546,0.164,-0.3182,fear
1803,2288,I don’t want all the heavy vehicles to keep hogging the petrol station as it is a disaster waiting to happen.,25/9/20,-0.2,0.5,0.183,0.759,0.058,-0.5859,anger
1817,2302,Scare open never buy.,14/6/20,0.0,0.5,0.516,0.484,0.0,-0.4939,fear
1825,2310,Tomorrow the local Mandarin radio station 958 will 100% be full of complaints from angry aunties and uncles shooting the government again.,14/6/20,-0.05000000000000001,0.5166666666666667,0.231,0.769,0.0,-0.7184,anger
1835,2320,"How about releasing our hard earned money to use during this crisis, 10% of our CPF money.",26/5/20,-0.2916666666666667,0.5416666666666666,0.295,0.705,0.0,-0.7411,anger
1838,2323,Their testing capacity isn’t robust enough to pick up the infected cases.. the pandemic in the world biggest slums Dharavi and Sion hospital in Mumbai is like in a horror movies now.,25/5/20,0.0,0.5,0.178,0.696,0.126,-0.4588,fear
1840,2325,So that government dont think like an ordinary person's lifestyle but in a bigger perspective to be a source of help in bad times to the nation.,26/3/20,-0.3166666666666666,0.5555555555555555,0.198,0.691,0.111,-0.4127,fear
1841,2326,Whatever  the government does people just not happy and appreciative because they think inside the box of thier own comfort zone.,26/3/20,0.26666666666666666,0.9666666666666667,0.224,0.681,0.095,-0.5302,joy
1842,2327,Lets not condemn the government but lets co operate and work together at this very bad pandemic time.,26/3/20,-0.9099999999999998,0.8666666666666667,0.228,0.702,0.07,-0.6806,sadness
1847,2332,"At this most difficult time government have to hold all this charges, after all they have made billions all this years.",23/3/20,0.0,0.75,0.214,0.786,0.0,-0.6331,sadness
1850,2335,I lost my job while pregnant.,9/10/20,0.3333333333333333,0.5,0.365,0.635,0.0,-0.3182,sadness
1874,2359,It already abt 3wks we being suffering just to drive people around and yet no salary and driving long hours it is all because of you the G thinking for your own self.,4/4/20,0.27499999999999997,0.7,0.15,0.85,0.0,-0.6486,fear
1876,2361,we already suffer and now even better suffering all the way.,4/4/20,0.5,0.5,0.377,0.457,0.166,-0.5719,neutral
1894,2379,"More importantly ,we don’t become panic and helpless if the FW for any future reason will not or cannot come to Singapore to work any more.",25/6/20,0.35,0.53125,0.198,0.721,0.081,-0.5729,fear
1912,2397,No ego will stand in their way of making the right decision!,4/4/20,0.3571428571428571,0.5357142857142857,0.185,0.815,0.0,-0.3595,fear
1918,2403,"Of course, there are some asymptomatic cases that we can put them under SHN in the isolated facilities such as hotels, etc.",4/4/20,0.0,0.5,0.099,0.901,0.0,-0.3182,neutral
1924,2409,"Now SG then start to do things slowly, numbers of cases n ppl die, show that we handle badly.",4/4/20,-0.49999999999999994,0.5333333333333333,0.304,0.696,0.0,-0.7906,sadness
1939,2424,How do you social distance with these ridiculous new measures.,28/4/20,-0.05454545454545454,0.5070707070707071,0.217,0.783,0.0,-0.3612,neutral
1942,2427,It’s also now putting us at unnecessary risk!,28/4/20,-0.5,0.9,0.255,0.745,0.0,-0.3382,neutral
1944,2429,Condominiums should be able to exercise their own guidelines where rules like this are crazy and put residents in harms way unnecessarily.,28/4/20,0.025000000000000022,0.85625,0.207,0.701,0.092,-0.4767,anger
1948,2433,There seem to be many since April 7 th that are putting residents in harms way unnecessarily.,28/4/20,0.04999999999999999,0.7,0.176,0.824,0.0,-0.4939,neutral
1952,2437,We have tried to explain to our landlord that the June & July rental relief is to be absorbed by our landlord rather tha  IRAS but they are not convinced and want a separate letter from IRAS stating so.,25/4/20,0.3,0.9,0.105,0.844,0.051,-0.2892,sadness
1954,2440,Burglar Alarm 🚨 🚨 🚨 Hope the government will also give a thought about heavy penalties for delivery thieves.,29/4/20,-0.2,0.5,0.277,0.583,0.141,-0.4215,fear
1963,2450,"U can't see an end to corvid-19 and so many people are doing nothing because of CB, this is very bad for businesses especially those operating small business.",30/4/20,-0.16499999999999995,0.6916666666666667,0.127,0.873,0.0,-0.5849,anger
2049,2536,I want to attend higher level courses at subsidised rates with just a certificate of attendance so that I can receive quality training with little stress.,9/10/20,0.03125,0.5,0.101,0.847,0.052,-0.2975,joy
2050,2537,The old mindset of subsidies only when I pass the test is a hindrance.,9/10/20,0.05,0.6,0.197,0.803,0.0,-0.4019,joy
2058,2546,Road is tough in times of pandemic.,6/10/20,-0.3888888888888889,0.8333333333333334,0.2,0.8,0.0,-0.128,fear
2067,2555,"Dear PM, this is good news but please look into the odd and even number restriction at Peninsula Plaza and Lucky Plaza as the new measure is killing all the retail businesses with a sharp decline of close to 80% on our weekend sales.",5/10/20,0.1756060606060606,0.5775757575757576,0.2,0.598,0.202,-0.431,sadness
2089,2577,We know the stress especially your position.,6/10/20,0.0,1.0,0.318,0.682,0.0,-0.4215,neutral
2101,2589,"Nabarro of WHO just announced “Lockdowns has caused POVERTY, Joblessness and new Poor.",13/10/20,-0.13181818181818183,0.5272727272727272,0.393,0.607,0.0,-0.7983,neutral
2115,2604,Ultimately the ordinary citizens have a concerned for job opportunities as losing a job can be devastating as families can be broken and personal self being greatly compromise.,5/9/20,-0.14166666666666664,0.6583333333333333,0.289,0.636,0.075,-0.8126,sadness
2125,2614,"Dear Mr. Lee, I really don""t know what had went wrong at LTA, nobody is replying to the my feedback sent 3 weeks ago.",5/9/20,-0.15,0.55,0.121,0.778,0.101,-0.128,sadness
2131,2620,It's a great disappointment to see such negative changes after a change in command.,5/9/20,-0.02499999999999998,0.5125,0.348,0.448,0.204,-0.4404,joy
2157,2647,Certain ignorance or negligence of the ministries had led to the FW figures and this has dampen our reputation.,6/6/20,0.21428571428571427,0.5714285714285714,0.116,0.787,0.097,-0.1027,anger
2170,2660,"illiterate, not gadget savvy, do not trust digital systems especially dealing with their money.",5/6/20,0.0,0.5,0.172,0.828,0.0,-0.4023,anger
2171,2661,"May I plead to you that we do not force them, as it will make their life very stressful & miserable.",5/6/20,-0.4,0.65,0.294,0.706,0.0,-0.7947,sadness
2194,2684,I don't think the rich needs this money more than the lower income.,6/6/20,0.4375,0.625,0.35,0.65,0.0,-0.6584,anger
2278,2768,"In the midst of the crisis of the covid 19, Singapore Prime Minister Lee Hsien Loong has announced a massive economic special package, never before.",29/5/20,0.18571428571428572,0.5904761904761905,0.142,0.764,0.094,-0.34,fear
2291,2781,"I live in my parents home , but because it is not HDB, I don't get any grant despite being jobless.",27/5/20,0.13636363636363635,0.5,0.136,0.864,0.0,-0.395,sadness
2302,2792,It must have been a really tough decision to make as it cuts deep into our GDP.,26/5/20,-0.19444444444444445,0.6166666666666667,0.222,0.778,0.0,-0.4576,sadness
2309,2799,Unfortunate or unlucky.,26/5/20,-0.5,1.0,0.6,0.4,0.0,-0.4588,sadness
2314,2804,Many of whom are employed with fake tech certifications laundered and layered into our workforce.,26/5/20,0.0,0.75,0.181,0.819,0.0,-0.4767,fear
2317,2807,My grandparents worked hard for these savings.,26/5/20,-0.2916666666666667,0.5416666666666666,0.189,0.811,0.0,-0.1027,sadness
2353,2843,Feel that we should have prepare enough hospital beds and resources to handle about 3000 Covid patients in case the situation worsens.,28/3/20,0.0,0.5,0.129,0.871,0.0,-0.4767,fear
2359,2849,Even the US of A looks so ill prepared and has now become the new epicenter for the virus.,28/3/20,-0.18181818181818182,0.7272727272727273,0.166,0.734,0.1,-0.3481,sadness
2394,2885,The current pandemic is worst than we could ever think of.,24/3/20,-0.5,0.7,0.291,0.709,0.0,-0.6249,fear
