,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
2396,2887,"However, such a situation is difficult because some political  and religious leaders have their own ideals and differences.",24/3/20,0.019999999999999997,0.5700000000000001,0.13,0.777,0.093,-0.1779,anger
2397,2888,Some countries lack the resources and expertise which could make covid 19 an even bigger threat .,24/3/20,0.0,0.5,0.289,0.711,0.0,-0.6908,fear
2408,2899,Agencies unable to substance and Singaporean will be losing their job.,24/3/20,-0.5,0.5,0.206,0.794,0.0,-0.3818,sadness
2412,2903,This virus is difficult to eliminate.,24/3/20,-0.5,1.0,0.333,0.667,0.0,-0.3612,fear
2442,2948,Likewuse the minister and political officers’ cut wages should be used to support companies in Singapore to overcome this period of difficult periods so that they will not be cutting the wages of employees.,29/2/20,-0.3666666666666667,0.6666666666666666,0.119,0.776,0.105,-0.1356,anger
2443,2949,"Especially everything is costly and by cutting a few %, their daily lives still get on.",29/2/20,-0.2,0.5,0.196,0.804,0.0,-0.2878,fear
2456,2962,Unfortunately we were told a few days ago by Select that they will only give a rental cut of around SGD 330 per stall.,27/2/20,-0.2333333333333333,0.7000000000000001,0.249,0.751,0.0,-0.6486,fear
2457,2963,This does not help us at all as business has been bad.,27/2/20,-0.6999999999999998,0.6666666666666666,0.365,0.635,0.0,-0.6964,sadness
2470,2976,It’s good thing but what about those stall in hawker they suffer too.,27/2/20,0.7,0.6000000000000001,0.368,0.529,0.103,-0.7184,neutral
2472,2978,"This led to more people having the 3 highs high blood pressure, high cholesterol and diabetes).",27/2/20,0.2733333333333334,0.5266666666666667,0.136,0.864,0.0,-0.296,anger
2483,2989,I have heard people complaining about the high salaries of our Ministers.,20/2/20,0.16,0.5399999999999999,0.153,0.847,0.0,-0.2023,anger
2486,2992,They work very hard behind the scenes.,20/2/20,-0.3895833333333334,0.7020833333333333,0.22,0.78,0.0,-0.1761,fear
2488,2994,To accuse them of receiving high salaries and not doing anything much is most erroneous.,20/2/20,0.053333333333333344,0.5466666666666667,0.273,0.727,0.0,-0.5984,anger
2520,3027,"No matter what the government does or does not do, it is wrong.",20/2/20,-0.5,0.9,0.323,0.61,0.067,-0.6369,neutral
2523,3030,We can choose to be unhappy and angry complainers or to be grateful people.,20/2/20,-0.55,0.95,0.393,0.467,0.14,-0.6597,anger
2587,3094,"Locals will never do that as they are self serving, selfish and ignorant.",2/3/21,-0.5,1.0,0.321,0.679,0.0,-0.6369,anger
2596,3103,Getting more for the reserve and borrowing $$$  is not wise The only solution is cut down on spending .,26/2/21,-0.001388888888888891,0.6722222222222222,0.203,0.697,0.1,-0.33,fear
2607,3114,Or else many company were collapse and unemployment .,26/2/21,0.5,0.5,0.504,0.496,0.0,-0.7269,neutral
2609,3116,"The next wave is after effect of self inflicted,  artificial jack up the share market during depression.",26/2/21,-0.3,0.5,0.177,0.718,0.105,-0.3612,sadness
2613,3120,"This means that not only is there no deficit, but the reserves will actually grow by almost $20 billion in FY2021 even during an extraordinary crisis such as Covid19 pandemic, based on SG govt's own estimated untilised investment returns and land sales revenue alone.",26/2/21,0.18666666666666668,0.72,0.225,0.775,0.0,-0.891,fear
2616,3123,"The impact of the raising spending pattern of the people is gradually getting more intense n a concern for the commoners especially the lower income, vulnerable n needy n of course the surviving middle income class sector.",27/2/21,0.039999999999999994,0.6,0.176,0.726,0.098,-0.4562,fear
2631,3138,"Most importantly tell your boss, the si kwee kia and retard that he must STOP HIS NONSENSE of fixing The Opposition and the citizens.",26/2/21,0.0,0.8333333333333334,0.393,0.534,0.073,-0.9076,neutral
2636,3143,"Do not do things that upset others because the media is doing its job and they can do no more, so we respectfully request not to comment in every news about Burma.",17/2/21,0.125,0.6,0.13,0.783,0.088,-0.1426,sadness
2646,3153,Take home pay decrease and unable to meet household expenses!,17/2/21,-0.625,0.5,0.158,0.842,0.0,-0.1759,sadness
2673,3181,This is the sad local hiring culture!,17/2/21,-0.25,0.5,0.361,0.639,0.0,-0.5255,sadness
2688,3197,Special account sit there till we die also cannot see the money.,17/2/21,0.35714285714285715,0.5714285714285714,0.235,0.602,0.163,-0.296,sadness
2697,3206,One can only imagine that patients could be wrongfully charged if the procedures were done whilst the patient is unconscious or is not well versed in the procedures and lack of transparency in bills.,16/2/21,0.0,1.0,0.16,0.84,0.0,-0.6012,fear
2717,3226,Very disappointed with the increased in petrol prices.,17/2/21,-0.9750000000000001,0.9750000000000001,0.295,0.522,0.183,-0.3167,sadness
2728,3237,"Am not sure of the details, but what I heard was the rebates given out through Road Tax etc, will cost the Government, some $100+ million?",16/2/21,-0.25,0.8888888888888888,0.058,0.942,0.0,-0.1232,anger
2756,3273,Don't need to let all the maids to fly here while all got to pay high petrol!,17/2/21,0.5,0.72,0.096,0.904,0.0,-0.1759,anger
2766,3283,"56 years of independency., Yet giving cash remains pathetic.",17/2/21,-1.0,1.0,0.282,0.534,0.183,-0.3182,joy
2771,3288,"To give, cash payouts to poor, difficult.",17/2/21,-0.45,0.8,0.528,0.472,0.0,-0.6808,sadness
2774,3291,"Lazy and no work done, monthly salary credits.",17/2/21,-0.25,1.0,0.385,0.41,0.205,-0.296,neutral
2796,3313,Cost cutting in all Govt sectors.,17/2/21,-0.6,0.9,0.231,0.769,0.0,-0.128,fear
2857,3391,"Many tricks can happen, exchange of vouchers for cash with outlets.",6/12/20,0.5,0.5,0.13,0.87,0.0,-0.128,sadness
2860,3394,What's wrong with Singaporeans?,6/12/20,-0.5,0.9,0.508,0.492,0.0,-0.4767,neutral
2865,3399,"Seriously, how should the government give the vouchers if everything is also wrong?",6/12/20,-0.41666666666666663,0.7833333333333333,0.304,0.696,0.0,-0.5859,fear
2891,3427,"Pay so little, what us to do this kind of job?",19/6/20,0.20625,0.7,0.123,0.877,0.0,-0.1027,neutral
2896,3432,Seriously people?,19/6/20,-0.3333333333333333,0.6666666666666666,0.63,0.37,0.0,-0.1779,anger
2933,3469,777 more cases have been discharged from hospitals or community isolation facilities.,17/6/20,0.5,0.5,0.197,0.803,0.0,-0.4019,joy
2936,3472,"MOH is using aggressive testing regime by using ARI method  (Acute respiratory infection)  ARI Symptoms can include: congestion, either in the nasal sinuses or lungs.",17/6/20,0.6,0.9,0.062,0.938,0.0,-0.1531,fear
2946,3482,"""But if any worker were to report sick or show ARI symptoms, we will immediately pull aside and isolate the worker from his room-mates, and ensure that he receives the necessary medical care.""",17/6/20,-0.2380952380952381,0.6190476190476191,0.135,0.796,0.069,-0.3612,sadness
2951,3487,All because of poor handling from the start of the crisis.,12/6/20,-0.4,0.6,0.444,0.556,0.0,-0.802,sadness
2963,3499,The world need to brace for an almighty decade or more of tension and disharmony.,11/6/20,0.5,0.5,0.156,0.844,0.0,-0.3774,fear
2987,3523,The prices for food always go up and higher till it's no longer affordable ?,11/6/20,0.25,0.5,0.145,0.855,0.0,-0.296,sadness
2989,3525,Seriously ???,11/6/20,-0.3333333333333333,0.6666666666666666,0.691,0.309,0.0,-0.3049,neutral
3012,3549,At least we capped our jobless as low as possible.,28/5/20,-0.09999999999999999,0.5666666666666667,0.189,0.811,0.0,-0.2732,joy
3017,3554,"Does he know that during this hard time, how many businesses have received lawyer letter for being unable to pay rental?",26/5/20,-0.09722222222222222,0.5138888888888888,0.132,0.868,0.0,-0.2263,sadness
3048,3585,Negative companies are worse off.,26/5/20,-0.35,0.5,0.694,0.306,0.0,-0.7783,sadness
3093,3630,"Dont paint a good picture, the crisis is just the beginning and cant see the light in the tunnel.",26/3/20,0.55,0.65,0.289,0.711,0.0,-0.7584,joy
3103,3640,"If you've a job and a livelihood,  and if the Govt takes steps to ensure that you are able to continue with life as it was before the crisis hit, doesn't it benefit you more in the long term?",27/3/20,0.31666666666666665,0.5083333333333333,0.15,0.75,0.1,-0.4905,fear
3122,3660,Strongly discourage unnecessary big gatherings.,26/3/20,0.01111111111111109,0.5777777777777778,0.354,0.38,0.266,-0.1779,neutral
3129,3667,"To those complaining government always give drumstick and take away chicken, this is what the government take away the chicken for.",27/3/20,-0.6,0.95,0.083,0.917,0.0,-0.2023,fear
3162,3700,"Itâ€™s very easy to curse and lament with hindsight, but then again, many at the first instance had advised this government to shut their doors, no?",29/3/20,0.4377777777777778,0.611111111111111,0.23,0.703,0.067,-0.6231,anger
3168,3707,"NO more cash flow, the cash flew!",26/3/20,-0.3125,0.5,0.35,0.65,0.0,-0.4981,neutral
3172,3711,Whenever the Si Kwee Kia PM LHL calls the GE take the bold step and go for your life ......Vote PAP OUT!,26/3/20,0.41666666666666663,0.6666666666666666,0.166,0.738,0.096,-0.4389,fear
3181,3720,NO more wayang.,26/3/20,-0.25,0.5,0.595,0.405,0.0,-0.4466,neutral
3185,3724,NO further claim payable and NO bonus.,26/3/20,0.0,0.5,0.439,0.299,0.262,-0.3326,neutral
3207,3746,Time for responsible citizens to look out for irresponsible citizens that doesn't comply to their SHN or quarantine orders.,26/3/20,0.2,0.55,0.131,0.766,0.104,-0.1531,anger
3208,3747,we responsible citizens have to do our part to keep irresponsible citizens at bay.,26/3/20,0.2,0.55,0.169,0.698,0.134,-0.1531,anger
3211,3750,"however, there are some irresponsible idiot citizens are bringing the country to a total lockdown.",26/3/20,-0.4,0.775,0.341,0.659,0.0,-0.7351,anger
3213,3752,"shame them, report them or whatsoever, responsible citizens need to do whatever it takes to keep them at bay.",26/3/20,0.2,0.55,0.138,0.759,0.103,-0.2023,anger
3214,3753,"to those irresponsible idiot citizens if you serve a SHN or quarantine comply and don't come out to eat ba ku teh or if you are sick wear a mask and see a doctor, don't go and teach.",26/3/20,-0.7571428571428571,0.8285714285714285,0.229,0.771,0.0,-0.8591,fear
3217,3756,This was a ridiculous video.,10/3/21,-0.3333333333333333,1.0,0.455,0.545,0.0,-0.3612,anger
3236,3775,Is it more productivity to spray sanitizer to all passenger hand  As the passenger hold on to the bar .It kill the virus.,23/3/20,0.5,0.5,0.163,0.727,0.111,-0.3612,fear
3242,3781,Instead of solving problems he ask people to Jump out of the hot pot into the fire!,23/3/20,0.3125,0.8500000000000001,0.247,0.642,0.11,-0.4574,anger
3245,3784,"Asking taxi drivers to become a bus driver because of current issue is like getting more people to get involved in accident, why because most taxi drivers are in their late 40ties , 50ties and 60ties.",23/3/20,0.175,0.5,0.082,0.851,0.066,-0.1531,fear
3251,3790,"I understand it's not easy to please everyone, but at least speak in sense !",23/3/20,-0.29583333333333334,0.6166666666666667,0.24,0.76,0.0,-0.3561,joy
3253,3792,The priority is wrong.,23/3/20,-0.5,0.9,0.508,0.492,0.0,-0.4767,sadness
3256,3795,Enforce to close business if not ready.,23/3/20,-0.1,0.5,0.26,0.74,0.0,-0.2755,neutral
3263,3802,This only means the enforcement is ineffective,23/3/20,0.0,1.0,0.2,0.8,0.0,-0.128,fear
3284,3823,But there was no Type I in Wuhan so Type I was from a different location.,13/3/20,0.0,0.6,0.155,0.845,0.0,-0.296,fear
3300,3839,"Pray for all Sadly, we don’t always know the depths of someone’s depression until it is too late.",8/10/20,-0.4,0.8,0.273,0.63,0.097,-0.6369,sadness
3318,3857,It’s such a horrifying condition.,1/10/20,-0.45,0.75,0.552,0.448,0.0,-0.5719,fear
3336,3875,A wrong policy ruin lives.,1/10/20,-0.5,0.9,0.775,0.225,0.0,-0.7845,anger
3358,3898,If patients with serious pre-existing conditions are being rejected by insurance companies and are unable obtain health insurance.,7/3/20,-0.41666666666666663,0.5833333333333333,0.223,0.777,0.0,-0.5574,fear
3361,3901,"Or can our government formulate policies in consultation with MOH, to subsidize these vulnerable families for health insurance and obtain coverage despite their pre-existing conditions.",7/3/20,-0.5,0.5,0.073,0.927,0.0,-0.2263,joy
3362,3902,These patients with very serious illnesses will only remain in a constant cycle of recovery and illness.,7/3/20,-0.14444444444444446,0.7333333333333334,0.374,0.626,0.0,-0.7764,fear
3375,3915,"In one of toilets, the water from the taps at the basins were flowing out so little and cut off so fast that it has become so difficult to do a proper hand washing.",15/2/20,-0.121875,0.55,0.138,0.779,0.083,-0.2793,fear
3381,3921,"At the wet markets, stall owners are not wearing masks and shouting (as loud as lohei).",2021-02-09,0.0,0.6000000000000001,0.107,0.893,0.0,-0.2023,anger
3393,3933,There is a lot to be disappointed about.,2020-04-09,-0.75,0.75,0.341,0.659,0.0,-0.4767,sadness
3423,3963,Not sure when?,2020-10-10,-0.25,0.8888888888888888,0.495,0.505,0.0,-0.2411,neutral
3433,3973,It's just unfair to base on rooms size instead of in,2020-10-04,-0.65,1.0,0.237,0.763,0.0,-0.4767,anger
3442,3982,Without work activities mean no revenue.,2020-06-11,-0.3125,0.6875,0.306,0.694,0.0,-0.296,neutral
3467,4007,Are people taking the CB seriously?,2020-04-07,-0.3333333333333333,0.6666666666666666,0.254,0.746,0.0,-0.1779,anger
3572,4114,"When deep crisis calls for it, you have to be really wise to choose which to do so.",2020-05-29,0.35,0.65,0.175,0.681,0.144,-0.1796,anger
3586,4129,How can she kill the time while waiting for good new of her children returning home soon ?,2020-11-25,0.41818181818181815,0.5272727272727273,0.208,0.664,0.128,-0.4215,neutral
3593,4136,Read Food Heals But The Wrong Food Kills written by Jessica Seah from Singapore.,2020-03-28,-0.5,0.9,0.355,0.645,0.0,-0.765,sadness
3597,4140,The  symptoms were worse than COVID 19!,2020-03-28,-0.5,0.6,0.361,0.639,0.0,-0.5255,fear
3598,4141,Why is it so difficult to convince the world that only appropriate food can heal the already poisoned body?,2020-03-28,0.0,0.8333333333333334,0.261,0.648,0.092,-0.6343,neutral
3608,4151,"As of now, most things seems blurry, unclear and working on anticipation.",2020-05-03,0.5,0.5,0.261,0.64,0.1,-0.3102,sadness
3620,4163,"I am not sure about others, but personally I am extremely disappointed with this Unity Budget.",2020-03-26,-0.5,0.8194444444444444,0.336,0.664,0.0,-0.7245,sadness
3631,4175,"It seems complex, not easy to understand for many laymen or commoners.",2020-03-26,-0.005555555555555536,0.5777777777777778,0.179,0.821,0.0,-0.3412,neutral
3633,4177,"Maybe I am not as smart as our leaders, but this Unity Budget for sure is confusingly complex.",2020-03-26,0.1380952380952381,0.6439153439153439,0.218,0.646,0.136,-0.1972,anger
3638,4182,Whatever costs burden reduced is a good help during this crisis.,2020-03-26,0.7,0.6000000000000001,0.376,0.323,0.301,-0.34,joy
3642,4186,"And correct me if I am wrong, up the skilllscredit $ ?",2020-03-26,-0.5,0.9,0.279,0.721,0.0,-0.4767,anger
3702,4246,My fault for checking the slots only after I checked in.,11/10/20,0.0,1.0,0.231,0.769,0.0,-0.4019,joy
3720,4264,Policies are never perfect and have their pros and cons.,17/9/20,-0.5,1.0,0.25,0.75,0.0,-0.4585,neutral
3754,4298,"Add in more than a sprinkle of Confucian filial piety, and you've got a recipe for a disaster.",16/9/20,0.5,0.5,0.227,0.773,0.0,-0.6249,joy
3755,4299,"So what if 15-20% of Thailand's GDP is coming from tourism, so what if 25k people die on Thai roads every year and nobody bats an eye, even one COVID case is too many!",16/9/20,0.625,0.5,0.113,0.887,0.0,-0.636,fear
3803,4347,"> Generally, no, even if a wedding package includes a hotel stay.",24/11/20,-0.02500000000000001,0.5,0.216,0.784,0.0,-0.296,anger
3854,4398,> STB said it takes a serious view of practices such as profiteering and said it will penalise merchants found to have done so.,24/11/20,-0.16666666666666666,0.5833333333333333,0.127,0.873,0.0,-0.2263,anger
3868,4413,"That's nice, but unfortunately it goes against the purpose of the vouchers.",28/11/20,0.04999999999999999,1.0,0.207,0.667,0.127,-0.296,joy
3877,4422,"Aiya no la, first of all i\`m not using dating apps now so not using the vouchers for cheap dates.",28/11/20,0.325,0.5166666666666666,0.104,0.896,0.0,-0.296,neutral
3878,4423,"But last time i use dating apps, i realized guys are too thirsty n eager which make the girls doubtful, maybe seen it as too fake.",28/11/20,-0.43333333333333335,0.6555555555555556,0.196,0.714,0.089,-0.4588,neutral
3888,4433,Do you know how difficult it is to try to use those vouchers?,13/1/21,-0.5,1.0,0.172,0.828,0.0,-0.3612,neutral
3895,4440,Sorry for the rant.,13/1/21,-0.5,1.0,0.649,0.351,0.0,-0.4019,sadness
3926,4475,"That how bad it is & the 40k jobs creation is a hope, not the reality as it may end much, much lower as everywhere the MNC are cutting jobs
 https://www.straitstimes.com/business/banking/hsbc-board-orders-executives-to-consider-deeper-job-and-cost-cuts-on-covid-19

They even admit it by setting aside 13 billion for emergency use (in other words it going to get worse)",26/5/20,-0.325,0.5483333333333333,0.167,0.717,0.116,-0.4588,fear
3940,4489,Anyone knows if the JSS for employers are strictly used to pay employees wages or are the employers able to utilize the subsidies to cover business expenses?,27/5/20,0.5,0.625,0.051,0.949,0.0,-0.1027,fear
3962,4511,I think the ultimate aim here is to preserve otherwise economically viable companies and avoid employers laying people off so that people can get back to work quickly as the circuit breaker is lifted and reopening progresses.,26/5/20,0.15833333333333333,0.6,0.059,0.941,0.0,-0.296,fear
3966,4516,"The advice for an emergency fund is given to individuals because most of us have our eggs in one basket (our one full-time job) and if we lose that, we lose all our income.",26/5/20,0.5,0.5,0.205,0.795,0.0,-0.7906,fear
3971,4521,"And then on top of that having your revenue cut by up to 80%, and not even getting any real help from landlords (either pushing payment back or just cutting off the tax payment you gotta do for rent), and this quickly snowballs into absolute hell for business owners.",26/5/20,0.10555555555555556,0.5166666666666667,0.145,0.776,0.079,-0.5719,fear
3977,4527,"This means the economy is essentially put on very expensive hibernation, and can hit the ground running when reopening starts instead of everyone spending a few months looking for jobs again, and companies being wary to hire while demand is still subdued.",27/5/20,-0.3375,0.5025,0.036,0.964,0.0,-0.128,anger
4011,4561,"If the tenants are going bust because of shit business plans or bad business practises, then they shouldn't be saved because ""capitalism"".",26/5/20,-0.44999999999999996,0.7333333333333334,0.332,0.668,0.0,-0.8567,anger
4016,4566,It's so bad that the government had to legislate that the relief money had to be disbursed to the tenants with no conditions attached.,26/5/20,-0.6999999999999998,0.6666666666666666,0.199,0.698,0.103,-0.4391,anger
4019,4569,"That means the more the tenant earns, the more they pay in rent.",26/5/20,0.5,0.5,0.123,0.877,0.0,-0.1725,joy
4031,4581,"In this COVID situation, they are fucked.",26/5/20,-0.6,0.7,0.423,0.577,0.0,-0.6597,fear
4043,4593,Running a business is not easy.,26/5/20,-0.21666666666666667,0.8333333333333334,0.376,0.624,0.0,-0.3412,neutral
4047,4597,Telling shareholders that you’re keeping their money in risk free assets and therefore lowering their rate of return to a lower risk product isn’t going to fly.,26/5/20,0.6000000000000001,0.8500000000000001,0.251,0.599,0.15,-0.34,anger
4058,4608,"However, letting lots of companies fail isn't tenable either -- ultimately when companies go bankrupt, it is citizens like you and I that get laid off and end up with no income.",26/5/20,-0.25,0.6499999999999999,0.24,0.696,0.064,-0.7783,sadness
4073,4624,"Generally, as in with any design models, you always try to take a known concept and tailor/modify it to reduce the amount of risk.",26/5/20,0.05000000000000002,0.5,0.087,0.913,0.0,-0.2732,anger
4081,4633,I'm sorry but your viewpoint is way too biased.,27/5/20,-0.5,1.0,0.352,0.648,0.0,-0.4215,sadness
4088,4640,"That's true, perhaps their worst case scenario for a crisis was still quite optimistic.",26/5/20,-0.325,0.825,0.363,0.398,0.239,-0.5868,sadness
4098,4653,"Contribute when you're healthy, get payout when you're sick.",26/5/20,-0.10714285714285715,0.6785714285714286,0.254,0.538,0.208,-0.1531,joy
4112,4668,"> That's true, perhaps their worst case scenario for a crisis was still quite optimistic.",26/5/20,-0.325,0.825,0.363,0.398,0.239,-0.5868,sadness
4113,4671,"They might be able to survive if they furlough or lay off all their workers, since that will cut a large chunk of their costs.",26/5/20,0.35714285714285715,0.5267857142857143,0.084,0.916,0.0,-0.2732,fear
4118,4676,"* Meanwhile, the government's first duty is to protect its citizens and avoid a massive death toll, so they were right to implement the CB measures.",26/5/20,0.17857142857142858,0.623015873015873,0.205,0.707,0.088,-0.5423,anger
4153,4712,"I do know when you strip off the gloss and veneer off our economy, we're nothing but a huge service industry.",26/5/20,0.4000000000000001,0.9,0.12,0.88,0.0,-0.3491,fear
4155,4714,"The moment our neighbours get their acts together, we run the risk of becoming irrelevant.",26/5/20,-0.024999999999999994,0.925,0.13,0.87,0.0,-0.2732,fear
4164,4723,"I don’t mind having a critical analysis of their actions but they don’t have much to work with, and still maintain relevance.",26/5/20,0.1,0.5,0.08,0.92,0.0,-0.1655,anger
4179,4738,I am not sure whether you were short-changed in your education with that step not being taught or you assume that it just stops there.,27/5/20,-0.25,0.8888888888888888,0.139,0.861,0.0,-0.374,neutral
4188,4747,Then the vicious cycle of stagnation of salary to positions continue.,26/3/20,-1.0,1.0,0.2,0.8,0.0,-0.3612,fear
4190,4749,Worst of all he is unemployed now.,26/3/20,-1.0,1.0,0.406,0.594,0.0,-0.6249,neutral
4194,4753,"That's upsetting to hear, but no offense, the budget is not targetted at you and there's a good reason for that.",26/3/20,0.7,0.6000000000000001,0.27,0.588,0.142,-0.3612,sadness
4196,4755,Grab and taxi drivers live paycheck to paycheck and having no work means literally going homeless for some of them.,26/3/20,0.13636363636363635,0.5,0.104,0.896,0.0,-0.296,fear
4208,4767,Even higher paid self employed could be losing a lot of income these days.,26/3/20,0.25,0.5,0.178,0.822,0.0,-0.3818,joy
4218,4777,I have an events company which I had to suspend operations in Feb after a very bad fiscal year.,26/3/20,-0.9099999999999998,0.8666666666666667,0.303,0.697,0.0,-0.7264,fear
4233,4792,The world has more things to worried about.,26/3/20,0.5,0.5,0.26,0.74,0.0,-0.3535,fear
4239,4798,Everyone has more important thing to worry about.,26/3/20,0.45,0.75,0.264,0.546,0.19,-0.204,fear
4246,4805,No point sustaining all the staff from industries which have been badly hit.,14/8/20,-0.6999999999999998,0.6666666666666666,0.325,0.675,0.0,-0.6486,anger
4253,4812,What the fuck am I paying rent for month after month?,14/8/20,-0.4,0.6,0.28,0.72,0.0,-0.5423,neutral
4281,4841,"> ""We must remain steadfast in the face of crisis, and stand in solidarity with one another during these difficult times,"" he said.",5/4/20,-0.04999999999999999,0.9,0.229,0.625,0.146,-0.5267,fear
4298,4858,"The exchange rate-based monetary policy MAS uses also has some control over the money supply, but we all know there hasn't been massive easing just by looking at the exchange rate.",6/4/20,0.0,1.0,0.066,0.934,0.0,-0.2755,fear
4299,4859,"Finally, even if the government did print money, it would be loaned from the MAS to the government, as there is no direct transfer mechanism; as such, it would show up as a SGS issue.",6/4/20,-0.016666666666666666,0.6333333333333333,0.062,0.937,0.0,-0.296,fear
4312,4872,">However, Ms Lim said that many employers have already initiated cost management schemes by asking employees to take salary cuts, such as airline companies.",7/4/20,0.25,0.5,0.087,0.913,0.0,-0.296,anger
4316,4876,"It's no secret that some companies are enacting pay cuts, like SIA.",7/4/20,0.2,0.7,0.356,0.491,0.153,-0.3182,anger
4318,4878,The easy way out is looking at CPF contributions but that may be manipulated by unscrupulous employers.,7/4/20,0.43333333333333335,0.8333333333333334,0.167,0.737,0.096,-0.3506,fear
4319,4879,The hard part is potentially receiving thousands of complaints about reduced or unpaid leave once the JSS kicks in.,7/4/20,-0.030555555555555558,0.6472222222222221,0.249,0.751,0.0,-0.5106,anger
4337,4897,More debts means you would be more risk averse.,28/3/20,0.5,0.5,0.23,0.77,0.0,-0.3384,fear
4340,4900,Genuine question: don't you think some firms are doing it wrong at this point of time?,29/3/20,-0.04999999999999999,0.7,0.171,0.829,0.0,-0.4767,anger
4341,4901,I think many are cutting on the things that they should be ramping up to survive.,29/3/20,-0.04999999999999999,0.7,0.097,0.903,0.0,-0.128,anger
