,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
4081,4633,I'm sorry but your viewpoint is way too biased.,27/5/20,-0.5,1.0,0.352,0.648,0.0,-0.4215,sadness
4088,4640,"That's true, perhaps their worst case scenario for a crisis was still quite optimistic.",26/5/20,-0.325,0.825,0.363,0.398,0.239,-0.5868,sadness
4089,4641,"I'm thinking that if they'd reserved a 6-month runway, which individuals are advised to have, they would be relatively safe.",26/5/20,0.5,0.5,0.0,0.861,0.139,0.4404,sadness
4099,4654,> Part of the issue is that a more conservative company will always lose out one that's more aggressively leveraged when competing against each other; the free market basically doesn't allow companies to save for a rainy day on a large scale.,26/5/20,0.2978571428571428,0.5207142857142857,0.177,0.684,0.139,0.0621,sadness
4102,4658,If only there could be some sort of intervention that can correct this while keeping the country competitive.,26/5/20,0.0,1.0,0.0,0.909,0.091,0.1779,sadness
4112,4668,"> That's true, perhaps their worst case scenario for a crisis was still quite optimistic.",26/5/20,-0.325,0.825,0.363,0.398,0.239,-0.5868,sadness
4173,4732,Sorry?,27/5/20,-0.5,1.0,1.0,0.0,0.0,-0.0772,sadness
4186,4745,"Cause this package just give companies the chance to make quick buck by buying literally the most expensive resources even though there are cheaper options , then each level slowly take some part of the funds here and there reach bottom is air.",26/3/20,0.008333333333333304,0.525,0.0,0.928,0.072,0.2732,sadness
4194,4753,"That's upsetting to hear, but no offense, the budget is not targetted at you and there's a good reason for that.",26/3/20,0.7,0.6000000000000001,0.27,0.588,0.142,-0.3612,sadness
4225,4784,"The faster the gov can dispense the help, the better the self-employed group can withstand their loss of income.",26/3/20,0.5,0.5,0.096,0.669,0.234,0.5106,sadness
4230,4789,"I think the situation is pretty bad, but there's certainly aid that's trying to be pushed down to people.",26/3/20,-0.09781746031746029,0.6317460317460317,0.1,0.668,0.232,0.4497,sadness
4237,4796,"If these were normal times, it's all we will ever hear about in the news.",26/3/20,0.15,0.6499999999999999,0.0,1.0,0.0,0.0,sadness
4267,4827,"I encourage  more businesses to do even more in the coming months,"" says Mr Heng.",26/5/20,0.5,0.5,0.0,0.798,0.202,0.5106,sadness
4301,4861,"I just want people to be more informed and to have better discourse in this country, and I'm trying to do my part.",6/4/20,0.5,0.5,0.0,0.826,0.174,0.4939,sadness
4314,4874,">“To be sure, employers without revenue have to make tough choices, and I understand that.",7/4/20,0.05555555555555555,0.8611111111111112,0.095,0.759,0.146,0.2023,sadness
