Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
218,218,243,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Poor officers gonna kenna fark on first and second day of cny.,23/1/21 9:55,12,Social Distancing,12,1,-13.2558482464835,1,1,0,8.157520887733781,1,0,0.0
219,219,244,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,If already hv 8 person liao... then this spot checker come will b 9th person will violate the rule liao..  reject him?,23/1/21 9:57,20,Social Distancing,22,1,-13.609819266621674,4,1,0,4.941358972693103,0,0,0.0
220,220,245,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Is it those red shirt SDA come enforce? Sent from there using GAGT,23/1/21 9:57,13,Social Distancing,13,1,-13.131899124652882,4,0,0,10.458498421283291,2,0,0.0
221,221,246,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Knn so those who are not at home how?,23/1/21 9:57,9,Social Distancing,9,0,-10.260638875373438,1,0,0,21.85377547518344,3,0,0.0
222,222,247,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Really mood spoiler Sent from The Matrix using GAGT,23/1/21 9:58,9,Social Distancing,9,0,-14.91277492460948,1,0,0,10.458498421283293,2,0,0.0
223,223,248,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"Keep all the shoes inside, close doors u those enforcers will do more?",23/1/21 9:58,13,Social Distancing,13,1,-11.746241225419695,3,0,0,14.314157420614,2,0,0.0
224,224,249,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Just offer rewards for people to bao toh their neighbours lah,23/1/21 9:58,11,Social Distancing,11,1,-14.20705596015476,3,0,0,10.458498421283293,2,0,0.0
225,225,250,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,So when they check and see is 8 visitor inside.. how they enforce there won\x92t be another 8 coming later.. they camp outside your unit after checking ah? Lol,23/1/21 9:59,27,Social Distancing,30,2,-11.91093723806087,9,2,1,13.832413157072725,2,0,1.0
226,226,251,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Wah exactly what EDMW boibois suggested!!!!! LW is on EDMW!!!,23/1/21 9:59,10,Social Distancing,10,0,-15.077798360367167,2,0,0,9.298502971817511,1,0,0.0
227,227,252,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,So... Those condo with security. All the private lift and access control. *was just reading on how some guy was collecting stuff from a condo and the crap he had to go thru to get to the unit...,23/1/21 9:59,38,Social Distancing,38,2,-10.004721092417759,7,2,0,3.577735339321085,0,0,0.0
228,228,253,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"He belongs to a circus, not in the civil service.",23/1/21 9:59,10,Social Distancing,10,0,-9.29214285709631,1,0,0,21.85377547518344,3,0,0.0
229,229,254,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,what race will those CNY-raiding SDAs be?,23/1/21 9:59,6,Social Distancing,7,0,-12.83820457474574,1,0,0,21.85377547518344,3,0,0.0
230,230,256,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,poor officer still need to slog on CNY Posted from PCWX using Namo \xe8\x8d\xaf\xe5\xb8\x88\xe7\x90\x89\xe7\x92\x83\xe5\x85\x89\xe5\xa6\x82\xe6\x9d\xa5,23/1/21 10:00,14,Social Distancing,34,2,-20.66050049765786,4,1,0,10.458498421283291,2,0,0.0
231,231,257,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,LW say we done before. Got SDA come check on household before? Or again trying to repackage the restrictions but actually it is nothing new?,23/1/21 10:02,25,Social Distancing,25,1,-11.545067372105013,6,1,1,5.408315196212942,1,0,0.0
232,232,258,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Quala98 wrote: Is it those red shirt SDA come enforce? Sent from there using GAGT Great move.  Wear red on cny.  Very inconspicuous. By the time households kena it will be too late.,23/1/21 10:02,33,Social Distancing,33,2,-12.92855791843798,9,0,0,4.197650602367686,0,0,0.0
233,233,259,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Aiya... station one officer outside each unit to count and track la...,23/1/21 10:03,12,Social Distancing,12,1,-12.226650951728882,0,1,0,5.582319849062409,1,0,0.0
234,234,260,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,XiaoJinLing wrote: Aiya... station one officer outside each unit to count and track la... Not enough manpower.,23/1/21 10:04,17,Social Distancing,17,1,-13.255959014282485,2,1,0,4.798253640419632,0,0,0.0
235,235,261,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,fortunecat wrote: Just offer rewards for people to bao toh their neighbours lah Nice. Like your idea.,23/1/21 10:05,17,Social Distancing,17,1,-13.890037426621632,4,0,1,5.582319849062409,1,0,0.0
236,236,262,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,LW say limit to 2 household visit per day hor... so cannot go to any 3rd house 4th house for visiting horkay...,23/1/21 10:05,19,Social Distancing,22,1,-13.285516973251694,3,0,0,4.546783835047186,0,0,0.0
237,237,263,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"Think for landed, they cannot really enter?",23/1/21 10:06,7,Social Distancing,7,0,-11.198979087947846,2,0,0,41.61288876085548,4,0,0.0
238,238,264,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Mayb everyday must send health declaration last 24hours only visited 2 places?,23/1/21 10:07,10,Social Distancing,12,1,-13.986500177610994,2,0,0,10.111732263893511,2,0,0.0
239,239,265,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"LemonSalmon wrote: He belongs to a circus, not in the civil service. How is he even going to ensure a max of 8 visitors rule? Management talk .... Talk easy but let the ground do the work",23/1/21 10:08,35,Social Distancing,36,2,-10.433568706220573,7,1,0,4.373400756352297,0,0,1.0
240,240,267,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,ToonBlue wrote: How is he even going to ensure a max of 8 visitors rule? Management talk .... Talk easy but let the ground do the work They will just catch some kumgongs flouting the rules and tell the whole world they doing a good job,23/1/21 10:09,44,Social Distancing,45,2,-10.968218829639664,10,2,0,3.1078486800276623,0,0,0.0
241,241,268,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,our crown prince should develop an app call BaotohTogether... easy for pple to report violation of these rules...,23/1/21 10:10,18,Social Distancing,18,1,-12.541122307698364,2,0,0,5.582319849062407,1,1,0.0
242,242,269,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Did this resulted in more jobs created for Singaporeans?,23/1/21 10:11,9,Social Distancing,9,0,-11.11873300008098,2,0,0,14.314157420613997,2,0,0.0
243,243,270,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,They should sign up the whole of EDMW to be policing brigade,23/1/21 10:12,12,Social Distancing,12,1,-11.013070749128975,3,0,0,14.314157420614,2,1,0.0
244,244,271,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,maybe bcos of this it gave them reasons to install cctv in everybody's home...,23/1/21 10:13,13,Social Distancing,14,1,-12.161966380817253,2,0,0,8.157520887733781,1,0,0.0
245,245,272,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"All LW need to do is to announce anyone reported an offending family and if found to be true, the person reported is entitled to half the fines collected, there will be an army of baotoh pple who will do the job. No need SD ambassadors",23/1/21 10:13,46,Social Distancing,46,2,-10.941197480687654,13,2,0,3.3404997875704803,0,0,1.0
246,246,273,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,what is the number to call and report?,23/1/21 10:13,8,Social Distancing,8,0,-7.827330243134148,3,1,0,41.612888760855476,4,0,0.0
247,247,274,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,stillgottheblues wrote: Did this resulted in more jobs created for Singaporeans? are they employing Safe BaoToh Ambassador now? What's the per hour rate?,23/1/21 10:14,22,Social Distancing,23,1,-12.231812782515798,6,0,0,4.798253640419633,0,0,0.0
248,248,275,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,His stars fall quite quickly from being able to curb the numbers and community cases are 0 for a while.... Maybe this year he fan taisui,23/1/21 10:16,25,Social Distancing,26,2,-10.934308302268711,5,2,0,5.582319849062409,1,0,0.0
249,249,276,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"JivBunny wrote: All LW need to do is to announce anyone reported an offending family and if found to be true, the person reported is entitled to half the fines collected, there will be an army of baotoh pple who will do the job. No need SD ambassadors Yea good idea",23/1/21 10:16,51,Social Distancing,51,3,-11.45047460779945,14,2,0,2.759198347059036,0,0,1.0
250,250,277,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Will say we all not following the regulations.. will use chance to force u to fasten lock tt token onto u and cannot b taken off without their pin code..,23/1/21 10:16,30,Social Distancing,30,2,-12.344175623491433,7,1,1,8.15752088773378,1,0,0.0
251,251,278,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"JivBunny wrote: All LW need to do is to announce anyone reported an offending family and if found to be true, the person reported is entitled to half the fines collected, there will be an army of baotoh pple who will do the job. No need SD ambassadors Ok then who is going to investigate? Shan ge alrd say SPF overworked. Edmw want set up a task force to take up this project?",23/1/21 10:16,73,Social Distancing,73,3,-11.750012087185475,21,3,0,1.6619096951769305,0,0,1.0
252,252,279,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"I think those SDA will just walk around the corridor looking out for shoes and loud noises. But if ppl close the door, bring shoes inside and hang out in the bedroom, inspector also llst right? To my knowledge you can anyhow enter people's homes without a warrant. If they let SDA enter, it is also a transmission risk. They kena from one household and spread to the whole neighbourhood.",23/1/21 10:17,69,Social Distancing,70,3,-11.534398372589155,10,6,2,1.7358526810162471,0,0,1.0
253,253,280,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"Clizeer wrote: what is the number to call and report? Yah they never say how to report.... During the earlier days when they disallow visitation to grandparents by schooling kids, I write into complain on the feedback app, about a fb posts, but no actions taken against the high rank civil servant",23/1/21 10:17,52,Social Distancing,52,3,-11.38969566584586,10,3,1,2.5334253511566,0,0,0.0
254,254,281,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"So who's doing this saikang? SDA, RC, mata?? Holiday cannot relax still kanna arrowed saikang, song boh!?!",23/1/21 10:17,16,Social Distancing,17,1,-16.501739172604395,3,1,0,6.157480290770559,1,0,0.0
255,255,282,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,yperic wrote: Enforcement officer will be going around house to do random spotcheck. Give incentive to pple who wan to bao toh ..,23/1/21 10:19,22,Social Distancing,22,1,-13.652659779945422,9,0,0,10.45849842128329,2,0,0.0
256,256,283,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"GreatPumpkin wrote: I think those SDA will just walk around the corridor looking out for shoes and loud noises. But if ppl close the door, bring shoes inside and hang out in the bedroom, inspector also llst right? To my knowledge you can anyhow enter people's homes without a warrant. If they let SDA enter, it is also a transmission risk. They kena from one household and spread to the whole neighbourhood. That's y hdb got quota.... So got another 30% neighbors to look out for each other.... Actually sda got no powers one... And sda will be like premier league linesmen, they rather let things happen and then let VAR review, then to actively police on the spot cos sibei tension later caught in a fight how?",23/1/21 10:20,125,Social Distancing,128,4,-12.086524446611323,23,9,3,0.7992118176536345,0,0,1.0
257,257,284,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"GreatPumpkin wrote: I think those SDA will just walk around the corridor looking out for shoes and loud noises. But if ppl close the door, bring shoes inside and hang out in the bedroom, inspector also llst right? To my knowledge you can anyhow enter people's homes without a warrant. If they let SDA enter, it is also a transmission risk. They kena from one household and spread to the whole neighbourhood. Ya thats probably all they can do. New bto estates n condo they have WhatsApp grp. If someone saw red boys come they will be informed already. Dont waste everyone time la",23/1/21 10:21,103,Social Distancing,104,4,-12.073294763240135,20,6,3,0.920819486314427,0,0,1.0
258,258,285,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,coldish wrote: They will just catch some kumgongs flouting the rules and tell the whole world they doing a good job Got two weeks to hammer some folk big big before CNY Sent from An Alternative Viewpoint On Life using GAGT,23/1/21 10:22,41,Social Distancing,41,2,-12.941140333432212,7,1,0,3.0244071548413896,0,0,0.0
259,259,286,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,so troublesome... maybe they will roll out cctv to every household to save all the trouble...,23/1/21 10:22,16,Social Distancing,16,1,-11.340972240089485,2,0,0,14.314157420614,2,0,0.0
260,260,287,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"Like that will create clusters or not? Sad, rc, mata or k9 dogs or part time spot checker, check check check... wait pass the viruses instead?",23/1/21 10:22,25,Social Distancing,26,2,-13.305797743950075,3,2,0,2.8271399705203644,0,0,0.0
261,261,288,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,pooopy wrote: Yea good idea They dun want to catch that many also.,23/1/21 10:22,13,Social Distancing,13,1,-12.632177497392167,4,0,0,21.853775475183436,3,0,0.0
262,262,289,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"If some of the SDA officers doing spot checks turn out to be super spreaders, then ho seh liao. Really Huat big big.",23/1/21 10:23,23,Social Distancing,23,1,-13.384847996285828,4,1,0,4.798253640419634,0,0,0.0
263,263,290,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Aaron_soh80 wrote: Give incentive to pple who wan to bao toh .. Ya lo.. if they really want to play big then just give those who baotoh incentive.. surely they will catch a lot who don\x92t follow this 8 per day rule.. the amount of fines they can get from this surely more than enough to cover the incentive,23/1/21 10:23,56,Social Distancing,59,3,-12.373112908951864,15,2,0,5.238626789188965,1,0,0.0
264,264,291,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"no need pple to baotoh... sure got a lot of pple self pawn one... like si ginna will post their big group drinking, gambling on fb and instagram... and spgs will post on tiktok they having lohei with big groups of ang mohs...",23/1/21 10:23,43,Social Distancing,43,2,-13.909248247199331,9,1,0,2.685403526099896,0,0,0.0
265,265,292,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Ubi-Warrior wrote: Got two weeks to hammer some folk big big before CNY Sent from An Alternative Viewpoint On Life using GAGT Go balls go to those landed to catch. Easy to spot them coming in n out.,23/1/21 10:23,37,Social Distancing,38,2,-13.10725777288582,9,0,0,3.723688837392941,0,0,0.0
266,266,293,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Gungalley wrote: Poor officers gonna kenna fark on first and second day of cny. No they will not. They will be equipped with many Kums and new clothes and they will be like ur normal peeps. Just that when they entered  they will summon u . Give red packet to them becomes even worse,23/1/21 10:24,53,Social Distancing,53,3,-11.80180093123675,9,3,0,3.7236888373929404,0,0,1.0
267,267,294,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Can go to the big houses first?,23/1/21 10:25,7,Social Distancing,7,0,-9.529548081515212,1,0,0,41.61288876085548,4,0,0.0
268,268,295,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"coldish wrote: Ya thats probably all they can do. New bto estates n condo they have WhatsApp grp. If someone saw red boys come they will be informed already. Dont waste everyone time la Yes, private housing is another loophole. People can just park at hdb and walk over. Unless you want security and mcst to be bunknifer but they will lose their jobs at next agm. Having said that, you can bypass security by waiting at sidegate to bring your friends in. Si many loopholes, it's just u want or don't want nia.",23/1/21 10:26,92,Social Distancing,94,3,-12.271289050212692,22,5,3,1.0680157448921705,0,0,1.0
269,269,296,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"If they measures were so far-sighted and clever, we won\x92t have that \x93Wear a mask only if you are unwell\x94 advisory last year.",23/1/21 10:27,21,Social Distancing,25,1,-12.76450051110652,6,2,2,21.853775475183436,3,0,0.0
270,270,297,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Have u seen the scene at Chinatown? it\x92s already crowded as fark liao.,23/1/21 10:28,13,Social Distancing,14,1,-13.537469379390874,2,0,0,6.645015734668393,1,0,0.0
271,271,298,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Close door. Bring all shoes in. Don't let officer in. What's so difficult?,23/1/21 10:30,11,Social Distancing,13,1,-10.62014299623428,1,0,0,10.458498421283291,2,0,0.0
272,272,299,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"coolmyth wrote: So who's doing this saikang? SDA, RC, mata?? Holiday cannot relax still kanna arrowed saikang, song boh!?! Will they recall NS Man to do this saikang.",23/1/21 10:30,27,Social Distancing,28,2,-15.524072158505549,6,1,0,3.8557168717853103,0,0,0.0
273,273,300,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Some-one wrote: Close door. Bring all shoes in. Don't let officer in. What's so difficult? PAP just wayang only la. Tell everyone hey I going to watch u u know what to do. Only a few kumgongs will get caught in the end.,23/1/21 10:32,40,Social Distancing,43,2,-11.548288506600972,9,0,1,3.34049978757048,0,0,0.0
274,274,301,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Gungalley wrote: Poor officers gonna kenna fark on first and second day of cny. sda already kena abuse gaogao at hawker centers daily...always see them kena scold then lower head walk away. last time can give summon still got a bit pride...these days they are sex slaves.,23/1/21 10:32,49,Social Distancing,49,2,-13.508169173985651,9,3,0,1.8872914584984106,0,0,0.0
275,275,302,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"If the task force just use the excuse of the new variants being more transmissible and now studies suggest to be more deadly, and totally ban CNY gatherings of any size, then I\x92m still a wee bit confident of their strategies. I really don\x92t want to hear the same excuse about \x93there\x92re things we can do better\x94 next year.",23/1/21 10:33,58,Social Distancing,63,3,-11.946458416651799,10,4,2,2.933031148842776,0,0,0.0
276,276,303,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,No. of deployable enforcement officers VS no. of households celebrating CNY? Enough said.  Haha.,23/1/21 10:33,14,Social Distancing,14,1,-11.751447699523792,2,0,0,5.582319849062409,1,0,0.0
277,277,304,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Want to see how they really enforce,23/1/21 10:34,7,Social Distancing,7,0,-10.17257596690345,3,0,0,163.63997928494302,4,0,0.0
278,278,305,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,LW is encouraging the act of baotoh. Are we going to become a more secretive police state as in back in the 1945 Japanese Occupation era?,23/1/21 10:35,25,Social Distancing,26,2,-11.0121050416554,5,0,1,4.798253640419633,0,0,0.0
279,279,306,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Those Mediacorp people charged already or not? Evidence and admission of guilt not enough?,23/1/21 10:36,14,Social Distancing,14,1,-11.181497652890982,1,2,0,8.157520887733781,1,0,0.0
280,280,307,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Some-one wrote: Close door. Bring all shoes in. Don't let officer in. What's so difficult? Sibei chamm.... like living the days of curfew during Japanese occupation.,23/1/21 10:37,23,Social Distancing,26,2,-12.074711094368364,3,0,0,4.197650602367687,0,0,0.0
281,281,308,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,u think those chinese SDA so free? i believe large population of chinese love CNY.. u think they will go around people door and knock and fine them?,23/1/21 10:38,28,Social Distancing,28,2,-12.613458315359514,6,1,0,5.582319849062409,1,0,0.0
282,282,309,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Quala98 wrote: Is it those red shirt SDA come enforce? Sent from there using GAGT Yeap like hari raya last year.,23/1/21 10:40,21,Social Distancing,21,1,-14.70505671274051,5,0,0,4.798253640419633,0,0,0.0
283,283,310,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"PAP didn't even want to attempt \u6bba\u4e00\u5106\u767e method. That shows they not serious at all. What they can do is to send NSmen from SPF to walk the hdb estates. download image from instagram url Tell the public they will go door to door, conduct house checks when necessary and make arrests. Very few people will want to take the risks to spoil their cny.",23/1/21 10:42,63,Social Distancing,68,3,-12.225759973236011,15,2,0,2.0198359525989,0,0,0.0
284,284,311,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,joypad2009 wrote: Nice. Like your idea. First day in edmw meh The motto here is,23/1/21 10:52,15,Social Distancing,15,1,-12.37397821846919,3,0,1,8.157520887733781,1,0,0.0
285,285,312,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Knn..keep importing but makes things difficult for us. Too bad..61% voted for it. CheerS!!!,23/1/21 10:57,15,Social Distancing,16,1,-12.062276626137328,3,1,0,10.458498421283293,2,0,0.0
286,286,313,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,coldish wrote: PAP just wayang only la. Tell everyone hey I going to watch u u know what to do. Only a few kumgongs will get caught in the end. the whole purpose of this restriction is to place the blame on singaporeans instead of imported cases.,23/1/21 10:58,47,Social Distancing,47,2,-11.490711815447861,11,1,1,3.0244071548413896,0,0,0.0
287,287,314,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Stealth_PL wrote: So when they check and see is 8 visitor inside.. how they enforce there won\x92t be another 8 coming later.. they camp outside your unit after checking ah? Lol I think this is the nice time for enforcer to collect ang bao and turn a blind eye.,23/1/21 10:59,46,Social Distancing,50,2,-12.094522704499088,14,3,2,5.408315196212938,1,0,0.0
288,288,315,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,should implement automation use safte entery for all residential homes 9th pax system auto detect and reject entery,23/1/21 11:01,17,Social Distancing,18,1,-15.09565576272934,2,1,0,3.7413665455409917,0,0,0.0
289,289,316,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"Yes, impose 8 pax limit for visiting, but still import cases like nobody's biz. Sibeh wayang",23/1/21 11:01,14,Social Distancing,16,1,-14.358452110279678,2,2,0,5.582319849062409,1,0,0.0
290,290,317,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,give CNY angbao to EO he/she will walk away ?,23/1/21 11:02,10,Social Distancing,10,0,-12.755843958560705,3,0,0,14.314157420614,2,0,0.0
291,291,318,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Really police state mentality . Invade privacy and have snitches everywhere . Sent from HUAWEI NOH-NX9 using GAGT,23/1/21 11:08,15,Social Distancing,16,1,-14.244106983918085,2,1,0,4.798253640419634,0,0,0.0
292,292,319,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,max 8 visitors means excluding families who are at home (allow 8 visitors + mother + father + son + daughter = 12 people)?,23/1/21 11:09,16,Social Distancing,19,1,-12.087361955875092,4,0,0,3.7881712134995085,0,0,1.0
293,293,320,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,zeroman wrote: the whole purpose of this restriction is to place the blame on singaporeans instead of imported cases. Really? Not our fault leh,23/1/21 11:10,24,Social Distancing,24,1,-11.652021272039383,4,1,1,5.582319849062409,1,0,0.0
294,294,321,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"coldish wrote: PAP didn't even want to attempt \u6bba\u4e00\u5106\u767e method. That shows they not serious at all. What they can do is to send NSmen from SPF to walk the hdb estates. download image from instagram url Tell the public they will go door to door, conduct house checks when necessary and make arrests. Very few people will want to take the risks to spoil their cny. I don't think police has enough people leh if they really do that",23/1/21 11:10,77,Social Distancing,83,3,-12.040502012050498,20,3,0,1.8584189895629655,0,0,1.0
295,295,322,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,Throw a lot of shoes outside the house.. waste the EO time.. then EO will kbkp minister stupid idea..,23/1/21 11:12,19,Social Distancing,19,1,-12.27407894277037,3,1,0,5.238626789188965,1,0,0.0
296,296,323,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"Should have banned FT import, so this won\x92t happen",23/1/21 11:17,9,Social Distancing,10,0,-13.403436452530537,4,0,0,21.853775475183436,3,0,0.0
297,297,324,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,RSKeisuke wrote: what race will those CNY-raiding SDAs be? Also the neighbors that will sell you out. Unless ah wong give out rewards for that. Wa. Government instilling distrust among the people. It is a crime?,23/1/21 11:21,35,Social Distancing,36,2,-11.692709265050961,6,0,1,3.615422287101474,0,0,0.0
298,298,325,"[GVGT] Lawrence Wong on how the ""maximum of 8 visitors"" rule will be enforced",14/2/21 17:58,"coldish wrote: PAP didn't even want to attempt \u6bba\u4e00\u5106\u767e method. That shows they not serious at all. What they can do is to send NSmen from SPF to walk the hdb estates. download image from instagram url Tell the public they will go door to door, conduct house checks when necessary and make arrests. Very few people will want to take the risks to spoil their cny. pic kope from moi de...",23/1/21 11:27,70,Social Distancing,75,3,-12.517831358163603,15,2,0,1.6619096951769303,0,0,0.0
