post_id,,username,date_time,comments_raw
30900140,91061270,Winnie Lee,"Mar 2, 2020",Thank you for all the hard work through this difficult times! Singapore is very fortunate to have someone like you who is so passionate and so committed to bring greater good to the community! Salute!!
30900140,91061270,Alyssa Soh,"Mar 1, 2020",THANK YOU SO MUCH to you & your team for the hard work in keeping Singapore safe! Really appreciate it!!!
30900140,91061270,Cheng Jit Moey,"Mar 3, 2020",Thank you to you and all your colleagues for doing a great job looking after Singapore!👍👍👍
30900140,91061270,Joy Chua,"Mar 1, 2020","It will be good if everyone keeps their own log of their activities during this period. In case you are really one of the positive cases or a close contact, the tracing will be less tedious for the contact tracers."
30900140,91061270,Jinwen Liu,"Mar 22, 2020",Thanks for doing what you guys have been doing. Since CNY! 
30900140,91061270,Irene Tio,"Mar 1, 2020","A big THANK YOU for your monumental efforts. I’m sure you’re all thoroughly exhausted yet still putting in your best, day in, day out."
30900140,91061270,Frederick Pang,"Mar 3, 2020",Countries like Taiwan still dun appreciate what u guys are doing. But I do. Respect. N a big thank you
30900140,91061270,Daniel Ng,"Mar 4, 2020","Glad that he and his colleagues are doing this difficult task. Not sure how long they can keep it up though, he’s cheerful but it’s also clear that he looks tired out. "
30900140,91061270,董 伦扬,"Mar 1, 2020",Must purposely use the still at this moment huh
30900140,91061270,Top FanNorimah Abdullah,"Mar 7, 2020",I'm incredibly impressed by the contact tracing team. SPF may want to consider them if they want a career switch but this guy looks so happy with his job. Kudos to him & his colleagues. 🙌🏼
30900140,91061270,Shah Mohd,"Mar 1, 2020",Not all heroes wear Cape...
30900140,91061270,Saleemah Ismail,"Mar 3, 2020",Truly appreciate the people doing the contact tracing. Makes a huge difference. Gratitude for their dedication and passion.
30900140,91061270,Amy Lee,"Mar 3, 2020",Kudos to all who are actively involved during tis critical period whether frontline or esoecially those backend where no one knows. Cheers n a BIG Thank You ! God Bless !
30900140,91061270,Top FanLim Lick Suan,"Mar 3, 2020","I think all of us should start listing down the info now, (touch wood) should any of us or the ppl we have in contact caught the virus, we can produce the info fast and accurate, and of cos make these contact tracers' job easier."
30900140,91061270,Norna Kbd,"Mar 4, 2020",Contact tracing requires alot of patient  etc... they are also frontliners helping to arrest the spread if pandemic.. they must be recognised for their efforts n work. Keep it up to all of you there!  Weare counting on you ;) thank you
30900140,91061270,Top FanSharifah Nurulhuda,"Mar 1, 2020",He is so cheerful n so positive in his work.. Looks passionate also~   Thank you for the hard work in compiling within a span of 2 hours
30900140,91061270,陈翌箖,"Mar 1, 2020",This is the kind of sai Kang that no one want to do but need to do. And thank you for doing it!
